tma,fov,n_tumor,n_cd8,n_high,n_low,split_rule,median_dist_high,median_dist_low,median_cd8_25_high,median_cd8_25_low,median_cd8_50_high,median_cd8_50_low,median_cd8_100_high,median_cd8_100_low
MESO_TMA2,1,754,188,332,422,median_split>3,20.61128883329863,17.213697665767825,1.0,1.0,5.0,5.0,19.0,20.0
MESO_TMA2,2,555,69,265,290,pos_vs_zero,36.31141444255751,39.67243939783381,0.0,0.0,1.0,1.0,4.0,5.0
MESO_TMA2,3,718,247,305,413,median_split>3,19.003098066957648,16.27695516179776,1.0,1.0,5.0,6.0,22.0,25.0
MESO_TMA2,4,1142,118,513,629,median_split>6,21.18601690644026,21.523063312828217,1.0,1.0,3.0,4.0,13.0,13.0
MESO_TMA2,5,1319,105,576,743,median_split>2,22.130038779247656,23.329669536587698,1.0,1.0,3.0,3.0,12.0,11.0
MESO_TMA2,6,1212,111,558,654,median_split>6,21.73741921991826,21.823930539738292,1.0,1.0,4.0,4.0,14.0,14.0
MESO_TMA2,7,1201,72,600,601,median_split>6,23.08812033627504,28.286521510967145,1.0,0.0,3.0,2.0,11.0,8.0
MESO_TMA2,8,469,29,190,279,median_split>1,38.59638828967863,41.75448781515222,0.0,0.0,1.0,1.0,4.0,3.0
MESO_TMA2,9,633,53,306,327,median_split>1,28.96825188449611,31.297309011326035,0.0,0.0,2.0,1.0,7.0,7.0
MESO_TMA2,10,920,134,454,466,median_split>11,17.950935777889406,17.808339221186703,1.0,1.0,4.0,4.0,15.0,14.5
MESO_TMA2,11,1165,90,524,641,median_split>4,24.076739090074447,23.979198902548582,1.0,1.0,3.0,3.0,11.0,10.0
MESO_TMA2,12,401,75,144,257,median_split>1,26.1927412681843,26.037494754727202,0.0,0.0,3.0,2.0,10.0,9.0
MESO_TMA2,13,223,65,31,192,median_split>1,22.664403518962622,27.988174616887633,1.0,0.0,2.0,2.0,9.0,7.0
MESO_TMA2,14,449,52,220,229,median_split>2,30.543325257248117,34.53900465136841,0.0,0.0,1.0,1.0,6.0,6.0
MESO_TMA2,15,397,39,168,229,median_split>3,40.90560854096496,41.317711922109076,0.0,0.0,1.0,1.0,4.0,4.0
MESO_TMA2,16,711,42,352,359,median_split>3,33.88535376813161,36.80017658201183,0.0,0.0,1.0,1.0,5.0,4.0
MESO_TMA2,17,664,72,290,374,median_split>1,24.567548010100296,27.632127631815266,1.0,0.0,2.0,2.0,7.0,7.0
MESO_TMA2,18,688,62,305,383,median_split>1,31.292454977263993,30.703222315320154,0.0,0.0,2.0,2.0,6.0,6.0
MESO_TMA2,19,439,52,137,302,median_split>1,31.295922221273933,33.29028280812003,0.0,0.0,2.0,1.0,6.0,6.0
MESO_TMA2,20,1053,306,488,565,median_split>5,20.35718888409045,13.93847486755969,1.0,2.0,4.0,10.0,17.5,39.0
MESO_TMA2,21,1628,185,789,839,median_split>7,19.01261207994245,18.773315346587047,1.0,1.0,5.0,5.0,21.0,19.0
MESO_TMA2,22,1376,105,639,737,median_split>7,22.23716653964621,24.440824968400104,1.0,1.0,3.0,3.0,12.0,11.0
MESO_TMA2,23,1162,138,576,586,median_split>8,19.20246230734594,19.94432821409592,1.0,1.0,4.0,4.0,16.0,15.0
MESO_TMA2,24,333,46,126,207,median_split>1,25.68402917010087,26.901879761117502,0.0,0.0,2.0,2.0,6.0,7.0
MESO_TMA2,25,661,43,302,359,median_split>8,35.85840419115255,35.2570205020907,0.0,0.0,1.0,1.0,4.0,4.0
MESO_TMA2,26,781,44,371,410,median_split>7,26.13288879691563,29.300672488140872,0.0,0.0,2.0,2.0,6.0,7.0
MESO_TMA2,27,170,41,19,151,median_split>1,31.6144259518365,32.59676766319132,0.0,0.0,2.0,1.0,6.0,5.0
MESO_TMA2,28,209,92,22,187,median_split>1,16.652607045894467,23.023489756681293,1.0,1.0,4.5,3.0,15.5,12.0
MESO_TMA2,29,969,45,465,504,median_split>7,24.996545497680458,32.67910417275232,1.0,0.0,2.0,1.0,5.0,5.0
MESO_TMA2,30,288,30,101,187,median_split>2,44.04580682520298,40.87626920660909,0.0,0.0,1.0,1.0,3.0,4.0
MESO_TMA2,31,405,41,187,218,median_split>3,42.47587341050994,38.482645021333425,0.0,0.0,1.0,1.0,4.0,4.0
MESO_TMA2,32,674,72,248,426,median_split>1,27.72832877507342,25.85026089297669,0.0,0.0,2.0,2.0,7.0,8.0
MESO_TMA2,33,469,47,206,263,median_split>1,34.37464454097517,30.43369235643923,0.0,0.0,1.0,1.0,6.0,5.0
MESO_TMA2,34,1494,95,696,798,median_split>3,22.854773317451702,24.689647025249286,1.0,1.0,3.0,3.0,12.0,11.0
MESO_TMA2,35,1132,294,537,595,median_split>5,18.424838877341625,13.625128125225066,1.0,2.0,6.0,9.0,26.0,29.0
MESO_TMA2,36,761,133,351,410,median_split>5,20.48294592093476,19.597114551649398,1.0,1.0,4.0,4.0,14.0,14.0
MESO_TMA2,37,760,76,374,386,median_split>12,21.980366520019373,27.363331322352565,1.0,0.0,3.0,3.0,8.5,8.0
MESO_TMA2,38,119,16,46,73,median_split>1,49.97578432310032,48.26766113766721,0.0,0.0,0.5,1.0,2.0,2.0
MESO_TMA2,39,1370,144,681,689,median_split>8,20.453259452087234,19.731786444739218,1.0,1.0,4.0,4.0,18.0,15.0
MESO_TMA2,40,1183,138,543,640,median_split>7,21.161419336027436,20.53026129345404,1.0,1.0,5.0,4.0,17.0,15.0
