label_a	label_b	n_a	n_b	mw_U	mw_p	mw_cliffs_delta	g_hedges_g	g_se	g_ci_lo	g_ci_hi	g_n1	g_n2	g_mean_a	g_mean_b	g_median_a	g_median_b	dataset	gene	metric	contrast	note
MPR	non-MPR	2	4	2.0	0.5333333333333333	-0.5	-0.5498913070275937	0.8804535029150468	-2.2755484628032168	1.1757658487480294	2	4	0.013001644467774265	0.03514511227401303	0.013001644467774265	0.02454614172020088	GSE229353	TACSTD2	TACSTD2_frac_pos	mpr_vs_nonMPR_complete_mtx	paper Table S1; drop GEO-truncated P03 MTX
MPR	non-MPR	2	3	2.0	0.8	-0.3333333333333333	-0.24722339260354786	0.9162124611237146	-2.042966818592833	1.5485200333857372	2	3	0.013001644467774265	0.01817077921364792	0.013001644467774265	0.011987213638785296	GSE229353	TACSTD2	TACSTD2_frac_pos	mpr_vs_nonMPR_NAPC_complete	NAPC only + complete MTX (drop P01 NAC and truncated P03)
MPR	non-MPR	2	4	3.0	0.8	-0.25	-0.5550620945446114	0.8807238466549476	-2.281249114313886	1.1711249252246634	2	4	0.009558789011654953	0.02633887265673661	0.009558789011654953	0.020982174487795924	GSE229353	CLDN4	CLDN4_frac_pos	mpr_vs_nonMPR_complete_mtx	paper Table S1; drop GEO-truncated P03 MTX
MPR	non-MPR	2	3	3.0	1.0	0.0	-0.24253635954712385	0.9160871802964883	-2.038034239627092	1.5529615205328442	2	3	0.009558789011654953	0.014891458691954284	0.009558789011654953	0.005594033031433138	GSE229353	CLDN4	CLDN4_frac_pos	mpr_vs_nonMPR_NAPC_complete	NAPC only + complete MTX (drop P01 NAC and truncated P03)
