Samples,geneID,value,cell_line,Responder,Baseline,GSE_ID,Mouse_treatment,pvalue,label,label2,num,count
SRX8918387,Epcam,0.701289941757962,LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=16),Responders,0,GSE155972,antiPD1; antiCTL4;,0.678229428955411,NA,NA,2,16
SRX8918390,Epcam,0.488831437450877,LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=16),Responders,0,GSE155972,antiPD1; antiCTL4;,0.678229428955411,NA,NA,2,16
SRX8918389,Epcam,0.31508511569607,LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=16),Responders,0,GSE155972,antiPD1; antiCTL4;,0.678229428955411,NA,NA,2,16
SRX8918391,Epcam,0.26670525136642,LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=16),Responders,0,GSE155972,antiPD1; antiCTL4;,0.678229428955411,NA,NA,2,16
SRX8918392,Epcam,0.183095304275695,LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=16),Responders,0,GSE155972,antiPD1; antiCTL4;,0.678229428955411,NA,NA,2,16
SRX8918388,Epcam,0.148642241786347,LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=16),Responders,0,GSE155972,antiPD1; antiCTL4;,0.678229428955411,NA,NA,2,16
SRX8918394,Epcam,0.109398702388425,LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=16),Baseline,1,GSE155972,no_treatment,NA,NA,NA,2,16
SRX8918395,Epcam,0.311665532524393,LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=16),Baseline,1,GSE155972,no_treatment,NA,NA,NA,2,16
SRX8918396,Epcam,1.9937774078984,LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=16),Baseline,1,GSE155972,no_treatment,NA,NA,NA,2,16
SRX8918397,Epcam,0.287304284047941,LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=16),Baseline,1,GSE155972,no_treatment,NA,NA,NA,2,16
SRX8918398,Epcam,0.475419942815864,LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=16),Baseline,1,GSE155972,no_treatment,NA,NA,NA,2,16
SRX8918399,Epcam,0.568656046884283,LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=16),Baseline,1,GSE155972,no_treatment,NA,NA,NA,2,16
SRX8918400,Epcam,0.484713249640033,LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=16),Baseline,1,GSE155972,no_treatment,NA,NA,NA,2,16
SRX8918401,Epcam,0.548646169311998,LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=16),Baseline,1,GSE155972,no_treatment,NA,NA,NA,2,16
SRX8918402,Epcam,0.237722423449587,LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=16),Baseline,1,GSE155972,no_treatment,NA,NA,NA,2,16
SRX8918403,Epcam,0.450248325763585,LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=16),Baseline,1,GSE155972,no_treatment,NA,NA,NA,2,16
SRX8918404,Epcam,0.597109417348039,LLC_GSE155972_antiCTLA4&antiPD1(n=16),Non-responders,0,GSE155972,antiPD1; antiCTL4;,0.976399133996637,NA,NA,2,16
