cohort,gene_a,gene_b,is_claim_pair,n,spearman_rho,spearman_p,pearson_r,pearson_p,spearman_strength
NSCLC_primary_tumor,GRHL1,TACSTD2,True,1017,0.4446513811338928,1.569302964125648e-50,0.4492098911928904,1.1723824991204346e-51,MODERATE_pos
NSCLC_primary_tumor,GRHL1,CLDN4,True,1017,0.021358173919652324,0.4962756097989297,0.09995016501685892,0.0014152169253697135,NOT_SIGNIFICANT
NSCLC_primary_tumor,GRHL2,TACSTD2,False,1017,0.1898315635052278,1.0479348005347987e-09,0.25699039289560843,8.384601309578189e-17,WEAK_pos
NSCLC_primary_tumor,GRHL2,CLDN4,False,1017,-0.19845630298962372,1.7175274886348943e-10,0.009328884235048046,0.7663574923665581,WEAK_neg
NSCLC_primary_tumor,GRHL3,TACSTD2,False,1017,0.4471519035998298,3.80033283712972e-51,0.416599152625901,5.794197661095924e-44,MODERATE_pos
NSCLC_primary_tumor,GRHL3,CLDN4,False,1017,-0.1780680589189755,1.0814255931857433e-08,-0.11626915718328734,0.0002024626822810148,WEAK_neg
NSCLC_primary_tumor,TACSTD2,CLDN4,False,1017,0.25139940449018316,4.0042689608741843e-16,0.34767322187098854,2.8817283907889468e-30,WEAK_pos
NSCLC_primary_tumor,GRHL1,GRHL2,False,1017,0.3781945140030507,6.282520664669694e-36,0.3786604477011013,5.092028826321255e-36,MODERATE_pos
NSCLC_primary_tumor,GRHL1,CLDN3,False,1017,-0.31337158580572594,1.3083317799157483e-24,-0.2926537358330913,1.560603432135047e-21,MODERATE_neg
NSCLC_primary_tumor,GRHL1,CLDN7,False,1017,-0.15528192119295564,6.486764550688102e-07,-0.10933209843150966,0.0004779200000233032,WEAK_neg
LUAD_primary_tumor,GRHL1,TACSTD2,True,515,0.3967857670294537,7.252138667137891e-21,0.3999682061414301,3.3214906250279492e-21,MODERATE_pos
LUAD_primary_tumor,GRHL1,CLDN4,True,515,0.39065937765936665,3.1846345009927344e-20,0.3858628028773194,9.927949937995956e-20,MODERATE_pos
LUAD_primary_tumor,GRHL2,TACSTD2,False,515,0.08317093896764215,0.05927722560684809,0.24522849023424775,1.721266881021226e-08,NOT_SIGNIFICANT
LUAD_primary_tumor,GRHL2,CLDN4,False,515,0.06614825073553551,0.13383800628776116,0.3460388803184003,6.221529064086756e-16,NOT_SIGNIFICANT
LUAD_primary_tumor,GRHL3,TACSTD2,False,515,0.3802914536830963,3.633293957912126e-19,0.3641905133842618,1.3452749488135021e-17,MODERATE_pos
LUAD_primary_tumor,GRHL3,CLDN4,False,515,0.3872404536478871,7.17567376605316e-20,0.35550668958198395,8.685126347412461e-17,MODERATE_pos
LUAD_primary_tumor,TACSTD2,CLDN4,False,515,0.4597517150956402,2.68425122314192e-28,0.4743987429285902,2.9226027924440197e-30,MODERATE_pos
LUAD_primary_tumor,GRHL1,GRHL2,False,515,0.16242354784559196,0.00021422018459913886,0.25331068577320903,5.5455454625814985e-09,WEAK_pos
LUAD_primary_tumor,GRHL1,CLDN3,False,515,0.17867057487839477,4.548634802712005e-05,0.17731810733238054,5.202953420478833e-05,WEAK_pos
LUAD_primary_tumor,GRHL1,CLDN7,False,515,-0.006012416309785656,0.8917318511060718,0.06703989774773131,0.12866428620642678,NOT_SIGNIFICANT
LUSC_primary_tumor,GRHL1,TACSTD2,True,502,0.3867083907043595,2.361062346358575e-19,0.4744066263617493,1.5486253676782865e-29,MODERATE_pos
