sample,cohort,sample_type,GRHL1,GRHL2,GRHL3,TACSTD2,CLDN4,CLDN3,CLDN7,ELF3,KLF5
TCGA-63-6202-01,LUSC,primary_tumor,9.3103,9.3851,8.0991,8.9,12.9735,11.1319,11.3573,10.3983,10.176
TCGA-98-A53I-01,LUSC,primary_tumor,10.5129,10.6946,9.8975,12.9956,12.1004,9.054,11.803,10.8042,12.0923
TCGA-46-3767-01,LUSC,primary_tumor,8.963,10.1393,7.7366,12.9585,11.9131,5.8516,9.9214,11.4388,11.074
TCGA-22-4599-01,LUSC,primary_tumor,9.2718,10.3746,10.2827,9.1335,10.5536,2.7587,5.9304,11.3934,11.5503
TCGA-58-8391-01,LUSC,primary_tumor,10.7177,10.7106,8.9231,13.947,13.0048,6.1806,11.9916,11.8715,12.2016
TCGA-85-8580-01,LUSC,primary_tumor,10.9202,11.0937,11.5908,12.7329,11.9835,6.5813,11.3875,11.5847,14.401
TCGA-60-2715-01,LUSC,primary_tumor,9.2843,9.9135,8.3759,11.6391,11.2388,6.6337,9.8063,10.9674,11.4643
TCGA-43-6143-11,LUSC,normal,7.1429,8.9336,2.2332,11.4182,11.3097,7.8381,10.4972,10.376,10.3118
TCGA-39-5031-01,LUSC,primary_tumor,10.4138,11.0466,10.1031,12.6704,12.1329,6.686,11.1761,12.0356,12.7601
TCGA-66-2792-01,LUSC,primary_tumor,10.5362,11.063,9.5211,12.7614,11.0859,3.0984,11.5311,10.219,12.8424
TCGA-92-7340-01,LUSC,primary_tumor,8.3555,10.437,10.3105,14.6428,10.7601,3.8326,10.222,12.8614,12.9578
TCGA-85-8287-01,LUSC,primary_tumor,8.7514,11.268,5.8872,11.4708,12.1044,8.2022,8.6699,11.6834,10.5192
TCGA-56-8622-01,LUSC,primary_tumor,9.9246,10.0517,8.893,14.8218,12.235,6.489,10.6591,11.4065,12.9223
TCGA-22-5471-01,LUSC,primary_tumor,10.2197,10.0036,9.414,13.1133,12.6076,4.9647,11.4696,11.3424,11.6748
TCGA-60-2709-11,LUSC,normal,7.3122,8.3247,1.3651,13.2203,13.0378,9.0819,11.6697,13.8649,11.622
TCGA-77-A5GA-01,LUSC,primary_tumor,9.675,10.6947,10.247,14.2926,12.0802,7.7001,12.1692,12.4737,12.1187
TCGA-43-3394-11,LUSC,normal,7.6607,9.6454,3.426,12.4382,12.3042,9.1795,10.5991,12.9157,11.966
TCGA-85-A4QQ-01,LUSC,primary_tumor,10.6137,11.0018,8.3046,14.285,11.6935,5.2954,9.2295,11.6556,12.2877
TCGA-66-2744-01,LUSC,primary_tumor,7.3848,10.6897,4.4402,12.383,10.1819,5.9906,10.4559,11.2216,10.0213
TCGA-22-5480-01,LUSC,primary_tumor,9.0948,10.6768,6.54,9.6659,9.9598,9.8949,8.4349,10.7391,10.6952
TCGA-58-8388-01,LUSC,primary_tumor,10.509,10.6273,3.4337,12.1122,11.2557,9.4042,8.0789,10.9918,10.3932
TCGA-63-7022-01,LUSC,primary_tumor,8.2271,10.1492,8.7053,12.3685,9.9825,4.6534,9.9602,10.6569,10.9985
TCGA-85-8584-01,LUSC,primary_tumor,6.6482,11.0659,6.6482,13.1746,13.7807,11.0732,11.7676,12.8987,11.2366
TCGA-77-8128-01,LUSC,primary_tumor,10.8981,10.9903,9.7113,11.7531,11.4458,4.3578,8.9682,11.3132,13.5665
TCGA-60-2708-01,LUSC,primary_tumor,9.0055,9.9619,9.1977,11.745,10.9578,4.5387,9.0069,10.7323,11.2046
TCGA-85-7699-01,LUSC,primary_tumor,9.1144,10.3484,6.7222,11.3296,10.156,5.8881,9.3406,10.8692,10.6377
TCGA-33-AAS8-01,LUSC,primary_tumor,9.1314,10.6844,6.9199,9.8479,10.962,6.5088,9.8589,9.876,12.1868
TCGA-51-4081-11,LUSC,normal,7.3964,8.9739,3.6126,11.3523,11.9254,7.9038,10.4658,12.5139,10.7298
TCGA-18-3408-01,LUSC,primary_tumor,10.4251,11.691,8.9534,13.0078,11.5142,0.0,9.2062,11.441,13.6391
TCGA-56-8626-01,LUSC,primary_tumor,9.2998,10.9524,7.5448,13.4423,10.8621,6.7707,9.837,10.8281,11.506
TCGA-22-4601-01,LUSC,primary_tumor,10.0851,10.5565,9.9814,14.3815,13.131,9.8133,11.9041,12.3033,12.1813
TCGA-43-6773-01,LUSC,primary_tumor,9.3983,10.5088,9.9178,13.1004,12.2871,6.0365,10.6804,11.0333,11.191
TCGA-22-5482-11,LUSC,normal,7.3231,8.7766,2.1042,11.6589,11.1698,7.7732,10.3049,11.396,10.3633
TCGA-60-2706-01,LUSC,primary_tumor,8.8433,11.8742,2.1433,11.2641,13.6404,11.7227,11.5389,13.8703,11.4688
TCGA-77-A5G8-01,LUSC,primary_tumor,10.2323,11.2391,10.4942,13.6537,11.8979,4.2499,10.0696,13.0355,12.2574
TCGA-85-8355-01,LUSC,primary_tumor,9.8294,10.4911,10.3117,12.449,12.5322,6.9658,9.2735,12.2006,13.0926
TCGA-22-4609-11,LUSC,normal,7.5396,9.6034,1.4572,12.7086,12.4376,8.8806,11.0622,13.3953,11.7994
TCGA-22-4593-01,LUSC,primary_tumor,8.4724,11.293,7.4787,11.1126,9.3035,3.4401,6.7013,11.1547,11.3817
TCGA-60-2712-01,LUSC,primary_tumor,8.4621,10.8502,8.9477,12.0826,11.4005,5.7732,9.6357,12.6758,10.0325
TCGA-85-7843-01,LUSC,primary_tumor,10.4279,11.0637,10.499,14.1937,9.9286,4.2606,10.3941,12.5218,13.8188
TCGA-66-2790-01,LUSC,primary_tumor,9.5517,10.7284,4.3618,11.0228,11.4114,7.0714,10.4249,11.5637,10.4264
TCGA-NC-A5HE-01,LUSC,primary_tumor,8.8604,10.3987,6.5378,12.3793,13.0572,11.9021,10.8709,12.5078,10.8415
TCGA-33-4547-01,LUSC,primary_tumor,9.4303,11.2751,7.9304,13.7327,11.6833,5.7952,9.6729,12.9503,12.9038
TCGA-34-5240-01,LUSC,primary_tumor,9.1581,9.9419,9.8506,14.5377,13.0122,10.7368,12.1069,11.6716,12.8701
TCGA-63-5131-01,LUSC,primary_tumor,9.5245,11.2288,9.1884,13.2089,11.5924,8.4978,10.5357,13.3927,12.5872
TCGA-66-2758-01,LUSC,primary_tumor,9.4153,11.3113,8.5457,10.5996,12.2091,6.8233,12.105,11.8976,12.0802
TCGA-85-A50M-01,LUSC,primary_tumor,8.9966,9.5938,4.1571,13.3675,13.0273,7.8718,11.4871,11.4928,13.1136
TCGA-22-5489-11,LUSC,normal,8.2666,9.6638,3.601,12.4681,12.7031,9.1754,11.0308,11.9907,11.0304
TCGA-NC-A5HI-01,LUSC,primary_tumor,10.9324,11.137,9.4638,15.0953,11.5998,4.3539,10.2402,12.2432,13.5248
TCGA-77-8009-01,LUSC,primary_tumor,6.6962,6.3874,9.3272,6.1114,6.2592,3.3438,6.3032,6.0163,12.4098
TCGA-43-A56U-01,LUSC,primary_tumor,10.7849,9.7114,9.1175,13.4418,12.1378,8.6309,10.4102,12.6839,11.7144
TCGA-68-A59J-01,LUSC,primary_tumor,9.9953,10.3779,11.2606,12.5086,12.3359,7.4882,11.281,13.2811,13.4751
TCGA-34-5236-01,LUSC,primary_tumor,9.7551,10.2312,9.5905,12.4123,12.049,4.8077,9.274,10.3905,11.7584
TCGA-22-1002-01,LUSC,primary_tumor,9.0986,10.8597,7.1393,13.3604,11.8436,7.0295,10.2262,12.3611,12.803
TCGA-NK-A5D1-01,LUSC,primary_tumor,8.8855,10.3182,2.7742,10.8873,11.0316,8.8422,11.0853,12.4079,8.4428
TCGA-51-4080-01,LUSC,primary_tumor,12.1155,11.2681,8.8219,13.0123,11.6034,4.8158,10.7592,11.013,13.3023
TCGA-33-6737-01,LUSC,primary_tumor,8.4803,10.8767,3.1213,12.2107,11.4666,7.0301,11.5499,12.9263,12.9935
TCGA-56-7223-01,LUSC,primary_tumor,8.0184,10.3997,5.3524,10.5889,11.9833,8.6051,9.2552,11.7241,12.6417
TCGA-39-5011-01,LUSC,primary_tumor,8.9537,9.9792,6.5643,12.8673,12.8242,9.7905,11.9118,12.0372,10.3111
TCGA-39-5037-01,LUSC,primary_tumor,10.7294,10.6693,9.9654,12.5492,11.5812,6.6238,11.1174,12.2815,14.602
TCGA-66-2777-01,LUSC,primary_tumor,10.2578,10.184,8.9591,13.9266,12.8525,8.8929,10.7324,12.605,11.4293
TCGA-21-5783-01,LUSC,primary_tumor,10.0141,10.9029,6.1252,11.657,11.9029,5.6118,9.5042,9.7057,8.4354
TCGA-85-7950-01,LUSC,primary_tumor,6.6997,9.9829,6.5418,7.839,10.9204,7.2054,10.8808,10.8136,11.0726
TCGA-77-8153-01,LUSC,primary_tumor,10.4211,10.6891,10.3148,13.8212,12.5481,5.4523,10.3264,12.1937,13.3081
TCGA-L3-A4E7-01,LUSC,primary_tumor,9.4019,11.1745,9.4908,14.0512,12.5072,7.2404,11.3184,13.4696,12.2186
TCGA-60-2724-01,LUSC,primary_tumor,9.5212,10.1621,9.4444,13.1492,10.9952,5.0453,11.7084,10.347,12.8848
TCGA-90-A59Q-01,LUSC,primary_tumor,7.8627,10.4553,5.6418,14.1419,12.6247,6.4367,11.2425,13.1707,11.9648
TCGA-94-7557-01,LUSC,primary_tumor,9.2493,11.1645,6.7972,13.3812,12.9056,9.7494,11.6902,13.1689,10.6575
TCGA-96-7545-01,LUSC,primary_tumor,10.169,9.9614,9.5124,13.0318,12.0373,6.5706,11.0515,11.7555,12.6285
TCGA-85-6798-01,LUSC,primary_tumor,9.9618,10.69,10.0369,11.1636,12.0303,4.4079,9.653,10.8267,12.842
TCGA-22-5491-11,LUSC,normal,6.4965,9.3541,0.7521,12.752,11.9976,7.918,10.9672,12.6499,11.1327
TCGA-98-7454-01,LUSC,primary_tumor,9.6094,10.1342,4.5524,12.0472,9.4406,4.2885,10.8626,10.8999,11.7335
TCGA-66-2771-01,LUSC,primary_tumor,10.455,10.1757,9.7265,15.0328,11.7395,7.0265,11.5261,13.2059,12.3957
TCGA-56-8083-01,LUSC,primary_tumor,9.2044,10.6107,7.6991,10.848,11.7996,11.2208,10.262,10.6594,9.8455
TCGA-85-7696-01,LUSC,primary_tumor,9.1293,10.9831,9.6344,13.1451,12.4373,6.5063,10.1094,13.9457,13.1225
TCGA-77-A5G6-01,LUSC,primary_tumor,11.6096,11.8647,10.0252,12.9382,11.6478,4.261,8.9339,11.7503,13.4922
TCGA-90-A4ED-01,LUSC,primary_tumor,10.4557,11.6023,7.4077,12.137,9.5781,1.4481,6.421,8.0301,10.4932
TCGA-56-A4BX-01,LUSC,primary_tumor,11.0137,11.9467,11.0513,13.8011,13.1749,6.7296,10.9218,12.7608,14.1602
TCGA-NC-A5HG-01,LUSC,primary_tumor,11.2204,11.0601,12.703,13.9932,13.2903,3.7877,11.6174,11.2986,13.396
TCGA-37-5819-01,LUSC,primary_tumor,7.0382,10.4677,3.5343,8.5663,12.5566,11.2801,12.5656,12.166,8.7911
TCGA-66-2727-01,LUSC,primary_tumor,7.9049,11.2866,9.0147,13.1476,10.8378,5.4296,10.6274,12.7839,12.2805
TCGA-77-6843-01,LUSC,primary_tumor,10.007,10.824,8.3105,11.6104,11.7549,5.5321,8.5046,11.5202,13.095
TCGA-77-8130-01,LUSC,primary_tumor,8.1327,9.9531,8.8122,13.5502,10.2458,5.2037,8.4529,10.0098,12.9491
TCGA-34-5928-01,LUSC,primary_tumor,9.5241,10.3921,6.736,12.118,12.2976,5.4019,9.761,11.9099,10.1472
TCGA-22-4594-01,LUSC,primary_tumor,7.0271,10.9109,6.1578,11.1644,13.4567,11.9567,11.7077,13.4361,10.5367
TCGA-22-A5C4-01,LUSC,primary_tumor,10.2564,10.5552,8.5492,11.3341,11.6811,6.1442,7.479,10.5234,10.2161
TCGA-33-A5GW-01,LUSC,primary_tumor,9.5547,12.3357,10.0907,14.3119,12.7672,7.8063,11.0794,13.6569,13.0297
TCGA-94-8035-01,LUSC,primary_tumor,9.7741,10.7385,10.3533,13.7566,11.6805,5.4832,11.9062,12.3595,13.4353
TCGA-94-A5I4-01,LUSC,primary_tumor,10.9145,11.2851,10.5094,13.9177,13.7523,6.3019,11.3022,12.6611,13.245
TCGA-94-7943-01,LUSC,primary_tumor,10.8049,11.2457,8.1881,12.6403,13.3496,11.2035,11.8556,13.5994,11.303
TCGA-85-A53L-01,LUSC,primary_tumor,10.6676,11.2174,8.6461,11.9623,12.5098,8.3863,11.0955,13.2672,11.7763
TCGA-63-5128-01,LUSC,primary_tumor,10.9956,10.6926,10.1511,12.5908,11.8714,5.2372,8.5434,11.3784,13.1135
TCGA-63-A5MU-01,LUSC,primary_tumor,11.1684,10.9245,10.7703,13.9382,12.1564,5.5598,11.1822,13.7883,13.9389
TCGA-37-4129-01,LUSC,primary_tumor,6.9829,9.5037,2.8304,4.7682,11.9873,9.4281,11.0676,10.1794,8.3867
TCGA-98-A53C-01,LUSC,primary_tumor,6.4897,8.6246,1.7608,11.4117,11.2109,7.4024,10.3877,10.7434,10.1452
TCGA-56-A4ZJ-01,LUSC,primary_tumor,8.3266,9.5767,8.3106,13.9799,12.7492,8.214,11.0259,11.4005,10.9056
TCGA-22-0940-01,LUSC,primary_tumor,8.2912,10.8309,3.2059,13.5749,12.179,4.8035,11.2291,12.7228,12.2748
TCGA-77-8145-01,LUSC,primary_tumor,10.4373,10.9882,9.5433,12.834,12.1259,8.3408,9.6441,12.1683,11.5167
TCGA-O2-A52W-01,LUSC,primary_tumor,10.5291,11.7617,9.3302,13.7208,11.4677,5.3301,10.6944,14.0168,13.6304
TCGA-43-6771-11,LUSC,normal,7.6175,8.1381,0.0,12.935,12.0824,8.6775,11.451,13.1201,11.4116
TCGA-63-A5MV-01,LUSC,primary_tumor,10.4478,10.1622,7.3727,12.4722,10.8269,6.6415,9.1506,11.3356,12.0809
TCGA-34-5231-01,LUSC,primary_tumor,8.6847,11.891,8.6066,9.4651,8.4798,5.2525,9.3208,9.6935,14.0747
TCGA-33-AASD-01,LUSC,primary_tumor,8.7106,10.7856,8.145,13.4395,11.9404,3.5561,8.367,10.825,12.7236
TCGA-77-8140-01,LUSC,primary_tumor,10.6525,11.1375,10.7444,13.9864,13.8002,10.6963,10.8176,13.2713,13.7619
TCGA-39-5019-01,LUSC,primary_tumor,10.0679,10.6101,9.0833,12.6364,13.4077,6.5505,10.8716,11.1683,12.3396
TCGA-22-5478-01,LUSC,primary_tumor,10.0343,10.2911,8.6259,12.3821,13.2948,9.5352,11.041,12.0454,10.2253
TCGA-90-7964-01,LUSC,primary_tumor,8.8661,11.1868,8.4942,14.6583,13.3106,11.2204,11.1589,14.005,11.9624
TCGA-68-8250-01,LUSC,primary_tumor,8.8418,11.5641,7.7122,13.0435,12.4741,7.7887,10.3479,13.4431,12.5737
TCGA-56-8504-01,LUSC,primary_tumor,10.6427,11.2766,9.0668,12.8169,11.9156,5.5696,9.4275,12.1034,12.3089
TCGA-NC-A5HP-01,LUSC,primary_tumor,8.9791,11.1955,8.4938,12.327,11.8738,5.5047,9.4548,11.7816,11.8257
TCGA-33-4566-01,LUSC,primary_tumor,8.2317,10.8352,6.207,13.0351,10.3132,2.5995,11.3461,11.5677,11.6527
TCGA-58-8393-01,LUSC,primary_tumor,10.2271,11.4896,9.9553,13.8329,12.9481,6.259,11.7573,13.9658,12.0022
TCGA-63-A5MS-01,LUSC,primary_tumor,9.1563,10.3581,8.4331,12.3213,12.3812,7.5022,10.3704,11.3655,11.2369
TCGA-66-2780-01,LUSC,primary_tumor,8.614,10.8345,7.9209,15.053,13.087,4.9829,11.4605,12.2222,11.5258
TCGA-21-1075-01,LUSC,primary_tumor,9.5733,11.1858,8.988,11.1417,11.3304,4.7727,8.2233,12.5383,13.3289
TCGA-56-7823-01,LUSC,primary_tumor,11.2721,10.9474,10.3656,13.1235,12.445,2.3755,10.9487,11.867,13.0387
TCGA-63-A5MP-01,LUSC,primary_tumor,9.9708,10.5868,10.098,14.0216,12.7114,6.0731,10.5677,11.6421,12.9247
TCGA-85-8072-01,LUSC,primary_tumor,8.9707,10.8877,9.3555,13.7444,12.8368,9.8439,11.8303,13.6077,11.6694
TCGA-21-1078-01,LUSC,primary_tumor,11.5429,11.2922,10.9204,15.1935,12.8456,2.8542,11.9725,14.4632,13.7959
TCGA-77-A5GH-01,LUSC,primary_tumor,8.4594,11.2764,7.5769,11.7671,12.319,10.7459,9.5042,9.3216,10.7411
TCGA-60-2714-01,LUSC,primary_tumor,8.688,10.6409,5.4454,12.3527,13.8053,11.2977,12.0614,11.4387,10.3724
TCGA-34-2600-01,LUSC,primary_tumor,12.3889,11.5864,11.3446,15.2687,15.0448,8.8115,11.6822,13.9375,13.6367
TCGA-33-4533-01,LUSC,primary_tumor,8.3481,8.6764,6.9013,10.307,10.2844,7.1959,8.6098,9.9655,11.0047
TCGA-85-A510-01,LUSC,primary_tumor,10.1027,10.0886,5.7269,9.3866,11.7379,9.9252,10.758,12.7722,9.2596
TCGA-52-7622-01,LUSC,primary_tumor,9.3288,10.5095,9.0039,12.8627,12.8039,8.0236,10.734,12.9234,12.4556
TCGA-77-7337-01,LUSC,primary_tumor,10.2363,11.0258,9.6838,12.35,10.9798,4.6358,9.8157,11.5212,12.688
TCGA-37-A5EN-01,LUSC,primary_tumor,10.6853,10.4907,9.2226,13.0092,12.3796,6.9274,11.1752,11.7134,14.2582
TCGA-77-8148-01,LUSC,primary_tumor,9.4712,10.6054,9.4758,12.7074,11.0739,6.3777,11.2697,10.6865,12.9535
TCGA-18-5592-01,LUSC,primary_tumor,10.4107,11.2966,9.1232,12.4813,10.5141,2.612,10.1048,13.2494,13.0077
TCGA-77-7335-11,LUSC,normal,5.088,8.7767,2.0004,11.9011,11.1957,7.8092,10.7473,10.6755,11.02
TCGA-92-7341-01,LUSC,primary_tumor,9.7401,10.8186,10.326,13.4944,12.9788,6.7596,10.4367,11.1819,12.297
TCGA-34-A5IX-01,LUSC,primary_tumor,9.5984,9.6469,9.848,14.563,11.716,4.656,11.5902,12.0997,12.1662
TCGA-56-8623-01,LUSC,primary_tumor,7.9916,9.245,2.7092,12.5296,12.4322,9.5728,10.9853,13.1556,10.7811
TCGA-63-A5MI-01,LUSC,primary_tumor,9.2575,11.5523,8.1389,12.5632,10.0099,5.1906,9.1293,11.9964,13.0066
TCGA-66-2791-01,LUSC,primary_tumor,8.2252,10.8282,9.1418,12.4389,11.1762,5.3576,9.0893,11.7741,12.407
TCGA-21-1071-01,LUSC,primary_tumor,8.1911,10.5976,7.066,12.3682,11.5901,6.9099,8.9168,11.4349,11.6109
TCGA-60-2711-01,LUSC,primary_tumor,11.29,10.8323,8.6914,13.219,12.66,7.9446,10.0329,11.3924,12.7446
TCGA-37-4133-01,LUSC,primary_tumor,10.006,11.5664,8.0126,15.6711,14.1927,9.3322,11.5644,14.8654,11.7543
TCGA-34-8454-01,LUSC,primary_tumor,9.8082,11.6986,9.2131,14.2974,10.38,5.4162,8.893,11.4328,13.6011
TCGA-77-8146-01,LUSC,primary_tumor,7.9629,10.7597,6.6184,13.7417,12.6329,9.101,11.8987,12.7703,12.2425
TCGA-56-7582-01,LUSC,primary_tumor,10.7686,11.284,9.6016,12.6604,12.5726,3.3644,9.5126,12.3276,13.6932
TCGA-18-3406-01,LUSC,primary_tumor,9.8166,10.1858,9.2026,13.5046,11.8352,4.4244,10.7923,12.5363,13.5893
TCGA-56-8309-01,LUSC,primary_tumor,8.4647,10.8992,6.3331,12.288,12.7286,7.6958,8.7988,10.1048,11.2007
TCGA-21-1080-01,LUSC,primary_tumor,10.1078,11.3267,9.7728,15.6303,10.9949,4.3989,10.9052,12.9825,13.2674
TCGA-60-2721-01,LUSC,primary_tumor,10.1278,11.8235,10.2291,13.2763,12.3036,5.2544,10.6429,13.4088,13.9555
TCGA-60-2716-01,LUSC,primary_tumor,10.7661,11.3505,10.8004,14.5409,11.8929,5.3577,11.362,12.5376,13.9455
TCGA-66-2737-01,LUSC,primary_tumor,8.3952,10.9472,8.1014,12.4643,11.5208,5.6686,10.1663,11.9297,11.7045
TCGA-63-7021-01,LUSC,primary_tumor,10.5543,10.7394,11.5898,14.5755,12.6785,6.7414,10.9661,12.382,12.0509
TCGA-85-8352-01,LUSC,primary_tumor,10.6364,10.9421,6.5128,9.2331,13.386,13.1913,11.7671,11.2295,11.5946
TCGA-85-7698-01,LUSC,primary_tumor,10.1037,10.6013,9.9868,12.5741,12.4781,6.1714,10.3713,11.1736,12.8141
TCGA-77-8139-01,LUSC,primary_tumor,8.9926,11.7395,9.6801,13.2705,11.4444,6.498,9.721,11.7316,12.8722
TCGA-34-7107-11,LUSC,normal,6.6962,8.6286,3.7359,11.0776,11.4428,7.5556,9.9777,12.1531,10.5096
TCGA-98-8020-01,LUSC,primary_tumor,8.834,10.224,9.0935,13.3348,10.6385,4.3573,10.539,8.9849,12.0077
TCGA-85-8052-01,LUSC,primary_tumor,9.9167,10.933,9.49,14.0223,11.6893,6.8905,11.2908,11.2653,12.4292
TCGA-43-3920-01,LUSC,primary_tumor,10.0928,10.6197,8.9001,12.451,12.1662,6.3151,10.1025,11.6002,10.9414
TCGA-77-7142-01,LUSC,primary_tumor,10.9498,10.7636,7.7108,13.7382,10.8082,7.0605,10.5796,11.7569,12.755
TCGA-NC-A5HK-01,LUSC,primary_tumor,10.8909,10.2235,8.5266,15.4658,13.6026,8.5021,11.9577,11.8406,10.0567
TCGA-43-7658-11,LUSC,normal,6.6903,9.7438,2.1998,13.0736,12.3479,9.5233,11.2865,11.8981,11.2199
TCGA-60-2719-01,LUSC,primary_tumor,9.6765,11.7155,7.7056,13.5195,10.966,5.8584,10.5517,12.9432,12.6897
TCGA-58-8387-01,LUSC,primary_tumor,9.0195,11.2216,8.9663,13.6585,9.8056,3.7371,10.6302,11.2644,11.7985
TCGA-43-7658-01,LUSC,primary_tumor,8.3572,11.2274,8.0819,9.6546,12.3666,10.9914,10.9231,12.1679,10.9617
TCGA-96-A4JK-01,LUSC,primary_tumor,11.0582,10.8583,9.3909,11.9976,10.851,6.6907,11.4442,11.1472,12.8827
TCGA-43-6143-01,LUSC,primary_tumor,10.1651,12.7655,9.8067,12.4979,11.6782,5.6341,10.6287,13.2127,12.4975
TCGA-56-8305-01,LUSC,primary_tumor,10.3961,10.3845,9.6212,12.905,11.2966,6.3817,11.7331,12.0134,12.9697
TCGA-90-6837-11,LUSC,normal,4.8689,9.039,0.9122,11.4596,11.3717,7.0262,10.2047,11.8226,10.3788
TCGA-66-2769-01,LUSC,primary_tumor,6.0868,9.9099,3.2209,11.0287,9.8656,6.0543,8.9779,9.0005,9.7435
TCGA-22-1000-01,LUSC,primary_tumor,9.6693,9.474,8.2926,14.6463,12.0035,6.9957,10.8696,12.1772,11.0094
TCGA-18-3412-01,LUSC,primary_tumor,10.95,11.1999,10.2902,15.6406,13.4911,6.1818,11.1471,14.0045,13.2238
TCGA-66-2759-01,LUSC,primary_tumor,10.2454,10.511,10.3209,14.783,11.8966,5.3498,11.2345,12.9411,12.4547
TCGA-66-2794-01,LUSC,primary_tumor,9.9024,11.407,9.3053,12.3998,12.5123,4.8693,11.1847,12.4355,13.0453
TCGA-21-1083-01,LUSC,primary_tumor,8.5088,11.6915,3.9558,12.2377,11.2448,7.1287,10.8091,12.2223,8.8861
TCGA-60-2695-01,LUSC,primary_tumor,8.9407,10.7876,8.1482,12.1823,12.5513,10.7326,11.2983,14.5257,11.1652
TCGA-85-6560-01,LUSC,primary_tumor,5.9234,9.8536,3.9414,5.9708,7.8907,6.3618,9.4054,7.1446,10.0222
TCGA-98-8022-01,LUSC,primary_tumor,9.1903,11.0947,8.1455,13.0466,12.4741,8.2256,10.7885,13.8208,10.2064
TCGA-43-5668-01,LUSC,primary_tumor,9.9489,10.7094,8.4884,13.0084,12.5652,8.5688,10.7053,12.1392,11.3368
TCGA-21-5786-01,LUSC,primary_tumor,10.5141,11.1332,8.7478,11.7095,10.6602,5.9448,6.217,10.1937,10.9396
TCGA-77-8007-11,LUSC,normal,6.699,8.7568,2.8224,11.5553,11.8415,8.5876,11.2256,11.889,10.4301
TCGA-34-8456-01,LUSC,primary_tumor,10.8353,10.8414,9.9546,12.4055,12.6846,7.939,8.8446,9.2721,13.0441
TCGA-66-2755-01,LUSC,primary_tumor,7.1375,10.2291,7.5906,8.8363,11.3846,9.8625,10.9028,8.0898,8.9506
TCGA-18-4083-01,LUSC,primary_tumor,10.9776,10.9692,9.3772,12.7938,11.0697,3.5252,8.5224,10.0468,13.6072
TCGA-56-7222-01,LUSC,primary_tumor,9.4719,10.8435,5.9662,13.5324,12.6411,7.2904,11.3161,12.5411,12.4844
TCGA-52-7812-01,LUSC,primary_tumor,9.0878,10.8369,4.1527,12.455,13.2037,9.4595,10.8297,12.8752,9.7494
TCGA-94-8490-01,LUSC,primary_tumor,11.552,10.82,10.1898,13.5835,12.0851,5.3564,10.8856,12.3342,13.6318
TCGA-51-4081-01,LUSC,primary_tumor,11.3608,10.6165,10.1651,12.0058,11.8854,5.7271,9.2947,11.8249,13.3246
TCGA-39-5028-01,LUSC,primary_tumor,9.7419,9.8894,8.4752,14.6785,12.0133,7.7336,10.9758,12.4692,13.0915
TCGA-22-5482-01,LUSC,primary_tumor,9.2566,10.944,9.4881,13.5215,12.2852,3.0322,11.2423,11.5742,13.295
TCGA-60-2725-01,LUSC,primary_tumor,9.6161,10.7462,9.5246,12.5297,11.8557,7.0864,10.3076,11.6074,11.2182
TCGA-21-5782-01,LUSC,primary_tumor,9.3292,11.1835,10.443,14.177,11.2254,6.6582,10.5178,13.4964,12.4425
TCGA-66-2800-01,LUSC,primary_tumor,9.7016,10.4509,9.3965,11.9722,12.244,7.11,10.5134,11.6338,12.5262
TCGA-18-3421-01,LUSC,primary_tumor,8.9373,10.6219,8.2029,13.627,11.1429,5.2636,11.5067,11.6533,11.4269
TCGA-22-1016-01,LUSC,primary_tumor,10.6657,10.2993,9.8472,13.1593,12.0676,6.3381,10.1998,12.4313,11.3089
TCGA-77-8008-01,LUSC,primary_tumor,10.5178,9.7462,8.5827,13.9247,10.667,3.3604,9.0909,10.8728,12.1536
TCGA-66-2767-01,LUSC,primary_tumor,9.9206,10.5111,9.5377,12.9597,13.1592,6.5793,10.8868,11.2385,12.0433
TCGA-22-4609-01,LUSC,primary_tumor,11.0114,11.0198,10.5236,12.657,12.949,7.1911,10.5463,11.7166,13.0377
TCGA-43-3394-01,LUSC,primary_tumor,11.2221,10.767,8.9354,13.2874,11.946,7.1259,11.3161,11.0769,12.2641
TCGA-43-8115-01,LUSC,primary_tumor,10.3268,9.9101,8.7501,12.5355,11.0675,7.8612,10.0079,10.5909,11.5356
TCGA-39-5016-01,LUSC,primary_tumor,9.978,11.3431,9.4422,14.6014,13.1576,6.2547,9.0022,13.3767,14.059
TCGA-66-2770-01,LUSC,primary_tumor,9.2719,10.9832,9.4619,12.4821,11.6122,5.2162,10.9476,11.2441,13.2713
TCGA-85-7697-01,LUSC,primary_tumor,10.7438,10.9416,11.181,14.3092,12.0665,6.9384,12.0325,12.983,13.0568
TCGA-85-A4CN-01,LUSC,primary_tumor,10.6446,10.4857,9.3948,12.3184,12.0344,5.9979,11.2768,10.5124,12.5486
TCGA-56-A5DS-01,LUSC,primary_tumor,10.4483,11.4693,9.1893,14.018,12.2682,7.7656,10.5418,12.853,13.0443
TCGA-37-3792-01,LUSC,primary_tumor,10.0415,5.6897,4.7991,14.6427,12.7436,5.9445,10.5204,12.4777,10.591
TCGA-O2-A52N-01,LUSC,primary_tumor,9.8895,10.1968,5.9333,14.0933,11.2248,3.641,10.0996,11.0514,12.4652
TCGA-66-2753-01,LUSC,primary_tumor,9.7092,10.3523,6.4205,12.1294,11.3196,5.7263,10.6243,11.9075,12.0564
