rank_source	Name	Term	ES	NES	NOM p-val	FDR q-val	FWER p-val	Tag %	Gene %	Lead_genes	rank_among_positive
scrna_GSE179501_tacstd2_hi_lo	prerank	TJ_CORE18	0.6690619153576088	1.377581998411696	0.12189054726368159	0.15188633023027928	0.559	4/7	8.28%	Cldn3;Cldn7;Tjp2;Tjp1	12
scrna_GSE179501_tacstd2_hi_lo	prerank	EPITHELIAL_TJ_CORE	0.6690619153576088	1.377581998411696	0.12189054726368159	0.15188633023027928	0.559	4/7	8.28%	Cldn3;Cldn7;Tjp2;Tjp1	13
