rank_source	Name	Term	ES	NES	NOM p-val	FDR q-val	FWER p-val	Tag %	Gene %	Lead_genes
gse137244_kl_vs_kp_welch	prerank	EPITHELIAL_TJ_CORE	0.7635081270252787	2.336567608891913	0.0	0.2430622009569378	0.147	12/18	9.96%	Cldn4;Cldn1;Cldn7;Cgnl1;Marveld2;Marveld3;Tjp1;Tjp2;Ildr1;Cldn3;Ocln;Cgn
gse137244_kl_vs_kp_welch	prerank	TJ_CORE18	0.7635081270252787	2.336567608891913	0.0	0.2430622009569378	0.147	12/18	9.96%	Cldn4;Cldn1;Cldn7;Cgnl1;Marveld2;Marveld3;Tjp1;Tjp2;Ildr1;Cldn3;Ocln;Cgn
gse137244_kl_vs_kp_welch	prerank	HALLMARK_MTORC1_SIGNALING	0.5505294353747494	2.319696129489877	0.041379310344827586	0.1620414673046252	0.147	85/191	12.26%	Eno1b;Ccng1;Psmc2;Gtf2h1;Bhlhe40;Psmd14;Tfrc;Actr2;Gbe1;Nufip1;Txnrd1;Psmc4;Ykt6;Nmt1;Sc5d;Pno1;Dhcr24;Acly;Tuba4a;Psma3;Pik3r3;Psmc6;Arpc5l;G6pdx;Tbk1;Cops5;Cyp51;Hmgcr;Plod2;Slc2a1;Cct6a;Abcf2;Ak4;Mthfd2l;Etf1;Hspa4;Hmbs;Rdh11;Ldlr;Hmgcs1;Canx;Psmd12;Atp6v1d;Cacybp;Polr3g;Hk2;Gsr;Sqle;Rab1a;Fads2;Ddit4;Calr;Aldoa;Cdkn1a;Acaca;Acsl3;Sdf2l1;Eef1e1;Idi1;Pdap1;Nfil3;Eif2s2;Ufm1;Uchl5;Pdk1;Pfkl;Pgk1;Nampt;Ssr1;Psma4;Ldha;Gmps;Pgm1;Nup205;Ppa1;Ifrd1;Gapdh-ps15;Tes;Elovl6;Insig1;Atp2a2;Cdc25a;Glrx;Dapp1;Rrm2
gse137244_kl_vs_kp_welch	prerank	HALLMARK_G2M_CHECKPOINT	0.5517998779630913	2.219881302277072	0.05673758865248227	0.1215311004784689	0.147	124/187	26.98%	Uck2;Odf2;Slc38a1;Ss18;Orc5;Map3k20;Odc1;Hspa8;Nup50;Kif5b;Hmgb3;Hnrnpu;Cdc27;Prmt5;Dbf4;Top1;Tmpo;Kpnb1;Lig3;Stag1;Mtf2;Nup98;Mnat1;Casp8ap2;Sqle;Cdk4;Ctcf;Lmnb1;Ccnt1;Srsf10;Wrn;Prim2;Rad23b;Pura;Nsd2;Xpo1;Atrx;Katna1;Bard1;Prpf4b;Tfdp1;Tra2b;Srsf1;Cbx1;Rbl1;Pml;Knl1;Upf1;Cdc6;G3bp1;Exo1;Cul5;Hus1;Pafah1b1;Smc2;Cdc25a;Rps6ka5;Pole;Amd1;Kif23;Hif1a;Snrpd1;Hmmr;Mybl2;Stil;Nasp;Syncrip;Bub1;Brca2;Tnpo2;Smad3;Dr1;E2f3;Kif2c;Gspt1;Polq;Kif20b;Cul4a;Kif15;Slc7a1;Ccnf;Kif4;Cenpf;Rad54l;Ttk;Ube2s;Smarcc1;Cul3;Lbr;Aurka;Cenpe;Notch2;Foxn3;Slc7a5;Dmd;Plk4;Ythdc1;Ilf3;Cdc7;Nek2;Pbk;Abl1;Jpt1;Traip;Fbxo5;Smc4;Top2a;Numa1;Tpx2;Espl1;Srsf2;Tacc3;Chmp1a;Mapk14;Ndc80;Chek1;Bub3;Cdk1;Ccnd1;Kmt5a;Marcks;Cul1;Aurkb;Cenpa
gse137244_kl_vs_kp_welch	prerank	TJ7	0.8865701546245485	2.1474733709700082	0.0	0.09722488038277512	0.147	5/7	6.46%	Cldn6;Cldn4;Cldn7;Cldn3;Ocln
gse137244_kl_vs_kp_welch	prerank	HALLMARK_MYC_TARGETS_V1	0.5416202311449112	2.1399816618487137	0.06060606060606061	0.0810207336523126	0.147	97/190	17.54%	Eif4a1;Prps2;Psmd14;Rpl6;Eif4h;Cad;Psmd1;Psmc4;Cct4;Odc1;Psmc6;Cct2;Cops5;Psmd8;Hnrnpu;Eif2s1;Acp1;Hdac2;Etf1;Kpnb1;Dhx15;Got2;Psmd3;Canx;Ube2e1;Psmb2;Abce1;Ppm1g;Txnl4a;Gm9531;Cct5;Cstf2;Ddx21;Eif3d;Apex1;Cdk4;Psma1;Rrm1;Tcp1;Ptges3-ps;Psma2;Rad23b;Xpo1;Eif3b;Psma7;Ap3s1;Slc25a3;Pcna;Srpk1;Ran;Eif2s2;Mrps18b;Tfdp1;Tra2b;Rps6;Uba2;Cct3;Srsf1;Rps2;Pgk1;Rsl1d1;Psma4;Orc2;Ldha;Ruvbl2;Pwp1;Sf3b3;Tomm70a;Tufm;Fam120a;Vbp1;Vdac3;G3bp1;Ssb;Erh;Rack1;Ifrd1;Hddc2;Sf3a1;Srsf7;Snrpd1;Ppia;Nop56;Tyms;Syncrip;Eif3j1;Pabpc4;Xpot;Gspt1;Ywhaq;Usp1;Ranbp1;Hnrnpc;Clns1a;Hnrnpr;Psmb3;Psma6
gse137244_kl_vs_kp_welch	prerank	HALLMARK_E2F_TARGETS	0.5057389428215475	1.9860116452338528	0.06060606060606061	0.06999316473000683	0.148	124/194	28.44%	Ppm1d;Tfrc;Rad50;Hmgb3;Cse1l;Trp53;Eif2s1;Chek2;Nbn;Tmpo;Tubb5;Smc6;Wee1;Stag1;Eed;Donson;Nup153;Dnmt1;Cdk4;Ccne1;Ctcf;Lmnb1;Cdkn1a;Prim2;Atad2;Xpo1;Pcna;Ran;Rfc1;Diaph3;Gins1;Bard1;Tra2b;Srsf1;Brca1;Asf1a;Snrpb;Mms22l;Orc2;Nup107;Rfc3;Nup205;Hus1;Mre11a;Cdc25a;Pop7;Rrm2;Zw10;Rfc2;Pole;Hmmr;Mybl2;Nasp;Nop56;Pms2;Cnot9;Dlgap5;Syncrip;Wdr90;Brca2;Ak2;Melk;Prkdc;Kif2c;Gspt1;Usp1;Ppp1r8;Gins3;Ranbp1;Cit;Kif18b;Cbx5;Spag5;Kif4;Depdc1a;Ube2s;Rpa1;Trip13;Tubg1;Lbr;Aurka;Spc25;Cenpe;Ipo7;Ung;Nap1l1;Ube2t;Plk4;Dscc1;Slbp;Ccp110;Paics;Ilf3;E2f8;Jpt1;Smc4;Top2a;Cdca8;Mthfd2;Dck;Espl1;Srsf2;Tacc3;Mcm4;Ssrp1;Hells;Chek1;Psip1;Cdk1;Bub1b;Mcm7;Aurkb;Dut;Spc24;Dek;Mki67;Asf1b;Mcm5;Nudt21;Pa2g4;Rad51c;Pold3;Ubr7;Lyar
gse137244_kl_vs_kp_welch	prerank	HALLMARK_P53_PATHWAY	0.44998703925568917	1.930004060909319	0.033707865168539325	0.06172248803827752	0.15	65/194	10.11%	Fgf13;Aen;Plk2;Mdm2;Ccng1;Rps27l;Slc19a2;Klk8;Rhbdf2;Ppm1d;Il1a;Tm4sf1;Tpd52l1;Perp;Sfn;Itgb4;Zmat3;Ptpn14;Ei24;Rgs16;Cgrrf1;Bak1;Jag2;Ercc5;Lif;St14;Ier3;Apaf1;Phlda3;Trp53;Bax;Serpinb5;Pdgfa;Hdac3;Ier5;Epha2;Rnf19b;Fos;Upp1;Cd81;Procr;Def6;Foxo3;Ddit4;Plxnb2;Cdkn1a;Mapkapk3;Eps8l2;Wwp1;Pcna;Blcap;Tchh;Cdkn2aip;Tgfa;Tax1bp3;Nudt15;Traf4;Prmt2;Csrnp2;Pvt1;Plk3;Pitpnc1;Zfp365;Rrp8;Ak1
gse137244_kl_vs_kp_welch	prerank	HALLMARK_MITOTIC_SPINDLE	0.4799658970540985	1.8819353078166778	0.06870229007633588	0.05507708665603402	0.151	91/198	19.07%	Tbcd;Shroom2;Fscn1;Cenpj;Als2;Rhof;Bcr;Vcl;Tuba4a;Atg4b;Ckap5;Flnb;Sptbn1;Ranbp9;Kif5b;Pxn;Cep250;Abr;Mapre1;Cdc27;Sptan1;Bin1;Clip2;Lats1;Abi1;Cep192;Arfgef1;Tiam1;Rock1;Lmnb1;Kifap3;Cdk5rap2;Clasp1;Rasa1;Tubgcp2;Nin;Sass6;Apc;Lrpprc;Rfc1;Katna1;Myh9;Tubgcp6;Trio;Epb41;Rapgef6;Cep72;Tubgcp5;Arf6;Cttn;Dync1h1;Alms1;Ppp4r2;Flna;Cdc42;Cdc42bpa;Kntc1;Rab3gap1;Rictor;Pafah1b1;Arhgap10;Dlg1;Dst;Kif23;Clip1;Pcnt;Myo9b;Dlgap5;Ect2;Arhgap5;Bub1;Brca2;Kif3c;Pdlim5;Kif2c;Kif20b;Kif15;Map1s;Rabgap1;Anln;Kif1b;Pif1;Kif4;Tubgcp3;Cenpf;Ttk;Ralbp1;Aurka;Klc1;Cenpe;Notch2
gse137244_kl_vs_kp_welch	prerank	HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.4421128736122684	1.8746318030371514	0.017467248908296942	0.04976076555023923	0.152	35/104	13.14%	Vav3;Egfr;Ptpn11;Actr2;Sfn;Mapk8;Akt1;Mapk9;Pik3r3;Map3k7;Ppp2r1b;Tbk1;Smad2;Slc2a1;Cltc;Tiam1;Cdk4;Mapk1;Calr;Cdkn1a;Arf1;Acaca;Ripk1;Pikfyve;Pdk1;Arpc3;Cab39l;Ube2n;Mapkap1;Prkaa2;Dapp1;Rac1;Cab39;Prkar2a;Hras
