rank_source	Name	Term	ES	NES	NOM p-val	FDR q-val	FWER p-val	Tag %	Gene %	Lead_genes	rank_among_positive
gse137244_kl_vs_kp_welch	prerank	EPITHELIAL_TJ_CORE	0.7635081270252787	2.336567608891913	0.0	0.2430622009569378	0.147	12/18	9.96%	Cldn4;Cldn1;Cldn7;Cgnl1;Marveld2;Marveld3;Tjp1;Tjp2;Ildr1;Cldn3;Ocln;Cgn	1
gse137244_kl_vs_kp_welch	prerank	TJ_CORE18	0.7635081270252787	2.336567608891913	0.0	0.2430622009569378	0.147	12/18	9.96%	Cldn4;Cldn1;Cldn7;Cgnl1;Marveld2;Marveld3;Tjp1;Tjp2;Ildr1;Cldn3;Ocln;Cgn	2
gse137244_kl_vs_kp_welch	prerank	TJ7	0.8865701546245485	2.1474733709700082	0.0	0.09722488038277512	0.147	5/7	6.46%	Cldn6;Cldn4;Cldn7;Cldn3;Ocln	5
