rank_source	Name	Term	ES	NES	NOM p-val	FDR q-val	FWER p-val	Tag %	Gene %	Lead_genes
scrna_GSE180963_tacstd2_hi_lo	prerank	HALLMARK_PEROXISOME	0.5038868802469193	1.7526667723972142	0.0	0.003410111309193081	0.035	28/49	27.98%	Acsl4;Acsl5;Tspo;Prdx5;Hras;Scp2;Sod2;Cadm1;Acaa1a;Idh2;Prdx1;Fis1;Ide;Mvp;Slc25a4;Slc25a17;Lonp2;Hsd17b4;Itgb1bp1;Hsd17b11;Cat;Dhrs3;Elovl5;Isoc1;Slc35b2;Idh1;Idi1;Eci2
scrna_GSE180963_tacstd2_hi_lo	prerank	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.45810734338825965	1.737416003938196	0.001564945226917058	0.004019059757263274	0.045	23/77	10.92%	Sdc1;Sdc4;Areg;Cxcl15;Tpm1;Basp1;Tnfrsf12a;Vegfa;Itgav;Tgfbi;Thbs1;Serpinh1;Sparc;Cadm1;Col4a1;Pmepa1;Cald1;Fn1;Col4a2;Ppib;Jun;Tpm4;Fuca1
scrna_GSE180963_tacstd2_hi_lo	prerank	HALLMARK_ADIPOGENESIS	0.4231790133592178	1.7153745422005955	0.0	0.005193861840155615	0.063	51/120	23.30%	Chchd10;Aldoa;C3;Gpx4;Ddt;Cox8a;Uqcr11;Suclg1;Etfb;Echs1;Scp2;Uqcrq;Acadl;Cyc1;Uqcr10;Aldh2;Acly;Mdh2;Rnf11;Ndufab1;Col4a1;Hadh;Taldo1;Por;Acaa2;Slc1a5;Sdhc;Mtch2;Cox7b;Mgst3;Aplp2;Nmt1;Aco2;Cd151;Tob1;Ndufa5;Ndufs3;Ndufb7;Cmpk1;Dnajc15;Cs;Uqcrc1;Gadd45a;Cox6a1;Grpel1;Dram2;Cat;Plin2;Tkt;Sdhb;Acads
scrna_GSE180963_tacstd2_hi_lo	prerank	HALLMARK_XENOBIOTIC_METABOLISM	0.45238815199406257	1.6740565331875585	0.0030257186081694403	0.008650547668014284	0.107	29/70	21.24%	Spint2;Gclc;Tmem176b;Ddt;Lpin2;Tmbim6;Atp2a2;Pgd;Alas1;Aldh2;Psmb10;Comt;Por;Gcnt2;Ninj1;Sertad1;Slc1a5;Gsr;Pts;Slc35b1;Nmt1;Aco2;Hmox1;Blvrb;Ssr3;Npc1;Cyb5a;Gsto1;Acp1
scrna_GSE180963_tacstd2_hi_lo	prerank	HALLMARK_UV_RESPONSE_UP	0.4380255684518822	1.6473193899805496	0.004665629860031105	0.011646342052158464	0.147	28/78	17.98%	Bsg;Epcam;Fos;Aldoa;Fosb;Atf3;Tmbim6;Icam1;Chka;Sod2;Tap1;Acaa1a;Alas1;Fkbp4;Grina;Rpn1;Dnaja1;Dnajb1;Atp6v1f;Cltb;Slc25a4;Cyb5b;Hmox1;Casp3;Btg2;Pdap1;Ap2s1;Tuba4a
scrna_GSE180963_tacstd2_hi_lo	prerank	HALLMARK_HEME_METABOLISM	0.39029137712484374	1.5058774180564298	0.010432190760059613	0.043003939402717024	0.467	20/86	13.00%	Bsg;Selenbp1;Gclc;Gde1;Bcam;C3;Prdx2;Lpin2;Nudt4;Hdgf;Atp6v0a1;H1f0;Slc7a11;Ell2;Lamp2;Glrx5;Sec14l1;Nfe2l1;Mgst3;Ctsb
scrna_GSE180963_tacstd2_hi_lo	prerank	HALLMARK_P53_PATHWAY	0.3826021680351729	1.4973755340162709	0.005788712011577424	0.043374323341131484	0.482	34/101	19.88%	Sdc1;Dram1;Vamp8;Fos;Hbegf;Atf3;Tsc22d1;Nupr1;Cebpa;Hras;Fam162a;Hspa4l;App;Baiap2;Tap1;Tax1bp3;Rps27l;Cd81;Slc7a11;Jun;Ninj1;Slc3a2;Fuca1;Cdkn1a;Wwp1;Hmox1;Tob1;Btg2;Sat1;Triap1;Hint1;Vwa5a;S100a4;Gadd45a
scrna_GSE180963_tacstd2_hi_lo	prerank	HALLMARK_COMPLEMENT	0.38038799828622916	1.4964339790889902	0.004366812227074236	0.04120280521520275	0.484	29/107	15.58%	Ctsh;Clu;Ctsc;C3;Lap3;Fdx1;Dusp6;Csrp1;Hspa1a;Cp;Atox1;Fn1;Col4a2;Maff;Lamp2;Timp2;Psmb9;Adam9;Lgals3;Usp8;Cebpb;Calm3;Ctsb;Msrb1;Mmp12;Gnb2;Casp3;Dock9;Pla2g7
scrna_GSE180963_tacstd2_hi_lo	prerank	HALLMARK_INTERFERON_ALPHA_RESPONSE	0.43214830850090236	1.48093873922967	0.0290519877675841	0.04467502214389492	0.53	16/48	19.00%	Cd74;Lap3;Ifi27;Lgals3bp;Tap1;Psme1;Psmb8;Psmb9;Eif2ak2;Psme2;Mvb12a;B2m;Ifitm1;Ly6e;Ifitm2;Parp9
scrna_GSE180963_tacstd2_hi_lo	prerank	HALLMARK_INTERFERON_GAMMA_RESPONSE	0.3674324377000655	1.4774396840737558	0.008595988538681949	0.04394172001274513	0.537	33/114	18.40%	Vamp8;Cd74;Lap3;H2-Aa;Ifi27;Lgals3bp;Icam1;Ptgs2;Sod2;H2-DMa;Tap1;Psme1;Psmb8;Tnfaip2;Stat1;Psmb10;Psmb9;Vamp5;Tapbp;Eif2ak2;Cdkn1a;Psma2;Psme2;Mvp;Fgl2;B2m;Casp3;Zbp1;Psmb2;Ly6e;Ifitm2;Ifnar2;Cxcl9
scrna_GSE180963_tacstd2_hi_lo	prerank	HALLMARK_TNFA_SIGNALING_VIA_NFKB	0.35638427012002916	1.4738014000259008	0.008379888268156424	0.04327825617980008	0.546	30/138	12.56%	Dram1;Sdc4;Areg;Fos;Hbegf;Nfe2l2;Fosb;Ccnd1;Atf3;Tsc22d1;Icam1;Phlda1;Vegfa;Ptgs2;Sod2;Egr1;Tap1;Tnfaip2;Trib1;Pmepa1;Maff;Nfil3;Jun;Ninj1;Cdkn1a;Cebpb;Tiparp;Tnfrsf9;Cebpd;Il1b
scrna_GSE180963_tacstd2_hi_lo	prerank	HALLMARK_ESTROGEN_RESPONSE_LATE	0.39155121970104556	1.4536636687230902	0.030015797788309637	0.04905688697653475	0.614	26/66	19.16%	Areg;Abca3;Fos;Ccnd1;Fabp5;Emp2;Etfb;Hspa4l;Krt19;Cox6c;Abhd2;Dynlt3;Fkbp4;Idh2;Cd9;Slc26a2;Ckb;Myof;Bag1;Dnajc1;Cd44;Tob1;Chpt1;Cish;Blvrb;S100a9
scrna_GSE180963_tacstd2_hi_lo	prerank	HALLMARK_IL2_STAT5_SIGNALING	0.33671308441405384	1.3447045574582726	0.027656477438136828	0.11197449967192634	0.91	30/119	15.12%	Alcam;Ager;Prnp;Wls;Gpx4;Il18r1;Anxa4;Phlda1;P4ha1;Socs2;Myo1e;Itgav;Hk2;Lrrc8c;S100a1;Rabgap1l;Cd81;Rnh1;Maff;Nfil3;Slc1a5;Igf2r;Tnfrsf9;Fgl2;Mapkapk2;Igf1r;Il1r2;Casp3;Cd44;St3gal4
scrna_GSE180963_tacstd2_hi_lo	prerank	HALLMARK_BILE_ACID_METABOLISM	0.42344293023301327	1.3294121123941873	0.1045531197301855	0.12030385540074733	0.931	17/31	27.82%	Abca3;Rbp1;Nedd4;Acsl5;Prdx5;Scp2;Idh2;Lonp2;Hsd17b4;Hsd17b11;Npc1;Cat;Isoc1;Phyh;Slc35b2;Idh1;Idi1
scrna_GSE180963_tacstd2_hi_lo	prerank	HALLMARK_DNA_REPAIR	0.344538240582699	1.2942775199003087	0.08247422680412371	0.14682964979868493	0.966	30/77	30.86%	Bcam;Gpx4;Polr1c;Rala;Mpc2;Cox17;Gtf2h5;Polr2e;Polr2i;Taf10;Ddb1;Vps28;Dad1;Bcap31;Edf1;Ncbp2;Cstf3;Snapc5;Sdcbp;Tsg101;Stx3;Dguok;Polr2g;Nme1;Polr2k;Nudt9;Aprt;Polr1d;Rbx1;Adrm1
scrna_GSE180963_tacstd2_hi_lo	prerank	HALLMARK_SPERMATOGENESIS	0.4096392051204172	1.2502913981757204	0.16835016835016836	0.18537140234269683	0.984	10/27	16.42%	Slc12a2;Pgs1;Hspa4l;Taldo1;Ide;Pebp1;Braf;Strbp;Prkar2a;Tsn
scrna_GSE180963_tacstd2_hi_lo	prerank	HALLMARK_ANDROGEN_RESPONSE	0.34686727249294086	1.2482231689551155	0.13530326594090203	0.18045082129895154	0.985	21/59	17.10%	Ccnd1;Tsc22d1;Itgav;Dbi;Krt19;Abhd2;Tpd52;H1f0;Pmepa1;Ell2;Lman1;Slc26a2;Ube2i;Vapa;Gsr;Hmgcs1;Rps6ka3;B2m;Actn1;Slc38a2;Sat1
scrna_GSE180963_tacstd2_hi_lo	prerank	HALLMARK_ESTROGEN_RESPONSE_EARLY	0.3291977427345396	1.2141671260920932	0.18181818181818182	0.2146177910378588	0.996	22/66	18.08%	Areg;Fasn;Abca3;Fos;Ccnd1;Krt19;Abhd2;Svil;Dynlt3;Fkbp4;Slc26a2;Myof;Tiparp;Bag1;Unc119;Igf1r;Hes1;Cd44;Tob1;Chpt1;Cish;Blvrb
scrna_GSE180963_tacstd2_hi_lo	prerank	HALLMARK_APOPTOSIS	0.30619552875209366	1.207990720970986	0.14477611940298507	0.2147194224340195	0.997	32/104	17.10%	Clu;Anxa1;Gpx4;Ccnd1;Tspo;Atf3;Tnfrsf12a;Ctnnb1;App;Sod2;Tap1;H1f0;Cd14;Vdac2;Gpx1;Dnaja1;Timp2;Jun;Lgals3;Cdkn1a;Igf2r;Gsr;Il1b;Dap;Hmox1;Casp3;Cd44;Bcap31;Lmna;Btg2;Dnajc3;Sat1
scrna_GSE180963_tacstd2_hi_lo	prerank	HALLMARK_MYOGENESIS	0.30336005004581623	1.061357555714671	0.3502377179080824	0.43909567534687016	1.0	10/50	12.12%	Prnp;Clu;Hbegf;App;Sparc;Svil;Col4a2;Ckb;Cdkn1a;Bag1
scrna_GSE180963_tacstd2_hi_lo	prerank	HALLMARK_ANGIOGENESIS	0.4000193148956607	1.0322479259869175	0.4223385689354276	0.4804893979049031	1.0	4/14	4.12%	Pglyrp1;Vegfa;Itgav;App
scrna_GSE180963_tacstd2_hi_lo	prerank	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	0.2687122799710916	0.9872086369128715	0.48231511254019294	0.5548311994901949	1.0	25/65	34.34%	Pdia6;Atf3;Vegfa;Shc1;Spcs1;Paip1;Cebpb;Hsp90b1;Atp6v0d1;Dnajc3;Eif4ebp1;Eif4a1;Eif4e;Eif4g1;Cnot6;Calr;Cebpg;Imp3;Herpud1;Nhp2;Serp1;Eif4a2;Sec31a;Exosc5;Srpr
scrna_GSE180963_tacstd2_hi_lo	prerank	KEGG_TIGHT_JUNCTION	0.2585346135364799	0.9350284883686188	0.5828313253012049	0.6461348999656794	1.0	16/60	19.94%	Ccnd1;Nedd4;Tuba1c;F11r;Cdk4;Jun;Myl6;Actn1;Slc9a3r1;Vasp;Actg1;Tuba4a;Wasl;Afdn;Arhgef2;Dlg1
scrna_GSE180963_tacstd2_hi_lo	prerank	HALLMARK_INFLAMMATORY_RESPONSE	0.218489153339865	0.841429339298715	0.7795857988165681	0.8248371503396713	1.0	23/91	20.58%	Cxcl15;Hbegf;Il18r1;Icam1;Atp2a2;Cd14;Selenos;Tapbp;Eif2ak2;Cdkn1a;Irak2;Tnfrsf9;Il1b;Ifitm1;Ly6e;Csf3r;Btg2;Cxcr6;Cxcl9;Inhba;Nlrp3;Raf1;Osm
scrna_GSE180963_tacstd2_hi_lo	prerank	HALLMARK_PANCREAS_BETA_CELLS	0.35107405243943496	0.7564337556795635	0.7712765957446809	0.9374131531360046	1.0	4/7	20.40%	Spcs1;Srp14;Dpp4;Mafb
scrna_GSE180963_tacstd2_hi_lo	prerank	HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.18351935032487202	0.6757788013060311	0.9748892171344166	0.983538349634865	1.0	15/62	23.66%	Hras;Arf1;Cdk4;Cdkn1a;Hsp90b1;Rps6ka3;Pin1;Prkar2a;Akt1;Eif4e;Raf1;Cltc;Smad2;Csnk2b;Calr
scrna_GSE180963_tacstd2_hi_lo	prerank	HALLMARK_HEDGEHOG_SIGNALING	0.23681482876880902	0.5969440047694935	0.9467889908256881	0.9856617327578716	1.0	1/12	3.40%	Vegfa
scrna_GSE180963_tacstd2_hi_lo	prerank	HALLMARK_MYC_TARGETS_V2	-0.22389576050401733	-0.7005311630796477	0.9044117647058824	0.9450634081224007	1.0	11/23	28.00%	Npm1;Dusp2;Nop56;Gnl3;Imp4;Nolc1;Ddx18;Nip7;Mphosph10;Tfb2m;Tcof1
scrna_GSE180963_tacstd2_hi_lo	prerank	HALLMARK_APICAL_SURFACE	-0.2869467675937204	-0.7408889291369493	0.8147268408551069	0.970417030343482	1.0	2/12	8.26%	Il2rg;Crybg1
scrna_GSE180963_tacstd2_hi_lo	prerank	HALLMARK_NOTCH_SIGNALING	-0.29500805657954093	-0.786430227962933	0.7453271028037384	0.9782033509609624	1.0	3/14	8.00%	Prkca;Lfng;Notch1
scrna_GSE180963_tacstd2_hi_lo	prerank	HALLMARK_MYC_TARGETS_V1	-0.1916612119406809	-0.8747034757964659	0.821917808219178	0.8675250661952927	1.0	21/150	10.60%	Rps6;Rps10;Rps5;Rps3;Tra2b;Rack1;Srsf3;Rpl22;Pabpc1;Rpl14;Cnbp;Npm1;Rpl6;Ppia;Serbp1;Ddx21;Srsf2;Snrpg;Nop56;Rplp0;Eef1b2
scrna_GSE180963_tacstd2_hi_lo	prerank	HALLMARK_IL6_JAK_STAT3_SIGNALING	-0.2350006179933606	-0.9078829616910664	0.6509186351706037	0.8436854514792596	1.0	16/54	18.90%	Acvrl1;Il2rg;Il6st;Itga4;Ifngr1;Ltb;Tnf;Lepr;Il17ra;Map3k8;Ifnar1;Fas;Il4ra;Tgfb1;Cbl;Pik3r5
scrna_GSE180963_tacstd2_hi_lo	prerank	GOCC_ADHERENS_JUNCTION	-0.2575071573299421	-0.9826660128635845	0.48186528497409326	0.6837851482945696	1.0	12/50	12.32%	Cdh5;Cyth3;Smad7;Hmcn1;Msn;Itga6;Jcad;Notch1;Frmd4a;Add1;Pdlim1;Bmpr2
scrna_GSE180963_tacstd2_hi_lo	prerank	GO_BICELLULAR_TIGHT_JUNCTION	-0.3331503619243392	-1.038430970341408	0.37343358395989973	0.5805868926986142	0.998	9/21	21.10%	Cldn5;Cdh5;Cyth3;Frmd4a;Clmp;Ubn1;Cyth1;Rapgef2;Rap2b
scrna_GSE180963_tacstd2_hi_lo	prerank	HALLMARK_TGF_BETA_SIGNALING	-0.2928818633178903	-1.0604600443384171	0.3162162162162162	0.5771114648046414	0.998	13/42	20.54%	Eng;Smad6;Smad7;Skil;Smurf2;Bmpr2;Sptbn1;Tgfb1;Ube2d3;Ski;Id3;Smad1;Serpine1
scrna_GSE180963_tacstd2_hi_lo	prerank	HALLMARK_MITOTIC_SPINDLE	-0.25876239461712097	-1.1113588453345273	0.23668639053254437	0.4970249810317583	0.99	26/95	21.08%	Arhgef3;Rapgef6;Ssh2;Epb41;Akap13;Nin;Rasal2;Dock2;Bcl2l11;Numa1;Arhgap29;Epb41l2;Smc4;Sptan1;Sptbn1;Ppp4r2;Dst;Sun2;Kif23;Myh9;Myo9b;Smc3;Arhgef12;Cntrl;Prex1;Bin1
scrna_GSE180963_tacstd2_hi_lo	prerank	HALLMARK_APICAL_JUNCTION	-0.2908923505802567	-1.1698716330130203	0.19270833333333334	0.4135005390973969	0.958	12/66	9.22%	Icam2;Cd34;Cldn5;Pecam1;Ptprc;Msn;Pcdh1;Sdc3;Rac2;Evl;Gnai2;Arhgef6
scrna_GSE180963_tacstd2_hi_lo	prerank	HALLMARK_E2F_TARGETS	-0.28852206693157595	-1.1880178601464237	0.17714285714285713	0.4268111105406377	0.951	40/79	33.16%	Tra2b;Psip1;Jpt1;Srsf2;Nop56;Lsm8;Cdkn1b;Lyar;Smc4;Smc6;Ctcf;Nasp;Dek;Nap1l1;Ilf3;Lbr;Smc3;Mcm3;Stag1;Anp32e;Nolc1;Trp53;Hnrnpd;Stmn1;Eed;Ssrp1;Syncrip;Nup153;Pcna;Pttg1;Mthfd2;Srsf1;Cse1l;Xpo1;Pds5b;Rad21;Nudt21;Slbp;Snrpb;Pnn
scrna_GSE180963_tacstd2_hi_lo	prerank	HALLMARK_G2M_CHECKPOINT	-0.3243661482496577	-1.3764307559233333	0.03283582089552239	0.1587085622357995	0.622	30/90	22.50%	Ncl;Arid4a;Tra2b;Rasal2;Sfpq;Jpt1;Srsf2;Numa1;Cdkn1b;Dbf4;Ccnt1;Smc4;Ctcf;Ythdc1;Ss18;Nasp;Casp8ap2;Foxn3;Prpf4b;Kif23;Tgfb1;Ilf3;Lbr;Ewsr1;G3bp1;Mtf2;Mcm3;Stag1;Smc2;Nolc1
scrna_GSE180963_tacstd2_hi_lo	prerank	HALLMARK_WNT_BETA_CATENIN_SIGNALING	-0.5545943879844775	-1.520840029345352	0.0449438202247191	0.07122246752579965	0.325	5/15	9.52%	Lef1;Tcf7;Ccnd2;Notch1;Numb
scrna_GSE180963_tacstd2_hi_lo	prerank	HALLMARK_ALLOGRAFT_REJECTION	-0.3924554583017047	-1.683944400562967	0.0	0.020074960209477844	0.086	39/110	16.74%	Cd2;Ets1;Cd4;Ccnd2;Rpl9;Cd3d;Cd28;Rps3a1;Ptprc;Il2rg;Rps9;Itk;Cd8b1;Cd247;Lck;Cd3e;Ifngr1;Srgn;Cd3g;Npm1;Cd47;Cd8a;Cd79a;Stat4;Il16;Ltb;Tnf;Il18;Klrd1;Elf4;Csk;Ikbkb;Ctss;Fas;Il4ra;St8sia4;H2-Ob;Was;Tgfb1
scrna_GSE180963_tacstd2_hi_lo	prerank	HALLMARK_KRAS_SIGNALING_DN	-0.6406747788823997	-1.7225108519461076	0.019438444924406047	0.018911194400232752	0.064	6/12	15.40%	Selenop;Klk8;Skil;Lfng;Camk1d;Sgk1
scrna_GSE180963_tacstd2_hi_lo	prerank	HALLMARK_UV_RESPONSE_DN	-0.43200759837846714	-1.7493921392636496	0.0	0.022693433280279306	0.051	32/71	20.54%	Smad7;Fyn;Prdm2;Cav1;Add3;Tgfbr3;Prkca;Pparg;Adgrl2;Kit;Syne1;Cdkn1b;Atp2b1;Celf2;Pik3cd;Nipbl;Mgll;Col1a2;Ythdc1;Phf3;Tgfbr2;Col3a1;Inpp4b;Plpp3;Sipa1l1;Atp2b4;Nr3c1;Nfkb1;Col1a1;Wdr37;Prkce;Serpine1
scrna_GSE180963_tacstd2_hi_lo	prerank	HALLMARK_KRAS_SIGNALING_UP	-0.4382449996083084	-1.8142929377141241	0.0	0.020947784566411665	0.024	27/84	10.64%	Ets1;Ace;Trib2;Pecam1;Tmem100;Tspan7;Adgrl4;Satb1;Eng;Ccnd2;Gng11;Plvap;Tspan13;Laptm5;Il2rg;Ikzf1;Akap12;Map3k1;Il7r;Nin;Tnfaip3;Abcb1a;Dock2;Emp1;Cd37;Sparcl1;Cxcr4
