case_id	CLDN4_protein	TACSTD2_protein	CD8A_protein	MHC1_protein	IFN_core_protein	HLA-A_protein	STAT1_protein	WES_purity	cohort
C3N-01799	22.9868855161172	26.0516642217108	21.7407635031256	0.040469259306921725	-0.3488121347940115	28.0806404128264	28.4477795446213	0.27	LUAD
C3L-01890	23.2027895420681	27.1380466945289	21.8208306768341	-1.0605688699744862	-0.2240925447187246	27.1720641625578	27.7923345711218		LUAD
C3N-00572	23.1132171218189	26.5738971331982	21.6388255454824	-0.10387835306088682	-0.05451517766062508	27.5552737878938	28.2093928545089	0.28	LUAD
C3N-02423	22.8022812803958	26.4769397014616	22.5342330559326	0.6235632191071548	0.5003705328962165	28.0357469735821	29.2575714804108	0.3	LUAD
C3N-02729	22.2029179081993	26.4879369074639	21.2125325664624	-0.40773781132044834	-0.7460633897320403	28.1268896621876	27.6153076551577	0.49	LUAD
C3L-00263	23.553764737516	27.1051821909173	22.110108579132	0.4951747119106738	-0.031187640119343753	28.4879269659974	28.3063094741407	0.23	LUAD
C3N-01410	23.3211210488318	26.1161333576505	21.2066345801718	0.06925294610934087	-1.2506832080444545	27.8393062458414	27.7916706773445	0.38	LUAD
C3N-00578	23.1164940904834	26.9185258624351	21.9235717297717	0.4213915840757658	-0.1638032035860527	27.2064972703094	27.897949444693	0.56	LUAD
C3N-02587	22.0696702147104	26.3006687454979	21.6512978936769	-0.9869002485708972	-0.6262448998119885	27.5577647626918	27.8726359498839	0.49	LUAD
C3L-00893	24.6759156789237	26.9019848527344	22.1228529341488	-0.2624904120620816	-0.6217655066870853	27.9114670663362	27.4463022650144	0.57	LUAD
C3N-01488	22.7616095643611	26.6494486981806	22.2041370768096	1.0504907111626063	1.0940027247150148	28.2571194570745	28.8178700604893	0.35	LUAD
C3N-01413	22.9881347041029	26.3264967081033	21.9315074174348	1.1645867318148337	0.8156509056447477	28.9704066758933	28.8215603464655	0.27	LUAD
C3N-01030		27.4740237747131	21.6086814419957	-1.21118488415152	0.3672352831992741	27.7327764526633	28.5658140397454	0.32	LUAD
C3N-02588		26.769666119637	21.2656578090161	-1.0944267330913853	-0.10519250018931783	27.1136257897656	28.0862164578395	0.22	LUAD
C3N-00552		26.7128927877548	21.2200272295017	-0.18915238619526178	0.26840624895437	26.875251846511	28.2473587748471	0.35	LUAD
C3L-01889		27.0488673195006	21.6082821668616	-1.176820385399612	-0.6673322794730588	27.9674002343009	27.4651288550876	0.52	LUAD
C3N-00169		26.6399456672066	21.7278055365764	-0.23019576280596335	0.24525435206819676	27.9007122671265	28.1076006028487	0.42	LUAD
C3L-00422		25.8897604647032	21.1881803815491	-0.6499473049851084	-0.9813079284137807	27.2024032587809	27.4249550310234	0.56	LUAD
C3L-00083		26.0045252567816	22.1242955406756	-0.7194108014607427	-0.4957258929924936	27.4340375884579	27.6391802843995	0.33	LUAD
C3N-00551		26.4985114563669	21.6014800714283	-0.7031624264464057	-0.35749919704916455	26.999911853299	28.0150343575777	0.27	LUAD
C3N-01842		26.0170004351876	21.2415315019266	-0.4227670305619542	-0.6166337401940741	27.4179410506702	28.5719967026476	0.46	LUAD
C3N-02089	22.5664900184424	26.4688129447587	21.8624939012963	-0.239292532981792	-0.3060845775064008	27.9554209065121	28.6243590715267	0.27	LUAD
C3L-01682	22.5812742648168	26.5119422644344	22.0038170486582	0.4555083731334979	-0.00521827386093332	27.702918885083	28.5695956382527	0.24	LUAD
C3N-01016	22.8077305689692	27.0279561497274	21.4757284542255	-0.45868290678065504	0.11679077096350146	27.3305090514415	28.2100393718035	0.46	LUAD
C3N-00580	22.956394458931	26.5697667633428	21.6575470211858	-0.25402308971440274	0.15417647056265923	28.601568042184	29.063494544713	0.74	LUAD
11LU013	24.2288100347116	26.6151803802369	21.4933536322746	0.25737098559456667	0.1253645663617266	27.912700178875	28.27808307938	1.0	LUAD
C3N-02000	22.6138202897042	26.4917313388006	21.3838963596327	-0.7166312100751776	0.0791105705206498	26.3798052752513	28.0964520691551	0.28	LUAD
C3N-01489	23.4378993502263	26.3940913767727	22.083997885799	0.16678895545064723	0.40548921399720145	27.8477706782853	28.8598741732391	0.23	LUAD
C3N-00737	22.8389478624937	25.5391901396057	22.4866886960181	0.33097208781630694	-0.15438184451929188	27.4966123957846	28.6332514398106	0.25	LUAD
C3N-01405	22.74180487393	26.7489826417822	22.9479036263493	0.748349207691377	0.49529606853601904	28.1429899877546	29.2015726202354	0.26	LUAD
C3N-01416	22.8022385013355	26.8696190719753	21.6619622622291	-0.4326243996435122	0.7170481041855785	28.3689147001873	29.2171995252832	0.34	LUAD
C3N-02149	23.4279584707319	26.5416323210961	21.4945339919913	0.004971717330917817	0.1906728347618684	27.4418069661028	28.2858108832051	0.19	LUAD
C3N-02424	22.4020229349542	26.0962937217337	21.4540489076304	2.536229439232439	0.6812068420304076	29.6543737395204	29.1231732459172	0.25	LUAD
C3L-00279	23.2860645112057	26.1925847990468	21.8039186683081	0.114896889109652	0.45143057977109535	27.9920613734985	28.599917111336	0.25	LUAD
C3N-02379	23.5417998945134	26.4819589755091	21.9396729503924	0.8286154733960424	0.6499802495669015	28.6910631010155	28.9069319345277	0.38	LUAD
C3L-00095	22.7377013762395	26.2793704199024	22.2028655892407	-0.8922115483163715	-0.38238151707042106	27.5072227172958	28.0494367610832	0.24	LUAD
C3N-00559	23.5373723891433	26.5091858483273	21.3892143480269	0.21607269163011056	-0.947593162982084	27.7669966587292	27.6357638973341	0.43	LUAD
C3N-02572	23.2219729497678	27.014964530722	21.9902111307291	-0.07828021625648662	-0.04900532920862301	28.109588754688	28.2124076686153	0.36	LUAD
11LU016	23.1247733514201	26.2835802697097	21.9188492972674	0.25451577298476025	0.6939417544758885	28.8540612514767	28.6955212767043	0.26	LUAD
C3L-02345	23.0881877526733	26.3583595085272	21.8408910092827	0.2787241248722499	0.212562820902366	27.8539701741441	28.7743883002922	0.36	LUAD
