cohort	symbol	class	ensembl_query	row	present	n_tumors	n_quantified	n_missing	pct_missing	n_exact_zero	min	median	max
LUAD	JAK1	ifn_signaling	ENSG00000162434	ENSG00000162434.13	True	110	110	0	0.0	0	24.8855274129355	25.7097973385805	26.1997356201131
LUAD	JAK2	ifn_signaling	ENSG00000096968	ENSG00000096968.14	True	110	110	0	0.0	0	21.1002943247048	21.54999678036505	22.1331518114799
LUAD	ISG15	ifn_isg	ENSG00000187608	ENSG00000187608.10	True	110	110	0	0.0	0	26.6171939636102	27.880224684691697	29.8245169033048
LUAD	MX1	ifn_isg	ENSG00000157601	ENSG00000157601.14	True	110	110	0	0.0	0	24.8392133265253	26.33125128203815	28.2190038214305
LUAD	OAS1	ifn_isg	ENSG00000089127	ENSG00000089127.13	True	110	110	0	0.0	0	22.4471421451493	23.8707858820975	26.0507619265473
LUAD	IFI35	ifn_isg	ENSG00000068079	ENSG00000068079.8	True	110	110	0	0.0	0	24.9621014168353	26.13136942172565	26.8651418147264
LUAD	HLA-A	mhc1	ENSG00000206503	ENSG00000206503.13	True	110	110	0	0.0	0	26.3798052752513	27.8512618528863	29.6543737395204
LUAD	HLA-B	mhc1	ENSG00000234745	ENSG00000234745.11	True	110	110	0	0.0	0	24.8197634295323	26.98466554252615	28.5845701276638
LUAD	HLA-C	mhc1	ENSG00000204525	ENSG00000204525.16	True	110	110	0	0.0	0	24.4288009853205	26.0483382333172	27.725771935709
LUAD	B2M	mhc1	ENSG00000166710		False	110	0	110	100.0	0			
LUAD	TAP1	apm_extra	ENSG00000168394	ENSG00000168394.11	True	110	110	0	0.0	0	24.8494712090505	25.9302125163622	27.3940920188256
LUAD	TAP2	apm_extra	ENSG00000204267	ENSG00000204267.16	True	110	110	0	0.0	0	21.9695522940503	24.108684189909	25.3794152157512
LUAD	TAPBP	apm_extra	ENSG00000231925	ENSG00000231925.12	True	110	110	0	0.0	0	25.7901168926816	26.7068213286948	28.0607981100855
LUAD	PSMB8	apm_extra	ENSG00000204264	ENSG00000204264.12	True	110	110	0	0.0	0	27.1798006811959	28.010531759867952	28.6501031443107
LUAD	PSMB9	apm_extra	ENSG00000240065	ENSG00000240065.8	True	110	110	0	0.0	0	26.5180592393911	27.210748339810948	27.8330381042987
LUAD	NLRC5	apm_extra	ENSG00000140853	ENSG00000140853.15	True	110	106	4	3.6363636363636362	0	19.4725111615584	20.49762625399495	21.3847874665656
LSCC	CLDN4	predictor	ENSG00000189143	ENSG00000189143.9	True	108	78	30	27.77777777777778	0	21.5292435671238	23.34019422656705	24.7252071327146
LSCC	TACSTD2	predictor	ENSG00000184292	ENSG00000184292.7	True	108	108	0	0.0	0	24.7263245301587	26.86571246167705	28.783787445002
LSCC	CD8A	cd8	ENSG00000153563	ENSG00000153563.15	True	108	108	0	0.0	0	20.8889168129126	22.467822145599847	24.6152810811153
LSCC	CD8B	cd8	ENSG00000172116	ENSG00000172116.23	True	108	10	98	90.74074074074075	0	15.2515249902711	15.9437892808796	17.6101140367397
LSCC	IFNG	ifn_ligand	ENSG00000111537		False	108	0	108	100.0	0			
LSCC	IFNA1	ifn_ligand	ENSG00000197919		False	108	0	108	100.0	0			
LSCC	IFNB1	ifn_ligand	ENSG00000171855		False	108	0	108	100.0	0			
LSCC	IFNAR1	ifn_receptor	ENSG00000142166	ENSG00000142166.13	True	108	60	48	44.44444444444444	0	18.048379212845	18.826873668183048	19.3566400263186
LSCC	IFNAR2	ifn_receptor	ENSG00000159110	ENSG00000159110.20	True	108	10	98	90.74074074074075	0	14.2690642882038	14.983032670368651	15.7260899416004
LSCC	IFNGR1	ifn_receptor	ENSG00000027697	ENSG00000027697.15	True	108	108	0	0.0	0	21.732771742364	22.54509259132675	23.2576003429567
LSCC	IFNGR2	ifn_receptor	ENSG00000159128		False	108	0	108	100.0	0			
LSCC	STAT1	ifn_signaling	ENSG00000115415	ENSG00000115415.20	True	108	108	0	0.0	0	27.3457081145943	28.49189946242575	30.0690293665836
LSCC	STAT2	ifn_signaling	ENSG00000170581	ENSG00000170581.14	True	108	108	0	0.0	0	24.6915216799719	25.4225204575919	26.2623875584391
LSCC	IRF1	ifn_signaling	ENSG00000125347	ENSG00000125347.14	True	108	90	18	16.666666666666668	0	16.7046094410109	19.9038724343578	21.3031830713785
LSCC	IRF9	ifn_signaling	ENSG00000213928	ENSG00000213928.9	True	108	108	0	0.0	0	23.1530338192068	24.451286953876	25.3457091831286
LSCC	JAK1	ifn_signaling	ENSG00000162434	ENSG00000162434.13	True	108	108	0	0.0	0	22.9837160065396	23.623249076832302	24.1628153457686
LSCC	JAK2	ifn_signaling	ENSG00000096968	ENSG00000096968.14	True	108	108	0	0.0	0	20.7368728398675	21.764776301248	23.1598511327085
LSCC	ISG15	ifn_isg	ENSG00000187608	ENSG00000187608.10	True	108	108	0	0.0	0	26.2610327329742	27.8847225962838	31.05810296222
LSCC	MX1	ifn_isg	ENSG00000157601	ENSG00000157601.14	True	108	108	0	0.0	0	24.6763580520409	26.61016146205455	29.3945546523104
LSCC	OAS1	ifn_isg	ENSG00000089127	ENSG00000089127.13	True	108	108	0	0.0	0	22.3166763461043	23.95254860635065	26.8346231772434
LSCC	IFI35	ifn_isg	ENSG00000068079	ENSG00000068079.8	True	108	108	0	0.0	0	24.4303842532966	26.29667098892085	27.5773297668116
LSCC	HLA-A	mhc1	ENSG00000206503	ENSG00000206503.13	True	108	108	0	0.0	0	25.2848424155172	27.53598865674575	30.6875352446621
LSCC	HLA-B	mhc1	ENSG00000234745	ENSG00000234745.11	True	108	108	0	0.0	0	25.1102740010706	26.94179773711225	29.0549882812183
LSCC	HLA-C	mhc1	ENSG00000204525	ENSG00000204525.16	True	108	108	0	0.0	0	24.3298855941255	26.299646095256	27.8060857735264
LSCC	B2M	mhc1	ENSG00000166710		False	108	0	108	100.0	0			
LSCC	TAP1	apm_extra	ENSG00000168394	ENSG00000168394.11	True	108	108	0	0.0	0	25.3970483077021	26.448484022610998	27.8343132324118
LSCC	TAP2	apm_extra	ENSG00000204267	ENSG00000204267.16	True	108	108	0	0.0	0	23.7092627896736	24.89784855723585	26.4511759817421
LSCC	TAPBP	apm_extra	ENSG00000231925	ENSG00000231925.12	True	108	108	0	0.0	0	26.1372075369269	27.2953187305005	28.7335611874469
LSCC	PSMB8	apm_extra	ENSG00000204264	ENSG00000204264.12	True	108	108	0	0.0	0	27.0468643945327	27.8973983106072	28.5474484342868
LSCC	PSMB9	apm_extra	ENSG00000240065	ENSG00000240065.8	True	108	108	0	0.0	0	25.9761419552713	26.832777711665052	27.4204914043743
LSCC	NLRC5	apm_extra	ENSG00000140853	ENSG00000140853.15	True	108	103	5	4.62962962962963	0	18.7341298901577	19.8127297157115	20.6784184175006
