setting	geneset	ligand	pearson	pearson_p	auroc	aupr	n_background	n_geneset
merged_cldn4_high_to_TNK	a_priori_ifn	IFITM1	0.5153985656059328	2.571648753276417e-19	0.9342237903225806	0.5847333402400393	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	LIF	0.4568659029292577	5.097397039322652e-15	0.895413306451613	0.4434304863220967	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	CLCF1	0.4161027622964699	1.7747156430443843e-12	0.8921370967741936	0.44687765104048	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	HLA-F	0.41594633306378365	1.8123426962620268e-12	0.8843245967741935	0.4009059011781684	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	CRLF1	0.41024367312275495	3.8654222254846495e-12	0.8840725806451613	0.4164164189508363	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	VSIG10	0.40913761428722556	4.469733108096633e-12	0.8845766129032258	0.37844138551331646	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	HLA-DRB5	0.3858985976298172	8.379738546207865e-11	0.8744959677419355	0.31467302566687727	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	HLA-B	0.37509528451509777	3.033262855911972e-10	0.8666834677419355	0.3458628965679402	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	HLA-E	0.3441649615736578	9.364900912738262e-09	0.8503024193548387	0.302293373546483	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	MDK	0.33329781609686465	2.8693362612896147e-08	0.8409778225806451	0.29095491706788523	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	SDC2	0.3048487690568368	4.408228996095436e-07	0.8319052419354838	0.24664031527162938	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	ADAM9	0.2971239511541101	8.821363500826478e-07	0.7772177419354839	0.2237293689217967	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	CEACAM1	0.29227753660866806	1.349341396879266e-06	0.827116935483871	0.23133237800339637	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	CLEC2B	0.2885482334201324	1.861497840775766e-06	0.7993951612903226	0.217823683496596	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	HLA-DRA	0.28781843714496613	1.9814192408939163e-06	0.8087197580645162	0.2822643144477492	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	ZDHHC5	0.2834307935725815	2.873393310235037e-06	0.8351814516129032	0.2348276653648797	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	TSPAN3	0.2722803977214002	7.185300512784997e-06	0.8167842741935484	0.21621601593859197	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	DUSP18	0.2681431944277195	9.994272700339916e-06	0.8059475806451613	0.2301571089038735	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	HLA-DRB1	0.2639492416470885	1.3887723876250069e-05	0.7915826612903225	0.22267482275830508	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	ICAM3	0.2550999064997644	2.7308262642390753e-05	0.8054435483870968	0.21987468034050828	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	HLA-DPB1	0.24369137533022162	6.301855030238587e-05	0.7704133064516129	0.20940997030359604	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	CXADR	0.24230313270279355	6.9581199304082e-05	0.8072076612903225	0.18418368628776605	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	CD320	0.24151131213576713	7.360694869482269e-05	0.7628528225806452	0.20843229451904133	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	CXCL14	0.24141712840225443	7.410011009293032e-05	0.8412298387096775	0.2139071713153711	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	CEACAM5	0.2404113711869355	7.956377544087348e-05	0.7933467741935485	0.18086749861234938	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	TNFSF12	0.23945176655739314	8.512781320172007e-05	0.8210685483870968	0.23555607829803854	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	COL6A2	0.23911021753042572	8.719493115006236e-05	0.7903225806451613	0.18468936123312318	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	GPC3	0.23548607424894655	0.00011223381949843745	0.7908266129032259	0.1793771192999643	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	TGM2	0.2308645728442194	0.00015398278839262865	0.7626008064516129	0.24310946355855595	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	EDIL3	0.22961399114961192	0.0001675592416456604	0.772429435483871	0.1871415309641925	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	HLA-DMB	0.22812487702483822	0.00018518411787026644	0.766633064516129	0.1759934078354448	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	IGF2	0.22789637950715924	0.00018803716726591653	0.8011592741935484	0.24103572327504746	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	HMGB1	0.22786233444603277	0.00018846575775622573	0.782258064516129	0.24685641480251314	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	COL9A3	0.227812606980857	0.0001890934135300445	0.7774697580645161	0.17822905236160108	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	COL17A1	0.225807246757377	0.0002160950093804752	0.7784778225806452	0.1811550808106511	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	PVR	0.2247646441970403	0.0002315162498687097	0.7872983870967741	0.17049719160824756	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	PLAT	0.2243525698629757	0.0002378897017657269	0.764616935483871	0.18793675081370573	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	CLEC11A	0.22165834325774939	0.00028376584175103964	0.7540322580645162	0.18551782323594734	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	COL27A1	0.22112343471248727	0.0002938030679566992	0.7706653225806452	0.17799299211194733	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	NECTIN1	0.22036395830930558	0.0003086231741264696	0.7583165322580645	0.17459185615457679	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	LGALS1	0.22024889656616942	0.0003109282165364858	0.7754536290322581	0.17167711823081744	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	PLXNA1	0.2190514948138992	0.0003358857593992982	0.7595766129032258	0.18085459640907176	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	MICA	0.21853235532916823	0.00034727498663479677	0.7777217741935484	0.1789805379671899	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	MMP14	0.2178306375384031	0.0003632411422728773	0.7719254032258065	0.1758443385802037	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	ZG16B	0.2175900099563726	0.00036887144055513035	0.774445564516129	0.1664940791713939	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	TGFB1	0.21752761717488017	0.00037034451807281527	0.7121975806451613	0.2077500852945062	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	OCLN	0.21615140761311263	0.0004042601441787374	0.767641129032258	0.16475005019294164	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	HSPG2	0.21564698719447523	0.00041739770289659625	0.771421370967742	0.1668134607784996	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	COL18A1	0.2151075848239601	0.00043188424360124264	0.7633568548387097	0.16915675153785192	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	C3	0.2150931934992584	0.0004322770627692197	0.7961189516129032	0.17057479246645035	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	LAMB3	0.21286770834421007	0.0004971754866138946	0.7575604838709677	0.17443588922557862	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	CX3CL1	0.2119053415776053	0.0005279448831159207	0.7857862903225806	0.24526232645968765	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	LAMA3	0.21103057214620458	0.000557435086405654	0.7661290322580645	0.16577273409398297	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	TGFBI	0.21083446488739163	0.0005642522462850152	0.7615927419354839	0.16506305012662836	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	LGALS3	0.2101951430220176	0.0005870163406368029	0.7767137096774194	0.16210413407131063	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	CEACAM6	0.20932651043810024	0.0006193088769828087	0.7787298387096775	0.1562948827533751	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	NECTIN4	0.20822868626600843	0.0006624727067543662	0.7757056451612903	0.16727895638968698	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	LAMB2	0.2067095883104447	0.0007267964521160217	0.7530241935483871	0.16314947297441432	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	LRPAP1	0.20495292967471704	0.0008083483454648499	0.7585685483870968	0.21127118397255595	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	CD55	0.20431770125043733	0.0008398601223511845	0.777217741935484	0.15796466895075298	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	WNT7B	0.20223115931814054	0.0009515123159043247	0.7565524193548386	0.1942570570584227	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	F11R	0.2017796798543463	0.0009774035096822994	0.7434475806451613	0.16698917896978788	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	CDH1	0.20149285310608553	0.00099418759067313	0.7719254032258065	0.16143278345667372	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	CCN1	0.20135196861919394	0.0010025284454997934	0.752016129032258	0.15073672866271412	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	ANGPTL4	0.20021216900450775	0.0010724146042720884	0.787046370967742	0.24945469307759574	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	NECTIN2	0.19989640242581738	0.0010925532521737352	0.7683971774193548	0.15335984836856667	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	PODXL	0.19897027760725738	0.0011536413563626037	0.7527721774193549	0.1531079981586558	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	PODXL2	0.19877465290303434	0.001166939946121232	0.7648689516129032	0.1654034087812472	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	ST14	0.19877291954031143	0.0011670584073151433	0.7769657258064516	0.14761990274926942	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	TGOLN2	0.19679631492690686	0.0013095670044678564	0.755796370967742	0.15571905992582638	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	TIMP2	0.19643420230415687	0.0013373437261018652	0.7260584677419355	0.15843162127759394	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	GRN	0.19485086825084752	0.0014652587190047714	0.7643649193548387	0.1538642051186564	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	HLA-A	0.19412687214367152	0.0015274043865349534	0.8432459677419355	0.23046408102594812	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	ICAM4	0.19234919980729062	0.0016903687091431939	0.7563004032258065	0.1798740987724594	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	LAMC2	0.19161476667312755	0.0017622221519557524	0.7573084677419355	0.15207844701092266	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	SPP1	0.19140878875059933	0.0017828694700027957	0.7749495967741935	0.20446144389103804	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	LAMA5	0.19086165537196928	0.0018387925705159198	0.756804435483871	0.1469670895009539	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	AGRN	0.18942139823902318	0.0019937492561909465	0.7326108870967742	0.15007270785062626	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	ADAM10	0.18938859605135347	0.001997413274829914	0.7134576612903225	0.14369940328572076	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	ALCAM	0.1864149510229476	0.0023562620545062923	0.7280745967741935	0.1602552439691592	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	HLA-DQA1	0.17930474242330016	0.0034638675071926887	0.7121975806451613	0.18190168990145633	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	LYZ	0.1754702928284978	0.004239793431078344	0.7656250000000001	0.1428370313374285	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	FBLN1	0.17355111711115562	0.004684233568129107	0.741179435483871	0.13618856317045935	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	COL1A1	0.1730685570835596	0.004802387495063897	0.7736895161290323	0.1635549277142858	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	CFH	0.16947285797271344	0.005770624698331962	0.741179435483871	0.13248148697503706	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	ADAM15	0.1686406531533052	0.006018271702849235	0.7295866935483871	0.1367075204276564	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	VCAN	0.16676975569701322	0.006610088342555316	0.7875504032258065	0.17802661905688907	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	ADAM28	0.16640804608619503	0.006730333058069592	0.7623487903225806	0.1364257334737499	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	WBP1	0.16316200012255969	0.007900030494401331	0.7190020161290323	0.12843979356121782	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	CD58	0.16221435772026874	0.008274062905082993	0.797883064516129	0.21790703851057347	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	SECTM1	0.1604487171691703	0.009013185584042203	0.7298387096774194	0.12238514829507025	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	MMP7	0.15863649421615963	0.009832202041558399	0.7230342741935484	0.12666159762818174	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	HLA-DMA	0.15844317019147888	0.00992335114345028	0.7051411290322581	0.1282682814284717	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	FAM200A	0.15710413889917016	0.01057548752924201	0.7237903225806452	0.14313015800845	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	ITGB2	0.15639659798890798	0.010935150723851822	0.7830141129032258	0.19852988893342627	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	SPON2	0.15471327508243768	0.011834601230736682	0.6691028225806452	0.16264563236020685	264	16
