setting	geneset	ligand	pearson	pearson_p	auroc	aupr	n_background	n_geneset
merged_cldn4_high_to_TNK	a_priori_ifn	COL9A2	0.15143887738641026	0.013772731199675994	0.7658770161290323	0.15287680151284364	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	LAMC1	0.14888507583810134	0.015472501553659253	0.7106854838709677	0.12549063961771703	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	LGALS3BP	0.14784625811468163	0.01621479831130357	0.7832661290322581	0.171132951481911	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	NECTIN3	0.14278080416364314	0.02029720207451179	0.7711693548387097	0.1789339480540481	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	ICAM1	0.13936885656636888	0.023525284816450023	0.794858870967742	0.19751278926398091	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	FN1	0.13482522386859147	0.028504982408201367	0.7867943548387097	0.18140062015994157	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	NPNT	0.13437919302861767	0.029039260916979778	0.7227822580645162	0.1221741127619521	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	FAM3C	0.13406859080296013	0.029416357894844133	0.7648689516129032	0.15425176945453642	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	SLPI	0.12475311631600884	0.04283673321466324	0.7172379032258065	0.15281043516287965	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	CD59	0.12096019626184527	0.04961609185997049	0.7794858870967742	0.15435167742012934	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	LGALS9	0.11619514042458737	0.059378562086180586	0.6872479838709677	0.10808936637397036	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	HBEGF	0.11391733110605808	0.06457699307934067	0.8326612903225806	0.20343389292959968	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	COPA	0.10927145143869994	0.07633866033775272	0.7580645161290323	0.15283648344490897	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	TNC	0.10545635415978642	0.087246683298559	0.7963709677419355	0.19052035810928689	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	ADGRE5	0.10455751161832573	0.08999062419852637	0.7162298387096774	0.11149341526341823	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	PTDSS1	0.10341541946953206	0.09357629329095779	0.6711189516129032	0.09885121117357014	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	S100A9	0.1005391290155688	0.10311241663243823	0.7560483870967741	0.1727297685413558	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	TIMP1	0.10014440950989036	0.10447900108307724	0.7613407258064516	0.15439219291415257	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	APOE	0.09985010470807204	0.10550720888744371	0.7971270161290323	0.1813499343129575	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	HLA-DQB1	0.09750397741487817	0.11399179869461099	0.7731854838709677	0.18866472975382886	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	COL6A1	0.0956563013150976	0.12104240685574752	0.7290826612903226	0.13000983736711222	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	CCN2	0.0931836996318703	0.1310028447357551	0.7560483870967742	0.16908390857802305	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	APP	0.0779293155526702	0.20690800688625305	0.737399193548387	0.13487871119780726	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	TIMP3	0.07588765675836247	0.2190903976335416	0.7373991935483871	0.12285211059130005	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	TRAF2	0.07530428787025768	0.22266353631181118	0.8298891129032259	0.2407186419471186	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	PRNP	0.07411470291276748	0.23007782782920327	0.7328629032258065	0.14834159285229684	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	TCN1	0.06782434625730337	0.27218230652456465	0.7164818548387097	0.1113250694867288	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	BACE1	0.06574716146837295	0.28717115853276937	0.6615423387096774	0.10920138449619139	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	CCL20	0.06481472939669432	0.294076371497868	0.807711693548387	0.18110807220646313	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	NAMPT	0.06340779639141138	0.3047034582508594	0.7487399193548387	0.13654112478220382	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	CD82	0.05934165476210447	0.3368241622957418	0.7318548387096774	0.14281780015875636	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	CD99	0.05744393121790563	0.3525303749544753	0.7749495967741935	0.1719267386039997	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	B2M	0.05444081362958197	0.3783098774250658	0.8001512096774195	0.17505154988332577	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	CXCL16	0.052751419015866316	0.3933064388009194	0.8089717741935484	0.1755120357023032	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	JAG1	0.04973242848981124	0.42098125984427837	0.7416834677419355	0.13815960719413928	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	CD47	0.03272113648556679	0.5966150523593321	0.7094254032258065	0.13803677164633849	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	PLAU	0.03186325413479146	0.6062799417442476	0.802671370967742	0.15626132971517206	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	MIF	0.014211386195141102	0.8182288459471357	0.7351310483870968	0.12729164268967624	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	CALR	0.012337975856921854	0.8418523142126387	0.7530241935483871	0.13628944158118428	264	16
merged_cldn4_high_to_TNK	a_priori_ifn	ADAM17	-0.014781944636880727	0.8110656167075372	0.7719254032258065	0.13556052100402008	264	16
GSE131907_cldn4_high_to_TNK	a_priori_ifn	CLCF1	0.4161027622964699	1.7747156430443843e-12	0.8921370967741936	0.44687765104048	264	16
GSE131907_cldn4_high_to_TNK	a_priori_ifn	HLA-F	0.41594633306378365	1.8123426962620268e-12	0.8843245967741935	0.4009059011781684	264	16
GSE131907_cldn4_high_to_TNK	a_priori_ifn	CRLF1	0.41024367312275495	3.8654222254846495e-12	0.8840725806451613	0.4164164189508363	264	16
GSE131907_cldn4_high_to_TNK	a_priori_ifn	HLA-DRB5	0.3858985976298172	8.379738546207865e-11	0.8744959677419355	0.31467302566687727	264	16
GSE131907_cldn4_high_to_TNK	a_priori_ifn	HLA-B	0.37509528451509777	3.033262855911972e-10	0.8666834677419355	0.3458628965679402	264	16
GSE131907_cldn4_high_to_TNK	a_priori_ifn	HLA-E	0.3441649615736578	9.364900912738262e-09	0.8503024193548387	0.302293373546483	264	16
GSE131907_cldn4_high_to_TNK	a_priori_ifn	MDK	0.33329781609686465	2.8693362612896147e-08	0.8409778225806451	0.29095491706788523	264	16
GSE131907_cldn4_high_to_TNK	a_priori_ifn	SDC2	0.3048487690568368	4.408228996095436e-07	0.8319052419354838	0.24664031527162938	264	16
GSE131907_cldn4_high_to_TNK	a_priori_ifn	ADAM9	0.2971239511541101	8.821363500826478e-07	0.7772177419354839	0.2237293689217967	264	16
GSE131907_cldn4_high_to_TNK	a_priori_ifn	CLEC2B	0.2885482334201324	1.861497840775766e-06	0.7993951612903226	0.217823683496596	264	16
GSE131907_cldn4_high_to_TNK	a_priori_ifn	HLA-DRA	0.28781843714496613	1.9814192408939163e-06	0.8087197580645162	0.2822643144477492	264	16
GSE131907_cldn4_high_to_TNK	a_priori_ifn	FGG	0.27654699271678673	5.083725712202679e-06	0.8160282258064515	0.21880101393941753	264	16
GSE131907_cldn4_high_to_TNK	a_priori_ifn	HLA-DRB1	0.2639492416470885	1.3887723876250069e-05	0.7915826612903225	0.22267482275830508	264	16
GSE131907_cldn4_high_to_TNK	a_priori_ifn	ICAM3	0.2550999064997644	2.7308262642390753e-05	0.8054435483870968	0.21987468034050828	264	16
GSE131907_cldn4_high_to_TNK	a_priori_ifn	HLA-DQA2	0.2501872836512193	3.9336060584432894e-05	0.8321572580645161	0.22648729715978652	264	16
GSE131907_cldn4_high_to_TNK	a_priori_ifn	FGA	0.24800955067600533	4.6134687239807226e-05	0.7998991935483871	0.2050280355755697	264	16
GSE131907_cldn4_high_to_TNK	a_priori_ifn	HLA-DPB1	0.24369137533022162	6.301855030238587e-05	0.7704133064516129	0.20940997030359604	264	16
GSE131907_cldn4_high_to_TNK	a_priori_ifn	CXADR	0.24230313270279355	6.9581199304082e-05	0.8072076612903225	0.18418368628776605	264	16
GSE131907_cldn4_high_to_TNK	a_priori_ifn	CD320	0.24151131213576713	7.360694869482269e-05	0.7628528225806452	0.20843229451904133	264	16
GSE131907_cldn4_high_to_TNK	a_priori_ifn	CXCL14	0.24141712840225443	7.410011009293032e-05	0.8412298387096775	0.2139071713153711	264	16
GSE131907_cldn4_high_to_TNK	a_priori_ifn	CEACAM5	0.2404113711869355	7.956377544087348e-05	0.7933467741935485	0.18086749861234938	264	16
GSE131907_cldn4_high_to_TNK	a_priori_ifn	TNFSF12	0.23945176655739314	8.512781320172007e-05	0.8210685483870968	0.23555607829803854	264	16
GSE131907_cldn4_high_to_TNK	a_priori_ifn	COL6A2	0.23911021753042572	8.719493115006236e-05	0.7903225806451613	0.18468936123312318	264	16
GSE131907_cldn4_high_to_TNK	a_priori_ifn	TGM2	0.2308645728442194	0.00015398278839262865	0.7626008064516129	0.24310946355855595	264	16
GSE131907_cldn4_high_to_TNK	a_priori_ifn	HLA-DMB	0.22812487702483822	0.00018518411787026644	0.766633064516129	0.1759934078354448	264	16
GSE131907_cldn4_high_to_TNK	a_priori_ifn	HMGB1	0.22786233444603277	0.00018846575775622573	0.782258064516129	0.24685641480251314	264	16
GSE131907_cldn4_high_to_TNK	a_priori_ifn	COL17A1	0.225807246757377	0.0002160950093804752	0.7784778225806452	0.1811550808106511	264	16
GSE131907_cldn4_high_to_TNK	a_priori_ifn	PVR	0.2247646441970403	0.0002315162498687097	0.7872983870967741	0.17049719160824756	264	16
GSE131907_cldn4_high_to_TNK	a_priori_ifn	PLAT	0.2243525698629757	0.0002378897017657269	0.764616935483871	0.18793675081370573	264	16
GSE131907_cldn4_high_to_TNK	a_priori_ifn	FGB	0.2235730705771738	0.0002503959800377698	0.7777217741935484	0.1869995171933056	264	16
GSE131907_cldn4_high_to_TNK	a_priori_ifn	CLEC11A	0.22165834325774939	0.00028376584175103964	0.7540322580645162	0.18551782323594734	264	16
GSE131907_cldn4_high_to_TNK	a_priori_ifn	COL27A1	0.22112343471248727	0.0002938030679566992	0.7706653225806452	0.17799299211194733	264	16
GSE131907_cldn4_high_to_TNK	a_priori_ifn	LGALS1	0.22024889656616942	0.0003109282165364858	0.7754536290322581	0.17167711823081744	264	16
GSE131907_cldn4_high_to_TNK	a_priori_ifn	PLXNA1	0.2190514948138992	0.0003358857593992982	0.7595766129032258	0.18085459640907176	264	16
GSE131907_cldn4_high_to_TNK	a_priori_ifn	MICA	0.21853235532916823	0.00034727498663479677	0.7777217741935484	0.1789805379671899	264	16
GSE131907_cldn4_high_to_TNK	a_priori_ifn	MMP14	0.2178306375384031	0.0003632411422728773	0.7719254032258065	0.1758443385802037	264	16
GSE131907_cldn4_high_to_TNK	a_priori_ifn	ZG16B	0.2175900099563726	0.00036887144055513035	0.774445564516129	0.1664940791713939	264	16
GSE131907_cldn4_high_to_TNK	a_priori_ifn	TGFB1	0.21752761717488017	0.00037034451807281527	0.7121975806451613	0.2077500852945062	264	16
GSE131907_cldn4_high_to_TNK	a_priori_ifn	HSPG2	0.21564698719447523	0.00041739770289659625	0.771421370967742	0.1668134607784996	264	16
GSE131907_cldn4_high_to_TNK	a_priori_ifn	COL18A1	0.2151075848239601	0.00043188424360124264	0.7633568548387097	0.16915675153785192	264	16
GSE131907_cldn4_high_to_TNK	a_priori_ifn	C3	0.2150931934992584	0.0004322770627692197	0.7961189516129032	0.17057479246645035	264	16
GSE131907_cldn4_high_to_TNK	a_priori_ifn	LAMB3	0.21286770834421007	0.0004971754866138946	0.7575604838709677	0.17443588922557862	264	16
GSE131907_cldn4_high_to_TNK	a_priori_ifn	CX3CL1	0.2119053415776053	0.0005279448831159207	0.7857862903225806	0.24526232645968765	264	16
GSE131907_cldn4_high_to_TNK	a_priori_ifn	FGL1	0.21180109687549536	0.0005313817078541128	0.7845262096774195	0.16180349561273139	264	16
GSE131907_cldn4_high_to_TNK	a_priori_ifn	TGFBI	0.21083446488739163	0.0005642522462850152	0.7615927419354839	0.16506305012662836	264	16
GSE131907_cldn4_high_to_TNK	a_priori_ifn	LGALS3	0.2101951430220176	0.0005870163406368029	0.7767137096774194	0.16210413407131063	264	16
GSE131907_cldn4_high_to_TNK	a_priori_ifn	LAMB2	0.2067095883104447	0.0007267964521160217	0.7530241935483871	0.16314947297441432	264	16
GSE131907_cldn4_high_to_TNK	a_priori_ifn	LRPAP1	0.20495292967471704	0.0008083483454648499	0.7585685483870968	0.21127118397255595	264	16
GSE131907_cldn4_high_to_TNK	a_priori_ifn	CD55	0.20431770125043733	0.0008398601223511845	0.777217741935484	0.15796466895075298	264	16
GSE131907_cldn4_high_to_TNK	a_priori_ifn	F11R	0.2017796798543463	0.0009774035096822994	0.7434475806451613	0.16698917896978788	264	16
GSE131907_cldn4_high_to_TNK	a_priori_ifn	CDH1	0.20149285310608553	0.00099418759067313	0.7719254032258065	0.16143278345667372	264	16
GSE131907_cldn4_high_to_TNK	a_priori_ifn	ANGPTL4	0.20021216900450775	0.0010724146042720884	0.787046370967742	0.24945469307759574	264	16
GSE131907_cldn4_high_to_TNK	a_priori_ifn	PODXL2	0.19877465290303434	0.001166939946121232	0.7648689516129032	0.1654034087812472	264	16
GSE131907_cldn4_high_to_TNK	a_priori_ifn	TIMP2	0.19643420230415687	0.0013373437261018652	0.7260584677419355	0.15843162127759394	264	16
GSE131907_cldn4_high_to_TNK	a_priori_ifn	GRN	0.19485086825084752	0.0014652587190047714	0.7643649193548387	0.1538642051186564	264	16
GSE131907_cldn4_high_to_TNK	a_priori_ifn	HLA-A	0.19412687214367152	0.0015274043865349534	0.8432459677419355	0.23046408102594812	264	16
