setting	geneset	ligand	pearson	pearson_p	auroc	aupr	n_background	n_geneset	rank
GSE131907_cldn4_high_to_TNK	a_priori_cytotoxicity	LRPAP1	0.32072245040522446	9.940851061121607e-08	0.3531428571428572	0.22842226165633958	264	14	1
GSE131907_cldn4_high_to_TNK	a_priori_cytotoxicity	TYROBP	0.29011812235634193	1.6265958572136492e-06	0.4931428571428571	0.23227893857230572	264	14	2
GSE131907_cldn4_high_to_TNK	a_priori_cytotoxicity	HLA-DRA	0.2862880246769121	2.25729964020725e-06	0.40028571428571424	0.22151332471693	264	14	3
GSE131907_cldn4_high_to_TNK	a_priori_cytotoxicity	HLA-DQB1	0.2512749191513616	3.630585771954207e-05	0.40628571428571425	0.23098660510160698	264	14	4
GSE131907_cldn4_high_to_TNK	a_priori_cytotoxicity	SPP1	0.18857100396902504	0.0020907473156524885	0.344	0.15864464226557146	264	14	5
GSE131907_cldn4_high_to_TNK	a_priori_cytotoxicity	TNC	0.18163294294486967	0.00305789275515259	0.34685714285714286	0.1226583089676234	264	14	6
GSE131907_cldn4_high_to_TNK	a_priori_cytotoxicity	HLA-A	0.1810245581775071	0.0031595900183515125	0.4714285714285714	0.2230883310572651	264	14	7
GSE131907_cldn4_high_to_TNK	a_priori_cytotoxicity	HLA-DRB1	0.1619917727544498	0.008364169348592151	0.40228571428571425	0.1560474915878547	264	14	8
GSE131907_cldn4_high_to_TNK	a_priori_cytotoxicity	ULBP2	0.1550198087436233	0.011666109256328383	0.43400000000000005	0.2300321702477526	264	14	9
GSE131907_cldn4_high_to_TNK	a_priori_cytotoxicity	ITGB2	0.15181451034048657	0.013537076133163663	0.35914285714285715	0.1620197822261425	264	14	10
GSE131907_cldn4_high_to_TNK	a_priori_cytotoxicity	TIMP3	0.14800088385081794	0.016102374861432556	0.31514285714285717	0.12648102267764214	264	14	11
GSE131907_cldn4_high_to_TNK	a_priori_cytotoxicity	MIF	0.14720736862204575	0.01668661732942499	0.4234285714285714	0.13517354769548404	264	14	12
GSE131907_cldn4_high_to_TNK	a_priori_cytotoxicity	MICA	0.14164537189179954	0.021325965518436824	0.4411428571428571	0.2463000225473841	264	14	13
GSE131907_cldn4_high_to_TNK	a_priori_cytotoxicity	HLA-DPB1	0.12856807059926506	0.03682098468549682	0.39085714285714285	0.24418973788930265	264	14	14
GSE131907_cldn4_high_to_TNK	a_priori_cytotoxicity	CX3CL1	0.12437173209272631	0.04348116784634555	0.3965714285714286	0.07894960384202475	264	14	15
GSE131907_cldn4_high_to_TNK	a_priori_exhaustion_sensitivity	ALCAM	0.038712362907995714	0.5311499812550858	0.452	0.1273701487809024	264	14	1
GSE131907_cldn4_high_to_TNK	a_priori_exhaustion_sensitivity	CALR	0.03046862998989835	0.6221384065409172	0.3754285714285714	0.05405719713376182	264	14	2
GSE131907_cldn4_high_to_TNK	a_priori_exhaustion_sensitivity	COL6A1	0.02706544463753975	0.6615639837533445	0.3754285714285714	0.07543993199095426	264	14	3
GSE131907_cldn4_high_to_TNK	a_priori_exhaustion_sensitivity	HLA-DRB1	0.005984872998705223	0.9228994337590878	0.37571428571428567	0.06356273810042745	264	14	4
GSE131907_cldn4_high_to_TNK	a_priori_exhaustion_sensitivity	ADAM17	-0.0009450905104236056	0.9878063732139671	0.39685714285714285	0.05261030287581524	264	14	5
GSE131907_cldn4_high_to_TNK	a_priori_exhaustion_sensitivity	ANGPTL4	-0.0031102700240143864	0.9598863320891375	0.3591428571428571	0.046380188879072096	264	14	6
GSE131907_cldn4_high_to_TNK	a_priori_exhaustion_sensitivity	HMGB1	-0.009164988218371842	0.8821771019667014	0.3922857142857143	0.052702601961813686	264	14	7
GSE131907_cldn4_high_to_TNK	a_priori_exhaustion_sensitivity	CX3CL1	-0.010812472366805857	0.861194868441724	0.36057142857142854	0.04374450616376623	264	14	8
GSE131907_cldn4_high_to_TNK	a_priori_exhaustion_sensitivity	TGFB1	-0.023427424596222178	0.7047648391236039	0.46371428571428575	0.05266462848819856	264	14	9
GSE131907_cldn4_high_to_TNK	a_priori_exhaustion_sensitivity	PRNP	-0.023979130955671016	0.6981479580286901	0.36028571428571426	0.05673072311643286	264	14	10
GSE131907_cldn4_high_to_TNK	a_priori_exhaustion_sensitivity	TGM2	-0.024533207250839604	0.6915255340693229	0.3865714285714286	0.04587529513141732	264	14	11
GSE131907_cldn4_high_to_TNK	a_priori_exhaustion_sensitivity	CXCL16	-0.04769283122638442	0.4403046328652544	0.33714285714285713	0.03961401764891638	264	14	12
GSE131907_cldn4_high_to_TNK	a_priori_exhaustion_sensitivity	CD58	-0.04899461011384294	0.4279136311208876	0.388	0.042996375626786654	264	14	13
GSE131907_cldn4_high_to_TNK	a_priori_exhaustion_sensitivity	CCL20	-0.049147195003289186	0.4264745842803071	0.3565714285714286	0.040789505316424265	264	14	14
GSE131907_cldn4_high_to_TNK	a_priori_exhaustion_sensitivity	CD99	-0.05200541934964336	0.4000409810465748	0.3354285714285714	0.03972261205452463	264	14	15
GSE131907_cldn4_high_to_TNK	a_priori_ifn	CLCF1	0.4161027622964699	1.7747156430443843e-12	0.8921370967741936	0.44687765104048	264	16	1
GSE131907_cldn4_high_to_TNK	a_priori_ifn	HLA-F	0.41594633306378365	1.8123426962620268e-12	0.8843245967741935	0.4009059011781684	264	16	2
GSE131907_cldn4_high_to_TNK	a_priori_ifn	CRLF1	0.41024367312275495	3.8654222254846495e-12	0.8840725806451613	0.4164164189508363	264	16	3
GSE131907_cldn4_high_to_TNK	a_priori_ifn	HLA-DRB5	0.3858985976298172	8.379738546207865e-11	0.8744959677419355	0.31467302566687727	264	16	4
GSE131907_cldn4_high_to_TNK	a_priori_ifn	HLA-B	0.37509528451509777	3.033262855911972e-10	0.8666834677419355	0.3458628965679402	264	16	5
GSE131907_cldn4_high_to_TNK	a_priori_ifn	HLA-E	0.3441649615736578	9.364900912738262e-09	0.8503024193548387	0.302293373546483	264	16	6
GSE131907_cldn4_high_to_TNK	a_priori_ifn	MDK	0.33329781609686465	2.8693362612896147e-08	0.8409778225806451	0.29095491706788523	264	16	7
GSE131907_cldn4_high_to_TNK	a_priori_ifn	SDC2	0.3048487690568368	4.408228996095436e-07	0.8319052419354838	0.24664031527162938	264	16	8
GSE131907_cldn4_high_to_TNK	a_priori_ifn	ADAM9	0.2971239511541101	8.821363500826478e-07	0.7772177419354839	0.2237293689217967	264	16	9
GSE131907_cldn4_high_to_TNK	a_priori_ifn	CLEC2B	0.2885482334201324	1.861497840775766e-06	0.7993951612903226	0.217823683496596	264	16	10
GSE131907_cldn4_high_to_TNK	a_priori_ifn	HLA-DRA	0.28781843714496613	1.9814192408939163e-06	0.8087197580645162	0.2822643144477492	264	16	11
GSE131907_cldn4_high_to_TNK	a_priori_ifn	FGG	0.27654699271678673	5.083725712202679e-06	0.8160282258064515	0.21880101393941753	264	16	12
GSE131907_cldn4_high_to_TNK	a_priori_ifn	HLA-DRB1	0.2639492416470885	1.3887723876250069e-05	0.7915826612903225	0.22267482275830508	264	16	13
GSE131907_cldn4_high_to_TNK	a_priori_ifn	ICAM3	0.2550999064997644	2.7308262642390753e-05	0.8054435483870968	0.21987468034050828	264	16	14
GSE131907_cldn4_high_to_TNK	a_priori_ifn	HLA-DQA2	0.2501872836512193	3.9336060584432894e-05	0.8321572580645161	0.22648729715978652	264	16	15
GSE131907_cldn4_high_to_TNK	empirical_CLDN4_TNK_down	FAM3C	0.06351907397976746	0.3038538219721649	0.4597953216374269	0.15271337491271703	264	36	1
GSE131907_cldn4_high_to_TNK	empirical_CLDN4_TNK_down	ICAM1	0.05827704852393675	0.34557930216580457	0.5041423001949318	0.15186551788050617	264	36	2
GSE131907_cldn4_high_to_TNK	empirical_CLDN4_TNK_down	HLA-A	0.04973732503848326	0.4209354730180532	0.4914717348927875	0.14982886131803327	264	36	3
GSE131907_cldn4_high_to_TNK	empirical_CLDN4_TNK_down	TYROBP	0.04593742493921128	0.4573330672151797	0.48879142300194933	0.14206540214330635	264	36	4
GSE131907_cldn4_high_to_TNK	empirical_CLDN4_TNK_down	TGM2	0.0409615684104429	0.5075440125702892	0.4878167641325536	0.14711739263486495	264	36	5
GSE131907_cldn4_high_to_TNK	empirical_CLDN4_TNK_down	MIF	0.0371506529480313	0.5478600729830138	0.509990253411306	0.1532711821981457	264	36	6
GSE131907_cldn4_high_to_TNK	empirical_CLDN4_TNK_down	COPA	0.0300850273344006	0.6265315876547328	0.46929824561403516	0.13898443802137517	264	36	7
GSE131907_cldn4_high_to_TNK	empirical_CLDN4_TNK_down	NAMPT	0.02174816701531185	0.7250402306410761	0.47076023391812866	0.13489108224380292	264	36	8
GSE131907_cldn4_high_to_TNK	empirical_CLDN4_TNK_down	SPON2	0.01550143122767191	0.8020550728980207	0.5443469785575049	0.14575540733412212	264	36	9
GSE131907_cldn4_high_to_TNK	empirical_CLDN4_TNK_down	COL1A1	0.00997510116960138	0.8718483498681453	0.4828216374269006	0.15656361596142832	264	36	10
GSE131907_cldn4_high_to_TNK	empirical_CLDN4_TNK_down	HLA-F	0.007872391019021407	0.8986980355002995	0.49756335282651076	0.15076681469405445	264	36	11
GSE131907_cldn4_high_to_TNK	empirical_CLDN4_TNK_down	APP	-0.002289402837215644	0.9704675218697437	0.48672027290448344	0.14602256409091663	264	36	12
GSE131907_cldn4_high_to_TNK	empirical_CLDN4_TNK_down	NPNT	-0.002909785687809693	0.9624700496311217	0.4791666666666667	0.14948977082997567	264	36	13
GSE131907_cldn4_high_to_TNK	empirical_CLDN4_TNK_down	HLA-DRB5	-0.005189586668365058	0.933119045049012	0.503411306042885	0.1438103457747744	264	36	14
GSE131907_cldn4_high_to_TNK	empirical_CLDN4_TNK_down	CLCF1	-0.008270174576279266	0.8936088969873328	0.48269980506822613	0.14741262158134733	264	36	15
GSE131907_cldn4_high_to_TNK	empirical_CLDN4_TNK_up	CALR	0.17887479333122805	0.003543967090626166	0.7226236798221234	0.19256398209886583	264	7	1
GSE131907_cldn4_high_to_TNK	empirical_CLDN4_TNK_up	SECTM1	0.13642946596139854	0.026652366442621683	0.745414118954975	0.08474455830006057	264	7	2
GSE131907_cldn4_high_to_TNK	empirical_CLDN4_TNK_up	PAEP	0.08916502710067518	0.14852397006025223	0.7009449694274597	0.0527079082059233	264	7	3
GSE131907_cldn4_high_to_TNK	empirical_CLDN4_TNK_up	CD55	0.08754415766915367	0.15607427198224572	0.7092829349638687	0.0519210664651807	264	7	4
GSE131907_cldn4_high_to_TNK	empirical_CLDN4_TNK_up	ADAM28	0.08530248052650227	0.16698874492476354	0.726514730405781	0.052559553174883505	264	7	5
GSE131907_cldn4_high_to_TNK	empirical_CLDN4_TNK_up	PTDSS1	0.08273872550901457	0.1801591835321863	0.6864924958310171	0.05525163499587832	264	7	6
GSE131907_cldn4_high_to_TNK	empirical_CLDN4_TNK_up	CFH	0.08147151703300967	0.18694562304991258	0.7165091717620901	0.052492498106373055	264	7	7
GSE131907_cldn4_high_to_TNK	empirical_CLDN4_TNK_up	ADAM15	0.07626026583397519	0.21682969790176243	0.7015008337965536	0.05144868341284839	264	7	8
GSE131907_cldn4_high_to_TNK	empirical_CLDN4_TNK_up	LAMA5	0.07564934443338465	0.22054508472085235	0.6937187326292384	0.051054549329027664	264	7	9
GSE131907_cldn4_high_to_TNK	empirical_CLDN4_TNK_up	CDH1	0.06788508415799518	0.271752189077362	0.6625903279599779	0.04854112153705964	264	7	10
GSE131907_cldn4_high_to_TNK	empirical_CLDN4_TNK_up	MMP14	0.0660735354726505	0.28478008441416086	0.650917176209005	0.04586820969793971	264	7	11
GSE131907_cldn4_high_to_TNK	empirical_CLDN4_TNK_up	MMP7	0.06597010430689165	0.2855363858058993	0.6570316842690384	0.04808618847169931	264	7	12
GSE131907_cldn4_high_to_TNK	empirical_CLDN4_TNK_up	TIMP2	0.06595370928902138	0.2856563920289966	0.6814897165091718	0.04892832519232629	264	7	13
GSE131907_cldn4_high_to_TNK	empirical_CLDN4_TNK_up	ULBP2	0.06593589763052184	0.28578680601291	0.7087270705947748	0.054139079060595556	264	7	14
GSE131907_cldn4_high_to_TNK	empirical_CLDN4_TNK_up	PVR	0.06188790647152275	0.3164650964506988	0.6659255141745414	0.04532942080338181	264	7	15
GSE205335_cldn4_high_to_TNK	a_priori_cytotoxicity	LRPAP1	0.32072245040522446	9.940851061121607e-08	0.3531428571428572	0.22842226165633958	264	14	1
GSE205335_cldn4_high_to_TNK	a_priori_cytotoxicity	HLA-DRA	0.2862880246769121	2.25729964020725e-06	0.40028571428571424	0.22151332471693	264	14	2
GSE205335_cldn4_high_to_TNK	a_priori_cytotoxicity	HLA-DQB1	0.2512749191513616	3.630585771954207e-05	0.40628571428571425	0.23098660510160698	264	14	3
GSE205335_cldn4_high_to_TNK	a_priori_cytotoxicity	TNFSF15	0.2267504292703965	0.00020297569237023058	0.4139999999999999	0.1942106410520652	264	14	4
GSE205335_cldn4_high_to_TNK	a_priori_cytotoxicity	NCAM1	0.18752638574513103	0.002215781357192927	0.33885714285714286	0.1361644948804695	264	14	5
GSE205335_cldn4_high_to_TNK	a_priori_cytotoxicity	TNC	0.18163294294486967	0.00305789275515259	0.34685714285714286	0.1226583089676234	264	14	6
GSE205335_cldn4_high_to_TNK	a_priori_cytotoxicity	HLA-A	0.1810245581775071	0.0031595900183515125	0.4714285714285714	0.2230883310572651	264	14	7
GSE205335_cldn4_high_to_TNK	a_priori_cytotoxicity	HLA-DRB1	0.1619917727544498	0.008364169348592151	0.40228571428571425	0.1560474915878547	264	14	8
GSE205335_cldn4_high_to_TNK	a_priori_cytotoxicity	ITGB2	0.15181451034048657	0.013537076133163663	0.35914285714285715	0.1620197822261425	264	14	9
GSE205335_cldn4_high_to_TNK	a_priori_cytotoxicity	TIMP3	0.14800088385081794	0.016102374861432556	0.31514285714285717	0.12648102267764214	264	14	10
GSE205335_cldn4_high_to_TNK	a_priori_cytotoxicity	MIF	0.14720736862204575	0.01668661732942499	0.4234285714285714	0.13517354769548404	264	14	11
GSE205335_cldn4_high_to_TNK	a_priori_cytotoxicity	MICA	0.14164537189179954	0.021325965518436824	0.4411428571428571	0.2463000225473841	264	14	12
GSE205335_cldn4_high_to_TNK	a_priori_cytotoxicity	BACE1	0.13298007131842152	0.030771147477342	0.3357142857142857	0.13569684560188947	264	14	13
GSE205335_cldn4_high_to_TNK	a_priori_cytotoxicity	HLA-DPB1	0.12856807059926506	0.03682098468549682	0.39085714285714285	0.24418973788930265	264	14	14
GSE205335_cldn4_high_to_TNK	a_priori_cytotoxicity	CX3CL1	0.12437173209272631	0.04348116784634555	0.3965714285714286	0.07894960384202475	264	14	15
