cohort	endpoint	n_Q4	n_Q1	median_Q4	median_Q1	U	p	rank_biserial_Q4_minus_Q1
LUAD_tumor	CD8A	21	21	8.086	8.469	225.0	0.9198497691906573	0.020408163265306145
LUAD_tumor	CD274	21	21	3.828	3.7	249.0	0.4810837424939285	0.12925170068027203
LUAD_tumor	ImmuneScore	21	21	0.014569898456495983	0.06403195471860174	220.0	1.0	-0.0022675736961451642
adjacent_nonmalignant_extra	CD8A	21	22	9.368	9.305	211.0	0.6356558763048494	-0.08658008658008653
adjacent_nonmalignant_extra	CD274	21	22	4.009	4.1575	214.0	0.6884551577587816	-0.07359307359307354
adjacent_nonmalignant_extra	ImmuneScore	21	22	-0.03530914138620834	-0.07776158881012987	262.0	0.4586676508683464	0.1341991341991342
all_arrays_mixed	CD8A	42	42	8.1665	9.269	457.0	0.0001461020604503601	-0.481859410430839
all_arrays_mixed	CD274	42	42	3.7545	4.1125	553.0	0.0032907882006485553	-0.373015873015873
all_arrays_mixed	ImmuneScore	42	42	-0.3798995724522546	0.3612455321952006	296.0	1.6239739811345343e-07	-0.6643990929705215
