patient	n_cells	n_malignant	n_leftover_epi	leftover_dominant	mean_CLDN4	mean_TACSTD2	mean_dpt	mean_AT2	mean_club	mean_basal	mean_barrier	mean_malignant_like	mean_SFTPC
P1	500	499	1	False	1.1842624286413193	0.8968521036505699	0.23025579750537872	0.011232909252246221	0.010275035838286083	0.32066206718981266	0.7894700707296531	0.2788890298207601	0.0
P10	500	500	0	False	1.1004361818432808	0.9957786124944686	0.1568116396665573	0.0038004247645537057	0.005758222301801045	0.718508239865303	1.0598575421770415	0.2167685878078143	0.0
P11	71	62	9	False	0.06387505900691932	0.0	0.07672327011823654	0.07253165095344956	0.0	0.0	0.2727732309293299	0.22059114858018403	0.0
P12	483	75	408	False	1.5063116833043149	0.7847155017265375	0.16308481991291046	3.344004414641421	0.9594970011069415	0.03072101505585092	0.5655112402697445	0.21264889922694882	5.325718330300373
P13	170	77	93	False	1.7250797015779158	1.0727823765838846	0.03380309417843819	0.48928710277758397	0.5276549965143204	0.023564682199674496	1.0807998688489784	0.7459885220901639	0.0
P14	500	476	24	False	0.4215079191923142	2.1536531249284745	0.17940427362918854	0.012025642951329548	0.0404481076002121	0.49150435192883013	0.49576930863658586	0.48107586840788524	0.0
P15	500	500	0	False	1.2905393217802048	2.307290727853775	0.12769044935703278	0.02156675612926483	0.0	0.32458547881245614	0.8412163893580437	0.2623385605812073	0.0
P16	500	498	2	False	1.753404803752899	1.74561472427845	0.05407286807894707	0.06511631852388382	0.03490614020824433	0.031533710539340974	1.402926810314258	1.6637229022582374	0.0
P17	500	500	0	False	0.7205133169293404	1.364096820831299	0.16471797227859497	0.03854715745647748	0.002333077232042949	0.6426338052302599	0.7305750775138538	0.06953547656536102	0.0007734693288803101
P18	500	443	57	False	1.2763828212618828	1.022419664978981	0.13195699453353882	0.005649516969919205	0.08165990529457728	0.13411154235899447	1.298662181198597	0.25628392545382184	0.0
P19	187	117	70	False	1.6000950648822887	1.9611819580914502	0.2780766487121582	0.0159049294424142	0.5883811971508034	0.37198120777938454	0.8839997395262148	0.37329119497017005	0.0
P2	281	272	9	False	2.037110240009756	0.7492144576595348	0.8378067016601562	0.5208943807569687	1.38445076996887	0.031991618701995905	0.9920614918391193	2.411713176774809	0.0
P20	398	395	3	False	2.137124079106441	1.3190328356009633	0.04826047644019127	0.28136054111934783	0.0006455399682573738	0.050702573572421195	1.7078658659354329	1.32356814126573	0.0
P21	500	498	2	False	1.2871449809074402	0.8382262909412384	0.3837694823741913	0.3409779780010382	0.09153157246112824	0.011940528631210328	1.5371309857070445	0.583101643204689	0.0
P22	140	139	1	False	2.349311781355313	2.00730767760958	0.08311533182859421	0.004104882904461452	0.0	0.25057835573596615	1.9580901417703858	0.6569034775098165	0.0
P23	500	485	15	False	0.630440801024437	1.3306852319836617	0.14856961369514465	0.03564044760664304	0.0035994207859039312	0.46906466770172117	0.7434042541186016	0.222169675886631	0.0
P24	65	27	38	False	1.2679176679024329	0.651340625836299	0.06154249608516693	0.18718795684667733	0.0	0.0	1.1323838492234548	0.09433256143178696	0.0
P25	500	500	0	False	1.1405875837802888	0.6383469043374062	0.6732932925224304	0.01803962301214536	0.0	0.30941008147597315	0.7384864572485287	0.20715810585021974	0.0
P26	46	24	22	False	2.1692012781682224	1.6736586858396945	0.06858742982149124	0.0023109958223674607	0.0	0.19687510281801224	1.0761351766793623	0.06459912269011787	0.0
P27	10	10	0	False	2.860033917427063	3.2421930551528932	0.12056133896112442	0.008247852325439453	0.0	0.28280358761548996	1.3400576243797937	1.7884843806425728	0.0
P28	500	476	24	False	1.7075429310798644	1.7832630791664124	0.0733146145939827	0.28661850044131276	0.19534154601891834	0.24358299472928047	1.5819403435389199	1.7624361555377643	0.0
P29	500	495	5	False	0.5791196543574333	0.3090437119603157	0.45450010895729065	0.006140511214733124	0.0031290362874666854	0.0018492908328771591	0.749266705383857	0.05097609615325928	0.0
P3	500	500	0	False	1.0905206003189087	1.3707263803482055	0.15511950850486755	0.030930351138114928	0.0014281498591105144	0.5537664366662503	0.9042977194488049	0.13619594858090084	0.0
P30	500	489	11	False	0.9557412079572678	0.127755215883255	0.540037989616394	0.004385943929354349	0.030388296743234	0.006518359571695328	1.1845519271095595	0.1404119780063629	0.0
P31	342	341	1	False	1.4574919697659754	1.7398603354629718	0.1644268035888672	0.01926568461324272	0.03163817858951599	0.39296235102746224	1.1129679240678485	0.45330388204977057	0.0
P32	343	164	179	False	2.664010251576282	2.6261557000023976	0.038539569824934006	0.5414896790586246	0.7613918033471029	0.09507435651458039	1.6157224589580468	1.0755823369566044	0.11425555899261386
P33	317	36	281	False	2.1330180356179125	2.097256517090632	0.013390005566179752	0.94174960474988	2.304444178014398	0.03369202493023045	1.2431707425135041	0.7595941742135899	1.0787192792734512
P34	438	423	15	False	0.9736572420352125	0.4795963579116891	0.28644415736198425	0.04125547807102334	0.01188840094494493	0.010161777150277133	1.497975612124442	0.09304270989727936	0.0
P35	500	4	496	True	0.8774039000868797	0.6687968349456788	0.3712354302406311	2.2086723441282907	1.275414293209712	0.007856898188591003	0.6157278681000075	1.0216980704069138	4.070417647361755
P36	156	155	1	False	0.9301667268841695	1.1144327162167964	0.1483856588602066	0.033570837993652396	0.0063603632470481414	0.9434236538811371	0.7602663927225984	0.17410871068127134	0.0
P37	16	12	4	False	0.06416956335306168	0.9718744978308678	0.09008149802684784	0.12314734607934952	0.0	0.0	1.237152866398295	0.19165165225664774	0.0
P38	214	43	171	False	1.3387160026860014	0.6346142186182682	0.06756779551506042	0.9516048517275449	0.5868961487975076	0.013614811769155698	0.7025790778090277	0.49295487155052736	0.8400191193986162
P39	500	5	495	True	1.3188317781686782	0.7790280054211617	0.09645187109708786	2.2852348267734053	1.0324419769446056	0.16104508095979692	0.9372054721315701	1.4698715293010076	1.1890531823039054
P4	500	498	2	False	0.2700487506389618	1.8633301723003388	0.11484341323375702	0.048596521496772765	0.005393295764923096	0.9143390515446663	0.3470898330012957	0.22827619041999178	0.0
P40	276	101	175	False	1.6989234912654627	1.402290072562038	0.3835233151912689	0.016984435005320445	0.3500662241940913	0.19555040897018666	0.8242268116181888	0.13853583366110706	0.0
P41	500	498	2	False	1.442539695739746	0.5810372185111046	0.19834686815738678	0.04061240827043851	0.0178881109158198	0.5051756429970264	0.672184859007597	0.23921634769439698	0.0
P42	244	243	1	False	0.0952629034147888	0.15084236860275269	0.19585473835468292	0.001109410240187671	0.0	0.0	0.4893445496350689	0.17295194600449235	0.0
P5	500	0	500	True	0.9742569698691368	0.6236268348097801	0.05806693062186241	1.5160692222515744	1.2319128297567368	0.0036806392073631287	0.9059809376597404	1.1247329326470692	0.2085501778125763
P6	500	385	115	False	2.054947853088379	1.7565254992246628	0.17716918885707855	0.010100141058365505	0.08788988439242044	0.29424908630549906	1.0353011708855628	0.6375542202393214	0.0
P7	277	149	128	False	0.972428531745711	0.8653819543790301	0.10188961029052734	0.9683891301335841	0.6243053991369966	0.3522842149872212	0.9230648789882087	0.24859516155848865	0.5290906050575339
