patient	n_high	n_low	barrier_high	barrier_low	AT2_high	AT2_low	dpt_high	dpt_low
P1	124	146	0.7743292769757651	0.7724877869769864	0.014653927936989773	0.006367852358513227	0.2313782423734665	0.2262822836637497
P2	178	14	1.0264394673403732	0.832379896016348	0.5269092668252491	0.5088562497070858	0.840836763381958	0.7829726338386536
P3	117	217	0.9803338850665296	0.8157413170176533	0.037529076775933944	0.02778766763191985	0.15060469508171082	0.15558606386184692
P4	25	409	0.533049589395523	0.3152301527177209	0.03551642656326294	0.04966898960802938	0.11867895722389221	0.11451940983533859
P5	66	162	0.9446727458876791	0.8145016562423588	1.5032708509401842	1.5283875071401458	0.057458508759737015	0.057266123592853546
P6	323	88	1.1311572951613564	0.7868915243130743	0.006827599569862965	0.01875337597095605	0.17673073709011078	0.15302184224128723
P7	62	117	1.1307901876267568	0.7719214486855048	1.2805324495639854	0.5395130299859577	0.09759435802698135	0.10656606405973434
P8	279	68	1.1669365134504106	0.4689853404666864	1.283875905929785	3.41040191200434	0.08394105732440948	0.16433799266815186
P9	191	114	1.5727152565907014	1.2460448448246684	0.6197237829575364	0.721564711273065	0.0653393566608429	0.06468665599822998
P10	108	154	1.1550751500935466	0.9859647525724393	0.0050790140658249095	0.0017316245284431425	0.155878484249115	0.15604005753993988
P12	201	129	0.8153521834716669	0.27888095555995474	2.724174899544882	3.827046817587328	0.13860808312892914	0.17875556647777557
P13	83	26	1.1406833080642194	0.7742775464669254	0.4624359899136915	0.456262285510699	0.032238081097602844	0.04533132538199425
P14	50	377	0.9532898942629496	0.41304232322410817	0.023738767703374224	0.00979701332767699	0.21522453427314758	0.16898228228092194
P15	209	214	0.9543465433413522	0.6930878409344088	0.025699683306129734	0.021410773476336235	0.1276581734418869	0.1254485845565796
P16	269	85	1.4594545702471904	1.2266909431008732	0.06654332376914987	0.041989407936731976	0.05404132604598999	0.05486096069216728
P17	45	251	0.6544501465779764	0.6949372897110138	0.042672699469107164	0.03146524519559397	0.16471444070339203	0.16349053382873535
P18	164	164	1.332921099523461	1.1690893803791302	0.009099555179113294	0.004724929851245105	0.1427222192287445	0.11867599934339523
P19	78	43	0.8742950654182678	0.7599901831889337	0.017135752317232963	0.013847565928170847	0.2524726688861847	0.18762092292308807
P20	287	34	1.787966605730173	1.413603535177661	0.2764985119008852	0.1361050785464399	0.04797608032822609	0.050381895154714584
P21	157	121	1.7258051670217716	1.344169842228088	0.31878022235796455	0.3635963190028818	0.393277108669281	0.3717086911201477
P22	109	13	1.9687147042073243	1.8925029803545048	0.003127382435929885	0.0	0.08343712240457535	0.08107539266347885
P23	70	316	0.9595034336759929	0.6767802578613225	0.02772435396909714	0.036225083052231793	0.17594046890735626	0.1421273797750473
P24	27	27	1.1299368264498533	1.0661002529991996	0.22498601527861606	0.15149678860181645	0.061502605676651	0.06221232935786247
P25	138	205	0.7665615241596664	0.7025094524147065	0.013895392921811717	0.01875567576749538	0.6695325374603271	0.6680181622505188
P26	31	8	1.1268530020149805	1.0184042106072106	0.0	0.0	0.0674528181552887	0.0670662671327591
P28	256	98	1.7470886277151294	1.235663905942521	0.31874655883681646	0.23480846971070682	0.07162785530090332	0.07501012086868286
P29	42	293	1.0625015686428736	0.6224554812406381	0.0	0.004499682760347143	0.4365403354167938	0.45703572034835815
P30	67	149	1.3976246678265765	0.8681426559985352	0.00115641454855601	0.007361938356019772	0.5375614762306213	0.5239638686180115
P31	140	90	1.1659885623980135	1.004511635557369	0.01561094444422495	0.021509322855207656	0.16376785933971405	0.16301552951335907
P32	291	24	1.6985640662710555	0.9066983809073766	0.5392401346260466	0.6219576845566431	0.02488676831126213	0.05708317086100578
P33	219	30	1.302567435159168	0.8936014807886549	0.9258289844296658	0.9677633944484924	0.012892759405076504	0.017761843279004097
P34	81	160	1.6502716331570233	1.2831763099568585	0.021595161883428755	0.044332298636436465	0.2833884358406067	0.2824602425098419
P35	93	244	0.8390912454188083	0.4885626564341817	1.7393999312299981	2.3129641712526157	0.3312605917453766	0.3677189350128174
P36	34	80	0.7933850714973376	0.7219914589077234	0.062106882386347824	0.02921584111948808	0.14397072792053223	0.14830221235752106
P38	75	55	0.7704014406601589	0.6265004781159488	1.011920881933636	0.6384428772059354	0.04588871821761131	0.07587667554616928
P39	152	123	1.0673151181585958	0.7265666736173759	2.0262201178100026	2.460512164162426	0.084818534553051	0.10491444915533066
P40	127	51	0.9423301649375223	0.5330877551455904	0.01940262579698888	0.014329423701841069	0.36793819069862366	0.25856444239616394
P41	178	96	0.7051119431295199	0.6315941005531284	0.05174324923798385	0.02350902288324303	0.19541819393634796	0.19673247635364532
