family	split	cohort	n_q1	n_q4	n	n_genes	logFC	p	t	se	df	fdr
IFN	q4q1	GSE131907+GSE189357	9.0	7.0	16	220	-0.08639650224396833	0.7029645993782845	-0.38984310328369276	0.22161864995491976	13.0	0.7029645993782845
MHC-I/APM	q4q1	GSE131907+GSE189357	9.0	7.0	16	21	-0.21697518969682372	0.5934443234278983	-0.5473002138763244	0.396446382068936	13.0	0.7029645993782845
TJ	q4q1	GSE131907+GSE189357	9.0	7.0	16	188	0.1166454824216343	0.0803025112735884	1.8967335464098418	0.06149808582361089	13.0	0.200756278183971
keratin	q4q1	GSE131907+GSE189357	9.0	7.0	16	16	0.5016476587047975	0.4683592681497037	0.7470007605745768	0.6715490601628585	13.0	0.7029645993782845
chemokine	q4q1	GSE131907+GSE189357	9.0	7.0	16	25	-0.5075847309642619	0.0431079781221632	-2.2411219352343044	0.2264868872077659	13.0	0.200756278183971
IFN	continuous	GSE131907+GSE189357			30	220	0.049050017392522155	0.6380410623330179	0.4758043909642907	0.10308861860882527	27.0	0.8321761890722013
MHC-I/APM	continuous	GSE131907+GSE189357			30	21	-0.03331848378206276	0.8321761890722011	-0.21397250180015043	0.15571385809743957	27.0	0.8321761890722013
TJ	continuous	GSE131907+GSE189357			30	188	0.06783608946689579	0.0049338249793596635	3.061917899017974	0.022154770867191555	27.0	0.024669124896798317
keratin	continuous	GSE131907+GSE189357			30	16	0.44799986166149497	0.03883347102911523	2.1716940287689797	0.20629050673194638	27.0	0.09708367757278807
chemokine	continuous	GSE131907+GSE189357			30	25	-0.03398429892440252	0.7872923661000296	-0.27252425895663807	0.12470192215001982	27.0	0.8321761890722013
IFN	q4q1	GSE131907	6.0	5.0	11	220	0.004006578647726244	0.9896158150771429	0.013380921400831775	0.2994247202944627	9.0	0.9896158150771429
MHC-I/APM	q4q1	GSE131907	6.0	5.0	11	21	-0.14955399345622933	0.793314037871981	-0.269913056062635	0.554082101984442	9.0	0.9896158150771429
TJ	q4q1	GSE131907	6.0	5.0	11	188	0.2053071958451131	0.015208821116830652	2.989679600012442	0.06867197269040423	9.0	0.07604410558415325
keratin	q4q1	GSE131907	6.0	5.0	11	16	0.5569159284337006	0.5780261360959279	0.5770902461373701	0.9650413122753295	9.0	0.9633768934932131
chemokine	q4q1	GSE131907	6.0	5.0	11	25	-0.41643933562350943	0.07947757120857397	-1.9767242019229887	0.21067144076972935	9.0	0.19869392802143493
IFN	continuous	GSE131907			21	220	0.07687212272096856	0.5530624104375436	0.6038854293828702	0.1272958726616846	19.0	0.9217706840625727
MHC-I/APM	continuous	GSE131907			21	21	-0.024654650565719697	0.8999934004813428	-0.1273604354818497	0.1935817074780124	19.0	0.9806362209527407
TJ	continuous	GSE131907			21	188	0.09027710559738517	0.00150922535709157	3.7030467821524238	0.02437914261102338	19.0	0.00754612678545785
keratin	continuous	GSE131907			21	16	0.48651304184909	0.08318987015013858	1.8286831139678035	0.2660455702428801	19.0	0.20797467537534645
chemokine	continuous	GSE131907			21	25	-0.003220666845196291	0.9806362209527406	-0.0245927960097178	0.13095976740195178	19.0	0.9806362209527407
IFN	continuous	GSE189357			9	220	-0.08094699725238935	0.4571475795007681	-0.7869045111438366	0.10286762384260016	7.0	0.6942638832444894
MHC-I/APM	continuous	GSE189357			9	21	-0.059551677629905035	0.7180675216133817	-0.37597973458736467	0.1583906581966781	7.0	0.7180675216133817
TJ	continuous	GSE189357			9	188	-0.04530810005528367	0.055223164568462046	-2.297142259652743	0.019723680527357873	7.0	0.27611582284231023
keratin	continuous	GSE189357			9	16	0.15659874427754028	0.12668550200834786	1.7330514578620484	0.09036012379616579	7.0	0.3167137550208696
chemokine	continuous	GSE189357			9	25	-0.15185810281721795	0.5554111065955916	-0.6191709581956233	0.24526037729508512	7.0	0.6942638832444894
