dataset_id,dataset,role,gene,present,n_total,n_high,n_low,log2FC_high_vs_low,spearman_rho,spearman_p,spearman_fdr,welch_p,welch_fdr,mwu_p,up_in_trop2_high,same_direction
tcga_luad,TCGA-LUAD bulk,primary,CLDN1,True,516,172,172,1.560111118450684,0.4225144368945139,9.295085061740058e-24,4.20021216130761e-21,3.685640561862714e-19,2.134972181038837e-16,4.337021920267085e-18,True,True
tcga_luad,TCGA-LUAD bulk,primary,CLDN4,True,516,172,172,1.199265823724084,0.5355856184379986,1.209295229109434e-39,1.333852637707706e-35,1.289455901782349e-26,9.482013973756504e-23,2.038768805073112e-26,True,True
tcga_luad,TCGA-LUAD bulk,primary,CLDN7,True,516,172,172,0.2923917071669573,0.1253508068196557,0.0043476081161633,0.01889631268694,0.0023895114436334,0.0141703809683538,0.0282284319327477,True,True
tcga_luad,TCGA-LUAD bulk,primary,F11R,True,516,172,172,0.4886410340395226,0.312672630233388,3.638867979488058e-13,2.1872868563353278e-11,7.033431425974285e-12,6.04916233811718e-10,2.9076524493136907e-10,True,True
tcga_luad,TCGA-LUAD bulk,primary,PARD3,True,516,172,172,0.1664570113255346,0.1141323254984184,0.0094650298784516,0.0357470568598943,0.0320261752835123,0.1044520165348793,0.0666381361666734,False,True
gse207422,GSE207422 NSCLC bulk,primary,CLDN1,True,24,8,8,5.0624513819095736,0.8782608695652172,1.6904320964722858e-08,3.1552854209597695e-05,7.128953494794025e-06,0.0068327693874207,0.0001554001554001,True,True
gse207422,GSE207422 NSCLC bulk,primary,CLDN4,True,24,8,8,3.885706151897955,0.8582608695652173,8.1747163102769e-08,8.322852078566161e-05,0.0012195640258422,0.0979597522973197,0.0001554001554001,False,True
gse207422,GSE207422 NSCLC bulk,primary,CLDN7,True,24,8,8,2.9170787956751063,0.8347826086956521,3.932746200056466e-07,0.0002166105029991,0.0002910369940139,0.0502998936716179,0.0006216006216006,False,True
gse207422,GSE207422 NSCLC bulk,primary,F11R,True,24,8,8,2.5590691387446927,0.8704347826086956,3.2298174249839745e-08,4.718061123678764e-05,4.444765839257728e-07,0.0020373750177137,0.0001554001554001,True,True
gse207422,GSE207422 NSCLC bulk,primary,PARD3,True,24,8,8,2.028676985886878,0.662608695652174,0.0004186914397087,0.0166278900606794,0.0159519220739224,0.2495089532512559,0.0206682206682206,False,True
tcga_lusc,TCGA-LUSC bulk,histology_check,CLDN1,True,501,167,167,1.9190557239971917,0.4257568051148698,1.7718886861796866e-23,5.620280113524844e-21,4.835228339074979e-19,1.5670344364984736e-16,2.328059677330117e-18,True,True
tcga_lusc,TCGA-LUSC bulk,histology_check,CLDN4,True,501,167,167,1.045413202880911,0.3914358374883699,8.587182907798253e-20,1.6918641778342248e-17,1.7432405580215836e-14,2.4517198338665816e-12,6.618657403568795e-15,True,True
tcga_lusc,TCGA-LUSC bulk,histology_check,CLDN7,True,501,167,167,0.9461527626284488,0.3721204284657776,6.7029252474623396e-18,1.0409084332205058e-15,1.0159513533279714e-13,1.2247279872301938e-11,5.87429009516543e-13,True,True
tcga_lusc,TCGA-LUSC bulk,histology_check,F11R,True,501,167,167,0.4712044349506064,0.2336358995157096,1.2245028508002398e-07,2.225301320568465e-06,5.502275560116092e-09,2.052408441623287e-07,2.147865089933045e-07,True,True
tcga_lusc,TCGA-LUSC bulk,histology_check,PARD3,True,501,167,167,0.3046492462232111,0.1364798562988729,0.0022020209785295,0.0095697032385484,0.0004515601640131,0.0031985392422112,0.0012258782520953,True,True
