feature,n,n_events,cox_HR_per_SD,cox_HR_95CI_lo,cox_HR_95CI_hi,cox_p,logrank_p_median_split,n_high,n_low
TACSTD2,27,21,1.0685748425774706,0.6764616961507423,1.6879776056603453,0.7761590515627184,0.42965018365532537,14,13
CLDN4,27,21,1.1234099576639298,0.7202324911664812,1.7522813097954928,0.6079130783877547,0.7037329973945263,14,13
CD8A,27,21,0.7315677926372844,0.494513257226609,1.0822590242084031,0.1177398810203269,0.05503995622639436,14,13
CXCL9,27,21,0.6892333349907003,0.44037657997270685,1.0787190138309455,0.10343575011801127,0.03442771517558386,14,13
GZMB,27,21,0.6818450038168529,0.4341026510648156,1.0709739000432603,0.09644819797317943,0.04395133266603305,14,13
CD274,27,21,0.6746866809516913,0.3960597715167846,1.149326819308934,0.14765174496889244,0.3817437532848743,14,13
IFNG,27,21,0.5823419949970444,0.34844702133984207,0.9732389097003937,0.03906658860935011,0.038950392696749235,14,13
combined_z,27,21,1.1063711097219662,0.697978430360371,1.7537175637296212,0.6671274863841581,0.21368730493714636,14,13
immune_z,27,21,0.6847879253571776,0.4533298769643642,1.0344222310144582,0.07199385183001615,0.0434352900640976,14,13
