feature,role,n_DCB,n_NDB,median_DCB,median_NDB,delta_median,mannwhitney_U,p_two_sided,AUC_DCB,AUC_95CI_lo,AUC_95CI_hi,left_out
TACSTD2,primary,7,19,7.576673292516575,7.825340439545006,-0.2486671470284314,74.0,0.6924992398905441,0.556390977443609,0.3157894736842105,0.7669172932330827,NSCLC947
CLDN4,primary,7,19,7.689369056858228,7.23429054170594,0.45507851515228737,78.0,0.5335603526907874,0.5864661654135338,0.3458646616541353,0.8120300751879699,NSCLC947
TACSTD2,primary,7,19,7.576673292516575,7.825340439545006,-0.2486671470284314,67.0,0.9999999999999998,0.5037593984962406,0.2704887218045113,0.7443609022556391,NSCLC378
CLDN4,primary,7,19,7.20633064787105,7.23429054170594,-0.027959893834890615,66.0,0.9999999999999998,0.49624060150375937,0.24812030075187969,0.7518796992481203,NSCLC378
TACSTD2,primary,7,19,7.576673292516575,7.825340439545006,-0.2486671470284314,68.0,0.9550015202189113,0.5112781954887218,0.2706766917293233,0.7443609022556391,NSCLC1510
CLDN4,primary,7,19,7.20633064787105,7.23429054170594,-0.027959893834890615,62.0,0.8213651565825477,0.46616541353383456,0.22556390977443608,0.7142857142857143,NSCLC1510
TACSTD2,primary,7,19,7.576673292516575,7.825340439545006,-0.2486671470284314,67.0,0.9999999999999998,0.5037593984962406,0.2631578947368421,0.7368421052631579,NSCLC1528
CLDN4,primary,7,19,7.689369056858228,7.23429054170594,0.45507851515228737,70.0,0.8655518394648828,0.5263157894736842,0.2631578947368421,0.7894736842105263,NSCLC1528
TACSTD2,primary,7,19,7.341274183692174,7.825340439545006,-0.4840662558528326,67.0,0.9999999999999998,0.5037593984962406,0.2631578947368421,0.7368421052631579,NSCLC1358
CLDN4,primary,7,19,7.20633064787105,7.23429054170594,-0.027959893834890615,64.0,0.910142900577683,0.48120300751879697,0.23308270676691728,0.7368421052631579,NSCLC1358
TACSTD2,primary,7,19,7.341274183692174,7.825340439545006,-0.4840662558528326,62.0,0.8213651565825477,0.46616541353383456,0.23308270676691728,0.6917293233082706,NSCLC1352
CLDN4,primary,7,19,7.689369056858228,7.23429054170594,0.45507851515228737,73.0,0.734718759501368,0.5488721804511278,0.2932330827067669,0.7894736842105263,NSCLC1352
TACSTD2,primary,7,19,7.341274183692174,7.825340439545006,-0.4840662558528326,67.0,0.9999999999999998,0.5037593984962406,0.2706766917293233,0.7293233082706767,NSCLC1327
CLDN4,primary,7,19,7.20633064787105,7.23429054170594,-0.027959893834890615,67.0,0.9999999999999998,0.5037593984962406,0.24812030075187969,0.7518796992481203,NSCLC1327
TACSTD2,primary,8,18,7.458973738104374,7.287906479153758,0.17106725895061636,74.0,0.9350223232145431,0.5138888888888888,0.2916666666666667,0.7361111111111112,NSCLC1079
CLDN4,primary,8,18,7.447849852364639,7.44270700348607,0.005142848878569417,72.0,1.0,0.5,0.2637152777777778,0.75,NSCLC1079
TACSTD2,primary,7,19,7.341274183692174,7.825340439545006,-0.4840662558528326,60.0,0.734718759501368,0.45112781954887216,0.22556390977443608,0.6766917293233082,NSCLC1708
CLDN4,primary,7,19,7.689369056858228,7.23429054170594,0.45507851515228737,73.0,0.734718759501368,0.5488721804511278,0.2932330827067669,0.7969924812030075,NSCLC1708
TACSTD2,primary,8,18,7.458973738104374,7.864761721395016,-0.4057879832906419,68.0,0.8490886687683028,0.4722222222222222,0.24305555555555555,0.7013888888888888,NSCLC990
CLDN4,primary,8,18,7.447849852364639,7.44270700348607,0.005142848878569417,71.0,0.9783104767086463,0.4930555555555556,0.25,0.7430555555555556,NSCLC990
TACSTD2,primary,8,18,7.458973738104374,7.864761721395016,-0.4057879832906419,69.0,0.8918903522107186,0.4791666666666667,0.25,0.7013888888888888,NSCLC1619
CLDN4,primary,8,18,7.447849852364639,7.44270700348607,0.005142848878569417,72.0,1.0,0.5,0.2638888888888889,0.7430555555555556,NSCLC1619
TACSTD2,primary,8,18,7.458973738104374,7.864761721395016,-0.4057879832906419,69.0,0.8918903522107186,0.4791666666666667,0.25,0.7013888888888888,NSCLC1145
CLDN4,primary,8,18,7.447849852364639,7.12644010475594,0.32140974760869945,77.0,0.8066825622889697,0.5347222222222222,0.2986111111111111,0.7708333333333334,NSCLC1145
TACSTD2,primary,8,18,7.458973738104374,7.287906479153758,0.17106725895061636,76.0,0.8490886687683028,0.5277777777777778,0.2916666666666667,0.75,NSCLC1508
CLDN4,primary,8,18,7.447849852364639,7.12644010475594,0.32140974760869945,76.0,0.8490886687683028,0.5277777777777778,0.2986111111111111,0.7638888888888888,NSCLC1508
TACSTD2,primary,8,18,7.458973738104374,7.287906479153758,0.17106725895061636,76.0,0.8490886687683028,0.5277777777777778,0.2916666666666667,0.75,NSCLC1425
CLDN4,primary,8,18,7.447849852364639,7.12644010475594,0.32140974760869945,75.0,0.8918903522107186,0.5208333333333334,0.2916666666666667,0.7569444444444444,NSCLC1425
TACSTD2,primary,8,18,7.458973738104374,7.864761721395016,-0.4057879832906419,69.0,0.8918903522107186,0.4791666666666667,0.25,0.701562499999999,NSCLC573
CLDN4,primary,8,18,7.447849852364639,7.44270700348607,0.005142848878569417,72.0,1.0,0.5,0.2638888888888889,0.7361111111111112,NSCLC573
TACSTD2,primary,8,18,7.458973738104374,7.327327761003767,0.13164597710060733,74.0,0.9350223232145431,0.5138888888888888,0.2845486111111111,0.7430555555555556,NSCLC1809
CLDN4,primary,8,18,7.447849852364639,7.12644010475594,0.32140974760869945,79.0,0.7236190811476854,0.5486111111111112,0.3125,0.7916666666666666,NSCLC1809
TACSTD2,primary,8,18,7.458973738104374,7.287906479153758,0.17106725895061636,74.0,0.9350223232145431,0.5138888888888888,0.2845486111111111,0.7430555555555556,NSCLC825
CLDN4,primary,8,18,7.447849852364639,7.12644010475594,0.32140974760869945,79.0,0.7236190811476854,0.5486111111111112,0.3125,0.7916666666666666,NSCLC825
TACSTD2,primary,8,18,7.458973738104374,7.864761721395016,-0.4057879832906419,69.0,0.8918903522107186,0.4791666666666667,0.24305555555555555,0.7083333333333334,NSCLC1017
CLDN4,primary,8,18,7.447849852364639,7.44270700348607,0.005142848878569417,72.0,1.0,0.5,0.2569444444444444,0.7430555555555556,NSCLC1017
TACSTD2,primary,8,18,7.458973738104374,7.864761721395016,-0.4057879832906419,69.0,0.8918903522107186,0.4791666666666667,0.24305555555555555,0.7083333333333334,NSCLC1873
CLDN4,primary,8,18,7.447849852364639,7.334856566536069,0.11299328582857004,75.0,0.8918903522107186,0.5208333333333334,0.2847222222222222,0.7571180555555546,NSCLC1873
TACSTD2,primary,8,18,7.458973738104374,7.287906479153758,0.17106725895061636,74.0,0.9350223232145431,0.5138888888888888,0.2845486111111111,0.7430555555555556,NSCLC1554
CLDN4,primary,8,18,7.447849852364639,7.44270700348607,0.005142848878569417,74.0,0.9350223232145431,0.5138888888888888,0.2708333333333333,0.75,NSCLC1554
TACSTD2,primary,8,18,7.458973738104374,7.287906479153758,0.17106725895061636,76.0,0.8490886687683028,0.5277777777777778,0.2916666666666667,0.7569444444444444,NSCLC1155
CLDN4,primary,8,18,7.447849852364639,7.44270700348607,0.005142848878569417,74.0,0.9350223232145431,0.5138888888888888,0.2708333333333333,0.75,NSCLC1155
TACSTD2,primary,8,18,7.458973738104374,7.287906479153758,0.17106725895061636,75.0,0.8918903522107186,0.5208333333333334,0.2777777777777778,0.75,NSCLC1104
