cut	k	N	members	rho	ci_lo	ci_hi	p	I2	q_k	q_N	q_n_q1	q_n_q4	q_effect	q_ci_lo	q_ci_hi	q_p	q_I2	note
LUAD-only	2	35	GSE131907+GSE205335	-0.41209770447331573	-0.6652081926224781	-0.0740368347625025	0.018302962152651273	0.0	2	19	10	9	-0.44213527430454636	-0.7692499732080558	0.06861639143213338	0.08685784414287646	0.0	GSE131907 (LUAD series) + GSE205335 ADC; GSE148071 unlabeled so out
mixed-all	3	65	GSE131907+GSE148071+GSE205335	-0.33744209851548745	-0.5975553559678589	-0.01306935018813956	0.04177433394371642	39.98341413681054	3	35	18	17	-0.5330924844129986	-0.8242416610436284	-0.019003882194947204	0.04289451455601481	55.310529076547375	all eligible units from the three series
drop-SCLC	3	61	GSE131907+GSE148071+GSE205335	-0.2534261481326772	-0.5342194420441277	0.07773261389251968	0.13182648678965536	34.68016475225234	3	33	17	16	-0.30137765063101324	-0.6113771219428863	0.08881449479163696	0.12757113886376842	0.0	mixed-all after dropping GSE205335 SCLC (keep ADC+SQ+NUT)
