dataset	mouse_id	genotype_group	genotype_geo	cohort	tissue	n_libraries	n_cells	n_epi	n_T	n_NK	n_doublet	n_other	frac_T	frac_T_of_epi_plus_T	epi_score_ok	epi_mean_Cldn4	epi_frac_pos_Cldn4	epi_mean_Tacstd2	epi_frac_pos_Tacstd2	epi_mean_NHEJ	epi_frac_pos_NHEJ	epi_mean_STING	epi_frac_pos_STING	epi_mean_IFN	epi_frac_pos_IFN	T_mean_IFN	genes_Cldn4	genes_Tacstd2	genes_IFN	genes_NHEJ	genes_STING	scale_mode	design	n_epi_YFPpos	epi_YFPpos_mean_Cldn4	epi_YFPpos_mean_Tacstd2
GSE154989	KP_12w_ND_m1	KP	KP	06_KP_12w_ND	lung_tumor_plate	1	131	131	0	0	0	0	0.0	0.0	True	0.7509598135948181	0.6870229007633588	0.3598335087299347	0.40458015267175573	0.12505249679088593		0.07303058356046677		0.015458015725016594			Cldn4	Tacstd2	Stat1,Irf7,Isg15,Ifit1,Ifit2,Ifit3,Mx1,Oasl2,Rsad2,Cxcl9,Cxcl10,Cxcl11,Ccl5,Ifng,Ifnb1,Gbp4	Xrcc6,Xrcc5,Prkdc,Dclre1c,Nhej1,Xrcc4,Lig4,Poll,Polm,Paxx	Tmem173,Mb21d1	log1p_cp10k	sorted_or_tumor_cell_plate			
GSE154989	KP_12w_ND_m2	KP	KP	06_KP_12w_ND	lung_tumor_plate	1	124	124	0	0	0	0	0.0	0.0	True	1.055910348892212	0.7580645161290323	1.1888560056686401	0.967741935483871	0.10885626077651978		0.003150299657136202		0.04507804289460182			Cldn4	Tacstd2	Stat1,Irf7,Isg15,Ifit1,Ifit2,Ifit3,Mx1,Oasl2,Rsad2,Cxcl9,Cxcl10,Cxcl11,Ccl5,Ifng,Ifnb1,Gbp4	Xrcc6,Xrcc5,Prkdc,Dclre1c,Nhej1,Xrcc4,Lig4,Poll,Polm,Paxx	Tmem173,Mb21d1	log1p_cp10k	sorted_or_tumor_cell_plate			
GSE154989	KP_12w_ND_m3	KP	KP	06_KP_12w_ND	lung_tumor_plate	1	74	74	0	0	0	0	0.0	0.0	True	0.8623497486114502	0.7702702702702703	0.30741626024246216	0.3918918918918919	0.11289956420660019		0.07739712297916412		0.016494974493980408			Cldn4	Tacstd2	Stat1,Irf7,Isg15,Ifit1,Ifit2,Ifit3,Mx1,Oasl2,Rsad2,Cxcl9,Cxcl10,Cxcl11,Ccl5,Ifng,Ifnb1,Gbp4	Xrcc6,Xrcc5,Prkdc,Dclre1c,Nhej1,Xrcc4,Lig4,Poll,Polm,Paxx	Tmem173,Mb21d1	log1p_cp10k	sorted_or_tumor_cell_plate			
GSE154989	KP_12w_ND_m4	KP	KP	06_KP_12w_ND	lung_tumor_plate	1	62	62	0	0	0	0	0.0	0.0	True	1.0471203327178955	0.43548387096774194	0.7424532175064087	0.6612903225806451	0.110982246696949		0.09254588186740875		0.09872224926948547			Cldn4	Tacstd2	Stat1,Irf7,Isg15,Ifit1,Ifit2,Ifit3,Mx1,Oasl2,Rsad2,Cxcl9,Cxcl10,Cxcl11,Ccl5,Ifng,Ifnb1,Gbp4	Xrcc6,Xrcc5,Prkdc,Dclre1c,Nhej1,Xrcc4,Lig4,Poll,Polm,Paxx	Tmem173,Mb21d1	log1p_cp10k	sorted_or_tumor_cell_plate			
GSE154989	KP_12w_ND_m5	KP	KP	06_KP_12w_ND	lung_tumor_plate	1	48	47	0	0	1	0	0.0	0.0	True	0.9509763717651367	0.6595744680851063	0.7511785626411438	0.7021276595744681	0.12130751460790634		0.004908653907477856		0.0224134661257267			Cldn4	Tacstd2	Stat1,Irf7,Isg15,Ifit1,Ifit2,Ifit3,Mx1,Oasl2,Rsad2,Cxcl9,Cxcl10,Cxcl11,Ccl5,Ifng,Ifnb1,Gbp4	Xrcc6,Xrcc5,Prkdc,Dclre1c,Nhej1,Xrcc4,Lig4,Poll,Polm,Paxx	Tmem173,Mb21d1	log1p_cp10k	sorted_or_tumor_cell_plate			
GSE154989	KP_12w_ND_m6	KP	KP	06_KP_12w_ND	lung_tumor_plate	1	52	50	0	0	2	0	0.0	0.0	True	0.796447217464447	0.54	0.3056066036224365	0.24	0.12369082123041153		0.16801872849464417		0.02335750311613083			Cldn4	Tacstd2	Stat1,Irf7,Isg15,Ifit1,Ifit2,Ifit3,Mx1,Oasl2,Rsad2,Cxcl9,Cxcl10,Cxcl11,Ccl5,Ifng,Ifnb1,Gbp4	Xrcc6,Xrcc5,Prkdc,Dclre1c,Nhej1,Xrcc4,Lig4,Poll,Polm,Paxx	Tmem173,Mb21d1	log1p_cp10k	sorted_or_tumor_cell_plate			
GSE154989	KP_20w_ND_m2	KP	KP	07_KP_20w_ND	lung_tumor_plate	1	43	43	0	0	0	0	0.0	0.0	True	0.9583485722541809	0.7441860465116279	0.4564288854598999	0.5116279069767442	0.0998615249991417		0.06594476103782654		0.023462943732738495			Cldn4	Tacstd2	Stat1,Irf7,Isg15,Ifit1,Ifit2,Ifit3,Mx1,Oasl2,Rsad2,Cxcl9,Cxcl10,Cxcl11,Ccl5,Ifng,Ifnb1,Gbp4	Xrcc6,Xrcc5,Prkdc,Dclre1c,Nhej1,Xrcc4,Lig4,Poll,Polm,Paxx	Tmem173,Mb21d1	log1p_cp10k	sorted_or_tumor_cell_plate			
GSE154989	KP_20w_ND_m3	KP	KP	07_KP_20w_ND	lung_tumor_plate	1	60	60	0	0	0	0	0.0	0.0	True	1.4377233982086182	0.8166666666666667	0.894260823726654	0.8666666666666667	0.09790926426649094		0.0618206188082695		0.02684849314391613			Cldn4	Tacstd2	Stat1,Irf7,Isg15,Ifit1,Ifit2,Ifit3,Mx1,Oasl2,Rsad2,Cxcl9,Cxcl10,Cxcl11,Ccl5,Ifng,Ifnb1,Gbp4	Xrcc6,Xrcc5,Prkdc,Dclre1c,Nhej1,Xrcc4,Lig4,Poll,Polm,Paxx	Tmem173,Mb21d1	log1p_cp10k	sorted_or_tumor_cell_plate			
GSE154989	KP_20w_ND_m4	KP	KP	07_KP_20w_ND	lung_tumor_plate	1	173	160	0	0	11	2	0.0	0.0	True	0.5653993487358093	0.55625	0.19315193593502045	0.25625	0.1189202070236206		0.05134032294154167		0.015469709411263466			Cldn4	Tacstd2	Stat1,Irf7,Isg15,Ifit1,Ifit2,Ifit3,Mx1,Oasl2,Rsad2,Cxcl9,Cxcl10,Cxcl11,Ccl5,Ifng,Ifnb1,Gbp4	Xrcc6,Xrcc5,Prkdc,Dclre1c,Nhej1,Xrcc4,Lig4,Poll,Polm,Paxx	Tmem173,Mb21d1	log1p_cp10k	sorted_or_tumor_cell_plate			
GSE154989	KP_20w_ND_m5	KP	KP	07_KP_20w_ND	lung_tumor_plate	1	126	126	0	0	0	0	0.0	0.0	True	0.23411384224891663	0.31746031746031744	0.0919569879770279	0.1111111111111111	0.08721110224723816		0.08407346904277802		0.017934497445821762			Cldn4	Tacstd2	Stat1,Irf7,Isg15,Ifit1,Ifit2,Ifit3,Mx1,Oasl2,Rsad2,Cxcl9,Cxcl10,Cxcl11,Ccl5,Ifng,Ifnb1,Gbp4	Xrcc6,Xrcc5,Prkdc,Dclre1c,Nhej1,Xrcc4,Lig4,Poll,Polm,Paxx	Tmem173,Mb21d1	log1p_cp10k	sorted_or_tumor_cell_plate			
