dataset	mouse_id	genotype_group	genotype_geo	cohort	tissue	n_libraries	n_cells	n_epi	n_T	n_NK	n_doublet	n_other	frac_T	frac_T_of_epi_plus_T	epi_score_ok	epi_mean_Cldn4	epi_frac_pos_Cldn4	epi_mean_Tacstd2	epi_frac_pos_Tacstd2	epi_mean_NHEJ	epi_frac_pos_NHEJ	epi_mean_STING	epi_frac_pos_STING	epi_mean_IFN	epi_frac_pos_IFN	T_mean_IFN	genes_Cldn4	genes_Tacstd2	genes_IFN	genes_NHEJ	genes_STING	scale_mode	design	n_epi_YFPpos	epi_YFPpos_mean_Cldn4	epi_YFPpos_mean_Tacstd2
GSE154989	KP_20w_ND_m6	KP	KP	07_KP_20w_ND	lung_tumor_plate	1	136	136	0	0	0	0	0.0	0.0	True	0.27699679136276245	0.33088235294117646	0.041710399091243744	0.03676470588235294	0.14188054203987122		0.08716196566820145		0.015485693700611591			Cldn4	Tacstd2	Stat1,Irf7,Isg15,Ifit1,Ifit2,Ifit3,Mx1,Oasl2,Rsad2,Cxcl9,Cxcl10,Cxcl11,Ccl5,Ifng,Ifnb1,Gbp4	Xrcc6,Xrcc5,Prkdc,Dclre1c,Nhej1,Xrcc4,Lig4,Poll,Polm,Paxx	Tmem173,Mb21d1	log1p_cp10k	sorted_or_tumor_cell_plate			
GSE154989	KP_2w_ND_m1	KP	KP	02_KorKP_early_ND	lung_tumor_plate	1	4	4	0	0	0	0	0.0	0.0	False												Cldn4	Tacstd2	Stat1,Irf7,Isg15,Ifit1,Ifit2,Ifit3,Mx1,Oasl2,Rsad2,Cxcl9,Cxcl10,Cxcl11,Ccl5,Ifng,Ifnb1,Gbp4	Xrcc6,Xrcc5,Prkdc,Dclre1c,Nhej1,Xrcc4,Lig4,Poll,Polm,Paxx	Tmem173,Mb21d1	log1p_cp10k	sorted_or_tumor_cell_plate			
GSE154989	KP_2w_ND_m2	KP	KP	02_KorKP_early_ND	lung_tumor_plate	1	27	27	0	0	0	0	0.0	0.0	True	0.25046464800834656	0.2962962962962963	0.4705742597579956	0.5185185185185185	0.10612080991268158		0.11889170110225677		0.02039559930562973			Cldn4	Tacstd2	Stat1,Irf7,Isg15,Ifit1,Ifit2,Ifit3,Mx1,Oasl2,Rsad2,Cxcl9,Cxcl10,Cxcl11,Ccl5,Ifng,Ifnb1,Gbp4	Xrcc6,Xrcc5,Prkdc,Dclre1c,Nhej1,Xrcc4,Lig4,Poll,Polm,Paxx	Tmem173,Mb21d1	log1p_cp10k	sorted_or_tumor_cell_plate			
GSE154989	KP_30w_ND_m1	KP	KP	08_KP_30w_ND	lung_tumor_plate	4	520	518	0	0	0	2	0.0	0.0	True	0.6502289175987244	0.4498069498069498	0.3797113299369812	0.2915057915057915	0.09809727966785431		0.04897959902882576		0.012637066654860973			Cldn4	Tacstd2	Stat1,Irf7,Isg15,Ifit1,Ifit2,Ifit3,Mx1,Oasl2,Rsad2,Cxcl9,Cxcl10,Cxcl11,Ccl5,Ifng,Ifnb1,Gbp4	Xrcc6,Xrcc5,Prkdc,Dclre1c,Nhej1,Xrcc4,Lig4,Poll,Polm,Paxx	Tmem173,Mb21d1	log1p_cp10k	sorted_or_tumor_cell_plate			
GSE154989	KP_30w_ND_m2	KP	KP	08_KP_30w_ND	lung_tumor_plate	5	619	617	0	0	2	0	0.0	0.0	True	1.1388176679611206	0.7747163695299838	0.805536687374115	0.5980551053484603	0.12165223807096481		0.06777366995811462		0.014269882813096046			Cldn4	Tacstd2	Stat1,Irf7,Isg15,Ifit1,Ifit2,Ifit3,Mx1,Oasl2,Rsad2,Cxcl9,Cxcl10,Cxcl11,Ccl5,Ifng,Ifnb1,Gbp4	Xrcc6,Xrcc5,Prkdc,Dclre1c,Nhej1,Xrcc4,Lig4,Poll,Polm,Paxx	Tmem173,Mb21d1	log1p_cp10k	sorted_or_tumor_cell_plate			
GSE154989	KP_30w_ND_m3	KP	KP	08_KP_30w_ND	lung_tumor_plate	3	415	414	0	0	0	1	0.0	0.0	True	0.9764447212219238	0.6690821256038647	0.20793236792087555	0.2536231884057971	0.12701763212680817		0.1142592653632164		0.02282029390335083			Cldn4	Tacstd2	Stat1,Irf7,Isg15,Ifit1,Ifit2,Ifit3,Mx1,Oasl2,Rsad2,Cxcl9,Cxcl10,Cxcl11,Ccl5,Ifng,Ifnb1,Gbp4	Xrcc6,Xrcc5,Prkdc,Dclre1c,Nhej1,Xrcc4,Lig4,Poll,Polm,Paxx	Tmem173,Mb21d1	log1p_cp10k	sorted_or_tumor_cell_plate			
GSE154989	K_12w_ND_m1	K	K	04_K_12w_ND	lung_tumor_plate	1	155	155	0	0	0	0	0.0	0.0	True	1.288741946220398	0.6064516129032258	0.6251018643379211	0.632258064516129	0.10293440520763397		0.0483260415494442		0.024248957633972168			Cldn4	Tacstd2	Stat1,Irf7,Isg15,Ifit1,Ifit2,Ifit3,Mx1,Oasl2,Rsad2,Cxcl9,Cxcl10,Cxcl11,Ccl5,Ifng,Ifnb1,Gbp4	Xrcc6,Xrcc5,Prkdc,Dclre1c,Nhej1,Xrcc4,Lig4,Poll,Polm,Paxx	Tmem173,Mb21d1	log1p_cp10k	sorted_or_tumor_cell_plate			
GSE154989	K_12w_ND_m2	K	K	04_K_12w_ND	lung_tumor_plate	1	141	141	0	0	0	0	0.0	0.0	True	0.4232306480407715	0.24113475177304963	0.40491193532943726	0.524822695035461	0.08442562073469162		0.07503747940063477		0.01780487224459648			Cldn4	Tacstd2	Stat1,Irf7,Isg15,Ifit1,Ifit2,Ifit3,Mx1,Oasl2,Rsad2,Cxcl9,Cxcl10,Cxcl11,Ccl5,Ifng,Ifnb1,Gbp4	Xrcc6,Xrcc5,Prkdc,Dclre1c,Nhej1,Xrcc4,Lig4,Poll,Polm,Paxx	Tmem173,Mb21d1	log1p_cp10k	sorted_or_tumor_cell_plate			
GSE154989	K_12w_ND_m3	K	K	04_K_12w_ND	lung_tumor_plate	1	159	157	0	0	2	0	0.0	0.0	True	0.34088003635406494	0.2802547770700637	0.5815983414649963	0.6687898089171974	0.08641966432332993		0.13316065073013306		0.04288684204220772			Cldn4	Tacstd2	Stat1,Irf7,Isg15,Ifit1,Ifit2,Ifit3,Mx1,Oasl2,Rsad2,Cxcl9,Cxcl10,Cxcl11,Ccl5,Ifng,Ifnb1,Gbp4	Xrcc6,Xrcc5,Prkdc,Dclre1c,Nhej1,Xrcc4,Lig4,Poll,Polm,Paxx	Tmem173,Mb21d1	log1p_cp10k	sorted_or_tumor_cell_plate			
GSE154989	K_2w_ND_m3	K	K	02_KorKP_early_ND	lung_tumor_plate	1	58	46	0	0	9	3	0.0	0.0	True	0.6588169932365417	0.45652173913043476	0.6803159713745117	0.8043478260869565	0.0975026786327362		0.13770417869091034		0.10895241796970367			Cldn4	Tacstd2	Stat1,Irf7,Isg15,Ifit1,Ifit2,Ifit3,Mx1,Oasl2,Rsad2,Cxcl9,Cxcl10,Cxcl11,Ccl5,Ifng,Ifnb1,Gbp4	Xrcc6,Xrcc5,Prkdc,Dclre1c,Nhej1,Xrcc4,Lig4,Poll,Polm,Paxx	Tmem173,Mb21d1	log1p_cp10k	sorted_or_tumor_cell_plate			
GSE154989	K_2w_ND_m4	K	K	02_KorKP_early_ND	lung_tumor_plate	1	31	30	0	0	1	0	0.0	0.0	True	0.07535921037197113	0.16666666666666666	0.5192813277244568	0.6666666666666666	0.09825871884822845		0.06894801557064056		0.02768719755113125			Cldn4	Tacstd2	Stat1,Irf7,Isg15,Ifit1,Ifit2,Ifit3,Mx1,Oasl2,Rsad2,Cxcl9,Cxcl10,Cxcl11,Ccl5,Ifng,Ifnb1,Gbp4	Xrcc6,Xrcc5,Prkdc,Dclre1c,Nhej1,Xrcc4,Lig4,Poll,Polm,Paxx	Tmem173,Mb21d1	log1p_cp10k	sorted_or_tumor_cell_plate			
GSE154989	K_2w_ND_m5	K	K	02_KorKP_early_ND	lung_tumor_plate	1	22	22	0	0	0	0	0.0	0.0	True	0.14513470232486725	0.18181818181818182	0.36999303102493286	0.5454545454545454	0.07860717177391052		0.07261370122432709		0.019153360277414322			Cldn4	Tacstd2	Stat1,Irf7,Isg15,Ifit1,Ifit2,Ifit3,Mx1,Oasl2,Rsad2,Cxcl9,Cxcl10,Cxcl11,Ccl5,Ifng,Ifnb1,Gbp4	Xrcc6,Xrcc5,Prkdc,Dclre1c,Nhej1,Xrcc4,Lig4,Poll,Polm,Paxx	Tmem173,Mb21d1	log1p_cp10k	sorted_or_tumor_cell_plate			
GSE154989	K_30w_ND_m1	K	K	05_K_30w_ND	lung_tumor_plate	1	193	191	0	0	2	0	0.0	0.0	True	0.12826016545295715	0.12041884816753927	0.27118539810180664	0.2670157068062827	0.11396901309490204		0.0886756107211113		0.0178039763122797			Cldn4	Tacstd2	Stat1,Irf7,Isg15,Ifit1,Ifit2,Ifit3,Mx1,Oasl2,Rsad2,Cxcl9,Cxcl10,Cxcl11,Ccl5,Ifng,Ifnb1,Gbp4	Xrcc6,Xrcc5,Prkdc,Dclre1c,Nhej1,Xrcc4,Lig4,Poll,Polm,Paxx	Tmem173,Mb21d1	log1p_cp10k	sorted_or_tumor_cell_plate			
GSE154989	K_30w_ND_m2	K	K	05_K_30w_ND	lung_tumor_plate	1	206	203	0	0	3	0	0.0	0.0	True	0.451802134513855	0.3842364532019704	0.5204456448554993	0.6108374384236454	0.10812535136938095		0.06965379416942596		0.02206825464963913			Cldn4	Tacstd2	Stat1,Irf7,Isg15,Ifit1,Ifit2,Ifit3,Mx1,Oasl2,Rsad2,Cxcl9,Cxcl10,Cxcl11,Ccl5,Ifng,Ifnb1,Gbp4	Xrcc6,Xrcc5,Prkdc,Dclre1c,Nhej1,Xrcc4,Lig4,Poll,Polm,Paxx	Tmem173,Mb21d1	log1p_cp10k	sorted_or_tumor_cell_plate			
GSE154989	K_30w_ND_m3	K	K	05_K_30w_ND	lung_tumor_plate	1	106	105	0	0	1	0	0.0	0.0	True	0.6496562957763672	0.45714285714285713	0.6503676772117615	0.6571428571428571	0.09551921486854553		0.06085086613893509		0.026760069653391838			Cldn4	Tacstd2	Stat1,Irf7,Isg15,Ifit1,Ifit2,Ifit3,Mx1,Oasl2,Rsad2,Cxcl9,Cxcl10,Cxcl11,Ccl5,Ifng,Ifnb1,Gbp4	Xrcc6,Xrcc5,Prkdc,Dclre1c,Nhej1,Xrcc4,Lig4,Poll,Polm,Paxx	Tmem173,Mb21d1	log1p_cp10k	sorted_or_tumor_cell_plate			
GSE154989	T_0w_ND_f1	unparsed	unparsed	01_T_early_ND	lung_tumor_plate	1	61	61	0	0	0	0	0.0	0.0	True	0.0538770966231823	0.06557377049180328	0.35923197865486145	0.4918032786885246	0.0904974639415741		0.07318542152643204		0.2236717939376831			Cldn4	Tacstd2	Stat1,Irf7,Isg15,Ifit1,Ifit2,Ifit3,Mx1,Oasl2,Rsad2,Cxcl9,Cxcl10,Cxcl11,Ccl5,Ifng,Ifnb1,Gbp4	Xrcc6,Xrcc5,Prkdc,Dclre1c,Nhej1,Xrcc4,Lig4,Poll,Polm,Paxx	Tmem173,Mb21d1	log1p_cp10k	sorted_or_tumor_cell_plate			
GSE154989	T_0w_ND_f2	unparsed	unparsed	01_T_early_ND	lung_tumor_plate	1	54	54	0	0	0	0	0.0	0.0	True	0.02621917426586151	0.05555555555555555	0.32017242908477783	0.37037037037037035	0.07811372727155685		0.0895925909280777		0.31555601954460144			Cldn4	Tacstd2	Stat1,Irf7,Isg15,Ifit1,Ifit2,Ifit3,Mx1,Oasl2,Rsad2,Cxcl9,Cxcl10,Cxcl11,Ccl5,Ifng,Ifnb1,Gbp4	Xrcc6,Xrcc5,Prkdc,Dclre1c,Nhej1,Xrcc4,Lig4,Poll,Polm,Paxx	Tmem173,Mb21d1	log1p_cp10k	sorted_or_tumor_cell_plate			
GSE154989	T_0w_ND_m1	unparsed	unparsed	01_T_early_ND	lung_tumor_plate	1	47	46	0	0	1	0	0.0	0.0	True	0.11094482243061066	0.15217391304347827	0.5355430841445923	0.7391304347826086	0.09275057166814804		0.11671900749206543		0.3381568193435669			Cldn4	Tacstd2	Stat1,Irf7,Isg15,Ifit1,Ifit2,Ifit3,Mx1,Oasl2,Rsad2,Cxcl9,Cxcl10,Cxcl11,Ccl5,Ifng,Ifnb1,Gbp4	Xrcc6,Xrcc5,Prkdc,Dclre1c,Nhej1,Xrcc4,Lig4,Poll,Polm,Paxx	Tmem173,Mb21d1	log1p_cp10k	sorted_or_tumor_cell_plate			
GSE154989	T_4w_ND_m1	unparsed	unparsed	01_T_early_ND	lung_tumor_plate	1	37	37	0	0	0	0	0.0	0.0	True	0.005158068146556616	0.02702702702702703	0.3171766400337219	0.40540540540540543	0.08206450939178467		0.025429045781493187		0.01218645554035902			Cldn4	Tacstd2	Stat1,Irf7,Isg15,Ifit1,Ifit2,Ifit3,Mx1,Oasl2,Rsad2,Cxcl9,Cxcl10,Cxcl11,Ccl5,Ifng,Ifnb1,Gbp4	Xrcc6,Xrcc5,Prkdc,Dclre1c,Nhej1,Xrcc4,Lig4,Poll,Polm,Paxx	Tmem173,Mb21d1	log1p_cp10k	sorted_or_tumor_cell_plate			
GSE154989	T_4w_ND_m2	unparsed	unparsed	01_T_early_ND	lung_tumor_plate	1	7	6	0	0	0	1	0.0	0.0	False												Cldn4	Tacstd2	Stat1,Irf7,Isg15,Ifit1,Ifit2,Ifit3,Mx1,Oasl2,Rsad2,Cxcl9,Cxcl10,Cxcl11,Ccl5,Ifng,Ifnb1,Gbp4	Xrcc6,Xrcc5,Prkdc,Dclre1c,Nhej1,Xrcc4,Lig4,Poll,Polm,Paxx	Tmem173,Mb21d1	log1p_cp10k	sorted_or_tumor_cell_plate			
GSE154977	KP_30w_Cis72_m5	KP	KP	Cis72	lung_tumor_10x	1	2065	2065	0	0	0	0	0.0	0.0	True	0.534585177898407	0.5617433414043583	0.2820073366165161	0.3476997578692494	0.06506800651550293		0.04444527626037598		0.02022504433989525			Cldn4	Tacstd2	Stat1,Irf7,Isg15,Ifit1,Ifit2,Ifit3,Mx1,Oasl2,Rsad2,Cxcl9,Cxcl10,Ccl5,Ifng,Ifnb1,Gbp4	Xrcc6,Xrcc5,Prkdc,Dclre1c,Nhej1,Xrcc4,Lig4,Poll,Polm	Tmem173,Mb21d1	log1p_cp10k	kp_tumor_10x			
GSE154977	KP_30w_Cis72_m6	KP	KP	Cis72	lung_tumor_10x	1	999	998	0	0	1	0	0.0	0.0	True	0.8239233493804932	0.6362725450901804	0.3693750202655792	0.3657314629258517	0.06618645042181015		0.023076139390468597		0.0407051146030426			Cldn4	Tacstd2	Stat1,Irf7,Isg15,Ifit1,Ifit2,Ifit3,Mx1,Oasl2,Rsad2,Cxcl9,Cxcl10,Ccl5,Ifng,Ifnb1,Gbp4	Xrcc6,Xrcc5,Prkdc,Dclre1c,Nhej1,Xrcc4,Lig4,Poll,Polm	Tmem173,Mb21d1	log1p_cp10k	kp_tumor_10x			
GSE154977	KP_30w_ND_m3	KP	KP	ND	lung_tumor_10x	1	3945	3941	0	0	4	0	0.0	0.0	True	0.31079086661338806	0.35955341283938086	0.05979695916175842	0.0852575488454707	0.07567884027957916		0.0625971108675003		0.011319903656840324			Cldn4	Tacstd2	Stat1,Irf7,Isg15,Ifit1,Ifit2,Ifit3,Mx1,Oasl2,Rsad2,Cxcl9,Cxcl10,Ccl5,Ifng,Ifnb1,Gbp4	Xrcc6,Xrcc5,Prkdc,Dclre1c,Nhej1,Xrcc4,Lig4,Poll,Polm	Tmem173,Mb21d1	log1p_cp10k	kp_tumor_10x			
GSE154977	KP_30w_ND_m4	KP	KP	ND	lung_tumor_10x	1	4008	4005	0	0	3	0	0.0	0.0	True	0.6242223978042603	0.597752808988764	0.3301585912704468	0.39176029962546816	0.07082333415746689		0.028431547805666924		0.022708607837557793			Cldn4	Tacstd2	Stat1,Irf7,Isg15,Ifit1,Ifit2,Ifit3,Mx1,Oasl2,Rsad2,Cxcl9,Cxcl10,Ccl5,Ifng,Ifnb1,Gbp4	Xrcc6,Xrcc5,Prkdc,Dclre1c,Nhej1,Xrcc4,Lig4,Poll,Polm	Tmem173,Mb21d1	log1p_cp10k	kp_tumor_10x			
GSE179501	CM2260	KL_XTR	KrasLSL-G12D;Lkb1XTR/XTR;Rosa26LSL-tdTomato/FLPo-ERT2	Restored|Female	lung	1	4260	179	1167	198	10	2706	0.273943661971831	0.8670133729569094	True	0.1433115005493164	0.1005586592178771	0.32274243235588074	0.26256983240223464	0.058657482266426086		0.12484993785619736		0.03506263718008995		0.09304876625537872	Cldn4	Tacstd2	Stat1,Irf7,Isg15,Ifit1,Ifit2,Ifit3,Mx1,Oasl2,Rsad2,Cxcl9,Cxcl10,Ccl5,Ifng,Ifnb1,Gbp4	Xrcc6,Xrcc5,Prkdc,Dclre1c,Nhej1,Xrcc4,Lig4,Poll,Polm,Paxx	Tmem173,Mb21d1	log1p_cp10k	mixed_lung			
GSE179501	CM2319	KL_XTR	KrasLSL-G12D;Lkb1XTR/XTR;Rosa26LSL-tdTomato/FLPo-ERT2	Restored|Female	lung	1	4788	364	1095	109	6	3214	0.2286967418546366	0.750514050719671	True	0.06011703982949257	0.04395604395604396	0.3076194226741791	0.22252747252747251	0.044190071523189545		0.09027543663978577		0.0288112610578537		0.09463590383529663	Cldn4	Tacstd2	Stat1,Irf7,Isg15,Ifit1,Ifit2,Ifit3,Mx1,Oasl2,Rsad2,Cxcl9,Cxcl10,Ccl5,Ifng,Ifnb1,Gbp4	Xrcc6,Xrcc5,Prkdc,Dclre1c,Nhej1,Xrcc4,Lig4,Poll,Polm,Paxx	Tmem173,Mb21d1	log1p_cp10k	mixed_lung			
GSE179501	CM2324	KL_XTR	KrasLSL-G12D;Lkb1XTR/XTR;Rosa26LSL-tdTomato	Non-Restored|Female	lung	1	6497	309	1415	109	14	4650	0.21779282745882714	0.8207656612529002	True	0.09400016814470291	0.05501618122977346	0.41793161630630493	0.2912621359223301	0.04576009139418602		0.112510085105896		0.019962303340435028		0.05964354798197746	Cldn4	Tacstd2	Stat1,Irf7,Isg15,Ifit1,Ifit2,Ifit3,Mx1,Oasl2,Rsad2,Cxcl9,Cxcl10,Ccl5,Ifng,Ifnb1,Gbp4	Xrcc6,Xrcc5,Prkdc,Dclre1c,Nhej1,Xrcc4,Lig4,Poll,Polm,Paxx	Tmem173,Mb21d1	log1p_cp10k	mixed_lung			
GSE179501	CM2328	KL_XTR	KrasLSL-G12D;Lkb1XTR/XTR;Rosa26LSL-tdTomato	Non-Restored|Female	lung	1	4577	712	724	75	10	3056	0.15818221542495084	0.5041782729805014	True	0.08424925059080124	0.04915730337078652	0.42057693004608154	0.27247191011235955	0.048033833503723145		0.09747713059186935		0.01627722941339016		0.058750785887241364	Cldn4	Tacstd2	Stat1,Irf7,Isg15,Ifit1,Ifit2,Ifit3,Mx1,Oasl2,Rsad2,Cxcl9,Cxcl10,Ccl5,Ifng,Ifnb1,Gbp4	Xrcc6,Xrcc5,Prkdc,Dclre1c,Nhej1,Xrcc4,Lig4,Poll,Polm,Paxx	Tmem173,Mb21d1	log1p_cp10k	mixed_lung			
GSE179502	CM0875	KL_XTR	KrasLSL-G12D;Lkb1XTR/XTR;Rosa26LSL-tdTomato	NonRestored|Tamoxifen	lung	1	2522	2442	0	0	1	79	0.0	0.0	True	0.26890644431114197	0.2571662571662572	0.7578122019767761	0.678951678951679	0.09481488913297653		0.03454719856381416		0.021099772304296494			Cldn4	Tacstd2	Stat1,Irf7,Isg15,Ifit1,Ifit2,Ifit3,Mx1,Oasl2,Rsad2,Cxcl9,Cxcl10,Ccl5,Ifng,Ifnb1,Gbp4	Xrcc6,Xrcc5,Prkdc,Dclre1c,Nhej1,Xrcc4,Lig4,Poll,Polm,Paxx	Tmem173,Mb21d1	log1p_cp10k	sorted_neoplastic			
