gene	logFC	p	fdr	se	df	n_q1	n_q4	family	lfc_GSE123902	lfc_GSE131907	lfc_GSE205335
C5AR2	-0.25358700482899066	0.5670719926987106	0.791100661045228	0.437988093950424	29	18.0	16.0	other		-0.16387090562098708	
SH3D19	0.1892628365284559	0.5670748429606831	0.791100661045228	0.326891679763884	29	18.0	16.0	other	0.10039788582095921	1.172846147306011	-0.8476290574466725
ELFN1-AS1	0.24435682720056107	0.5670979144268689	0.791100661045228	0.4220743826857283	29	18.0	16.0	other			0.8988648263385693
DHX57	0.085005503532667	0.5671763936357975	0.791100661045228	0.1468588049801632	29	18.0	16.0	other	0.4078924702075261	0.06118844221510232	-0.15869868224031014
PIK3C3	0.11534921960065946	0.5671910644407377	0.791100661045228	0.1992893719353926	29	18.0	16.0	other	0.3610240294612143	-0.4492650357632015	0.317515744405704
YAP1	-0.2866681496098948	0.5671919499591016	0.791100661045228	0.49527900540111064	29	18.0	16.0	other	0.8259061534287232	0.09485736454755735	-1.8608872325758323
GALNT14	0.2892475527996868	0.5672822255720762	0.791101217244076	0.49985254488254166	29	18.0	16.0	other	-1.7678289749243061	1.9642972775674712	0.2146894529561129
MAML2	-0.20634753062103373	0.5672926214029229	0.791101217244076	0.35660153409897705	29	18.0	16.0	other	-0.6663211559081073	-0.15377193941893053	-0.3148417082592089
AP5Z1	-0.11386789854838447	0.5674304374176017	0.7912234775549962	0.1968523417170526	29	18.0	16.0	other	-0.5319498188324132	-0.11581013628202694	-0.19651986608766178
RPS17	-0.24198317805663752	0.5675193099449503	0.7912774756226358	0.41843177227380307	29	18.0	16.0	other	-0.4677021608583256	-0.5826852163344304	0.09629367669197626
IL20RA	-0.30294286775800827	0.5675853868625422	0.7912996836282077	0.5239317499683945	29	18.0	16.0	other	0.19848793289440933	0.465089371707341	-1.1740407433129978
TPRKB	0.1147275960003937	0.5680020657240551	0.7918041698521383	0.19863323370016284	29	18.0	16.0	other	-0.3198666956886559	0.1685315022102748	0.2862264427423486
FAM3D	0.40640886785036706	0.5680476077524688	0.7918041698521383	0.7037178854725779	29	18.0	16.0	other		1.7113360805821294	-1.4666621337726071
C18ORF54	-0.171582372835814	0.5681034701612624	0.7918120886559985	0.29714684865402463	29	18.0	16.0	other		-1.124681317145753	0.8186712112343163
SDHA	-0.12085630300451802	0.5682146218027795	0.7918970603626618	0.2093597675063596	29	18.0	16.0	other	-0.13342291228474218	-0.4003250759551547	-0.2128090360031275
FAM114A1	-0.2139137735549589	0.5683857831262336	0.7920656426696847	0.3707284515512248	29	18.0	16.0	other	-0.35034397559476654	0.9080709202174656	-1.5807010403494899
FLVCR2	0.18442905804083798	0.5685870981334198	0.7922762117138141	0.3197966273742189	29	18.0	16.0	other	1.1596907520338717	0.3123025141630333	-0.3278217985279767
PCDH18	-0.2102395542649332	0.5687503927309185	0.7924337701457981	0.364706445800571	29	18.0	16.0	other			0.4875635271394769
SHMT2	-0.16641631583265842	0.5689531699764852	0.7925883132730824	0.28883782980667627	29	18.0	16.0	other	-1.1933587472280103	0.14314071152962127	-0.26402600918407676
RAB36	0.2392239644745801	0.5689617735245709	0.7925883132730824	0.4152145636041285	29	18.0	16.0	other	-0.16355653922666372	0.8237376694064567	0.2789295050791315
DMD	-0.26365058880006564	0.5690254578685151	0.7926070532933703	0.4576870528869252	29	18.0	16.0	other	1.3721006976236636	-0.3041882316714966	-1.4969034924027014
EPHA2	-0.3312600845712195	0.5692006482939034	0.7927810953684793	0.5753168067195701	29	18.0	16.0	TJ	0.22501089756442166	0.7089892235376488	-2.2769726302595683
MDN1	0.12509856425249136	0.5693303030821204	0.7928916904088947	0.21733861992731554	29	18.0	16.0	other	0.15454733072466803	-0.11880557967672084	-0.030569324652620862
DAB2	-0.3277480996673295	0.5694985672251422	0.7930560314399012	0.5696591807336864	29	18.0	16.0	other	-0.11756711929181542	-0.9553509519230434	0.4596867089987573
BTBD10	0.14731279855124588	0.5696812681672382	0.7931104716657065	0.2561663799412844	29	18.0	16.0	other	-0.05091073447038915	0.2649816643717257	0.02794814088433061
ATF4	0.18629126473708138	0.5697034371572341	0.7931104716657065	0.3239658491856721	29	18.0	16.0	other	-0.7649063042573966	0.3397880975595437	0.5777059237713879
DNHD1	0.13464416744432164	0.5697089075439038	0.7931104716657065	0.2341534045887459	29	18.0	16.0	other		0.08580007889894363	-0.28495602081225224
GSTZ1	0.2539357421886735	0.5697988903828818	0.7931104716657065	0.44171140443763046	29	18.0	16.0	other	0.1629431749994971	-0.23268862067401846	0.7093455251673899
POLR3C	0.11582200944149992	0.5698069056321272	0.7931104716657065	0.20147211577343555	29	18.0	16.0	other	0.278613325655809	0.32904037001041514	-0.5560135748659849
ARHGAP17	0.13631341103407874	0.5698392431253003	0.7931104716657065	0.23713684801492418	29	18.0	16.0	TJ	0.36923376919437556	0.25736145322445436	-0.3702842028376544
AEBP2	0.11819930015545628	0.5699119896966239	0.7931417609298844	0.20566373490449982	29	18.0	16.0	other	0.8342830547846783	0.08807330729115033	-0.6238414323637631
BANP	0.15469927755925625	0.570017066446322	0.7932180343466368	0.2692465044072948	29	18.0	16.0	other	0.29336387871197167	0.006011171989435331	0.07573000636970628
LAMP1	0.12269277087578896	0.5702515156449635	0.7934046843402852	0.21367135260154196	29	18.0	16.0	other	-0.4730867944695432	0.07495550295314424	0.33696877874185577
ZNF605	0.17742860260884216	0.5702517602575052	0.7934046843402852	0.3089948448354929	29	18.0	16.0	other	0.46044726044994955	0.04734213184901634	-0.13765373008399184
GCN1	-0.11113424956838557	0.5704343817152512	0.7935291218940178	0.193634364379889	29	18.0	16.0	other	0.43432284929710485	-0.09735796064396837	-0.8245029193250816
LYPLAL1	0.11696907630901666	0.5704417789241298	0.7935291218940178	0.20380458765597304	29	18.0	16.0	other	-0.5052839870565967	0.30148755006056277	0.11818703739913183
CDC42BPB	0.16171916561197067	0.5706124348431016	0.7936965452564616	0.2819017702838629	29	18.0	16.0	other	0.3337066392281209	-0.28077456329226447	0.25369684613232424
ZNF730	0.17602938035675894	0.5707086335187133	0.7937603815153615	0.30692377067688414	29	18.0	16.0	other		-0.4683652898167654	0.800477543261114
MRPL17	0.11656969393153058	0.5707692310728215	0.793774695672312	0.2032823747301044	29	18.0	16.0	other	-0.525279300063872	0.29942303739364334	0.007501792974047746
BTN2A1	-0.11224157947476474	0.5709487151647598	0.793954329477813	0.195826461787866	29	18.0	16.0	other	-0.5459230158203131	0.04211343615391266	-0.05810644916090318
ZNF599	-0.1665268783296472	0.5710817951578401	0.7939828975587082	0.2906383402047217	29	18.0	16.0	other	0.41331411177921507	-0.9796616630798572	0.3638383156200747
PDCL3	0.09873603193222379	0.5711064139038495	0.7939828975587082	0.17233447392112555	29	18.0	16.0	other	0.10741913365032633	0.2522106431505143	-0.044162189041612704
UCP2	0.26866820828212046	0.5711514664729267	0.7939828975587082	0.468990328353882	29	18.0	16.0	other	0.3785473544757011	0.3013181554460656	0.38241651340782795
RSL24D1	0.15336772339436336	0.5712109369366865	0.7939828975587082	0.26776207003125957	29	18.0	16.0	other	-0.7700952356077586	0.07944908620034367	0.665435721899449
PAQR7	-0.24422012525247705	0.5712208538618706	0.7939828975587082	0.42639076359379224	29	18.0	16.0	other	0.22831225038070113	-1.1433509910692405	-0.578783688958486
LETM1	-0.12858699761702722	0.5713186165888823	0.793986876088533	0.22456100265421733	29	18.0	16.0	other	-0.1982179317122368	-0.27932208243506346	-0.3730782605358701
SLPI	-0.48887579728470587	0.571394849915844	0.793986876088533	0.8539301440924937	29	18.0	16.0	other	-0.4440234343800691	1.1488622561855264	-2.6586154898443346
IQCE	0.14616797843273632	0.5714279825691956	0.793986876088533	0.2553369444449034	29	18.0	16.0	other	0.09563103812284715	0.2202040410145639	0.10314253230201242
TTC4	0.1344222965486692	0.5714977160650109	0.793986876088533	0.2348615319381872	29	18.0	16.0	other		-0.11077286455922923	0.034556313685318384
PON3	0.3276774936764053	0.571519528999134	0.793986876088533	0.5725480710190164	29	18.0	16.0	other	2.7674658647516432	-0.3412321319089019	-0.5897546402134328
SPTAN1	0.13011280826874902	0.571525631447719	0.793986876088533	0.2273486194892832	29	18.0	16.0	other	0.23994400431328325	0.06555754542261882	-0.2682644700583755
TGIF1	0.13626388922281588	0.5716347546563741	0.7940685618208405	0.23816445973126654	29	18.0	16.0	other	0.2601809380156006	-0.29725046551291096	0.24630288897033917
LYSMD4	0.09001326315851943	0.5721029048127675	0.7945968864657931	0.15751956468818865	29	18.0	16.0	other		-0.15781958417687222	0.122635258834855
DDX18	0.07362469848083107	0.5722067171618859	0.7945968864657931	0.12887524880641069	29	18.0	16.0	other	0.07394091013628594	-0.01758642699490588	0.016648948281937137
MMAA	0.13532518928656329	0.5722266175366444	0.7945968864657931	0.23689028557620556	29	18.0	16.0	other	1.276491049587007	-0.14617263336110756	-0.5592759357334689
CRELD2	0.18079949399612555	0.572252376810454	0.7945968864657931	0.31651558601999896	29	18.0	16.0	other	-1.140152381353744	0.6574035939411038	0.21429787625345265
KIRREL2	0.184444872343401	0.5723206528501175	0.7945968864657931	0.32295506105863087	29	18.0	16.0	other			
CHSY1	0.15211168004621273	0.5724159402255148	0.7945968864657931	0.26640747933101744	29	18.0	16.0	other	-0.6758234130957192	0.2571693845402084	0.6221061982057159
GTF2H4	-0.11226259791117868	0.5724624977002679	0.7945968864657931	0.19664000693311107	29	18.0	16.0	other			0.19026322682354654
SPRY2	0.2586932545134254	0.5724649904497623	0.7945968864657931	0.4531319989344771	29	18.0	16.0	other	0.5240873218312578	-0.2239548980758269	-0.07295223003595463
ZCWPW2	-0.14919807060131077	0.5724683063149208	0.7945968864657931	0.2613404322986398	29	18.0	16.0	other		0.36612290483433885	-0.6438247254758633
NDUFA3	-0.14935805715046993	0.5725363344886887	0.7946214110209358	0.26166727996494993	29	18.0	16.0	other	0.46938469828809204	-0.6040591700391755	-0.30753146357554906
NCAM2	0.31234429764304245	0.5726468393592271	0.7946830874938345	0.5473687996941184	29	18.0	16.0	other		-0.004847443982451596	1.4275840993134343
OSTM1	-0.09822448214690534	0.5726814999614926	0.7946830874938345	0.1721494479858258	29	18.0	16.0	other	-0.40686295025637065	-0.15443115883649752	0.005040167622852722
LBX2	-0.19055862085788913	0.5727883837669303	0.7947556323274004	0.3340689347376325	29	18.0	16.0	other		-0.6092086764682316	0.3683396082684957
TNFRSF10A	-0.2342012889509358	0.5729094281150368	0.7947556323274004	0.4107092792027693	29	18.0	16.0	other	-0.1887526495701099	0.7907858788900642	-1.5782071635485344
FXYD7	-0.22047059524580498	0.57292683448525	0.7947556323274004	0.3866479561385938	29	18.0	16.0	other			0.7049292305585264
CDC20B	0.2399115046797935	0.5729483546525428	0.7947556323274004	0.4207659729371728	29	18.0	16.0	other		0.1091742651556247	0.07984603493934754
GULP1	-0.2919484598684824	0.572985618439477	0.7947556323274004	0.5120803825953721	29	18.0	16.0	other	1.1383243582076994	-0.12755736877447232	-1.6478484975227774
ZSWIM6	0.1790858327423968	0.5730973617104897	0.7948407550698617	0.31421027467778606	29	18.0	16.0	other	0.9123036589917417	0.3604317995048414	-0.4060237949336758
MYBL2	0.32270235466159536	0.5733479594684245	0.7951184261251776	0.5665609547015904	29	18.0	16.0	other		1.1851529633848978	-0.5332803950958338
RPL18	-0.1587573397894891	0.573437727502825	0.7951730294636677	0.27879216801323026	29	18.0	16.0	other	-0.3920911608123212	-0.30668281618751236	-0.20322832449151115
PDZRN4	0.1319928702131707	0.5735504252145147	0.7952594164727441	0.2318598863337203	29	18.0	16.0	other			0.9251253433090385
RINL	0.25927060977898586	0.5736944808220162	0.7953892639390735	0.45560930563934826	29	18.0	16.0	other	-0.6415382655789748	0.952410900888687	0.24194739490500272
GDI2	-0.14312534768766194	0.5738202311580191	0.7954937117766985	0.25159336130913174	29	18.0	16.0	other	-0.5189884726892959	0.05352749047630985	-0.5093939899344839
RIIAD1	-0.24244177925143393	0.5741804748423289	0.7959231935814028	0.4265803577604325	29	18.0	16.0	other			-0.6667485512847591
CPT1C	-0.2797927069978327	0.5743238924378733	0.7960110306103853	0.49248542975691056	29	18.0	16.0	other	-0.8795829070002095	-0.9625757624032706	0.8133488348673615
MROH1	0.13565675053779708	0.5743483921511557	0.7960110306103853	0.23879562104747543	29	18.0	16.0	other	0.5738519307862536	-0.1365603233095084	-0.3154238025682667
SLC35A1	0.13856782502044615	0.5744365959034047	0.7960110306103853	0.2439764977946218	29	18.0	16.0	other	-0.03537854912028594	-0.2335973331882359	0.4847792031562205
LIMK2	0.1812994538722605	0.574462585776883	0.7960110306103853	0.3192359165012688	29	18.0	16.0	other	0.35924829852703616	0.23405389354246264	-0.1526782399910618
MTA2	-0.20733457597382213	0.5745231823401621	0.7960110306103853	0.365137249000845	29	18.0	16.0	other	0.9997281170365493	-0.3517367393475102	-0.8899307646575606
LINC01473	-0.1532155562282833	0.5745465256113618	0.7960110306103853	0.26984471131585464	29	18.0	16.0	other	-1.0091313533500044	-0.33487114143183205	0.46801120008534647
BMP4	-0.3504091449338383	0.5747268390998407	0.7960850066274056	0.6174365202867199	29	18.0	16.0	other	0.30410669425154235	-1.4835694231330687	0.06100524219613529
LINC01460	-0.12593946697039235	0.5747350893026743	0.7960850066274056	0.2219157631164589	29	18.0	16.0	other		0.15668826628882457	
SLFN12	0.22431459461140701	0.5747512767285256	0.7960850066274056	0.3952777003453184	29	18.0	16.0	other	-0.6738713713650266	0.5475753493887621	-0.10782554391289303
TCTN1	0.15024606234176666	0.5749116087647627	0.796229274067089	0.26486890045930406	29	18.0	16.0	other	0.2219500581739511	0.21520592849221296	0.13382122399226568
SORBS3	-0.25453443066273673	0.5750227035551747	0.796229274067089	0.4488500719441173	29	18.0	16.0	other	-0.5084911971674095	0.12714545622997275	-0.39730054021538863
RDH16	-0.12135508822957752	0.5750595322534258	0.796229274067089	0.2140202284159954	29	18.0	16.0	other			
SLC18A2	-0.20193023070666719	0.5750636785379476	0.796229274067089	0.35612536798637184	29	18.0	16.0	other			
POU3F3	-0.22604534361125955	0.5751077404488633	0.796229274067089	0.39870113562075227	29	18.0	16.0	other			
ME2	0.1573052251798962	0.5752696836761592	0.7963836057840074	0.27757484074090105	29	18.0	16.0	other	0.4468883380167286	-0.20390883822277026	0.09063172621849433
PPP1R14B	0.17530504740256259	0.5754588142407157	0.7965755443375957	0.30949065968176476	29	18.0	16.0	other	0.4763988654841661	0.19156146895615578	-0.1261415220417413
CCDC71	-0.15172558678249976	0.5755858005034336	0.796592636511239	0.267952082917369	29	18.0	16.0	other	-0.08769835716497193	-0.2833548610835557	-0.2284214710591526
LINC01139	-0.26172135145416453	0.5756476674535005	0.796592636511239	0.4622833067046973	29	18.0	16.0	other		-0.2724133134020792	
KCTD3	0.16277178921519833	0.5757026331276764	0.796592636511239	0.2875484655446141	29	18.0	16.0	other	0.23130863384049008	-0.23081915783831974	0.6520519915163772
SLC35D2	0.1942611536099944	0.5757648474692136	0.796592636511239	0.3432330011983949	29	18.0	16.0	other	1.152657546667912	-0.10060715097711556	-0.14900840555879405
TIFA	0.17858341412587272	0.5757723581230677	0.796592636511239	0.31553881236927434	29	18.0	16.0	other	-0.8468011399212302	0.7077239165462664	0.030159926601743596
TPRA1	0.12499692629315094	0.5757740680278015	0.796592636511239	0.2208579082703624	29	18.0	16.0	other	0.1346173880116797	0.02513876394505932	0.07657120194635769
PKHD1	-0.2752713910496691	0.5760387440478058	0.7967715825149904	0.4867181175240987	29	18.0	16.0	other		-0.6858805882061273	-0.23200890578646025
ZBTB25	0.12947177982296026	0.5760576115794132	0.7967715825149904	0.22893550157994333	29	18.0	16.0	other	-0.1882042034604768	-0.012929364339982584	0.006674860576568032
FAM183A	-0.3470216584390789	0.5761710532636108	0.7967715825149904	0.6137965506837014	29	18.0	16.0	other		1.0096983932097054	-1.3893154376443164
CCZ1B	0.22217008985693726	0.5762983225657649	0.7967715825149904	0.3930964719214655	29	18.0	16.0	other	0.33651658751487873	-0.7501520147721479	0.9282961421387594
HOXA13	0.139984678397242	0.5763351403184334	0.7967715825149904	0.2477058211995107	29	18.0	16.0	other			0.5445459838075227
RINT1	0.11291026458201167	0.5763503330366887	0.7967715825149904	0.19980508161189972	29	18.0	16.0	other	-0.053108194424354147	0.5562492667725444	-0.4984657527157053
NEK2	0.21609646652235867	0.5764179979356908	0.7967715825149904	0.3824707703030799	29	18.0	16.0	other		0.19678486002088166	0.19864785680629002
KRCC1	0.16548900526298546	0.5764233158273845	0.7967715825149904	0.2929043490104851	29	18.0	16.0	other	0.29071122394766374	0.3815629303849555	-0.4499753948707643
PPAN	-0.08909333434726224	0.5764351219887606	0.7967715825149904	0.15769408638541552	29	18.0	16.0	other	-0.2680342697998925	0.026783784679905137	-0.2661946863195923
NOTCH2	-0.20364218800307463	0.5764465548493124	0.7967715825149904	0.360454989721902	29	18.0	16.0	other	0.1352381447108537	0.002265343417358755	-0.9634002277929191
SLIT2	-0.2706986595608612	0.5765056642089064	0.7967715825149904	0.4792223753035267	29	18.0	16.0	other	-1.2662633428036554	-0.6589753333434751	0.596948752553201
MAGOH	0.09530540430542087	0.5765514502805261	0.7967715825149904	0.1687411294393536	29	18.0	16.0	other	-0.2444138449248855	-0.0064188442490452175	0.3322215325750688
BBC3	0.18474892066233012	0.5765598535494113	0.7967715825149904	0.3271108568450682	29	18.0	16.0	other	0.6106552562545212	0.30856449146260395	-0.6796623982183597
SNX24	-0.13481472381131412	0.5767103777436359	0.7969098038722155	0.23879367082949965	29	18.0	16.0	other	0.08936878209492463	-0.2807304767368387	-0.3019593409497235
C6ORF136	0.12168851748452915	0.5768368624585697	0.7969802097925364	0.21561552036011464	29	18.0	16.0	other	0.0474861593265588	-0.2599926017203231	0.2531463295180351
SDHD	-0.10329690881863007	0.5768748807981893	0.7969802097925364	0.18304645142107517	29	18.0	16.0	other	-0.8049983376204792	-0.07890741173161112	0.09254641610975345
HCG11	0.20199571996450402	0.5769974139195171	0.7969802097925364	0.35806065511292295	29	18.0	16.0	other	-0.016650447639587403	0.03626746203550889	0.4350450739523182
CXCL1	-0.3932845812181075	0.577014657106563	0.7969802097925364	0.6971739015336319	29	18.0	16.0	other	-1.4117484039385493	1.2264043015242951	-1.8807994371571692
SEH1L	0.13482646964297135	0.5770546331185132	0.7969802097925364	0.2390315302888021	29	18.0	16.0	other	-0.021335168016726993	0.00946004508222165	0.013341645865742505
CD2AP	0.15724395883384673	0.5771013931593394	0.7969802097925364	0.27880952562734124	29	18.0	16.0	other	0.8162079035387881	0.22779635615115384	-0.6726623595631975
LRRC56	0.15879255617940136	0.5771148917605374	0.7969802097925364	0.2815653799432918	29	18.0	16.0	other		0.32120661957486835	-0.3843230972157529
ZNF490	-0.10112036326742944	0.5772379693433166	0.796985511578514	0.17936135095166286	29	18.0	16.0	other		-0.18122555810135893	-0.10092217317017914
SEC61A1	0.10626496980764645	0.5773016303224731	0.796985511578514	0.18851824115390153	29	18.0	16.0	other	-0.25655880191785246	0.4494601444425889	-0.17785973455914272
SLC17A7	0.1272748398993691	0.577333313930511	0.796985511578514	0.22580947210751515	29	18.0	16.0	other			
NT5DC2	0.21238415552264928	0.577353500835333	0.796985511578514	0.37682947460400973	29	18.0	16.0	other	-0.6927883825194678	0.04599587126055302	0.5002457997699389
UNC119	0.1545182691800918	0.5773712771946254	0.796985511578514	0.27417192174318417	29	18.0	16.0	other	0.05688170371875911	0.20166584435026694	-0.08097655016961439
BIN3	-0.1423583440593105	0.5778063944051728	0.797463982666751	0.2528863424691208	29	18.0	16.0	other	-0.46385305553146505	-0.2726370867015646	0.20017108027008335
SMYD5	-0.14313976819747784	0.5778189818004287	0.797463982666751	0.2542829301845905	29	18.0	16.0	other	0.5305787895066758	-0.28996524005050467	-0.8616442431134574
ANP32A	0.09357096103749435	0.5778770632394998	0.7974743904894235	0.16625115388867315	29	18.0	16.0	other	-0.26074216198823896	0.15192733145870185	-0.003703267196803641
CBLB	-0.155074276983392	0.5779730381248728	0.7975370851396911	0.27559640149704223	29	18.0	16.0	other	-0.22741819133599234	0.14342593581306015	-0.415649036826935
PEX2	-0.11735668083461835	0.5780242509519382	0.7975380076749417	0.20859332480497925	29	18.0	16.0	other	-0.5201562764019224	-0.32845026795752863	0.04240170285756827
HELLS	0.2386917397378314	0.5780941738414381	0.7975647432931758	0.4243363963276949	29	18.0	16.0	other	-0.5483872497355705	0.14336355429444608	0.556044560869827
PGAM2	-0.18937343926668396	0.5783388494865792	0.7976863424851957	0.3368783072104232	29	18.0	16.0	other			
SCUBE1	-0.11113888073848122	0.5783764014755691	0.7976863424851957	0.19772571252804133	29	18.0	16.0	other			0.2012557361070211
TP53I3	0.17609700891226113	0.578466520719688	0.7976863424851957	0.31336657983091765	29	18.0	16.0	other	0.3622076743589527	-0.5288831641495093	0.5119232158864785
RMND1	0.13141670087847634	0.5784783048583408	0.7976863424851957	0.23386476949706267	29	18.0	16.0	other	-0.2696779332995758	-0.29518533567418953	0.41691384047395497
RGPD5	-0.11953993893489558	0.5784851597131784	0.7976863424851957	0.2127331400302365	29	18.0	16.0	other	-0.26388493308345357	-0.35921709199382634	-0.015808061272368203
CDH24	-0.20272488736483685	0.5784856338841557	0.7976863424851957	0.36076943283300483	29	18.0	16.0	other		-0.616723744794113	0.6062363168859117
DENND5B	-0.2381557214524979	0.5786421731379093	0.7977657947340754	0.423997827102356	29	18.0	16.0	other	0.4625266020370964	-0.9815550904195589	0.12242201576813455
SMIM19	-0.15852068542454242	0.5787122215701479	0.7977657947340754	0.28227283927186614	29	18.0	16.0	other	0.05938235011237433	0.09930001865711068	-0.81361337204397
RPL13	-0.19639234004860684	0.578714050749566	0.7977657947340754	0.34971140682015794	29	18.0	16.0	other	-0.8521959893018699	0.05974695254651797	-0.4405806809050397
STARD5	0.18950216741312545	0.5787454878205819	0.7977657947340754	0.337470320040153	29	18.0	16.0	other	-0.18503130514802776	0.20914104851616244	0.042634656088792806
TREM2	-0.2748756015214734	0.5788464981105834	0.7978353331312803	0.48963646818099815	29	18.0	16.0	other	-0.13976427418852186	-0.9763931207966874	0.5978376144525285
TAF3	0.1447981856428524	0.5790141558119627	0.7979278285252223	0.2580438644199788	29	18.0	16.0	other	-0.37942501533229983	0.31233556811778673	0.26418562224124337
MAP2K3	0.1593319769596836	0.579078898676226	0.7979278285252223	0.2839931401850343	29	18.0	16.0	other	0.013910626989390136	0.3904812067655971	-0.02621093197080542
SSTR1	0.2041493456340063	0.5791209365968198	0.7979278285252223	0.36391609807933484	29	18.0	16.0	other			-0.2668878827457503
CDC42EP4	0.2286812507197104	0.5791971034138668	0.7979278285252223	0.40772888829947607	29	18.0	16.0	other	0.898611390924359	0.5507972651402652	-0.9964191213026299
DPYD	-0.2848291974603518	0.579277219539522	0.7979278285252223	0.5079461081836824	29	18.0	16.0	other	0.763790503309084	0.024571190030492476	-1.6658345432625195
TENM3	-0.2540645266488407	0.5793054420696847	0.7979278285252223	0.4531162604161254	29	18.0	16.0	other	-0.011778177580252423	-1.3491685620148532	0.7576218968902744
GRID2IP	0.11869662575775415	0.5793358760826127	0.7979278285252223	0.2117088539829928	29	18.0	16.0	other			0.2043767193542888
KMO	-0.21320934600323962	0.5794043265936725	0.7979278285252223	0.38035198355492367	29	18.0	16.0	other		-0.2639366130722331	-0.7747392608484124
HIST1H3H	-0.19473277242169015	0.5794447655956882	0.7979278285252223	0.34742818848742796	29	18.0	16.0	other	-0.33466716774387756	-1.2870579912968911	0.1018195362594964
TMPRSS11E	-0.3272871459502519	0.5794517323346972	0.7979278285252223	0.5839329403613428	29	18.0	16.0	other	-0.4151330478461632	0.8058265996912471	-1.7861151480657025
AUNIP	-0.16418183083175567	0.5794698641910464	0.7979278285252223	0.2929408901894812	29	18.0	16.0	other		0.09339418400579685	-0.4779163201458791
MYLK3	0.11781783329735936	0.5796626936872247	0.7981237036379335	0.21032359471204673	29	18.0	16.0	other			0.5895621747794696
POLE2	0.20064203364856156	0.5797729827129453	0.79820590648526	0.3582827740680995	29	18.0	16.0	other		0.3743348964824288	-0.3213607927599016
HS3ST2	0.13890958900555817	0.5798268678895755	0.7982104474288616	0.24808374740554864	29	18.0	16.0	other			
SLC35C2	0.05887035350277753	0.5799397649418246	0.7982519824099462	0.1051702283063634	29	18.0	16.0	other	-0.10664557835723994	-0.022953101708806038	0.07949161795233958
FADS3	-0.16733721679546731	0.579958218286813	0.7982519824099462	0.29895786259970747	29	18.0	16.0	other	-0.281563469077662	-0.16742322219738076	0.08572116162244695
CDPF1	-0.10277056194295035	0.5801267149884213	0.798320908637113	0.1836878268478698	29	18.0	16.0	other	-0.9888588196896217	-0.30228519991775493	0.14406479037240166
SNX22	0.17231830502098944	0.5801345032365779	0.798320908637113	0.30800093656691385	29	18.0	16.0	other		-0.21970836794419507	0.2836376607269414
ALS2CL	-0.2888786388236612	0.580160077276239	0.798320908637113	0.5163753874306133	29	18.0	16.0	other	0.4444487012940095	0.2658282208556466	-1.5930926662047515
ASAH2	0.09269904432715013	0.5803116063833119	0.7983500449872548	0.16576776134857332	29	18.0	16.0	other		-0.010041721676101897	-0.005006442595511822
C18ORF32	0.15706169368373535	0.5803223313140454	0.7983500449872548	0.2808713615265599	29	18.0	16.0	other	0.35465006453549175	-1.0154027205429517	1.0182423918555163
TPX2	-0.2893373610876371	0.5803330385958434	0.7983500449872548	0.5174329090605758	29	18.0	16.0	other	-1.0328360193398467	0.20776015708790663	-0.3453918229007365
LRRN4	-0.15701730343866485	0.5807700555137436	0.7988815888720565	0.2811261252332031	29	18.0	16.0	other		0.2529050414156698	-0.5391291441484073
CHMP4B	0.13216836814835625	0.5809342428156896	0.7989460800279254	0.2367395057179795	29	18.0	16.0	other	0.47028194776595117	-0.2771637293183933	0.21506513809677924
IGLV3-10	-0.10434729297112148	0.5809515910834373	0.7989460800279254	0.18691511547194853	29	18.0	16.0	other			
IFNGR1	0.1477378344937909	0.580995766079249	0.7989460800279254	0.2646707612836253	29	18.0	16.0	other	0.3969565970923934	0.08473634492758726	-0.4023301281012644
PTBP2	0.15358221289492435	0.5810584036164915	0.7989460800279254	0.2751867264544043	29	18.0	16.0	other	0.10911674500798066	-0.7249193938936896	1.0722616380184338
PRCC	0.0874891679667434	0.5810701067495071	0.7989460800279254	0.1567668966975722	29	18.0	16.0	other	-0.2541288494790642	0.19906641812490983	0.16500521765427895
AC005498.3	0.1490591028007153	0.581191266903465	0.7990395419023976	0.26717664985591233	29	18.0	16.0	other		-0.0747047901799046	0.3995398867256296
MANBA	0.150351696894213	0.581260840662501	0.7990395419023976	0.26954339388250537	29	18.0	16.0	other	0.5380282099855866	0.42973498710244934	-0.3096341896307264
FAT1	0.2981457219799791	0.5812899994611586	0.7990395419023976	0.5345429714084748	29	18.0	16.0	other	0.3283871760276309	0.6610958166822672	-0.3902106134787457
DENND1B	0.18683977369954938	0.5813501157786084	0.7990525676716604	0.33503704012447494	29	18.0	16.0	other	0.4334805795900801	1.0191224633224731	-1.028023369855367
ZNF813	0.1394171553366134	0.5815681332121675	0.7992826037762207	0.25014489018793545	29	18.0	16.0	other		-0.4658916781972204	-0.01576897010085241
COA4	0.10601964196564015	0.5817604562833028	0.7994772896441591	0.19031984344255853	29	18.0	16.0	other	-0.05484177744310124	0.00834380621432065	0.02742001654881981
DMGDH	0.12502858900549357	0.5818305770630693	0.7995040212033588	0.22448542309827912	29	18.0	16.0	other		0.37504254153272654	-0.4993773930642521
LINC01607	0.15425636221451164	0.5819653378888703	0.7996195634403068	0.27706249861371085	29	18.0	16.0	other		0.49194733245450384	-0.4969514528464912
PSMD13	0.09822678950544515	0.5820976077682327	0.799695464207907	0.17648898804227356	29	18.0	16.0	other	-0.7170480846904738	0.3959526795042593	0.05376301456877953
