gene	logFC	AveExpr	t	p	se	df	fdr	compartment	cohort	contrast	n_q1	n_q4	family
ANKRD28	-1.2749658145413305	4.862644982817462	-21.401706033961354	4.130058476728093e-06	0.05957309256178679	5	0.049040314352669374	malignant	GSE123902	q4q1_GSE123902	4.0	3.0	other
GIMAP4	-2.769430539344537	3.1156666494755174	-16.712017038438013	1.4016567251015688e-05	0.1657149183713004	5	0.08321635976928014	malignant	GSE123902	q4q1_GSE123902	4.0	3.0	other
EMP3	-3.285474302693343	6.142237151283806	-13.879773101424647	3.487681240175391e-05	0.2367095109325754	5	0.13804242348614199	malignant	GSE123902	q4q1_GSE123902	4.0	3.0	other
WIPF1	-1.6920421379768007	4.182473671910614	-11.989987528709303	7.118286891873935e-05	0.14112125921109656	5	0.21130634638527776	malignant	GSE123902	q4q1_GSE123902	4.0	3.0	other
DOK2	-2.3679720404739175	3.433830191677337	-10.996098833685714	0.00010823747360485066	0.21534655847397577	5	0.2570423523167994	malignant	GSE123902	q4q1_GSE123902	4.0	3.0	other
ATOH8	4.993291112983216	2.680224156239599	10.158501221130638	0.0001585221632589869	0.49153817126060884	5	0.31091602387992656	malignant	GSE123902	q4q1_GSE123902	4.0	3.0	other
PLEK	-2.518163130045986	3.3252742371374957	-9.85557276795389	0.00018329224921336416	0.2555065229931614	5	0.31091602387992656	malignant	GSE123902	q4q1_GSE123902	4.0	3.0	other
TRPV2	-2.0075133241453376	2.9519672025490977	-9.083312166030773	0.00027056820900004877	0.22101115622260742	5	0.3455903684987415	malignant	GSE123902	q4q1_GSE123902	4.0	3.0	other
ABHD2	2.3432793484488283	5.166247776728791	8.987803838342716	0.0002845066704919504	0.2607176781553915	5	0.3455903684987415	malignant	GSE123902	q4q1_GSE123902	4.0	3.0	other
IKBIP	-1.6146421125634582	4.783843509922944	-8.944882093499043	0.000291047977512836	0.18051016164169978	5	0.3455903684987415	malignant	GSE123902	q4q1_GSE123902	4.0	3.0	other
TAF5L	0.820605385137079	3.025248189273671	8.3659735384819	0.0003994243894979852	0.09808845095701643	5	0.4138918758567634	malignant	GSE123902	q4q1_GSE123902	4.0	3.0	other
APBB1IP	-1.9798702718705303	2.6394201363673426	-8.276758274928277	0.0004201155242329824	0.2392084202661684	5	0.4138918758567634	malignant	GSE123902	q4q1_GSE123902	4.0	3.0	other
FZD5	2.064959568110862	3.596181494199681	8.122692456872857	0.00045892682178243097	0.25422107005462663	5	0.4138918758567634	malignant	GSE123902	q4q1_GSE123902	4.0	3.0	TJ
STK31	2.226839920669534	1.3502184472115701	7.977922333520687	0.0004993338588179968	0.2791252944783709	5	0.4138918758567634	malignant	GSE123902	q4q1_GSE123902	4.0	3.0	other
AKAP1	1.7708165687463573	4.726663870735701	7.86226264186009	0.0005346758640790496	0.22522989238723898	5	0.4138918758567634	malignant	GSE123902	q4q1_GSE123902	4.0	3.0	other
FNBP1L	1.460016238103343	4.609930901974216	7.754896385005112	0.0005701691511726058	0.1882702444518065	5	0.4138918758567634	malignant	GSE123902	q4q1_GSE123902	4.0	3.0	other
XAGE1B	-3.680080652037585	2.9878660184564962	-7.631049146689514	0.00061464142776758	0.4822509436509225	5	0.4138918758567634	malignant	GSE123902	q4q1_GSE123902	4.0	3.0	other
XAGE1A	-4.849716031642117	4.095816338790606	-7.597403646549553	0.0006274257845226328	0.6383386031943519	5	0.4138918758567634	malignant	GSE123902	q4q1_GSE123902	4.0	3.0	other
ANXA6	-2.5240731459868075	5.156600898171325	-7.411119107941504	0.0007041907540915934	0.34057921741968716	5	0.4155044313051093	malignant	GSE123902	q4q1_GSE123902	4.0	3.0	other
SMPD4	1.3355629911132973	3.7738836696995803	7.408240328357367	0.0007054617055613611	0.18028073225446134	5	0.4155044313051093	malignant	GSE123902	q4q1_GSE123902	4.0	3.0	other
ZKSCAN1	0.6704418410152349	5.031562430295211	7.343340794452523	0.0007348486657745742	0.0912992954816581	5	0.4155044313051093	malignant	GSE123902	q4q1_GSE123902	4.0	3.0	other
SEMA3E	3.5727783553315864	2.0044570237069954	7.2120918586590905	0.0007988327930163736	0.4953872503775702	5	0.4168072340686901	malignant	GSE123902	q4q1_GSE123902	4.0	3.0	other
SLC4A2	1.46255659936895	4.178407064923649	7.195547886305503	0.0008073577887468311	0.20325854576723387	5	0.4168072340686901	malignant	GSE123902	q4q1_GSE123902	4.0	3.0	other
PLTP	-2.501052502171326	4.841868109457674	-7.060622671456048	0.0008810569913101959	0.35422548669571613	5	0.42801413031375773	malignant	GSE123902	q4q1_GSE123902	4.0	3.0	other
TMEM68	1.1529234924735878	3.751640400456511	7.026129659588175	0.0009011582666198369	0.16409083639671468	5	0.42801413031375773	malignant	GSE123902	q4q1_GSE123902	4.0	3.0	other
DTWD1	-0.6629405816179259	3.9738331492104115	-6.9171632470415085	0.0009683210781141617	0.09583995027173424	5	0.43201158734451767	malignant	GSE123902	q4q1_GSE123902	4.0	3.0	other
TBCD	1.3376993835278872	4.0678957171486925	6.8853397783766805	0.0009890416544964576	0.19428226152744338	5	0.43201158734451767	malignant	GSE123902	q4q1_GSE123902	4.0	3.0	TJ
IGF1	-3.6607843337868906	2.8003910755340535	-6.841101148230528	0.0010187236353079413	0.5351162414451018	5	0.43201158734451767	malignant	GSE123902	q4q1_GSE123902	4.0	3.0	other
FLNB	0.9379254545399552	5.552722842862434	6.764969474385322	0.0010723080834234783	0.13864444741270276	5	0.4361349003477749	malignant	GSE123902	q4q1_GSE123902	4.0	3.0	other
SENP6	0.9212141882956344	4.967034962892977	6.697524908237753	0.0011225801631122407	0.13754546655923128	5	0.4361349003477749	malignant	GSE123902	q4q1_GSE123902	4.0	3.0	other
WNT4	3.5883834997342046	1.8393313600970171	6.6767314373649835	0.0011386375198569163	0.5374461341447012	5	0.4361349003477749	malignant	GSE123902	q4q1_GSE123902	4.0	3.0	other
FERMT3	-1.7857298751673611	3.056820366778696	-6.541861147721964	0.0012496352803534206	0.27296970003547016	5	0.43866410502405717	malignant	GSE123902	q4q1_GSE123902	4.0	3.0	other
SPAG7	-0.7795473259757197	6.0007538349587515	-6.473503760406995	0.0013107530113402152	0.12042123629301929	5	0.43866410502405717	malignant	GSE123902	q4q1_GSE123902	4.0	3.0	other
LINC00116	0.9986555407469139	5.902819542822622	6.4629589691074205	0.0013204920914813409	0.15451986396949619	5	0.43866410502405717	malignant	GSE123902	q4q1_GSE123902	4.0	3.0	other
CCNH	-1.3347796750672352	4.783657486055114	-6.430613581932893	0.001350903239374373	0.20756645661579798	5	0.43866410502405717	malignant	GSE123902	q4q1_GSE123902	4.0	3.0	other
IRAK3	-1.2965343730945549	2.9009100210625776	-6.409227148254352	0.00137146495330753	0.20229184316672022	5	0.43866410502405717	malignant	GSE123902	q4q1_GSE123902	4.0	3.0	other
PEX3	0.47466935007469185	3.0384583962277314	6.407885801729375	0.0013727668354397778	0.07407581295325004	5	0.43866410502405717	malignant	GSE123902	q4q1_GSE123902	4.0	3.0	other
MYCL	3.795578491639845	2.4822599087971526	6.321062314135017	0.0014602249316896065	0.6004652862149861	5	0.43866410502405717	malignant	GSE123902	q4q1_GSE123902	4.0	3.0	other
EPOR	1.4540011430885553	3.3170407696738278	6.272825173829874	0.0015116508175781766	0.23179366597918666	5	0.43866410502405717	malignant	GSE123902	q4q1_GSE123902	4.0	3.0	other
EPB41L5	2.4834221263873975	3.929304687476653	6.237968325408683	0.0015501435514119447	0.39811393659564553	5	0.43866410502405717	malignant	GSE123902	q4q1_GSE123902	4.0	3.0	other
CDC25B	1.7572660052564477	4.954338896534224	6.211015306950024	0.001580701759387427	0.2829273344875025	5	0.43866410502405717	malignant	GSE123902	q4q1_GSE123902	4.0	3.0	other
KMT5B	0.9040003720583061	4.620023240238878	6.201771128469574	0.0015913455734373465	0.1457648715716777	5	0.43866410502405717	malignant	GSE123902	q4q1_GSE123902	4.0	3.0	other
SCNN1A	2.6347708494714857	5.607864185501218	6.175107025470902	0.001622523335231048	0.4266761431994068	5	0.43866410502405717	malignant	GSE123902	q4q1_GSE123902	4.0	3.0	other
MT-ND6	1.378098191465209	4.838420676418659	6.06176564390305	0.0017633486597134454	0.22734270382942073	5	0.43866410502405717	malignant	GSE123902	q4q1_GSE123902	4.0	3.0	other
SH3GLB1	-1.182923771434531	6.244871908451478	-6.019617503048242	0.001819356840545256	0.19651145124013553	5	0.43866410502405717	malignant	GSE123902	q4q1_GSE123902	4.0	3.0	other
RAC2	-3.1378455566516363	5.360043749286212	-6.017716287189774	0.0018219322356381798	0.5214346118861288	5	0.43866410502405717	malignant	GSE123902	q4q1_GSE123902	4.0	3.0	other
