kind	k	combo	score	n	rho	p	I2	malig_def	unit	note	source	member_rhos	member_ns	n_q1	n_q4	n_compared	r_rb	p_q4q1	delta_median	thin_q4	median_q1	median_q4
single	1	GSE123902	pct	13	-0.6593406593406593	0.0142255785114567	0.0	marker_malig	donor	Laughney 2020 tumor/met donors; marker-malignant; normals dropped	this_pr_context	GSE123902:-0.659	GSE123902:13	4.0	3.0	7.0	-1.0	0.05714285714285714	-0.27348957224509884	True	0.5168758156313421	0.2433862433862433
single	1	GSE131907	pct	21	-0.5220779220779221	0.015195754492505785	0.0	author_malig	sample	Kim 2020; author Malignant; tumor-bearing sites; n_mal>=20; sample-level	this_pr_context	GSE131907:-0.522	GSE131907:21	6.0	5.0	11.0	-0.6	0.12554112554112554	-0.3416745582410896	True	0.3901695415186815	0.0484949832775919
single	1	GSE205335	pct	22	-0.43534726143421804	0.042861326301676765	0.0	author_malig	patient	advanced ICI; author malignant; all subtypes; RECIST not required	this_pr_context	GSE205335:-0.435	GSE205335:22	6.0	6.0	12.0	-0.7777777777777778	0.025974025974025976	-0.3978244846100106	False	0.5142311424633497	0.11640665785333909
single	1	GSE189357	pct	9	-0.6	0.08762282904140249	0.0	marker_malig	patient	Zhu/Wang AIS–IAC; 9 patients; marker-malignant	this_pr_context	GSE189357:-0.600	GSE189357:9							True		
single	1	GSE123902	mean	13	-0.6538461538461539	0.015348516732105473	0.0	marker_malig	donor	Laughney 2020 tumor/met donors; marker-malignant; normals dropped	this_pr_context	GSE123902:-0.654	GSE123902:13	4.0	3.0	7.0	-1.0	0.05714285714285714	-0.3918758156313421	True	0.5168758156313421	0.125
single	1	GSE131907	mean	21	-0.39610389610389607	0.07547637795047248	0.0	author_malig	sample	Kim 2020; author Malignant; tumor-bearing sites; n_mal>=20; sample-level	this_pr_context	GSE131907:-0.396	GSE131907:21	6.0	5.0	11.0	-0.5333333333333333	0.17748917748917747	-0.24036941118890154	True	0.34566636142967194	0.1052969502407704
single	1	GSE205335	mean	22	-0.20045172219085267	0.3710825718233011	0.0	author_malig	patient	advanced ICI; author malignant; all subtypes; RECIST not required	this_pr_context	GSE205335:-0.200	GSE205335:22	6.0	6.0	12.0	-0.5555555555555556	0.13203463203463203	-0.16474964596607827	False	0.33057500838377946	0.16582536241770118
single	1	GSE189357	mean	9	-0.5166666666666667	0.15439012098622507	0.0	marker_malig	patient	Zhu/Wang AIS–IAC; 9 patients; marker-malignant	this_pr_context	GSE189357:-0.517	GSE189357:9							True		
