,TACSTD2_log2FPKMp1,StromalScore,ImmuneScore,ESTIMATEScore,TumorPurity,ESTIMATE_ImmuneScore,CYT,CD8A,GEP18,xCell_CD8,xCell_CD8_raw_ssgsea,xCell_CD8_Tcm,xCell_CD8_Tem,xCell_CD8_naive_T-cells
pod04,4.989593184938768,539.125965348198,3716.173998109465,4255.299963457663,0.3345997360093721,3716.173998109465,4.6018813820328095,5.2712762591759255,0.4842546007164627,0.15335148164710477,1885.0530665803692,0.07260321580352364,0.016456154956457705,0.042895294361823606
pod15,6.207697668655053,941.2120225788756,3863.4153564670682,4804.627379045944,0.2576077367721328,3863.4153564670682,3.382840299850928,3.593353770980297,0.12422357079759136,7.041132139993262e-29,1496.992576570295,6.579109325286181e-28,1.150757005551747e-29,1.2620059461728622e-27
POD23R,4.889960199658641,1429.4071275984943,3418.402027631154,4847.809155229648,0.2514779487869297,3418.402027631154,3.840952301905478,3.763411574470007,-0.26734633818566256,0.0792177928914208,1590.183724756884,0.03072913666343622,9.348843295042277e-20,0.028288453435152485
47-M-PO,6.1141587687205465,136.55676104030542,3125.6425269104902,3262.1992879507957,0.46793798883317095,3125.6425269104902,4.462917396219692,4.848998430400023,0.6665584276906581,0.037159962714558036,1063.490253028488,0.052410196411300576,0.05730034043860134,0.005363275780464341
53-M-PO,3.791814071161826,1764.6193389411944,4892.212172777479,6656.831511718674,,4892.212172777479,5.536702502584486,6.183486514459391,0.9277975821114901,0.3857079765785499,2839.2643503865415,0.21453193471204085,0.24946303758343824,0.00867269008565633
61-M-PO,4.88508622529017,2625.931003116542,5014.639196331651,7640.570199448193,,5014.639196331651,5.548450654713544,5.191009848587294,0.6821443378803027,0.33028279524360327,2783.936925348495,0.2853431649432048,0.14680535143672982,0.02590108149357733
57-M-PO,6.647026632654853,-496.17767522046915,2926.7770592948923,2430.599384074423,0.5720683020865507,2926.7770592948923,4.024481258556864,3.341985747228616,-0.2453698100172344,1.611017936852047e-34,840.7985942075615,9.796737059927832e-50,5.4731408304190095e-40,1.01198497131329e-34
POD26R,3.017921907997262,2184.236987730755,5157.660742782275,7341.89773051303,,5157.660742782275,5.710524395585475,5.856487779495678,1.3914853135860055,0.4317517250024477,2848.1179197082724,0.23592368767926197,0.21437469621460578,0.055307808118975246
POD27R,6.414473836430928,908.2766639917047,4128.259030142213,5036.535694133918,0.22457230570927142,4128.259030142213,5.61312420254492,5.519164449806069,0.7722731608049513,0.1922771128603947,1985.340274290337,0.12166021912420749,0.11550657716566677,0.03602945486093483
38-M-PO,4.297191416565856,2462.573500329442,4722.067915924534,7184.641416253976,,4722.067915924534,5.310205459766104,5.325890061039784,0.775197746938789,0.19522189073585927,2170.059577674069,0.06549480919435972,0.1332358146794884,0.02611848749712929
