cohort	x	y	n	n_prior	rho	rho_prior	abs_delta_rho	p_analytic	p_prior	abs_delta_p	match
LUAD	CLDN4	CD8A	79	79	-0.09790652385589094	-0.09790652385589094	0.0	0.3906679722862911	0.3906679722862911	0.0	True
LUAD	CLDN4	MHC1	79	79	0.04946445959104188	0.04946445959104188	0.0	0.6650821699051745	0.6650821699051745	0.0	True
LUAD	TACSTD2	CD8A	110	110	-0.03836079615896129	-0.03836079615896129	0.0	0.6907172403595156	0.6907172403595156	0.0	True
LUAD	TACSTD2	MHC1	110	110	-0.08329012916168879	-0.08329012916168879	0.0	0.38699507924129223	0.38699507924129223	0.0	True
LSCC	CLDN4	CD8A	78	78	-0.4441002035938745	-0.4441002035938745	0.0	4.64372740784413e-05	4.64372740784413e-05	0.0	True
LSCC	CLDN4	MHC1	78	78	-0.4097042198308021	-0.4097042198308021	0.0	0.0001953844621326853	0.0001953844621326853	0.0	True
LSCC	TACSTD2	CD8A	108	108	-0.10335629293015898	-0.10335629293015898	0.0	0.28711792033709344	0.28711792033709344	0.0	True
LSCC	TACSTD2	MHC1	108	108	0.0291996532243467	0.0291996532243467	0.0	0.7641888603082562	0.7641888603082562	0.0	True
