cohort	outcome	mediator	model	sample_set	n	a	a_ci_lo	a_ci_hi	a_p_analytic	b	b_ci_lo	b_ci_hi	b_p	c	c_ci_lo	c_ci_hi	c_p_analytic	c_prime	c_prime_ci_lo	c_prime_ci_hi	ab	ab_ci_lo	ab_ci_hi	ab_p	ab_p_floor	ab_nboot	proportion_ab_over_c	vif_max	q_purity
LUAD	CD8A	CLDN4	single	shared_wes_purity	77	0.2564462054475804	0.020357245853604405	0.4754162347817172		-0.06633294415472153	-0.304334409479463	0.1677918590109966	0.585	0.07853647463853553	-0.14148137330090318	0.30094555670004236		0.0955473064631803	-0.12568850280351293	0.3178418741002121	-0.017010831824644596	-0.10301247259087148	0.04970874486372604	0.592	0.0	2000.0	-0.21659785345518787		0.8026666666666666
LUAD	CD8A	EPCAM	single	shared_wes_purity	77	0.1283792825302782	-0.08131390439631933	0.3375843490425318		0.001986699403767986	-0.21533523282924688	0.22438952495985928	0.997	0.07853647463853553	-0.14148137330090318	0.30094555670004236		0.07828142359447607	-0.1447364902429814	0.2964197681676769	0.0002550510440590655	-0.03261396396946435	0.04691522622029728	0.956	0.0	2000.0	0.003247548928481181		0.956
LUAD	CD8A	CLDN4	parallel	shared_wes_purity	77	0.2564462054475804	0.020357245853604405	0.4754162347817172		-0.06748169874286036	-0.30327315473074934	0.1676905013978127	0.58	0.07853647463853553	-0.14148137330090318	0.30094555670004236		0.09455028991364764	-0.12516553994488816	0.31888365628283505	-0.017305425579763296	-0.10399385411141711	0.04862845374988211	0.585	0.0	2000.0	-0.22034889724057		0.8026666666666666
LUAD	CD8A	EPCAM	parallel	shared_wes_purity	77	0.1283792825302782	-0.08131390439631933	0.3375843490425318		0.01006089362079621	-0.2057237273000881	0.23155481014433488	0.951	0.07853647463853553	-0.14148137330090318	0.30094555670004236		0.09455028991364764	-0.12516553994488816	0.31888365628283505	0.00129161030465127	-0.03168073465530579	0.04968299020639784	0.918	0.0	2000.0	0.016445992904518723		0.956
LUAD	MHC1	CLDN4	single	shared_wes_purity	77	0.2564462054475804	0.032391761886233335	0.46478302244220143		0.1314544424696939	-0.09593613578781322	0.3615376471451002	0.291	-0.1994462321226598	-0.4123510162876405	0.029620799137428228		-0.23315722508324013	-0.44173580009147456	-0.005598368515687107	0.03371099296058026	-0.02784782988048351	0.11864385211703429	0.308	0.0	2000.0	-0.16902296223800278		0.8026666666666666
LUAD	MHC1	EPCAM	single	shared_wes_purity	77	0.1283792825302782	-0.08105601014058744	0.34127176865849584		-0.057435207511286945	-0.2873354291055115	0.19679160630873205	0.655	-0.1994462321226598	-0.4123510162876405	0.029620799137428228		-0.19207274139038313	-0.40756864098284373	0.03728126206995737	-0.007373490732276663	-0.05491451697893032	0.04279034726829313	0.779	0.0	2000.0	0.03696981714721967		0.8902857142857143
LUAD	MHC1	CLDN4	parallel	shared_wes_purity	77	0.2564462054475804	0.032391761886233335	0.46478302244220143		0.13992400042230727	-0.10485839754361126	0.3689387160349359	0.281	-0.1994462321226598	-0.4123510162876405	0.029620799137428228		-0.2258064039999807	-0.44036279461716377	0.00047178159612618954	0.035882978959346334	-0.027513550110297793	0.12140407414889616	0.296	0.0	2000.0	-0.17991304512224746		0.8026666666666666
LUAD	MHC1	EPCAM	parallel	shared_wes_purity	77	0.1283792825302782	-0.08105601014058744	0.34127176865849584		-0.07417713274553876	-0.3021093165940402	0.18783106797563265	0.585	-0.1994462321226598	-0.4123510162876405	0.029620799137428228		-0.2258064039999807	-0.44036279461716377	0.00047178159612618954	-0.009522807082025471	-0.05728696013857934	0.04049634862442132	0.727	0.0	2000.0	0.04774623707189879		0.8902857142857143
LSCC	CD8A	CLDN4	single	shared_wes_purity	77	0.0628148799612337	-0.15343281934052722	0.2760225033946994		-0.35420839888905187	-0.5658091460804822	-0.11413669215727439	0.002	-0.07523835649664806	-0.27154348553488616	0.1329374682473237		-0.05298879843917126	-0.24056731367486375	0.1359059072404603	-0.022249558057476575	-0.11176070782849785	0.055933583839506223	0.601	0.0	2000.0	0.2957209473131941		0.8026666666666666
LSCC	CD8A	EPCAM	single	shared_wes_purity	77	0.13909232397598914	-0.03284838541357401	0.30559672014293593		-0.2514710794824916	-0.5724738746101894	0.0588749475778293	0.118	-0.07523835649664806	-0.27154348553488616	0.1329374682473237		-0.04026065963867753	-0.23889414354024335	0.16228945614340867	-0.03497769685797043	-0.11169175381209519	0.016837259516288963	0.221	0.0	2000.0	0.4648918249500668		0.8026666666666666
