symbol	n_probes	n_arrays	tokens	GSM558700	GSM558701	GSM558702	median_log2	mean_log2	direction_median
POM121L1P	1	2	POM121L1	2.7655		-0.8625	0.9515	0.9515	UP
POM121L2	1	2	POM121L2		-0.1681	1.516	0.67395	0.67395	UP
POM121L3P	2	3	DJ831C21.3|POM121L3	0.189	1.53405	-0.6215	0.189	0.367183	UP
POMC	1	2	POMC	-0.4344	-1.737		-1.0857	-1.0857	DOWN
POMGNT1	3	3	FLJ20277	0.275	-0.4739	-0.3771	-0.3771	-0.192	DOWN
POMGNT2	1	3	FLJ14566	-0.4739	0.263	-0.7131	-0.4739	-0.308	DOWN
POMK	1	2	FLJ23356	1.4647	1.3785		1.4216	1.4216	UP
POMP	1	3	C13ORF12	-0.0589	1.6781	0	0	0.539733	ZERO
POMT1	2	3	POMT1	0.1868	0.2595	2.4397	0.2595	0.962	UP
POMT2	1	3	POMT2	-0.1361	-0.2863	3.4343	-0.1361	1.00397	DOWN
POMZP3	2	3	POMZP3	0.8031	-0.9651	0.5537	0.5537	0.130567	UP
PON1	1	2	PON1	0.2265		-1.4739	-0.6237	-0.6237	DOWN
PON2	1	3	PON2	-0.5564	-1.0291	-0.2345	-0.5564	-0.606667	DOWN
PON3	1	2	PON3	-0.2515		-0.0291	-0.1403	-0.1403	DOWN
POP1	1	3	POP1	0.3448	-0.6897	-0.074	-0.074	-0.139633	DOWN
POP4	1	3	POP4	-2.6439	2.0426	0.2987	0.2987	-0.100867	UP
POP5	1	3	POP5	1.6229	-1.4739	3.0268	1.6229	1.0586	UP
POP7	1	3	POP7	0.9782	-0.2345	-1.0893	-0.2345	-0.1152	DOWN
POPDC1	2	2	BVES	-1.3959		0.7225	-0.3367	-0.3367	DOWN
POPDC2	2	3	POPDC2	-1.5995	0.99915	1	0.99915	0.133217	UP
POPDC3	1	2	POPDC3		0.696	-0.8365	-0.07025	-0.07025	DOWN
POR	1	3	POR	0.6599	0.6871	0.6229	0.6599	0.656633	UP
PORCN	1	3	PORCN	-1.3959	1.6915	-0.7859	-0.7859	-0.163433	DOWN
POT1	1	3	POT1	0.8718	-1.3959	2.0461	0.8718	0.507333	UP
POTED	1	3	ANKRD21	0.6871	2.0426	0.757	0.757	1.16223	UP
POU1F1	1	2	POU1F1	-6.6439		-2.737	-4.69045	-4.69045	DOWN
POU2AF1	1	3	POU2AF1	3.4423	-0.6897	1.4276	1.4276	1.3934	UP
POU2F1	3	3	POU2F1	-0.4941	0.5361	-1.36515	-0.4941	-0.44105	DOWN
POU2F2	3	2	POU2F2	-0.69325	-0.7316		-0.712425	-0.712425	DOWN
POU2F3	1	3	POU2F3	1.3785	-0.737	-0.454	-0.454	0.0625	DOWN
POU3F2	1	2	POU3F2		0.4005	1.3896	0.89505	0.89505	UP
POU3F3	1	3	POU3F3	1.7355	2.1473	0.2987	1.7355	1.39383	UP
POU3F4	1	3	POU3F4	0.9107	3.3646	0.7485	0.9107	1.6746	UP
POU4F1	1	3	POU4F1	-0.811	0.774	-0.3585	-0.3585	-0.131833	DOWN
POU4F2	1	3	POU4F2	-0.737	-0.0893	0.4005	-0.0893	-0.141933	DOWN
POU4F3	1	2	POU4F3	-2.737		0.0426	-1.3472	-1.3472	DOWN
POU5F1	1	3	POU5F1	-1.3585	0.4647	-1.2863	-1.2863	-0.7267	DOWN
POU5F1B	1	2	POU5F1P1	0.5558		-6.6439	-3.04405	-3.04405	DOWN
POU6F2	1	3	POU6F2	-1.737	-3.8365	-2.6439	-2.6439	-2.73913	DOWN
PPA1	1	3	PP	-0.2176	-0.0145	-1.4739	-0.2176	-0.568667	DOWN
PPA2	5	3	PPA2	0.2141	0.3785	-0.45525	0.2141	0.0457833	UP
PPAN	1	3	PPAN	0.111	1.433	-0.4941	0.111	0.349967	UP
PPARA	1	2	PPARA		-0.3401	-2.2515	-1.2958	-1.2958	DOWN
PPARD	2	3	PPARD	0.0041	1.1916	-0.90575	0.0041	0.09665	UP
PPARG	3	3	PPARG	-0.12835	0.6871	2.6111	0.6871	1.05662	UP
PPARGC1A	1	2	PPARGC1A	-6.6439		-0.3771	-3.5105	-3.5105	DOWN
PPARGC1B	2	3	PPARGC1B	1.90515	-0.05615	-2.8439	-0.05615	-0.331633	DOWN
PPAT	1	3	PPAT	0.111	-2.737	-2.0589	-2.0589	-1.56163	DOWN
PPBP	1	3	PPBP	1.384	0.1506	-2.0589	0.1506	-0.174767	UP
PPCDC	1	3	MDS018	0.669	1.0635	-0.5146	0.669	0.405967	UP
PPCS	1	3	FLJ11838	-0.2009	1.6135	0.2869	0.2869	0.5665	UP
PPDPF	1	3	C20ORF149	1.3045	-0.9159	0.5656	0.5656	0.318067	UP
PPEF1	1	3	PPEF1	-0.3585	0.4542	-4.6439	-0.3585	-1.51607	DOWN
PPEF2	1	3	PPEF2	2.3923	-0.5564	2.0391	2.0391	1.29167	UP
PPFIA1	1	3	PPFIA1	0.3896	0.6041	-1.2176	0.3896	-0.0746333	UP
PPFIA3	1	2	PPFIA3		2.6299	-1.5995	0.5152	0.5152	UP
PPFIA4	3	3	PPFIA4	0.2987	-0.64845	-3.2664	-0.64845	-1.20538	DOWN
PPFIBP1	1	3	PPFIBP1	-1.5995	1.0772	-0.4344	-0.4344	-0.3189	DOWN
PPHLN1	3	3	PPHLN1	-1.1203	0.5558	-0.5778	-0.5778	-0.380767	DOWN
PPIA	2	3	PPIA	1.01275	0.173	0.37115	0.37115	0.518967	UP
PPIAL4A	1	3	COAS2	-0.2176	0.585	0.4751	0.4751	0.280833	UP
PPIB	1	3	PPIB	-0.5353	0.4005	-0.1361	-0.1361	-0.0903	DOWN
PPIC	1	3	PPIC	-0.1361	0.903	-0.454	-0.1361	0.1043	DOWN
PPID	1	3	PPID	0.111	-0.1681	-0.415	-0.1681	-0.157367	DOWN
PPIE	1	3	PPIE	0.1375	-0.415	1.2327	0.1375	0.3184	UP
PPIF	1	3	PPIF	0.5656	0.4005	-0.9714	0.4005	-0.00176667	UP
PPIG	1	3	PPIG	0.4854	-0.415	-2.4739	-0.415	-0.801167	DOWN
PPIH	1	3	PPIH	1.7312	-1.0589	1.5509	1.5509	0.741067	UP
PPIL1	1	3	PPIL1	-1.5995	0.2016	0.7398	0.2016	-0.219367	UP
PPIL2	2	3	PPIL2	-2.4784	-1.08665	-0.0291	-1.08665	-1.19805	DOWN
PPIL3	2	3	PPIL3	1.4371	-0.2139	-0.3224	-0.2139	0.300267	DOWN
PPIL4	1	3	PPIL4	2.2957	-0.6897	1.3334	1.3334	0.9798	UP
PPIP5K1	1	2	KIAA0377	-0.7859	3.251		1.23255	1.23255	UP
PPIP5K2	2	3	KIAA0433	-1.445	-1.40545	-0.85655	-1.40545	-1.23567	DOWN
PPL	1	3	PPL	0.4854	0.7137	-1.2863	0.4854	-0.0290667	UP
PPM1A	2	3	PPM1A	-0.1249	0.79595	-2.1203	-0.1249	-0.483083	DOWN
PPM1B	1	2	PPM1B	0.2265		-6.6439	-3.2087	-3.2087	DOWN
PPM1D	1	3	PPM1D	0.0426	-0.074	-0.2863	-0.074	-0.1059	DOWN
PPM1E	2	3	PPM1E	0.4222	0.7225	0.669	0.669	0.604567	UP
PPM1F	1	3	PPM1F	1.1309	0.7485	-1.7859	0.7485	0.0311667	UP
PPM1G	1	3	PPM1G	-0.6439	-0.2688	0.1375	-0.2688	-0.2584	DOWN
PPM1H	2	3	PPM1H	-0.4739	0.88615	-0.5995	-0.4739	-0.0624167	DOWN
PPM1J	3	3	PPP2CZ	-0.6666	-0.8365	-2.0909	-0.8365	-1.198	DOWN
PPM1K	2	3	DKFZP761G058	-0.115	0.1598	-1.0589	-0.115	-0.338033	DOWN
PPM1L	1	3	PPM1L	-0.811	0.856	3.8349	0.856	1.2933	UP
PPM1M	2	3	FLJ32332	-1.8714	-0.2345	0.5432	-0.2345	-0.5209	DOWN
PPM1N	1	3	FLJ40125	-0.737	-0.2515	1.1953	-0.2515	0.0689333	DOWN
PPME1	1	2	PME-1	-0.1681	0.0144		-0.07685	-0.07685	DOWN
PPOX	2	3	PPOX	-1.7211	0.187	-0.9574	-0.9574	-0.8305	DOWN
PPP1CA	2	3	PPP1CA	-0.2573	1.0945	0.69655	0.69655	0.51125	UP
PPP1CB	1	3	PPP1CB	-2	1.0215	-1.5146	-1.5146	-0.831033	DOWN
PPP1CC	1	3	PPP1CC	-1.7859	1.1043	-1.4739	-1.4739	-0.7185	DOWN
PPP1R10	2	3	PPP1R10	0.0841	-0.5291	-0.05815	-0.05815	-0.167717	DOWN
PPP1R11	1	3	PPP1R11	-0.7859	0.111	-0.2176	-0.2176	-0.2975	DOWN
PPP1R12A	2	3	PPP1R12A	1.31695	3.63315	0.28645	1.31695	1.74552	UP
PPP1R12B	3	3	PPP1R12B	-1.152	0.7908	0.1553	0.1553	-0.0686333	UP
PPP1R12C	1	3	PPP1R12C	2.0566	-0.5778	1.1827	1.1827	0.887167	UP
PPP1R13B	1	3	PPP1R13B	1.0072	-1.1203	0.7655	0.7655	0.217467	UP
PPP1R14A	2	3	PPP1R14A	1.1066	-1.16895	0.5711	0.5711	0.169583	UP
PPP1R14B	2	3	PPP1R14B	-1.4717	0.87625	-2.52945	-1.4717	-1.04163	DOWN
PPP1R14C	1	3	PPP1R14C	0.1635	-0.9714	-0.2863	-0.2863	-0.364733	DOWN
PPP1R14D	1	2	PPP1R14D	-1.889		2.1985	0.15475	0.15475	UP
PPP1R15A	1	3	PPP1R15A	1.1506	-2.737	1.1699	1.1506	-0.138833	UP
PPP1R15B	1	3	PPP1R15B	-0.6897	-0.7131	2.856	-0.6897	0.4844	DOWN
PPP1R16A	2	3	PPP1R16A	-0.3771	0.13725	-1.4344	-0.3771	-0.558083	DOWN
PPP1R16B	1	2	PPP1R16B	-0.9714	-3.3219		-2.14665	-2.14665	DOWN
PPP1R17	1	2	C7ORF16	-1	2.8012		0.9006	0.9006	UP
PPP1R18	1	3	KIAA1949	-0.415	2.3951	0.4751	0.4751	0.8184	UP
PPP1R1A	1	2	PPP1R1A	1.6369		2.2987	1.9678	1.9678	UP
PPP1R1B	1	3	PPP1R1B	0	-1.2863	-0.152	-0.152	-0.479433	DOWN
PPP1R1C	1	3	PPP1R1C	-3.4739	0.7908	-1.5564	-1.5564	-1.41317	DOWN
PPP1R2	1	2	PPP1R2	-0.2009	0.8074		0.30325	0.30325	UP
PPP1R26	1	3	KIAA0649	0.8237	1.585	-0.5778	0.8237	0.6103	UP
PPP1R2C	1	3	PPP1R2P9	-0.4941	-0.074	-2.8365	-0.4941	-1.13487	DOWN
PPP1R35	1	3	MGC22793	0.0286	-0.0439	-0.3585	-0.0439	-0.1246	DOWN
PPP1R36	1	3	C14ORF50	-5.6439	1.144	3.3674	1.144	-0.3775	UP
PPP1R3A	2	3	PPP1R3A	-1.076	-0.0517	0.6004	-0.0517	-0.175767	DOWN
PPP1R3B	1	3	PPP1R3B	1.5607	-1.7859	0.189	0.189	-0.0120667	UP
PPP1R3D	1	2	PPP1R3D	-2.4739		-1.5995	-2.0367	-2.0367	DOWN
PPP1R3E	1	3	PPP1R3E	1.0976	0.5558	1.3505	1.0976	1.0013	UP
PPP1R3F	1	3	PPP1R3F	-2.3959	1.433	-3.1844	-2.3959	-1.38243	DOWN
PPP1R7	2	3	PPP1R7	1.4566	-0.5152	0.1215	0.1215	0.3543	UP
PPP1R8	2	2	PPP1R8	1.4594	0.2136		0.8365	0.8365	UP
PPP1R9A	3	3	PPP1R9A	0.5945	1.49285	-2.8365	0.5945	-0.249717	UP
PPP1R9B	1	2	PPP1R9B	-0.6897		1.5059	0.4081	0.4081	UP
PPP2CA	1	3	PPP2CA	-2.6439	1.2079	-1.1203	-1.1203	-0.8521	DOWN
PPP2CB	1	3	PPP2CB	-1.2863	0.516	-1.6439	-1.2863	-0.804733	DOWN
PPP2R1A	2	3	PPP2R1A	0.60265	-1.02345	0.40205	0.40205	-0.00625	UP
PPP2R1B	3	3	PPP2R1B	1.189	-0.2345	-1.3219	-0.2345	-0.122467	DOWN
PPP2R2A	2	3	PPP2R2A	0.40685	-0.13405	-0.5709	-0.13405	-0.0993667	DOWN
PPP2R2B	3	3	PPP2R2B	1.34825	1.0841	-0.9159	1.0841	0.505483	UP
PPP2R2C	1	3	PPP2R2C	0.3448	-1	-0.3771	-0.3771	-0.3441	DOWN
PPP2R2D	2	3	PPP2R2D	-0.2149	-0.1641	0.20505	-0.1641	-0.0579833	DOWN
PPP2R3A	1	3	PPP2R3A	-0.1203	-1.2176	0.4957	-0.1203	-0.280733	DOWN
PPP2R3B	1	3	PR48	0.5059	-0.6666	-0.3959	-0.3959	-0.185533	DOWN
PPP2R3C	1	3	C14ORF10	1.7049	-1.2515	2.6041	1.7049	1.01917	UP
PPP2R5A	1	3	PPP2R5A	0.275	-0.152	-0.737	-0.152	-0.204667	DOWN
PPP2R5B	2	3	PPP2R5B	-0.05305	-0.3514	0.8452	-0.05305	0.146917	DOWN
PPP2R5C	3	3	PPP2R5C	0.1763	0.3219	2.05655	0.3219	0.851583	UP
PPP2R5D	1	3	PPP2R5D	2.0841	-2.5564	0.848	0.848	0.125233	UP
PPP2R5E	2	3	PPP2R5E	-0.02085	-0.5547	-0.5105	-0.5105	-0.362017	DOWN
PPP3CA	2	3	PPP3CA	1.42235	1.2449	1.4304	1.42235	1.36588	UP
PPP3CB	1	3	PPP3CB	-0.1047	-0.1047	1.6462	-0.1047	0.478933	DOWN
PPP3CC	1	3	PPP3CC	-0.9434	0.546	0.0704	0.0704	-0.109	UP
PPP3R1	1	3	PPP3R1	0.3448	0.0144	-3.4739	0.0144	-1.03823	UP
PPP4C	1	3	PPP4C	-0.8625	-0.415	0.856	-0.415	-0.1405	DOWN
PPP4R1	1	3	PPP4R1	-1.1844	-1.3219	0.3785	-1.1844	-0.709267	DOWN
PPP4R1L	2	3	PPP4R1L	-0.4574	-1.8523	-1.0893	-1.0893	-1.133	DOWN
PPP4R2	1	3	PPP4R2	-0.2688	-2.0589	-0.6897	-0.6897	-1.0058	DOWN
PPP4R3A	4	3	KIAA2010	-0.3402	0.85045	0.1635	0.1635	0.224583	UP
PPP4R3B	1	2	KIAA1387		1.2265	-0.3401	0.4432	0.4432	UP
PPP4R3C	1	2	FLJ32867		0.4647	-1.3585	-0.4469	-0.4469	DOWN
PPP5C	1	3	PPP5C	1.6182	-1.6897	0.3561	0.3561	0.0948667	UP
PPP6C	1	3	PPP6C	1.4005	-0.9159	0.2388	0.2388	0.241133	UP
PPP6R1	2	3	KIAA1115	-0.0893	0.5733	-0.55235	-0.0893	-0.0227833	DOWN
PPP6R3	3	3	C11ORF23	-1.3585	-0.811	0.1289	-0.811	-0.6802	DOWN
PPRC1	2	3	PPRC1	0.53385	-1.8821	-2.11085	-1.8821	-1.15303	DOWN
PPT1	1	3	PPT1	0.3448	0.6229	-0.5146	0.3448	0.151033	UP
PPT2	4	3	PPT2	1.96495	-0.2608	0.433	0.433	0.712383	UP
PPTC7	1	3	TA-PP2C	-0.1844	0.1635	-1.2863	-0.1844	-0.435733	DOWN
PPWD1	2	3	KIAA0073	-0.15025	-0.4302	0.26905	-0.15025	-0.1038	DOWN
PPY2P	1	2	PPY2	3.4515	0.5261		1.9888	1.9888	UP
PQBP1	3	3	PQBP1	1.189	-1.0291	0.8156	0.8156	0.325167	UP
PRAC1	1	3	PRAC	1.2388	1.7181	-1.6897	1.2388	0.4224	UP
PRADC1	1	3	C2ORF7	1.7137	0.757	2.1243	1.7137	1.53167	UP
PRAF2	1	3	PRAF2	1.1177	0.3103	1.0635	1.0635	0.8305	UP
PRAG1	1	3	DKFZP761P0423	-1.152	0.8074	-1.3959	-1.152	-0.580167	DOWN
PRB3	1	3	PRB3	1.6915	-1.4739	-1.6439	-1.4739	-0.475433	DOWN
PRB4	1	3	PRB4	1.0426	1.7268	0.0704	1.0426	0.9466	UP
PRCC	1	3	PRCC	-0.415	-0.6897	-0.3401	-0.415	-0.4816	DOWN
PRCP	2	3	PRCP	1.9007	1.4233	-0.44445	1.4233	0.95985	UP
PRDM1	1	2	PRDM1		0.8953	-0.3585	0.2684	0.2684	UP
PRDM10	3	3	PRDM10	-0.91005	0.1243	-0.7612	-0.7612	-0.51565	DOWN
PRDM11	3	3	PRDM11	-0.0145	-1.9874	-0.6439	-0.6439	-0.881933	DOWN
PRDM12	1	2	PRDM12		0.5059	-1	-0.24705	-0.24705	DOWN
PRDM14	1	3	PRDM14	0	1.5261	-1.4739	0	0.0174	ZERO
PRDM16	1	3	PRDM16	-2.1203	-1.0291	-0.2688	-1.0291	-1.1394	DOWN
PRDM16-DT	2	3	FLJ42875	0.848	-2.3219	1.0286	0.848	-0.148433	UP
PRDM2	4	3	PRDM2	0.42315	0.9184	-0.5995	0.42315	0.24735	UP
PRDM4	1	3	PRDM4	-0.0589	-1.0589	0	-0.0589	-0.3726	DOWN
PRDM5	2	2	PRDM5		0.7353	0.48885	0.612075	0.612075	UP
PRDM6	1	3	PRDM6	0.3103	3.1177	-2.6439	0.3103	0.261367	UP
PRDM8	1	2	PRDM8	-1.1844		-3.3219	-2.25315	-2.25315	DOWN
PRDM9	1	3	PRDM9	0.9561	-0.415	0.1635	0.1635	0.234867	UP
PRDX1	1	3	PRDX1	0.0704	0.4542	1.3161	0.4542	0.613567	UP
PRDX2	1	3	PRDX2	0.4647	4.6218	2.669	2.669	2.58517	UP
PRDX3	1	3	PRDX3	0.0841	3.1473	-0.1047	0.0841	1.04223	UP
PRDX4	2	3	PRDX4	1.7923	0.8984	-0.2274	0.8984	0.8211	UP
PRDX5	1	3	PRDX5	0.111	-0.5146	2.3646	0.111	0.653667	UP
PRDX6	1	3	PRDX6	0.2388	-2.1844	0.3561	0.2388	-0.529833	UP
PREB	2	3	PREB	0.28115	0.00415	2.8339	0.28115	1.03973	UP
PRELID1	1	3	PX19	0.1763	0.433	-0.4344	0.1763	0.0583	UP
PRELID2	3	3	MGC21644	-0.454	1.31035	0.2388	0.2388	0.36505	UP
PRELID3A	3	3	C18ORF43	-0.2863	0.8074	-0.1011	-0.1011	0.14	DOWN
PRELID3B	1	3	C20ORF45	0.0426	-1.2515	-0.0145	-0.0145	-0.4078	DOWN
PRELP	1	2	PRELP	3.2972		-4.6439	-0.67335	-0.67335	DOWN
PREP	1	3	PREP	-0.7131	-0.5353	-0.5353	-0.5353	-0.594567	DOWN
PREPL	2	3	KIAA0436	0.8237	0.11325	-0.7612	0.11325	0.0585833	UP
PREX1	2	3	PREX1	1.06885	0.2016	-2.2515	0.2016	-0.327017	UP
PREX2	3	3	DEPDC2	-0.0893	-0.3959	-1.76645	-0.3959	-0.75055	DOWN
PRF1	1	2	PRF1	0.6135		-1.0893	-0.2379	-0.2379	DOWN
PRG2	2	3	PRG2	-2.5792	1.1519	0.9107	0.9107	-0.1722	UP
PRG3	1	3	PRG3	-2.3959	0.6415	-0.3401	-0.3401	-0.698167	DOWN
PRG4	2	3	PRG4	0.3785	1.97195	-0.3934	0.3785	0.65235	UP
PRH1	2	3	PRH1	2.8377	-1.6217	-0.35275	-0.35275	0.28775	DOWN
PRICKLE1	1	2	PRICKLE1	-4.6439	-0.5778		-2.61085	-2.61085	DOWN
PRICKLE3	1	2	LMO6	1.3951		-2.1203	-0.3626	-0.3626	DOWN
PRICKLE4	2	3	C6ORF49	2.15985	1.2208	1.9404	1.9404	1.77368	UP
PRIM1	2	3	PRIM1	0.05045	-0.7932	1.36665	0.05045	0.207967	UP
PRIM2	1	3	PRIM2A	0.7908	-1.5995	1.0286	0.7908	0.0733	UP
PRIMPOL	2	3	FLJ33167	0.24385	0.781	0.36925	0.36925	0.4647	UP
PRKAA1	3	3	PRKAA1	-0.5353	-0.5995	-2.91825	-0.5995	-1.35102	DOWN
PRKAA2	1	3	PRKAA2	-0.1047	-2.737	-0.4739	-0.4739	-1.1052	DOWN
PRKAB1	1	3	PRKAB1	-0.811	2.1177	0.251	0.251	0.519233	UP
PRKAB2	1	3	PRKAB2	-2	1.0496	0.7049	0.7049	-0.0818333	UP
PRKACA	1	3	PRKACA	2.3161	-3.4739	0.696	0.696	-0.153933	UP
PRKACB	1	3	PRKACB	2.441	-1.5564	2.3785	2.3785	1.0877	UP
PRKACG	1	3	PRKACG	-0.5995	1.3045	-2.3219	-0.5995	-0.538967	DOWN
PRKAG1	2	3	PRKAG1	1.21875	0.2458	0.14365	0.2458	0.536067	UP
PRKAG2	1	3	PRKAG2	-0.5353	-2.2515	2.696	-0.5353	-0.0302667	DOWN
PRKAG3	1	3	PRKAG3	0.263	-0.1203	0.4114	0.263	0.1847	UP
PRKAR1A	1	3	PRKAR1A	-2	1.9928	-1.5995	-1.5995	-0.535567	DOWN
PRKAR2A	2	3	PRKAR2A	1.52505	-1.5367	0.0286	0.0286	0.00565	UP
PRKAR2B	1	3	PRKAR2B	0.7225	-0.1047	-2.9434	-0.1047	-0.7752	DOWN
PRKCA	1	3	PRKCA	-0.0439	-0.7859	1.1506	-0.0439	0.106933	DOWN
PRKCB	3	3	PRKCB1	-1.737	1.7312	-1.3959	-1.3959	-0.467233	DOWN
PRKCD	1	3	PRKCD	0.1375	-0.2009	-0.1844	-0.1844	-0.0826	DOWN
PRKCE	1	2	PRKCE		1.6276	-1.3219	0.15285	0.15285	UP
PRKCG	2	3	PRKCG	0.5656	1.6138	-0.7131	0.5656	0.488767	UP
PRKCH	1	3	PRKCH	-3.3219	0.0286	1.9146	0.0286	-0.459567	UP
PRKCI	1	3	PRKCI	0.111	0.3561	-0.415	0.111	0.0173667	UP
PRKCSH	1	3	PRKCSH	1.144	-0.5353	1.384	1.144	0.664233	UP
PRKCZ	2	3	PRKCZ	-1.07155	0.8953	0.45065	0.45065	0.0914667	UP
PRKD2	2	3	PRKD2	1.36735	-0.1792	0.26585	0.26585	0.484667	UP
PRKD3	1	3	PRKD3	-1.3959	2.269	-1	-1	-0.0423	DOWN
PRKDC	2	3	PRKDC	0.4343	-0.12885	0.7728	0.4343	0.359417	UP
PRKRA	1	2	PRKRA	-0.6439		-2.8365	-1.7402	-1.7402	DOWN
PRKRIP1	1	2	PRKRIP1	0.7049	0.433		0.56895	0.56895	UP
PRKY	2	3	PRKY	0	-0.03535	0.25215	0	0.0722667	ZERO
PRL	1	3	PRL	-3.0589	-0.7859	-1.5995	-1.5995	-1.81477	DOWN
PRLH	1	3	PRLH	-0.7612	1.6462	-0.5995	-0.5995	0.0951667	DOWN
PRLHR	1	2	GPR10		-0.5353	-0.811	-0.67315	-0.67315	DOWN
PRLR	4	3	PRLR	-1.6439	0.69635	-1.34295	-1.34295	-0.7635	DOWN
PRM1	1	2	PRM1	-0.0439	-0.2176		-0.13075	-0.13075	DOWN
PRM2	1	2	PRM2	-4.3219	-1		-2.66095	-2.66095	DOWN
PRM3	1	2	PRM3	0.0841	5.8804		2.98225	2.98225	UP
PRMT1	1	3	HRMT1L2	1.5607	0.757	-0.2176	0.757	0.700033	UP
PRMT2	3	3	HRMT1L1	-0.2515	-0.2863	1.2449	-0.2515	0.2357	DOWN
PRMT2IP	2	3	DKFZP434H132	-0.737	1.52465	-0.92655	-0.737	-0.0463	DOWN
PRMT5	2	3	SKB1	0.7141	-0.3367	0.6975	0.6975	0.3583	UP
PRMT6	1	3	HRMT1L6	-2.2515	6.8809	3.0755	3.0755	2.5683	UP
PRMT7	1	3	PRMT7	0.7137	-0.2863	1.6508	0.7137	0.692733	UP
PRMT8	3	3	HRMT1L4	-0.074	0.9944	-1.2863	-0.074	-0.121967	DOWN
PRND	1	3	PRND	-2.5564	3.7866	-1.2515	-1.2515	-0.0071	DOWN
PRNP	1	3	PRNP	-3.1844	1.5361	-1.9434	-1.9434	-1.19723	DOWN
PROC	1	2	PROC	3.0072	-1.5146		0.7463	0.7463	UP
PROCA1	1	3	PROCA1	0.669	-1.2515	1.6508	0.669	0.3561	UP
PROCR	1	3	PROCR	0.0426	-0.3401	0.6871	0.0426	0.129867	UP
PRODH2	2	3	PRODH2	0	-5.6439	-0.1723	-0.1723	-1.93873	DOWN
PROK1	1	2	PROK1	1.7137	0.111		0.91235	0.91235	UP
PROK2	3	3	PROK2	-0.42985	1.0426	0.7938	0.7938	0.46885	UP
PROKR1	1	3	GPR73	2.3813	4.2095	2.4854	2.4854	3.0254	UP
PROM1	1	3	PROM1	-0.3219	2.86	1.2388	1.2388	1.25897	UP
PROM2	3	3	PROM2	0.516	-0.2863	1.7655	0.516	0.665067	UP
PROP1	1	3	PROP1	1.111	-0.1203	0.84	0.84	0.610233	UP
PRORP	2	3	KIAA0391	0.96705	0.3593	-1.1844	0.3593	0.0473167	UP
PROS1	1	3	PROS1	-1.6897	0.3334	-0.304	-0.304	-0.553433	DOWN
PROSER1	1	3	C13ORF23	0.1243	-0.889	-1	-0.889	-0.588233	DOWN
PROSER2	1	3	C10ORF47	-0.3219	0.4436	1.6915	0.4436	0.6044	UP
PROX2	1	2	FLJ36749	-1.737		1.0072	-0.3649	-0.3649	DOWN
PROZ	1	2	PROZ		0.8156	-2.737	-0.9607	-0.9607	DOWN
PRP4K	1	2	PRPF4B	-0.8625	-0.2688		-0.56565	-0.56565	DOWN
PRPF18	1	3	PRPF18	-0.152	-2.1203	-1.3219	-1.3219	-1.19807	DOWN
PRPF19	1	3	PRP19	2.3477	-1.737	0.84	0.84	0.483567	UP
PRPF3	1	3	PRPF3	1.516	0.9107	1.541	1.516	1.32257	UP
PRPF31	1	3	PRPF31	1.4542	-0.7612	0.4222	0.4222	0.371733	UP
PRPF38A	2	3	FLJ14936	0.72815	0.49195	-0.02495	0.49195	0.398383	UP
PRPF38B	1	3	FLJ10330	-0.737	0.3561	-1.6897	-0.737	-0.6902	DOWN
PRPF39	1	3	PRPF39	-0.9434	-0.0893	0.0144	-0.0893	-0.339433	DOWN
PRPF4	1	3	PRPF4	1.4222	1.2987	-0.9434	1.2987	0.5925	UP
PRPF40A	2	3	FNBP3	-0.19515	1.0964	0.0863	0.0863	0.329183	UP
PRPF40B	1	3	HYPC	1.6135	-1.0589	0.4751	0.4751	0.343233	UP
PRPF6	2	3	C20ORF14	0.09965	-1.6552	1.2079	0.09965	-0.115883	UP
PRPF8	2	3	PRPF8	0.1345	-0.318	0.68905	0.1345	0.168517	UP
PRPH	1	3	PRPH	0.546	0	-0.4941	0	0.0173	ZERO
PRPS1	1	3	PRPS1	-0.2345	0.1375	-1.0291	-0.2345	-0.375367	DOWN
PRPS1L1	1	3	PRPS1L1	0.774	-1.9434	2.189	0.774	0.339867	UP
PRPS2	1	2	PRPS2	-2.3959	3.7719		0.688	0.688	UP
PRPSAP1	1	3	PRPSAP1	-0.7612	2.1342	-0.3959	-0.3959	0.3257	DOWN
PRPSAP2	1	3	PRPSAP2	0.5059	-0.9714	1.7824	0.5059	0.438967	UP
PRR11	1	3	FLJ11029	2.7698	-1.889	3.4343	2.7698	1.43837	UP
PRR12	2	3	KIAA1205	1.856	-2.10545	0.9853	0.9853	0.245283	UP
PRR13	2	3	DKFZP564J157	-0.2262	-0.5517	1.8217	-0.2262	0.347933	DOWN
PRR14	3	3	MGC3121	-0.6552	-0.6439	0.6041	-0.6439	-0.231667	DOWN
PRR15L	1	3	MGC11242	-3.4739	-1.1203	-1.5146	-1.5146	-2.03627	DOWN
PRR18	1	3	MGC35308	-1.6439	-0.5353	-0.0291	-0.5353	-0.7361	DOWN
PRR20A	4	3	FLJ40296	0.9709	-0.1047	1.93115	0.9709	0.93245	UP
PRR22	1	2	MGC24975	-0.4941		-6.6439	-3.569	-3.569	DOWN
PRR3	2	3	PRR3	0.11935	-0.44835	1.2306	0.11935	0.300533	UP
PRR4	1	3	PRR4	0.2016	-1.7859	-1.0589	-1.0589	-0.881067	DOWN
