accession	mouse	group	source	n_qc	n_epi	cldn4_pct	cldn4_mean	frac_tnk	frac_ptprc	ifn	ifn_kind	immune_ok	ifn_ok	primary_ifn	primary_immune	note
GSE154989	K_12w_ND_m1	K	PR531 mouse_units	155	155	0.606451612903226	4.86109334428915	nan	0.0129032258064516	0.102578370032772	IFN_only	False	True	True	False	CD45- FACS epithelium; T/NK fraction is not a compartment
GSE154989	K_12w_ND_m2	K	PR531 mouse_units	141	141	0.24113475177305	1.70356861236215	nan	0.0	0.0937215283070097	IFN_only	False	True	True	False	CD45- FACS epithelium; T/NK fraction is not a compartment
GSE154989	K_12w_ND_m3	K	PR531 mouse_units	159	159	0.276729559748428	1.61405143805444	nan	0.0251572327044025	0.166196655780146	IFN_only	False	True	True	False	CD45- FACS epithelium; T/NK fraction is not a compartment
GSE154989	K_2w_ND_m3	K	PR531 mouse_units	58	58	0.396551724137931	2.42626198959433	nan	0.189655172413793	0.227532932994305	IFN_only	False	True	True	False	CD45- FACS epithelium; T/NK fraction is not a compartment
GSE154989	K_2w_ND_m4	K	PR531 mouse_units	31	31	0.161290322580645	0.586584633323472	nan	0.032258064516129	0.110614328427251	IFN_only	False	True	True	False	CD45- FACS epithelium; T/NK fraction is not a compartment
GSE154989	K_2w_ND_m5	K	PR531 mouse_units	22	22	0.181818181818182	0.903235259057236	nan	0.0	0.105142380310501	IFN_only	False	True	True	False	CD45- FACS epithelium; T/NK fraction is not a compartment
GSE154989	K_30w_ND_m1	K	PR531 mouse_units	193	193	0.124352331606218	0.713106592125781	nan	0.0259067357512953	0.100464870641484	IFN_only	False	True	True	False	CD45- FACS epithelium; T/NK fraction is not a compartment
GSE154989	K_30w_ND_m2	K	PR531 mouse_units	206	206	0.383495145631068	2.21603578308939	nan	0.0388349514563107	0.0995433744870642	IFN_only	False	True	True	False	CD45- FACS epithelium; T/NK fraction is not a compartment
GSE154989	K_30w_ND_m3	K	PR531 mouse_units	106	106	0.462264150943396	3.04332946347475	nan	0.0377358490566038	0.0844184581801741	IFN_only	False	True	True	False	CD45- FACS epithelium; T/NK fraction is not a compartment
GSE154989	KP_12w_ND_m1	KP	PR531 mouse_units	131	131	0.687022900763359	4.01241680925921	nan	0.00763358778625954	0.0145311532187872	IFN_only	False	True	True	False	CD45- FACS epithelium; T/NK fraction is not a compartment
GSE154989	KP_12w_ND_m2	KP	PR531 mouse_units	124	124	0.758064516129032	4.94185147227128	nan	0.0403225806451613	0.102394294234817	IFN_only	False	True	True	False	CD45- FACS epithelium; T/NK fraction is not a compartment
GSE154989	KP_12w_ND_m3	KP	PR531 mouse_units	74	74	0.77027027027027	4.57546254332969	nan	0.0135135135135135	0.0292476451968741	IFN_only	False	True	True	False	CD45- FACS epithelium; T/NK fraction is not a compartment
GSE154989	KP_12w_ND_m4	KP	PR531 mouse_units	62	62	0.435483870967742	3.71309203182425	nan	0.0161290322580645	0.118132613059321	IFN_only	False	True	True	False	CD45- FACS epithelium; T/NK fraction is not a compartment
GSE154989	KP_12w_ND_m5	KP	PR531 mouse_units	48	48	0.666666666666667	4.50591666812429	nan	0.1875	0.0326511079271769	IFN_only	False	True	True	False	CD45- FACS epithelium; T/NK fraction is not a compartment
GSE154989	KP_12w_ND_m6	KP	PR531 mouse_units	52	52	0.519230769230769	3.4517444009703	nan	0.134615384615385	0.0973341103713109	IFN_only	False	True	True	False	CD45- FACS epithelium; T/NK fraction is not a compartment
GSE154989	KP_20w_ND_m2	KP	PR531 mouse_units	43	43	0.744186046511628	4.55638779101347	nan	0.0232558139534884	0.0921297779534597	IFN_only	False	True	True	False	CD45- FACS epithelium; T/NK fraction is not a compartment
GSE154989	KP_20w_ND_m3	KP	PR531 mouse_units	60	60	0.816666666666667	5.9582871870398	nan	0.0166666666666667	0.121841998322678	IFN_only	False	True	True	False	CD45- FACS epithelium; T/NK fraction is not a compartment
GSE154989	KP_20w_ND_m4	KP	PR531 mouse_units	173	173	0.560693641618497	3.01431181994714	nan	0.109826589595376	0.0466186376927031	IFN_only	False	True	True	False	CD45- FACS epithelium; T/NK fraction is not a compartment
GSE154989	KP_20w_ND_m5	KP	PR531 mouse_units	126	126	0.317460317460317	1.49456394394441	nan	0.00793650793650794	0.0616441868044656	IFN_only	False	True	True	False	CD45- FACS epithelium; T/NK fraction is not a compartment
GSE154989	KP_20w_ND_m6	KP	PR531 mouse_units	136	136	0.330882352941176	1.59814944861281	nan	0.0147058823529412	0.0957053602537545	IFN_only	False	True	True	False	CD45- FACS epithelium; T/NK fraction is not a compartment
GSE154989	KP_2w_ND_m1	KP	PR531 mouse_units	4	4	0.25	0.585997337101301	nan	0.0	0.207340416704642	IFN_only	False	False	False	False	CD45- FACS epithelium; T/NK fraction is not a compartment
GSE154989	KP_2w_ND_m2	KP	PR531 mouse_units	27	27	0.296296296296296	1.62249475116102	nan	0.0	0.115731431920517	IFN_only	False	True	True	False	CD45- FACS epithelium; T/NK fraction is not a compartment
GSE154989	KP_30w_ND_m1	KP	PR531 mouse_units	520	520	0.448076923076923	2.94470857047591	nan	0.025	0.0340347113499875	IFN_only	False	True	True	False	CD45- FACS epithelium; T/NK fraction is not a compartment
GSE154989	KP_30w_ND_m2	KP	PR531 mouse_units	619	619	0.775444264943457	5.22593047666112	nan	0.0161550888529887	0.0261717015119946	IFN_only	False	True	True	False	CD45- FACS epithelium; T/NK fraction is not a compartment
GSE154989	KP_30w_ND_m3	KP	PR531 mouse_units	415	415	0.667469879518072	4.39150347493139	nan	0.0289156626506024	0.0407461445879458	IFN_only	False	True	True	False	CD45- FACS epithelium; T/NK fraction is not a compartment
GSE154989	T_0w_ND_f1	T	PR531 mouse_units	61	61	0.0655737704918033	0.336381333425881	nan	0.0	0.30499890862762	IFN_only	False	True	False	False	CD45- FACS epithelium; T/NK fraction is not a compartment
GSE154989	T_0w_ND_f2	T	PR531 mouse_units	54	54	0.0555555555555556	0.24937699933193	nan	0.0185185185185185	0.317540560193968	IFN_only	False	True	False	False	CD45- FACS epithelium; T/NK fraction is not a compartment
GSE154989	T_0w_ND_m1	T	PR531 mouse_units	47	47	0.148936170212766	0.733767255634082	nan	0.0425531914893617	0.373201291928721	IFN_only	False	True	False	False	CD45- FACS epithelium; T/NK fraction is not a compartment
GSE154989	T_4w_ND_m1	T	PR531 mouse_units	37	37	0.027027027027027	0.0884145890821271	nan	0.027027027027027	0.111107073654345	IFN_only	False	True	False	False	CD45- FACS epithelium; T/NK fraction is not a compartment
GSE154989	T_4w_ND_m2	T	PR531 mouse_units	7	7	0.0	0.0	nan	0.0	0.118645129046276	IFN_only	False	False	False	False	CD45- FACS epithelium; T/NK fraction is not a compartment
GSE179502	CM0875	NonRestored	PR530 mouse_scores	2522	2522	0.249405233941316	0.260542328355025	nan	nan	0.00122879083299173	IFN_only	False	True	True	False	FACS neoplastic cells; IFN-only AddModuleScore
GSE179502	ZR1932	NonRestored	PR530 mouse_scores	972	972	0.302469135802469	0.340363027427154	nan	nan	0.00482689910220518	IFN_only	False	True	True	False	FACS neoplastic cells; IFN-only AddModuleScore
GSE179502	ZR1966	NonRestored	PR530 mouse_scores	2889	2889	0.297680858428522	0.299571502122108	nan	nan	-0.00368107464892209	IFN_only	False	True	True	False	FACS neoplastic cells; IFN-only AddModuleScore
GSE179502	CM0879	Restored	PR530 mouse_scores	3322	3322	0.114388922335942	0.134016085214868	nan	nan	0.00654822405731736	IFN_only	False	True	True	False	FACS neoplastic cells; IFN-only AddModuleScore
GSE179502	CM0884	Restored	PR530 mouse_scores	836	836	0.22488038277512	0.214528837839555	nan	nan	0.0121744286817387	IFN_only	False	True	True	False	FACS neoplastic cells; IFN-only AddModuleScore
GSE179502	ZR1969	Restored	PR530 mouse_scores	2102	2102	0.0775451950523311	0.079761490691846	nan	nan	0.00527237697954052	IFN_only	False	True	True	False	FACS neoplastic cells; IFN-only AddModuleScore
GSE179501	CM2260	Restored	PR527 all_mouse_level_scores	4279	388	0.0515463917525773	0.0707898074511002	0.35545688244917	0.738490301472307	0.238098746409594	IFN_MHC_composite	True	True	False	True	whole-lung or tumor digest; IFN column mixes IFN and MHC genes
GSE179501	CM2319	Restored	PR527 all_mouse_level_scores	4807	637	0.0251177394034537	0.0343525956660676	0.277095901809861	0.665279800291242	0.285334629835305	IFN_MHC_composite	True	True	False	True	whole-lung or tumor digest; IFN column mixes IFN and MHC genes
GSE179501	CM2324	Non-Restored	PR527 all_mouse_level_scores	6598	665	0.0255639097744361	0.0436782725500111	0.251439830251591	0.600030312215823	0.254608786359353	IFN_MHC_composite	True	True	False	True	whole-lung or tumor digest; IFN column mixes IFN and MHC genes
GSE179501	CM2328	Non-Restored	PR527 all_mouse_level_scores	4615	1208	0.0306291390728477	0.050931284181937	0.191982665222102	0.552329360780065	0.219404209980796	IFN_MHC_composite	True	True	False	True	whole-lung or tumor digest; IFN column mixes IFN and MHC genes
GSE201247	ATTAC_1	WT_ATTAC	PR527 all_mouse_level_scores	12187	612	0.0147058823529412	0.00764916271215664	0.205546894231558	0.44645934192172	-0.00149134935187093	IFN_MHC_composite	True	True	False	False	whole-lung or tumor digest; IFN column mixes IFN and MHC genes
GSE201247	Kras_2	Kras	PR527 all_mouse_level_scores	16302	1002	0.00998003992015968	0.00802613839391428	0.150533676849466	0.456324377377009	0.0389996819325607	IFN_MHC_composite	True	True	False	True	whole-lung or tumor digest; IFN column mixes IFN and MHC genes
GSE201247	ATTAC_Kras_3	ATTAC_Kras	PR527 all_mouse_level_scores	12898	795	0.0113207547169811	0.00888933107589729	0.198015196154443	0.456272290277562	-0.049805268901818	IFN_MHC_composite	True	True	False	True	whole-lung or tumor digest; IFN column mixes IFN and MHC genes
GSE201247	ATTAC_4	WT_ATTAC	PR527 all_mouse_level_scores	10281	375	0.00533333333333333	0.00193710184086578	0.167785234899329	0.476996401128295	0.00857232121972694	IFN_MHC_composite	True	True	False	False	whole-lung or tumor digest; IFN column mixes IFN and MHC genes
GSE201247	Kras_5	Kras	PR527 all_mouse_level_scores	8140	424	0.00471698113207547	0.0019201884800538	0.14987714987715	0.429115479115479	0.0027850155113282	IFN_MHC_composite	True	True	False	True	whole-lung or tumor digest; IFN column mixes IFN and MHC genes
GSE201247	ATTAC_Kras_6	ATTAC_Kras	PR527 all_mouse_level_scores	9872	295	0.00677966101694915	0.0053536323739675	0.104335494327391	0.519651539708266	0.0287998386831565	IFN_MHC_composite	True	True	False	True	whole-lung or tumor digest; IFN column mixes IFN and MHC genes
GSE266323	d10_1	Malat1_CRISPRa	PR527 all_mouse_level_scores	9905	960	0.188541666666667	0.297274618813459	0.231499242806663	0.760323069156991	0.112231073499928	IFN_MHC_composite	True	True	False	True	whole-lung or tumor digest; IFN column mixes IFN and MHC genes
GSE266323	d10_2	Malat1_CRISPRa	PR527 all_mouse_level_scores	4729	715	0.234965034965035	0.369775770217612	0.239585536054134	0.765700993867625	0.120460507823667	IFN_MHC_composite	True	True	False	True	whole-lung or tumor digest; IFN column mixes IFN and MHC genes
GSE266323	dTom_1	Tomato_control	PR527 all_mouse_level_scores	8379	1374	0.427947598253275	0.612754978845951	0.245852727055735	0.741615944623463	-0.00522760565041542	IFN_MHC_composite	True	True	False	True	whole-lung or tumor digest; IFN column mixes IFN and MHC genes
GSE266323	dTom_2	Tomato_control	PR527 all_mouse_level_scores	6909	868	0.21889400921659	0.299377202674659	0.47228253003329	0.8407873787813	0.0688553744216913	IFN_MHC_composite	True	True	False	True	whole-lung or tumor digest; IFN column mixes IFN and MHC genes
GSE154977	GSE154977_KP_30w_Cis72_m5	KP_Cis72	PR533 mouse_table	2065	2057	0.561011181332037	0.541458326041076	nan	0.00290556900726392	0.0475286899925955	IFN_only	False	True	False	False	not mixed digest (GSE154977 AT2-lineage / tumor-state FACS; T/NK is design no-go)
GSE154977	GSE154977_KP_30w_Cis72_m6	KP_Cis72	PR533 mouse_table	999	995	0.634170854271357	0.831524667840181	nan	0.004004004004004	0.0778924023612555	IFN_only	False	True	False	False	not mixed digest (GSE154977 AT2-lineage / tumor-state FACS; T/NK is design no-go)
GSE154977	GSE154977_KP_30w_ND_m3	KP	PR533 mouse_table	3945	3897	0.36053374390556797	0.316547252397002	nan	0.0073510773130545	0.0391579288552033	IFN_only	False	True	True	False	not mixed digest (GSE154977 AT2-lineage / tumor-state FACS; T/NK is design no-go)
GSE154977	GSE154977_KP_30w_ND_m4	KP	PR533 mouse_table	4008	3980	0.597989949748744	0.632187207630041	nan	0.00698602794411178	0.0530494608899281	IFN_only	False	True	True	False	not mixed digest (GSE154977 AT2-lineage / tumor-state FACS; T/NK is design no-go)
GSE165641	GSE165641_KL1	KL	PR533 mouse_table	4199	207	0.6473429951690819	1.0900192331585	0.0231007382710169	0.740414384377233	0.148008418351513	IFN_only	True	True	True	True	mixed digest
GSE165641	GSE165641_KL2	KL	PR533 mouse_table	2494	160	0.5125	0.568335834161649	0.101443464314354	0.628708901363272	0.081660915560419	IFN_only	True	True	True	True	mixed digest
GSE180963	GSE180963_K	K	PR533 mouse_table	6696	28	0.0357142857142857	0.0272236420444978	0.542712066905615	0.82810633213859	0.124025393918636	IFN_only	True	True	True	True	mixed digest
GSE180963	GSE180963_KL	KL	PR533 mouse_table	7564	174	0.0977011494252874	0.0977711867088512	0.504759386567953	0.822712850343733	0.261441989227157	IFN_only	True	True	True	True	mixed digest
GSE149813	mouse1	Kras-G12D 7w YFP-	rescore	5368	5368	0.056818181818181816	0.06203306533497722	0.00037257824143070045	0.00018628912071535022	0.060413323605719334	IFN_only	False	True	True	False	sorted lung epithelium
GSE149813	mouse2	Kras-G12D 7w YFP-	rescore	4518	4518	0.06617972554227534	0.07498486598919606	0.0004426737494466578	0.0002213368747233289	0.06378741903120502	IFN_only	False	True	True	False	
GSE188436	18385X1	KPF1F2_pre	rescore	3713	1873	0.07154297917778964	0.09427560608921061	0.21168866145973605	0.785887422569351	0.11181049944763631	IFN_only	False	False	False	False	GEO sample is a condition, not a named mouse
GSE188436	18836X3	KP_pre	rescore	4305	4283	0.0688769554050899	0.0706351554797491	0.20418118466898955	0.6292682926829268	0.094268485835124	IFN_only	False	False	False	False	GEO sample is a condition, not a named mouse
GSE188436	18836X4	KP_post	rescore	4495	4495	0.2949944382647386	0.3563717812875563	0.0011123470522803114	0.004449388209121246	0.056758860513250214	IFN_only	False	False	False	False	GEO sample is a condition, not a named mouse
GSE188436	18836X5	KPF1F2_post	rescore	3014	2993	0.3735382559305045	0.5080548989647804	0.00829462508294625	0.011944260119442602	0.12002884830546086	IFN_only	False	False	False	False	GEO sample is a condition, not a named mouse
GSE264739	KP1	KP	rescore	8126	5187	0.07191054559475613	0.07059008927129111	0.1876692099433916	0.8781688407580606	0.1488698145379839	IFN_only	True	True	True	True	GEO replicate of autochthonous KP or KPP lung tumor
