sample	TACSTD2	CLDN4	CD8A	GEP18	ESTIMATE_StromalScore	ESTIMATE_ImmuneScore	ESTIMATE_Score	ESTIMATE_TumorPurity
GSM773568	17228.605	2078.1385	291.49309	-0.3386141537254163	6006.6213662254595	5327.092899879078	11333.714266104536	-0.6425707607199763
GSM773569	16698.964	1008.9693	491.3939	-0.10189190855573571	3192.3870603935907	5517.299641827026	8709.686702220617	-0.30760203749161874
GSM773570	17573.706	195.7952	942.50467	0.2421436732132871	4713.357269300232	6008.7244745981325	10722.081743898365	-0.5712829131066725
GSM773571	19718.539	1138.3621	334.61018	-0.11145007717549535	5994.548541020678	5479.82498672685	11474.373527747528	-0.6582530648789241
GSM773572	11124.433	426.7472	1558.1222	1.8130056567795911	5964.155817192947	6890.842179534396	12854.997996727343	-0.7963010915230423
GSM773573	21013.617	175.2104	117.11755	-0.330728963251975	4580.27725995551	4342.811601329455	8923.088861284965	-0.3372524316370827
GSM773574	22316.282	1103.9088	524.8594	0.2860380462949728	5408.7890369872	5789.238988225404	11198.028025212603	-0.6271832645456735
GSM773575	18668.419	986.3997	1072.51737	1.1970616268958212	3781.4920171761587	5941.90077558154	9723.392792757699	-0.4452667451886247
GSM773576	4652.509	135.3244	957.04921	1.1208038648199643	6131.959925253248	6529.505267052555	12661.465192305803	-0.7787978661554119
GSM773577	18294.736	377.9761	459.27529	0.03929426532247349	4937.902153856045	5725.139626728437	10663.04178058448	-0.5641485881930491
GSM773578	19219.631	587.8642	511.60734	-0.07763962566154163	2897.9001679660314	4558.097423334124	7455.997591300155	-0.12829029088460903
GSM773579	20000.393	1548.8225	275.96254	-0.4364239970285776	4420.662658661571	4516.491736036937	8937.154394698508	-0.3391954091005757
GSM773580	9703.925	227.6093	864.7258	0.4226705060912289	6428.664415025149	6299.772931685875	12728.437346711024	-0.784926708524775
GSM773581	20275.536	1673.5992	384.30489	0.09424407160793455	3737.569341511503	5135.594050729672	8873.163392241175	-0.33034430182141583
GSM773582	15097.148	2008.7264	254.60555	-0.6389296037028005	3257.8667465338503	4145.5309806750865	7403.397727208937	-0.1206292947722678
GSM773583	15015.525	331.854	1003.91533	1.2615986814651998	5665.383427178964	6966.629789249662	12632.013216428626	-0.7760787562826282
GSM773584	18640.997	815.2743	261.601	-0.3141227335019032	5138.754991813484	5438.474007558205	10577.228999371688	-0.5537036622569353
GSM773585	27950.723	1545.1294	237.36703	-0.03284051736101855	5131.211566806056	5494.886368580252	10626.097935386308	-0.5596627481719876
GSM773586	14886.925	1321.6121	289.98836	-0.02733349091443003	5485.10405022976	4792.6049637135275	10277.709013943288	-0.5165692397890906
GSM773587	20701.293	1383.3295	238.96111	-0.2896377733933476	4241.657348036169	5166.370520920524	9408.027868956693	-0.403354858036799
GSM773588	6069.178	216.9458	825.44987	0.7000398617856416	6402.680159106579	6203.769316104019	12606.449475210597	-0.7737068610886297
GSM773589	22060.57	2151.1629	845.92146	1.2841163338331267	4572.164764741472	6481.6023402061455	11053.767104947618	-0.610550628153107
GSM773590	24100.24	459.6402	1041.48518	1.1304629870121783	5092.111507407593	6578.105477781817	11670.21698518941	-0.6796191654031598
GSM773591	18878.2	1064.5061	300.80055	-0.12615930545192625	5689.4055079779455	5498.635234361143	11188.04074233909	-0.6260407515896713
GSM773592	20619.449	1743.7722	99.38102	-0.7405868226777572	4967.978369644854	3526.041992320665	8494.020361965519	-0.27733052911619144
GSM773593	24401.168	1744.427	382.6262	-0.14307261811334315	4125.95103007909	5441.683637083872	9567.634667162962	-0.42468023564255325
GSM773594	20467.2	377.9935	450.10231	-0.40265082246196826	5060.887328391804	5043.059033323167	10103.94636171497	-0.49456389547444624
GSM773595	22605.677	1027.9706	385.70752	-0.12184154332907261	4491.491283334547	5077.080851172779	9568.572134507325	-0.42480481532323866
GSM773596	16136.19	1131.699	438.5858	0.17872881895600476	5838.903674070692	6132.772495786463	11971.676169857155	-0.7114040700504507
GSM773597	12473.904	494.476	454.65728	-0.232051461256664	3834.0178779941475	5373.940818305811	9207.958696299958	-0.3763119431304839
GSM773598	3157.742	1498.767	378.76695	-0.407772644454634	2576.68827576634	3550.7518669037786	6127.440142670119	0.06632327031898114
GSM773599	2797.74	200.2697	947.93154	0.1737313595864105	4832.096740993893	5642.408143591142	10474.504884585036	-0.5410849437158902
GSM773600	10624.592	702.3527	563.398	1.07754337344187	5993.463075479729	6029.9959524403275	12023.459027920057	-0.7167254088750691
GSM773601	22625.878	1189.1807	535.0255	0.3121101341247581	3098.727419874984	4853.736400246318	7952.463820121302	-0.20015911075663498
GSM773602	14683.662	252.9768	577.11668	0.10102568458574795	5548.8122551642755	5424.890748333943	10973.703003498218	-0.6012009804184316
GSM773603	2695.476	1477.3225	373.95669	-0.15667755001534295	4741.508337260436	4646.210110981768	9387.718448242204	-0.4006251531385652
GSM773604	20874.098	576.8004	3604.25616	2.779418471702433	4348.086045064008	7066.898911089385	11414.984956153394	-0.6516655903311127
GSM773605	8189.459	278.1337	585.99686	0.05113692046908345	5562.138986822965	6136.193017426896	11698.332004249862	-0.6826407621938269
GSM773606	14979.866	449.3322	266.93361	-0.10651419831090755	5207.616389518907	5522.637792845371	10730.254182364279	-0.5722670930906699
GSM773607	7554.173	118.2412	190.2025	0.13066413922895503	5233.354281094058	6475.663976954913	11709.01825804897	-0.683786196027245
GSM773608	12222.437	290.5676	399.9554	-0.6251639675632172	5413.19947997883	4669.344443164876	10082.543923143705	-0.491830939285047
GSM773609	15803.745	749.5213	348.04572	-0.3432947056688983	5229.99072987856	5009.3098377890565	10239.300567667617	-0.5117336171635605
GSM773610	22529.15	657.2885	999.68186	0.556939623982686	4874.785767046218	5655.481589236468	10530.267356282686	-0.5479503023722969
GSM773611	23682.242	528.5271	475.0326	0.046273225432604675	4352.75552879385	6052.473312591197	10405.228841385047	-0.5325053800128929
GSM773612	5887.575	262.3139	1430.04556	1.0192512210636637	6263.796280287554	6752.821224510385	13016.617504797938	-0.8104262474341177
GSM773613	13856.176	597.0076	1458.0982	1.0039697372756768	4708.178874333133	6512.4774743478	11220.656348680932	-0.6297668811128581
GSM773614	20937.972	1437.806	273.4048	-0.46154114249114897	4988.962756652056	5054.111121277112	10043.073877929168	-0.48677815295877847
GSM773615	18383.864	909.6225	223.0555	-0.6003115107232708	1762.697681758591	3491.205739195332	5253.903420953923	0.19337120419867443
GSM773616	13098.006	587.8387	1699.0458	1.1311903721222383	2846.3521046580036	5565.355993599054	8411.708098257059	-0.26570202373646307
GSM773617	17752.446	1812.3737	347.1678	-0.26541221314606456	3726.842076512138	5260.766476239582	8987.60855275172	-0.3461530653199836
GSM773618	14078.724	784.3435	165.99136	-0.6635485047451904	4213.600485678491	4693.61551197509	8907.21599765358	-0.3350580679402704
GSM773619	11706.51	453.0584	309.40414	-0.3858432729274407	5939.085436636295	5480.546939146752	11419.632375783047	-0.6521828820815233
GSM773620	13754.784	589.869	357.9221	-0.09529147326954722	5102.228861574015	4884.150137801943	9986.378999375958	-0.4794917684975109
GSM773621	14721.631	1336.7743	1230.4916	1.193206302060391	5425.487256512753	6184.860491653542	11610.347748166296	-0.6731463541255193
GSM773622	14872.267	335.6587	440.6587	-0.2729539754346765	5122.898917281114	5310.948209152048	10433.847126433162	-0.5360563672579566
GSM773623	20286.555	578.1089	386.7325	-0.7449665704840283	4289.182670700795	4669.359561890493	8958.542232591288	-0.3421470976203089
GSM773624	23428.594	411.857	227.6814	-0.8751987235732971	3861.263672465495	4020.2202764513586	7881.4839489168535	-0.18994025510293158
GSM773625	9909.592	362.3464	1584.01429	0.6513516240053934	6240.856025848226	6268.845657425228	12509.701683273453	-0.7646319014603592
GSM773626	25035.092	1365.7577	576.9387	0.00472119650697503	4543.47879074449	5454.284700384494	9997.763491128982	-0.4809575759903123
GSM773627	18152.705	763.3413	292.9593	-0.42632431228422824	4399.24592555703	5012.263624339872	9411.509549896902	-0.40382245703423825
GSM773628	23019.647	1240.0237	334.154	-0.6738404331590253	5165.975207951753	4024.099494039493	9190.074701991245	-0.37387845413139903
GSM773629	7077.226	173.0087	1321.10164	0.43660955002819185	6748.843697006225	6820.460001492727	13569.303698498952	-0.8552366202475182
GSM773630	7534.008	1019.8899	1041.56186	0.8321838611404555	2935.014417197841	5488.05107898005	8423.065496177891	-0.26730886322058683
GSM773631	23685.228	1145.0624	213.5762	-0.8074556516123276	3595.637267187784	3813.10698236972	7408.744249557503	-0.12140833404528911
GSM773632	18086.195	597.2524	281.33566	-0.5732663489056511	3921.347248926195	3963.349452176912	7884.6967011031065	-0.19040324364160688
GSM773633	18090.019	1138.3707	896.6345	0.6192966075396725	3880.220736344453	5116.67009826328	8996.890834607733	-0.3474310405707127
GSM773634	16698.247	479.8734	1483.82194	0.2202358443837797	4351.701239352868	5928.676758633055	10280.377997985923	-0.516904656454792
GSM773635	9782.361	551.143	1017.56665	0.6617151794445341	5312.928863741503	6467.460707653047	11780.38957139455	-0.6913930354497664
GSM773636	12538.689	615.4463	476.18639	-0.1584964407738657	3819.2854614290636	4012.926336283785	7832.211797712849	-0.18283443330298285
GSM773637	18794.274	2039.2004	381.21619	-0.3215321045188918	4508.261550403386	5382.282912318529	9890.544462721915	-0.4670999382984567
GSM773638	11897.655	263.882	698.10064	-0.5377259057154257	4931.329561324183	4411.077847520726	9342.407408844909	-0.39452228723775207
GSM773639	15832.817	2263.8122	144.04051	-0.6975606994877238	3643.1573286170787	3861.4293954923187	7504.586724109397	-0.1353603521273426
GSM773640	16316.551	1218.7705	85.23554	-0.23279278236433956	5420.203198615248	5139.185658409038	10559.388857024285	-0.5515211169675247
GSM773641	19437.19	1288.5816	165.65193	-0.2863693186611775	2704.022899759533	3957.2369855570287	6661.259885316562	-0.011986268523882895
GSM773642	17997.526	836.8718	181.20126	-0.7254163418870059	1990.1987298833412	4474.015093182854	6464.213823066195	0.016936710822535516
GSM773643	14094.951	726.1898	1000.66062	0.7396406805779242	5221.310941643866	6035.016044130094	11256.32698577396	-0.6338254994589352
GSM773644	24896.312	2762.6682	1024.86719	0.9636613429598674	4262.908914906267	6059.951019916895	10322.859934823162	-0.5222327320707247
GSM773645	32609.278	1864.617	75.56	-0.6482117016244181	3160.4801271516867	3024.6554580074408	6185.135585159127	0.05787061835708351
GSM773646	16521.606	958.1345	667.76055	0.7774100589705059	5614.964358346142	6293.937504083409	11908.901862429551	-0.7048981358832789
GSM773647	14766.815	442.252	713.66981	0.7616771832623763	4092.798355441025	5848.499498747621	9941.297854188646	-0.47367424658982604
GSM773648	15896.035	975.8325	90.44456	-0.17256334445959953	5329.306559090774	4875.09155059234	10204.398109683114	-0.5073252877768887
GSM773649	22856.959	1449.0943	459.61564	0.4302819150508155	5208.969367756881	6462.185798654047	11671.155166410928	-0.6797201812340047
GSM773650	18301.031	682.399	217.41258	-0.3592494573147199	3047.386564822322	3715.56673087076	6762.953295693082	-0.026910719430945952
GSM773651	17071.939	2861.5268	84.29656	-0.9952310753072722	4068.4478543867594	2412.435229241025	6480.883083627785	0.014490159443811714
GSM773652	23388.131	1615.3067	771.76323	0.26445889863922817	4069.422001532728	5372.993183996499	9442.415185529228	-0.4079685283391804
GSM773653	17731.9	1535.799	250.89032	-0.15145097101708277	4840.6742088052515	5641.280964728609	10481.955173533861	-0.5420043159597318
GSM773654	11146.176	461.3766	1285.246	1.9452115911758285	5391.705419153719	6474.758436461731	11866.46385561545	-0.7004659158115097
GSM773655	25111.468	804.4033	168.21981	-0.27210019803059643	3517.8801012743224	3952.4699589426236	7470.350060216946	-0.13037937157132426
GSM773656	12336.017	496.0838	612.1636	0.372405351452046	5703.6159719277475	6161.003386686713	11864.619358614462	-0.7002726591492847
GSM773657	19170.803	929.483	812.8328	0.07683936990283197	5498.099985049046	5763.196525071424	11261.29651012047	-0.6343895572243564
GSM773658	18128.112	2244.8574	213.23623	0.005617707892810785	4343.097768226398	4035.9457917280306	8379.043559954429	-0.2610765591370354
GSM773659	22287.344	1612.543	209.8166	0.15085910625293605	5050.8435411703995	5129.140082338012	10179.983623508411	-0.504233711819215
GSM773660	17773.58	1081.2645	163.29949	-0.13714070674828158	4509.145031147977	4678.5161537693675	9187.661184917344	-0.3735498472950229
GSM773661	19645.84	568.3676	449.66153	0.48459320463430466	5221.414595357748	5590.688794322403	10812.103389680151	-0.5820782637786389
GSM773662	16949.011	920.4389	962.69225	0.3726053777492433	5453.87477662997	6380.47317076849	11834.347947398459	-0.6970936562868183
GSM773663	28663.585	1173.1417	167.30203	-0.31275904933758114	4181.976217581869	4634.6183970099955	8816.594614591864	-0.3224955251220504
GSM773664	20693.272	973.4649	204.46765	-0.20215883254674108	3066.9510596385667	4860.505398622183	7927.456458260749	-0.19656126395930798
GSM773665	17095.888	456.871	1434.67374	1.8826886542652035	5010.8656954549815	7167.818582906883	12178.684278361865	-0.7324274220896594
GSM773666	23863.37	1717.9576	849.38045	0.2744810444423207	4719.520987743322	5280.712042271375	10000.233030014697	-0.48127536373861046
GSM773667	16435.967	470.9014	663.73907	1.1244158779481543	3972.4167659339473	6267.678999514664	10240.095765448612	-0.5118338979762963
GSM773668	26331.479	1106.5727	127.11763	-0.5791592952520669	2554.859046471566	3534.3791603771006	6089.238206848667	0.07191745237631711
GSM773669	18873.209	991.697	635.0436	0.38301536324086033	4597.689849674556	6084.90818052034	10682.598030194895	-0.566516463484601
GSM773670	20550.986	788.7045	458.30518	-0.058480865032125635	5870.818285644949	4941.538878804116	10812.357164449066	-0.5821085535397873
GSM773671	11529.195	501.2405	439.15601	-0.05242726809216122	5563.343177762426	5757.93238381954	11321.275561581966	-0.641170670258351
GSM773672	22780.89	948.174	823.7472	0.7608535601260262	4222.897741416204	5585.914698961709	9808.812440377913	-0.45645849875119143
GSM773673	16459.576	1936.512	260.59252	-0.4406710451502108	3267.3223567322384	4272.257125594972	7539.579482327211	-0.14044780067390325
GSM773674	19810.337	224.1255	2127.36622	2.5118249094569256	5236.929934894509	7224.557492167264	12461.487427061773	-0.7600517061423621
GSM773675	24307.882	1410.6224	114.07122	-0.40809368583859446	4794.952570525817	5267.013927254797	10061.966497780613	-0.4891987545308358
GSM773676	17461.996	1677.4752	719.42149	0.2621705583830383	5019.835266552676	6252.221049389351	11272.056315942027	-0.6356096743477527
GSM773677	15808.642	699.8452	1299.2701	1.735590606003119	5020.362554238907	6897.465117349828	11917.827671588735	-0.7058268703717581
GSM773678	19195.791	504.759	285.81223	-0.2657182843868092	5441.320724373138	4763.752995929408	10205.073720302546	-0.5074107470419523
GSM773679	13805.438	824.9185	1662.17102	1.8936541126772335	6171.495442109304	6908.731572403029	13080.227014512333	-0.8158609161856567
GSM773680	17913.871	782.052	313.51851	0.016978004852992258	4411.263112001152	5409.585233964	9820.84834596515	-0.45802972539190173
GSM773681	13014.515	283.1473	393.8817	-0.22134230239137243	5539.924175880013	5248.768377618851	10788.692553498864	-0.5792805510676924
GSM773682	17196.348	540.4879	588.33933	-0.38646339986714245	4754.763467332636	4415.1153353377895	9169.878802670424	-0.3711272855677341
GSM773683	15315.84	1859.9175	95.22791	-0.7557221658276885	4398.737666328746	3407.191742752633	7805.929409081379	-0.17904016299451506
GSM773684	16493.346	2075.7866	335.198	-0.25064699218996206	3829.691611339754	4666.8496300144725	8496.541241354227	-0.27768603115840157
GSM773685	25782.607	2035.6449	225.3593	-0.23536182010587453	3859.968509785681	4764.76453003384	8624.73303981952	-0.2957128331232282
GSM773686	17639.019	606.0366	322.56646	-0.4729687016802827	5174.412623345679	4911.965108068478	10086.377731414157	-0.492320850052441
GSM773687	22222.383	1495.374	272.92391	-0.48267793350118793	5503.9613815687535	4833.550918130532	10337.512299699287	-0.524065729073961
GSM773688	14316.467	554.3104	432.8993	-0.20768870946689738	5120.6635469779685	5631.321775996788	10751.985322974757	-0.5748800929032852
GSM773689	14203.165	344.6197	398.177	-0.4439883518760507	4618.856121241671	4674.447072870367	9293.303194112039	-0.3878888282459195
GSM773690	16635.568	2280.923	292.3589	-0.5588395535428475	3874.451924106483	4959.402107372722	8833.854031479204	-0.3248926083240564
GSM773691	22487.926	1190.1878	282.4386	-0.6097773352629288	3682.9955049383134	4141.939394115027	7824.934899053341	-0.18178417016572823
GSM773692	15112.637	1540.655	313.8255	-0.4484816611667007	5325.485652871314	5260.665673600688	10586.151326472002	-0.5547937874141865
GSM773693	15190.139	1224.0403	345.8292	-0.3557175145703996	4382.058979880638	4986.013380139308	9368.072360019945	-0.39798121574873985
GSM773694	9767.367	351.8621	1266.0368	1.477667169273588	4216.477200796606	6685.117607546609	10901.594808343216	-0.5927092925837641
GSM773695	9032.847	142.9745	495.36	-0.19817271270659906	6270.632401142447	5406.183722794753	11676.816123937198	-0.6803294341129746
GSM773696	18863.234	1329.286	368.44362	-0.6273865263000377	3551.261300873549	4323.736707673858	7874.998008547407	-0.18900543999966385
GSM773697	24037.929	1632.0903	68.22875	-0.9589569678741897	3555.3556014770293	3092.9377820482414	6648.293383525271	-0.010083052641663969
GSM773698	26503.652	1912.934	294.3429	0.11049173834997673	3209.5858420676614	4212.358422556041	7421.944264623702	-0.12333138085318326
GSM773699	21896.407	1863.0048	497.3736	-0.38780218595780375	3540.497287170555	4561.620548998097	8102.117836168652	-0.22163201301739266
GSM773700	18394.902	717.3617	1596.2167	0.5981002048007817	4995.107194561201	6201.75919264384	11196.866387205042	-0.6270504461296449
GSM773701	14686.367	196.7106	593.205	-0.22935141464209557	5527.288491206656	5464.275607723963	10991.56409893062	-0.6032939877888227
GSM773702	29534.541	1091.9214	153.63659	-0.42537349109762246	2808.4317945079506	4489.060327805662	7297.492122313613	-0.10518314679786352
GSM773703	6186.637	697.2158	949.5058	0.33196305501112067	3269.1981768992164	5219.539699682056	8488.737876581272	-0.276585453934165
GSM773704	18874.776	445.4207	699.4637	0.3747009549826716	4057.544990042047	5897.378038372135	9954.923028414181	-0.4754347137320556
GSM773705	12940.137	418.5051	536.1885	0.36791019654350815	5135.931145203056	5823.1999662911985	10959.131111494255	-0.5994903483038031
GSM773706	18862.143	889.8538	237.3199	-0.610793373844596	4019.069951958686	4487.26543514446	8506.335387103147	-0.2790668699594297
GSM773707	19282.127	3343.6319	317.25738	-0.2520930143845239	4706.596122742594	5383.32499286155	10089.921115604144	-0.49277350976098633
GSM773708	11291.404	1001.968	64.43509	-0.7806444444248346	2233.986531798037	2829.064976638285	5063.0515084363215	0.22077781742589495
GSM773709	19060.041	401.507	1242.74221	0.3689728366042606	5233.129554777301	6153.150013031113	11386.279567808415	-0.648463758534692
GSM773710	22643.051	1150.0933	383.80273	-0.2052122705153355	3734.6774178711676	4947.402249754649	8682.079667625818	-0.30374360974907855
GSM773711	12936.339	781.2104	665.6468	0.0810855667859272	5322.619409483821	5968.295037588225	11290.914447072046	-0.6377442812604541
GSM773712	20470.916	528.6866	277.22716	-0.712102218835684	3759.927067796607	3958.5727805479196	7718.499848344527	-0.1663994893278031
GSM773713	17844.858	1107.4881	618.12988	-0.2893884899325961	4686.042117891702	5076.124124538108	9762.16624242981	-0.45035565687126505
GSM773714	19322.504	1628.3892	166.38735	-0.5210837578770837	2309.354596826164	4050.3242216061494	6359.678818432314	0.03227643999768089
GSM773715	22388.302	1222.5837	222.4296	-0.43292333839502045	1976.3731774255	4335.463739579207	6311.836917004707	0.03929456364224751
GSM773716	17706.4	1024.5276	459.8185	0.10006529027504721	5006.501560468871	5664.554837624783	10671.056398093653	-0.5651195632790295
GSM773717	20630.582	1097.626	882.7688	0.605320347632268	3673.52675273149	5681.34617816581	9354.8729308973	-0.396202998645144
GSM773718	15101.072	862.1725	969.7305	0.044762775366239516	5310.885214496984	5913.452602624766	11224.33781712175	-0.630186560875366
GSM773719	17735.722	869.7284	538.8016	-0.4177440599915282	5354.093874812517	4728.511430708442	10082.60530552096	-0.4918387843808306
GSM773720	20179.928	1252.3597	394.3164	-0.06421191997749785	4426.847763267867	5087.290817096049	9514.138580363917	-0.4175579109499363
GSM773721	16733.666	669.7438	542.97027	-0.0056986094397241055	4835.375168722102	5632.5726750175445	10467.947843739646	-0.5402752636368134
GSM773722	22654.303	1082.8874	222.3527	-0.5328687297029954	4387.122136244865	4617.387615098167	9004.509751343032	-0.3484795235025968
GSM773723	18213.185	401.6163	1170.2976	1.0291777792265622	6341.324858124055	6838.598363321016	13179.923221445071	-0.8242354794536754
GSM773724	21457.913	833.7074	804.9611	0.14531612537454752	5070.314263220987	5793.973090587446	10864.287353808433	-0.5882897235268653
GSM773725	17496.996	688.8143	729.08399	0.2528479701780274	4128.811442374603	5886.171214358729	10014.982656733333	-0.4831720721041562
GSM773726	22386.991	827.0176	444.23748	-0.17828402931137774	4431.133075953514	5095.796982395737	9526.930058349251	-0.41926329259716394
GSM773727	17322.785	1426.716	146.84886	-0.42450414804240394	4146.571940913006	5193.751531569462	9340.323472482469	-0.39424118357033333
GSM773728	14173.322	675.7319	306.60999	-0.4377346545755143	5342.065345181377	4955.1165531138695	10297.181898295246	-0.519014612542546
GSM773729	19057.209	1659.3887	317.97156	-0.23253555291896408	3989.8074394935475	4479.546018727243	8469.35345822079	-0.2738499314743952
GSM773730	20885.164	903.6609	417.65433	-0.3568578876372409	4559.026570564049	5100.028593122275	9659.055163686324	-0.4367908602627352
GSM773731	17996.368	233.0522	388.398	0.10473157982643583	4187.266105152687	5136.257103437654	9323.52320859034	-0.39197363870794266
GSM773732	23432.743	1519.0858	260.5667	-0.5956929642140496	3132.457935222874	4436.500098946234	7568.958034169108	-0.14471616765583414
GSM773733	17543.846	715.0196	537.22599	-0.24877914476695906	3179.8047113775083	4820.3334372075005	8000.138148585009	-0.2070105755934699
GSM773734	13038.27	269.3119	602.6366	0.20894939720279748	4981.183592955893	5845.688068979283	10826.871661935176	-0.5838396128868429
GSM773735	15234.541	631.5185	231.5965	-0.46640027320922806	3841.8584649923337	4561.096161864106	8402.954626856439	-0.2644630824398083
GSM773736	23921.252	1340.8789	265.31139	-0.3703128057745908	4325.678903782893	4984.0910250129255	9309.769928795818	-0.3901155725622136
GSM773737	18235.151	397.923	342.0261	0.2621450252088379	3874.099885040998	5540.491873957062	9414.59175899806	-0.40423631788945724
GSM773738	18613.096	649.8072	151.6279	-0.58543750182923	1793.8521504267555	3657.9400719862397	5451.792222412995	0.16479411376417524
GSM773739	14309.39	506.9669	187.4572	-0.3841052948074096	3932.7429775601886	4010.410760530737	7943.153738090926	-0.19881996779096495
GSM773740	20321.865	2810.6644	395.8994	-0.5361991473363578	3937.9856824571184	4434.333999557031	8372.31968201415	-0.2601236754403258
GSM773741	16769.087	1062.3542	255.5263	-0.48229210232296843	4004.9049596592513	3740.7339336410464	7745.638893300298	-0.17032631653390234
GSM773742	18836.173	1410.9055	137.6355	-0.7563744150822704	2389.4937650418788	3886.5012923977392	6275.995057439618	0.04455110141781429
GSM773743	19475.473	720.8341	321.5232	-0.45674734411255297	4468.752096260787	4608.391551706001	9077.143647966788	-0.35845302033232523
GSM773744	22478.142	1877.8127	320.91199	-0.5308019625309786	3572.319962149916	3980.7586164310724	7553.0785785809885	-0.14240939383782758
GSM773745	20059.281	2498.9519	733.92432	0.2985693159686296	5231.622119975905	5761.0903014919495	10992.712421467855	-0.6034284093413325
GSM773746	13032.385	654.3895	849.2953	0.35259123435721673	4397.104390036418	6082.158273338016	10479.262663374435	-0.5416721325705607
GSM773747	8691.721	520.0909	255.60349	-0.6631404518434367	2715.059897129886	2990.3776797390033	5705.43757686889	0.12796523234303814
GSM773748	23756.757	935.0607	291.57766	-0.40454372301110963	4024.1838710836737	5365.053584792755	9389.237455876428	-0.40082944014099203
GSM773749	20096.914	867.6537	425.01306	0.18021101536387596	5184.679492705319	5567.772105369223	10752.451598074542	-0.5749360948321542
GSM773750	16495.418	702.6158	545.68833	-0.09327848574664993	5045.338701225972	5573.4194420803415	10618.758143306313	-0.558769563129456
GSM773751	16625.92	1234.3975	273.30508	-0.4134574786363319	3087.5232658956857	4754.131389342887	7841.654655238573	-0.1841969946508486
