sample	TACSTD2	CLDN4	CD8A	GEP18	ESTIMATE_StromalScore	ESTIMATE_ImmuneScore	ESTIMATE_Score	ESTIMATE_TumorPurity
GSM1854797	12.711317	11.590095	9.318536	-0.21945332317230018	5430.527773132609	6189.31242969933	11619.84020283194	-0.6741761194322243
GSM1854798	12.586224	11.241401	10.626765	0.3071228898080864	4424.27476651647	6325.283494771558	10749.558261288028	-0.5745885473917944
GSM1854799	12.515736	10.391963	10.661342	0.7537196008102103	5854.468884703104	7282.295199843889	13136.764084546994	-0.8206316394335357
GSM1854800	10.737896	10.105332	10.78671	0.8015865671352815	4048.1591721781906	6672.630678106004	10720.789850284194	-0.5711272593031766
GSM1854801	12.427765	10.114758	9.288994	0.3998254629795774	2774.6517616956976	6521.329530625757	9295.981292321454	-0.3882511336332493
GSM1854802	12.426062	11.566509	10.2465	0.4350715259532014	4120.445207050121	5797.597806978684	9918.043014028804	-0.47066518695593473
GSM1854803	12.333259	9.673386	8.441111	-0.5082204673247275	3024.918851811882	6618.300337530068	9643.21918934195	-0.43469861407422977
GSM1854804	12.396569	10.573357	9.807539	0.09115982624818271	4286.596425534329	6754.684248464701	11041.28067399903	-0.6090980174943217
GSM1854805	12.843073	10.503024	9.557051	-0.15402843807412678	4691.712415337585	5295.20868254907	9986.921097886654	-0.4795615966556012
GSM1854806	12.205223	10.955422	9.184436	-0.2271258333082482	5002.013362245016	5535.371024500582	10537.384386745598	-0.5488239040445346
GSM1854807	12.971396	10.793976	9.587646	0.006144452414578703	4070.884890425591	6066.976972739667	10137.861863165257	-0.498884683679155
GSM1854808	12.229222	9.635446	10.736518	0.36297784857734566	5430.279990166204	6594.896342692243	12025.176332858446	-0.7169011757845057
GSM1854809	12.21411	11.249662	9.30447	-0.5374555176238173	3531.736195426653	5211.725545142133	8743.461740568786	-0.31231564399137624
GSM1854810	12.498276	11.094269	11.167383	1.075088082697981	5252.8994762349785	7559.6525954135805	12812.552071648559	-0.7925167854152627
GSM1854811	12.745108	10.880391	7.382468	-0.8472144529402875	3484.40899202123	4774.110746033522	8258.519738054752	-0.24395866984862943
GSM1854812	12.31907	8.306731	9.674252	-0.4263187581525858	3351.2915496770684	5072.301567021836	8423.593116698903	-0.26738349270727
