test,query,partner,panel,cohort,n,r,ci_low,ci_high,p,q
expr_vs_expr,TACSTD2,HLA-A,MHC-I antigen presentation,lung,208,0.22253086882974613,0.0891898113692487,0.3480357910183833,0.0012350888470638985,0.00158091372424179
expr_vs_expr,TACSTD2,HLA-B,MHC-I antigen presentation,lung,208,0.3086445520288177,0.1801683944439984,0.42676646257677037,5.740190143219513e-06,1.0805063799001435e-05
expr_vs_expr,TACSTD2,HLA-C,MHC-I antigen presentation,lung,208,0.34245381542748554,0.2164988915515519,0.4571952255070488,4.1248379036808577e-07,9.103090546054307e-07
expr_vs_expr,TACSTD2,B2M,MHC-I antigen presentation,lung,208,0.34819260053197576,0.22270045871388697,0.46233367273418857,2.554977400024949e-07,5.83994834291417e-07
expr_vs_expr,TACSTD2,TAP1,MHC-I antigen presentation,lung,208,0.21907422382432695,0.08558375349799337,0.34483810926286235,0.00147681071537726,0.0018239227076211038
expr_vs_expr,TACSTD2,TAP2,MHC-I antigen presentation,lung,208,0.4223851101312191,0.30380090964424733,0.528081741844539,2.0852453406108906e-10,8.340981362443562e-10
expr_vs_expr,TACSTD2,TAPBP,MHC-I antigen presentation,lung,208,0.35618790383187643,0.2313574773769271,0.46947982485364864,1.2899963474063732e-07,3.3023906493603156e-07
expr_vs_expr,TACSTD2,NLRC5,MHC-I antigen presentation,lung,208,0.2827532726748927,0.15258134627513836,0.4032817388997988,3.5017719769098185e-05,5.897721224269168e-05
expr_vs_expr,TACSTD2,PSMB8,MHC-I antigen presentation,lung,208,0.27427633181760586,0.14359306830076907,0.39555806019962014,6.098067825495774e-05,9.292293829326894e-05
expr_vs_expr,TACSTD2,PSMB9,MHC-I antigen presentation,lung,208,0.25153052709988555,0.11958128713852723,0.37474833407127733,0.00024747217999766374,0.00034430911999674957
expr_vs_expr,TACSTD2,PSMB10,MHC-I antigen presentation,lung,208,0.25020870350614804,0.11819062381616972,0.3735351923511416,0.00026742898833577363,0.0003641586224146705
expr_vs_expr,TACSTD2,ERAP1,MHC-I antigen presentation,lung,208,0.3023366144781711,0.173428639815167,0.42105947940292354,9.063156269862997e-06,1.657262860774948e-05
expr_vs_expr,TACSTD2,ERAP2,MHC-I antigen presentation,lung,208,0.37145640512316275,0.24794475206462596,0.4830856032889595,3.316437211860787e-08,9.647817343595017e-08
expr_vs_expr,TACSTD2,CALR,MHC-I antigen presentation,lung,208,0.17759502001368607,0.0425826956795185,0.30623738701025116,0.010278706302242724,0.011541003567430427
expr_vs_expr,TACSTD2,CANX,MHC-I antigen presentation,lung,208,0.2951615550237599,0.16577705345253047,0.4145565373229188,1.5043846754155247e-05,2.674461645183155e-05
expr_vs_expr,TACSTD2,PDIA3,MHC-I antigen presentation,lung,208,0.3326987782097303,0.20598047031839378,0.44844305532194656,9.111073742276867e-07,1.8809958693732887e-06
expr_vs_expr,TACSTD2,IFNGR1,IFN signalling,lung,208,0.15242054355328402,0.01672623789334884,0.2826017963347309,0.027959726612685448,0.029334795134620797
expr_vs_expr,TACSTD2,IFNGR2,IFN signalling,lung,208,-0.09706871844759708,-0.23007167607533754,0.03949394440194846,0.1630748160624728,0.16566330520632155
expr_vs_expr,TACSTD2,IFNAR1,IFN signalling,lung,208,-0.14450686293850587,-0.2751390697033765,-0.008635495125265616,0.03729761666547087,0.03850076559016348
expr_vs_expr,TACSTD2,IFNAR2,IFN signalling,lung,208,-0.2656945384980451,-0.38772133328645403,-0.13451552198062466,0.00010499184746544641,0.00015626693576252488
expr_vs_expr,TACSTD2,JAK1,IFN signalling,lung,208,0.1822172214309285,0.04734984658128565,0.31055987317556993,0.008432887884570153,0.00981281499295436
expr_vs_expr,TACSTD2,JAK2,IFN signalling,lung,208,-0.15758988956839823,-0.2874680776427189,-0.02202085630214417,0.023006857279794683,0.02495659094757389
expr_vs_expr,TACSTD2,TYK2,IFN signalling,lung,208,-0.18438620621073573,-0.3125863873961271,-0.0495889693318915,0.007673017709540406,0.009093946915010852
expr_vs_expr,TACSTD2,STAT1,IFN signalling,lung,208,0.23987321778954793,0.10733469871102194,0.3640349345717918,0.000483487027481866,0.0006314932603844781
expr_vs_expr,TACSTD2,STAT2,IFN signalling,lung,208,0.25394477903617263,0.12212260894135617,0.376962994834898,0.00021455576806310748,0.00031208111718270177
expr_vs_expr,TACSTD2,IRF1,IFN signalling,lung,208,0.36743003526375007,0.24356357419763697,0.479502926723304,4.7778085121540986e-08,1.329477151208097e-07
expr_vs_expr,TACSTD2,IRF9,IFN signalling,lung,208,0.4784263627165061,0.36622096544979316,0.5769183789361426,2.696316980815414e-13,1.9173809641354053e-12
expr_vs_expr,TACSTD2,SOCS1,IFN signalling,lung,208,0.17979867559555576,0.0448546900512458,0.3082988138280469,0.00935832541308684,0.010695229043527817
expr_vs_expr,TACSTD2,ISG15,IFN response / ISG,lung,208,0.3715382288520422,0.2480338385964418,0.4831583715673996,3.291751775252144e-08,9.647817343595017e-08
expr_vs_expr,TACSTD2,MX1,IFN response / ISG,lung,208,0.429074663792217,0.31119876482029635,0.5339482723996123,1.0033744608282146e-10,4.281064366200382e-10
expr_vs_expr,TACSTD2,OAS1,IFN response / ISG,lung,208,0.4760295415837158,0.36353049845640717,0.5748440069187739,3.676024752834872e-13,2.3526558418143182e-12
expr_vs_expr,TACSTD2,IFI27,IFN response / ISG,lung,208,0.3407096832903602,0.21461612257750956,0.4556320287758869,4.762206480291226e-07,1.0159373824621282e-06
expr_vs_expr,TACSTD2,IFI44,IFN response / ISG,lung,208,0.4474731613052931,0.33161927137886205,0.5500312739997073,1.2331545351155805e-11,5.6372778748140826e-11
expr_vs_expr,TACSTD2,IFIT1,IFN response / ISG,lung,208,0.3935567650834018,0.27208292801417405,0.5026842297187026,4.0828630032655505e-09,1.4516846233833068e-08
expr_vs_expr,TACSTD2,IFIT3,IFN response / ISG,lung,208,0.5088987382456539,0.40059098503362545,0.6031809528971614,4.213785527499908e-15,3.852603910857059e-14
expr_vs_expr,TACSTD2,CXCL9,IFN response / ISG,lung,208,0.219006691133799,0.08551333653309022,0.34477560686839764,0.0014819371999421468,0.0018239227076211038
expr_vs_expr,TACSTD2,CXCL10,IFN response / ISG,lung,208,0.3321153554458788,0.20535231823035613,0.4479189069850084,9.545111148690154e-07,1.9090222297380307e-06
expr_vs_expr,TACSTD2,IDO1,IFN response / ISG,lung,208,0.35350505935608356,0.2284503871571847,0.46708356871099793,1.6259024888842094e-07,4.002221511099592e-07
expr_vs_expr,TACSTD2,GBP1,IFN response / ISG,lung,208,0.35114661358835386,0.22589665113321378,0.46497567934778317,1.989221093285708e-07,4.7151907396401963e-07
expr_vs_expr,TACSTD2,IFI6,IFN response / ISG,lung,208,0.15456304860462586,0.018919740757141618,0.2846195055416428,0.025805977036837444,0.02752637550595994
expr_vs_expr,TACSTD2,RSAD2,IFN response / ISG,lung,208,0.05284724848408004,-0.08379632875185672,0.1875400798783128,0.4483846995510188,0.4483846995510188
expr_vs_expr,TACSTD2,IFITM1,IFN response / ISG,lung,208,0.45224945832863817,0.3369382960884049,0.554194062060967,7.008125828361145e-12,3.4501542539624096e-11
expr_vs_expr,TACSTD2,CD274,tumour-cell immune ligand,lung,208,0.5274858890476063,0.42170630789320285,0.6191005064469318,2.7001318891955835e-16,2.8801406818086224e-15
