test,query,partner,panel,cohort,n,r,ci_low,ci_high,p,q
expr_vs_expr,TACSTD2,HLA-A,MHC-I antigen presentation,lung,208,0.22253086882974613,0.0891898113692487,0.3480357910183833,0.0012350888470638985,0.00158091372424179
expr_vs_expr,TACSTD2,HLA-B,MHC-I antigen presentation,lung,208,0.3086445520288177,0.1801683944439984,0.42676646257677037,5.740190143219513e-06,1.0805063799001435e-05
expr_vs_expr,TACSTD2,HLA-C,MHC-I antigen presentation,lung,208,0.34245381542748554,0.2164988915515519,0.4571952255070488,4.1248379036808577e-07,9.103090546054307e-07
expr_vs_expr,TACSTD2,B2M,MHC-I antigen presentation,lung,208,0.34819260053197576,0.22270045871388697,0.46233367273418857,2.554977400024949e-07,5.83994834291417e-07
expr_vs_expr,TACSTD2,TAP1,MHC-I antigen presentation,lung,208,0.21907422382432695,0.08558375349799337,0.34483810926286235,0.00147681071537726,0.0018239227076211038
expr_vs_expr,TACSTD2,NLRC5,MHC-I antigen presentation,lung,208,0.2827532726748927,0.15258134627513836,0.4032817388997988,3.5017719769098185e-05,5.897721224269168e-05
expr_vs_expr,TACSTD2,IFNGR1,IFN signalling,lung,208,0.15242054355328402,0.01672623789334884,0.2826017963347309,0.027959726612685448,0.029334795134620797
expr_vs_expr,TACSTD2,STAT1,IFN signalling,lung,208,0.23987321778954793,0.10733469871102194,0.3640349345717918,0.000483487027481866,0.0006314932603844781
expr_vs_expr,TACSTD2,IRF1,IFN signalling,lung,208,0.36743003526375007,0.24356357419763697,0.479502926723304,4.7778085121540986e-08,1.329477151208097e-07
expr_vs_expr,TACSTD2,CD274,tumour-cell immune ligand,lung,208,0.5274858890476063,0.42170630789320285,0.6191005064469318,2.7001318891955835e-16,2.8801406818086224e-15
expr_vs_expr,TACSTD2,EPCAM,epithelial positive control,lung,208,0.37152101634881124,0.24801509811084585,0.4831430641038415,3.2969298835725664e-08,9.647817343595017e-08
expr_vs_expr,TACSTD2,CDH1,epithelial positive control,lung,208,0.54694608584963,0.44393705115084126,0.6356875124086828,1.2622755463163739e-17,1.6157126992849587e-16
expr_vs_expr,TACSTD2,MHC-I score,composite,lung,208,0.3902221589872929,0.268431027486041,0.4997342656710353,5.6569204988270075e-09,1.9054890101312025e-08
expr_vs_expr,TACSTD2,IFN-response score,composite,lung,208,0.48914610441628553,0.3782770356412399,0.5861804504880046,6.542446346619082e-14,5.233957077295265e-13
expr_vs_expr_partial_NSCLC,TACSTD2,HLA-A,MHC-I antigen presentation,lung_partial_NSCLC,208,0.08751161001105866,,,0.2098945500994723,0.2487639112290042
expr_vs_expr_partial_NSCLC,TACSTD2,HLA-B,MHC-I antigen presentation,lung_partial_NSCLC,208,0.1684850072857867,,,0.015233813436119143,0.02437410149779063
expr_vs_expr_partial_NSCLC,TACSTD2,HLA-C,MHC-I antigen presentation,lung_partial_NSCLC,208,0.23577652648205297,,,0.0006261276368341356,0.0017422682068428121
expr_vs_expr_partial_NSCLC,TACSTD2,B2M,MHC-I antigen presentation,lung_partial_NSCLC,208,0.180194999010773,,,0.009372535754507024,0.01538057149457563
expr_vs_expr_partial_NSCLC,TACSTD2,TAP1,MHC-I antigen presentation,lung_partial_NSCLC,208,-0.013351658475862747,,,0.8485708904954361,0.8485708904954361
expr_vs_expr_partial_NSCLC,TACSTD2,NLRC5,MHC-I antigen presentation,lung_partial_NSCLC,208,0.1407301983267043,,,0.04311741028507496,0.05998944039662603
expr_vs_expr_partial_NSCLC,TACSTD2,IFNGR1,IFN signalling,lung_partial_NSCLC,208,0.06084319378597613,,,0.38381562136205255,0.4234946179314797
expr_vs_expr_partial_NSCLC,TACSTD2,STAT1,IFN signalling,lung_partial_NSCLC,208,0.18403834257985174,,,0.007941914484406419,0.01373736559464894
expr_vs_expr_partial_NSCLC,TACSTD2,IRF1,IFN signalling,lung_partial_NSCLC,208,0.22915788664285047,,,0.0008958249795384502,0.0022933119476184326
expr_vs_expr_partial_NSCLC,TACSTD2,CD274,tumour-cell immune ligand,lung_partial_NSCLC,208,0.38789900185771037,,,7.704175039422388e-09,5.4785244724781425e-08
expr_vs_expr_partial_NSCLC,TACSTD2,EPCAM,epithelial positive control,lung_partial_NSCLC,208,0.49024467051816184,,,6.489426495563657e-14,1.038308239290185e-12
expr_vs_expr_partial_NSCLC,TACSTD2,CDH1,epithelial positive control,lung_partial_NSCLC,208,0.5977717734296305,,,1.9230900824568415e-21,5.1689677446527695e-20
expr_vs_expr_partial_NSCLC,TACSTD2,MHC-I score,composite,lung_partial_NSCLC,208,0.18041445530554154,,,0.009285084905730307,0.01538057149457563
expr_vs_expr_partial_NSCLC,TACSTD2,IFN-response score,composite,lung_partial_NSCLC,208,0.34193585049341724,,,4.591632605608407e-07,2.260496051991831e-06
expr_vs_expr,TACSTD2,HLA-A,MHC-I antigen presentation,NSCLC,143,0.05480989619424229,-0.11033132318415335,0.21700607209059808,0.5155840012710816,0.5592775607008343
expr_vs_expr,TACSTD2,HLA-B,MHC-I antigen presentation,NSCLC,143,0.15875807190492053,-0.005534734987969863,0.3147054481811219,0.058246600712952804,0.10075087690889134
expr_vs_expr,TACSTD2,HLA-C,MHC-I antigen presentation,NSCLC,143,0.23668739831220345,0.07547101846792485,0.3858451537585766,0.00442605100646607,0.01011668801477959
expr_vs_expr,TACSTD2,B2M,MHC-I antigen presentation,NSCLC,143,0.14218248712743606,-0.022491003777597947,0.29934463914548487,0.09027478701414257,0.13436247369546803
expr_vs_expr,TACSTD2,TAP1,MHC-I antigen presentation,NSCLC,143,-0.055723132612098235,-0.21787879521043482,0.10942634845512465,0.5086012188350428,0.5592775607008343
expr_vs_expr,TACSTD2,NLRC5,MHC-I antigen presentation,NSCLC,143,0.1212234692532759,-0.04379659649566649,0.2798043107689176,0.14923934151842855,0.2122515079373206
expr_vs_expr,TACSTD2,IFNGR1,IFN signalling,NSCLC,143,0.02708076624474084,-0.13767982984298882,0.19038303461399164,0.7481682946445674,0.7849634566762674
expr_vs_expr,TACSTD2,STAT1,IFN signalling,NSCLC,143,0.14506344153604497,-0.019550670375096724,0.30202031893972225,0.08387399283977175,0.12801093672902708
expr_vs_expr,TACSTD2,IRF1,IFN signalling,NSCLC,143,0.23857105042753363,0.0774557295976474,0.3875430129830749,0.004112400716395392,0.009747912809233523
expr_vs_expr,TACSTD2,CD274,tumour-cell immune ligand,NSCLC,143,0.400422707173527,0.25289673805661544,0.5297513505052734,7.223062386085586e-07,4.2025090246316135e-06
expr_vs_expr,TACSTD2,EPCAM,epithelial positive control,NSCLC,143,0.559777239047664,0.4356599978601792,0.6630045540837693,3.6470926682585057e-13,5.835348269213609e-12
expr_vs_expr,TACSTD2,CDH1,epithelial positive control,NSCLC,143,0.6731649211278515,0.572249366379601,0.7539974800410048,3.2696390288401e-20,1.046284489228832e-18
expr_vs_expr,TACSTD2,MHC-I score,composite,NSCLC,143,0.14500173391359858,-0.01961367970166594,0.30196303403244873,0.08400717722842402,0.12801093672902708
expr_vs_expr,TACSTD2,IFN-response score,composite,NSCLC,143,0.34109521300111195,0.18744154784176936,0.4784549525953816,3.0616768574249206e-05,0.00013996237062513923
expr_vs_expr,TACSTD2,HLA-A,MHC-I antigen presentation,SCLC,59,0.17170508252145328,-0.08825795106906938,0.40976953463623406,0.19347952592521284,0.26983223138658774
