feature,n_NSCLC,n_SCLC,mean_NSCLC,mean_SCLC,median_NSCLC,median_SCLC,mannwhitney_p,cliffs_delta_NSCLC_minus_SCLC,hodges_lehmann_shift,q
TACSTD2_expr,143,59,5.102155685424805,1.090076208114624,5.864681243896484,0.5160151720046997,7.179527697070562e-14,0.6703804669906366,4.377457559108734,2.871811078828225e-13
CLDN4_expr,143,59,6.088775634765625,5.2547078132629395,7.283273696899414,6.044175624847412,0.0036256458940722405,0.2606376674173285,1.0395910739898682,0.0036256458940722405
MHC-I score,143,59,0.23649020493030548,-0.5841730833053589,0.2979534864425659,-0.7065994143486023,2.3083314319830532e-12,0.6283038994903403,0.8901405036449432,4.6166628639661064e-12
IFN-response score,143,59,0.15647436678409576,-0.37505361437797546,0.018030289560556412,-0.50227290391922,4.795111545850506e-10,0.557662676306744,0.4537789970636368,6.393482061134009e-10
