gene,lung_n,lung_mean,lung_sd,lung_min,lung_q05,lung_median,lung_q95,lung_max,pan_n,pan_mean,pan_sd,pan_min,pan_q05,pan_median,pan_q95,pan_max,nsclc_mean,sclc_mean,lung_wilcoxon_vs0_p,lung_mean_z_vs_nonessential_controls,lung_vs_other_p,lung_vs_other_cliffs_delta,lung_vs_other_median_shift,nsclc_vs_sclc_p,nsclc_vs_sclc_cliffs_delta,lung_n_dependent_prob_gt_0.5,pan_n_dependent_prob_gt_0.5,lung_max_dep_prob,lung_n_strongly_negative_lt_-0.5,lung_wilcoxon_vs0_q,lung_vs_other_q,nsclc_vs_sclc_q
TACSTD2,126,-0.02869164830143933,0.12135760420116486,-0.40846577286720276,-0.19489023089408875,-0.03616112284362316,0.1604880876839161,0.33127787709236145,1178,-0.026921948066533155,0.12618284359583765,-0.5839762687683105,-0.22048444971442221,-0.028918562456965446,0.17756834998726842,0.7067533731460571,-0.03897766396403313,0.019507359713315964,0.0020785813685506582,-0.10945298428213161,0.5932618108265221,-0.029090470155108905,-0.014546077698469162,0.06151844308314133,-0.243265306122449,0,1,0.35581985116004944,0,0.0020785813685506582,0.9689438754623951,0.12303688616628267
CLDN4,126,0.03415974217285919,0.13160389386061122,-0.29440775513648987,-0.22316892445087433,0.04730662330985069,0.21026279032230377,0.3939579725265503,1178,0.03928468628183279,0.1265145691486951,-0.38974297046661377,-0.16989703699946404,0.04159230552613735,0.24737914204597442,0.47911933064460754,0.029117519035935402,0.040785837918519974,0.0008929598261602223,0.4313120196301236,0.9689438754623951,-0.0021274669563643434,-0.0013830643147230148,0.6486391390617665,-0.059591836734693926,0,0,0.2198392003774643,0,0.0017859196523204446,0.9689438754623951,0.6486391390617665
RPL7,124,-1.5693869509043232,0.29748539622193804,-2.3199727535247803,-2.033691430091858,-1.564889669418335,-1.1456485927104954,-0.8043838739395142,1162,-1.5823449118001942,0.3452250173683496,-3.138339042663574,-2.173316979408264,-1.5581809878349304,-1.0548534274101258,-0.6075987815856934,-1.586429476737976,-1.52431321144104,4.330102694710785e-22,-13.365390615254219,0.7821795297997649,0.015181179687985491,-0.012629866600036621,0.4108277296579286,-0.11091393078970724,124,1162,1.0,124,,,
EEF2,126,-2.2764077193680263,0.5496501862376799,-3.2047529220581055,-2.9601969122886658,-2.421947717666626,-1.151043862104416,-0.22558704018592834,1178,-2.349802420150444,0.5032201259570569,-3.596019983291626,-2.9922237157821656,-2.4496134519577026,-1.2875983357429508,-0.22558704018592834,-2.3134915828704834,-2.1003880500793457,2.0294823822406682e-22,-19.448503249870605,0.15625051375151794,0.07720743557245457,0.04966163635253906,0.16967604399790726,-0.17877551020408167,125,1177,1.0,125,,,
KRAS,126,-0.7038999243439841,0.6033284562044103,-2.8365981578826904,-2.01230850815773,-0.499215230345726,-0.11085124127566814,0.027391130104660988,1178,-0.5572412527913025,0.5681916762516523,-4.1426801681518555,-1.8563330531120301,-0.37320393323898315,-0.07355477102100877,0.32630863785743713,-0.7753868103027344,-0.3983062505722046,2.2876090300260185e-22,-5.918855175914303,0.00036146917790041207,-0.1942181181724908,-0.10206208378076553,0.008853730527249245,-0.3404081632653061,69,449,1.0,63,,,
EGFR,126,-0.2815376082121114,0.4031463813440413,-2.8476357460021973,-0.9639882445335388,-0.18555674701929092,0.05606097262352705,0.14719592034816742,1178,-0.2939840750044397,0.33511052635241284,-2.8476357460021973,-0.9652987360954285,-0.18883785605430603,0.04481386058032504,0.3017542362213135,-0.32205381989479065,-0.1298896223306656,1.105415994776251e-19,-2.2849058520235457,0.3064747354015862,0.05569135131872782,0.020076430053450167,0.018588295825989816,-0.30612244897959184,16,251,1.0,14,,,
SOX2,126,-0.1404830253570311,0.3443488376695286,-1.8718181848526,-0.8566342741250992,-0.06136534549295902,0.18871067836880684,0.2830701172351837,1178,-0.08021967620540169,0.2679982306093374,-2.9466724395751953,-0.48450138717889785,-0.038350626826286316,0.17003860771656032,0.3958549201488495,-0.11953496932983398,-0.18416647613048553,8.50822380016325e-06,-1.0712909474273156,0.08356470888156799,-0.09422717122336899,-0.02184868697077036,0.17361618718089644,0.17714285714285705,12,58,0.9999939799308777,12,,,
NKX2-1,126,-0.21040091125686314,0.3067624843672389,-1.4475178718566895,-0.8955656886100769,-0.11907881125807762,0.0812868345528841,0.2772862911224365,1178,-0.08928191927012644,0.15526180118906885,-1.4475178718566895,-0.3058729022741318,-0.07846928760409355,0.10691485069692135,0.3519939184188843,-0.19861236214637756,-0.27559778094291687,2.346069717415835e-15,-1.672855157195992,1.1226037328867408e-06,-0.2651185949665037,-0.05695899669080973,0.24367729558356666,0.1518367346938776,18,21,0.9914350509643555,18,,,
TP53,126,0.22629379097276206,0.3248560836690951,-0.36680102348327637,-0.07517298310995102,0.17031549662351608,1.0116806030273438,1.7495625019073486,1178,0.3786678161792125,0.5040413631373399,-0.8460913300514221,-0.07941976077854633,0.21621759235858917,1.432355368137359,4.855268955230713,0.25833746790885925,0.14180311560630798,2.519713575950445e-17,2.084407964179819,0.00017458032064185253,-0.20437262357414454,-0.0687976460903883,0.3874942355561527,0.11265306122448981,0,5,0.32142797112464905,0,,,
