query,cohort,direction,gene,r,n,p,q
TACSTD2,pan-cancer,negative,FLOT1,-0.1867524925608886,1178,1.0482270380690816e-10,7.423943208191167e-08
TACSTD2,pan-cancer,negative,CCDC28A,-0.18909212519777244,349,0.00038237984531275547,0.004321531488857608
TACSTD2,pan-cancer,negative,PSME1,-0.19632515839131487,1178,1.0654269360299128e-11,1.1318639156837781e-08
TACSTD2,pan-cancer,negative,COX7A2,-0.19873506139044342,349,0.00018645351368009897,0.0025233149308135686
TACSTD2,pan-cancer,negative,ZNF611,-0.21032420964778065,1178,3.035600600523279e-13,6.449783961654676e-10
TACSTD2,pan-cancer,negative,CLCNKB,-0.21589029417696023,1178,6.865144365754121e-14,1.701754869197684e-10
TACSTD2,pan-cancer,negative,MRPS18C,-0.2210352619434118,1178,1.6746739572094618e-14,6.22641732413968e-11
TACSTD2,pan-cancer,negative,OAZ1,-0.25264613187005547,1178,1.3044862634479444e-18,1.6585557678217613e-14
TACSTD2,lung,positive,ZNF676,0.4799917514468226,42,0.0012963548536807188,0.14573230302918813
TACSTD2,lung,positive,OR8G5,0.4273676369104649,117,1.5425456212681705e-06,0.01904735333141937
TACSTD2,lung,positive,CFHR4,0.4062859243914097,42,0.007589208539609712,0.276015261103734
TACSTD2,lung,positive,PRH2,0.3815939398894266,42,0.012647733026675795,0.3079007088861253
TACSTD2,lung,positive,UTY,0.37537663968308,42,0.014300573524433912,0.3207770347937649
TACSTD2,lung,positive,KLRC2,0.34926593846685744,124,7.013499772461869e-05,0.07333733742213125
TACSTD2,lung,positive,ECE2,0.34676844036872173,42,0.024460852779588173,0.36566525035076114
TACSTD2,lung,positive,ADGRF4,0.34564338024162683,126,7.368560930029934e-05,0.07333733742213125
TACSTD2,lung,positive,GH2,0.3425614832073305,126,8.622638953600665e-05,0.07333733742213125
TACSTD2,lung,positive,SPATA31D1,0.33789601943456793,42,0.028629496099666172,0.3863573965450031
TACSTD2,lung,positive,KRT6C,0.3366042165323862,115,0.00023490458906883283,0.10153458262331909
TACSTD2,lung,positive,NME7,0.32565539583139225,126,0.0001984337904508231,0.10153458262331909
TACSTD2,lung,positive,FBXL12,0.32293449816630815,126,0.00022591159434224333,0.10153458262331909
TACSTD2,lung,positive,RRN3,0.3219352999127639,42,0.037605713077934436,0.4202310815260945
TACSTD2,lung,positive,UNC119B,0.32115707299934965,126,0.0002457234622055738,0.10153458262331909
TACSTD2,lung,positive,GRIA4,0.32036913439194353,126,0.00025501109884875587,0.10153458262331909
TACSTD2,lung,positive,FUT11,0.3197019769688243,126,0.0002631281700636711,0.10153458262331909
TACSTD2,lung,positive,NOMO1,0.31958003801719714,115,0.0004987314399476686,0.12220497196459776
TACSTD2,lung,positive,MSL2,0.3162257770218165,126,0.00030943177215807775,0.10670312197539797
TACSTD2,lung,positive,FXR2,0.3151856285022142,126,0.0003246865402148139,0.10670312197539797
TACSTD2,lung,positive,RBM4,0.314869855987861,42,0.04225574622862669,0.4373436601909406
TACSTD2,lung,positive,LCN1,0.3148434816565667,42,0.042273942171958186,0.4373436601909406
TACSTD2,lung,positive,CALHM1,0.3126757287017617,126,0.0003644044386824263,0.11249165022126499
TACSTD2,lung,positive,PRAMEF4,0.30844209120286836,117,0.0007160072859342743,0.12793482797124378
TACSTD2,lung,positive,PEX11A,0.3064301036401821,126,0.00048350857537907317,0.12220497196459776
TACSTD2,lung,negative,RNF11,-0.32135960178222767,126,0.00024338736699548968,0.10153458262331909
TACSTD2,lung,negative,PSME1,-0.3222451332037831,126,0.00023341278702331165,0.10153458262331909
TACSTD2,lung,negative,ZC3H11A,-0.3245416046724951,42,0.03599988202168347,0.41121789380550183
TACSTD2,lung,negative,LHX8,-0.3254514114040603,126,0.00020038097125661138,0.10153458262331909
TACSTD2,lung,negative,EDF1,-0.327501233462098,126,0.00018159540440469438,0.10153458262331909
TACSTD2,lung,negative,RTN4RL2,-0.3284635015840409,126,0.00017335300124393337,0.10153458262331909
TACSTD2,lung,negative,SLC26A5,-0.332192315182306,126,0.00014458611662502698,0.09396575621504386
TACSTD2,lung,negative,GZMH,-0.33472577782394014,126,0.00012764621292907265,0.08756530206934383
TACSTD2,lung,negative,EMP2,-0.33508909669776743,126,0.00012537427836341618,0.08756530206934383
TACSTD2,lung,negative,NKAIN3,-0.33601812531539293,42,0.02958330213913197,0.39152691834298126
TACSTD2,lung,negative,ZCCHC17,-0.33920645010101574,126,0.00010212741130747212,0.0788168296765416
TACSTD2,lung,negative,PRR30,-0.3419172128378012,126,8.908811640200588e-05,0.07333733742213125
TACSTD2,lung,negative,CYP1A1,-0.34197927864880967,126,8.880862219857612e-05,0.07333733742213125
TACSTD2,lung,negative,ARID3B,-0.3430467794195515,126,8.412770024957366e-05,0.07333733742213125
TACSTD2,lung,negative,ARID3C,-0.3437345092600624,126,8.123513253569332e-05,0.07333733742213125
TACSTD2,lung,negative,TCF4,-0.34395252981551583,126,8.033770764974855e-05,0.07333733742213125
TACSTD2,lung,negative,E2F6,-0.3465789857015882,42,0.024544262988874566,0.36566525035076114
TACSTD2,lung,negative,CACNB3,-0.34747544859396295,126,6.706076497665151e-05,0.07333733742213125
TACSTD2,lung,negative,MKRN3,-0.3550732427869215,126,4.508973632469487e-05,0.07333733742213125
TACSTD2,lung,negative,NFE2,-0.3622114636017082,126,3.07661837504501e-05,0.07333733742213125
TACSTD2,lung,negative,MYH6,-0.36710322043502686,126,2.3551298821307175e-05,0.07270285946137525
TACSTD2,lung,negative,SLC35G6,-0.374818413083846,124,1.7951202013314972e-05,0.07270285946137525
TACSTD2,lung,negative,HEXIM2,-0.3885615231397358,126,6.921362755374974e-06,0.04273249365168509
TACSTD2,lung,negative,RABGEF1,-0.4667342770582509,42,0.001834351668596511,0.17212659017507712
TACSTD2,lung,negative,GK,-0.5387329061962595,42,0.00023262424840070087,0.10153458262331909
CLDN4,pan-cancer,positive,TYW1B,0.39983418110251623,349,7.899933476070082e-15,2.1248480627419357e-12
CLDN4,pan-cancer,positive,CLDN3,0.34387648807892457,1178,4.901953063765703e-34,7.290674791738731e-30
CLDN4,pan-cancer,positive,CLIP2,0.29203119556657553,1178,1.3619898842667958e-24,6.752291849566685e-21
CLDN4,pan-cancer,positive,TMEM120A,0.28941254307263503,349,3.680392001504162e-08,1.0025360849518573e-06
CLDN4,pan-cancer,positive,PRXL2B,0.27262815509504906,349,2.3016503561787813e-07,4.552186934500932e-06
CLDN4,pan-cancer,positive,RAB36,0.2618676295864109,349,6.999264697465177e-07,1.1290059954200081e-05
CLDN4,pan-cancer,positive,PRH2,0.26130662992172893,349,7.407258043355521e-07,1.1829117243394541e-05
CLDN4,pan-cancer,positive,KCTD7,0.25466573905137985,1178,6.798856469517387e-19,1.0669332844443607e-15
CLDN4,pan-cancer,positive,COL26A1,0.25238419842403503,348,1.854697710964665e-06,2.5072364449234395e-05
CLDN4,pan-cancer,positive,MLXIPL,0.2463777681782469,1178,9.504082686798791e-18,9.42361478671723e-15
CLDN4,pan-cancer,positive,BIN3,0.24087138704573938,1178,5.198040123265676e-17,3.9788569454378567e-14
CLDN4,pan-cancer,positive,UPK3B,0.240056304147575,1178,6.660652233031799e-17,4.593184147664952e-14
CLDN4,pan-cancer,positive,KRT16,0.23975535713791946,349,5.921864898986735e-06,6.562899678312032e-05
CLDN4,pan-cancer,positive,C10orf95,0.23834650084987322,349,6.739647389660033e-06,7.309876600041445e-05
CLDN4,pan-cancer,positive,ACTBL2,0.23700491876800336,1178,1.671395846023956e-16,8.286223472638099e-14
CLDN4,pan-cancer,positive,OBP2A,0.23664915132703362,349,7.86798467854352e-06,8.340736715892927e-05
CLDN4,pan-cancer,positive,TYRO3,0.23628601169525504,1178,2.072069588150711e-16,9.941255156311459e-14
CLDN4,pan-cancer,positive,CCL26,0.2347260204453968,1178,3.2949796548579396e-16,1.5314447627094418e-13
CLDN4,pan-cancer,positive,P3H3,0.23463737536696974,349,9.43842582302638e-06,9.661232433989769e-05
CLDN4,pan-cancer,positive,FCGR1A,0.23449224567083982,349,9.562562669161503e-06,9.761427218835899e-05
CLDN4,pan-cancer,positive,GUSB,0.23154791223248844,1178,8.390147839195903e-16,3.5653333946388763e-13
CLDN4,pan-cancer,positive,MON1A,0.2314502759891023,349,1.255124097913294e-05,0.0001225703263838767
CLDN4,pan-cancer,positive,TMEM64,0.23052889122118414,1178,1.1288895654421541e-15,4.4395385627686943e-13
CLDN4,pan-cancer,positive,EBI3,0.22903357263661991,1178,1.7404441434446783e-15,6.163244225107786e-13
CLDN4,pan-cancer,positive,HSPB7,0.22800651429500066,1178,2.3389869460574195e-15,8.090175081095814e-13
CLDN4,pan-cancer,negative,MTMR2,-0.2374591342003462,1178,1.4586660200301367e-16,7.75244173025314e-14
CLDN4,pan-cancer,negative,OOSP2,-0.23789304550432314,1178,1.280442067926842e-16,7.32462110625997e-14
CLDN4,pan-cancer,negative,RGS13,-0.23806212879406682,1178,1.216957782532396e-16,7.23992523984173e-14
CLDN4,pan-cancer,negative,HACD3,-0.23847943477787778,1178,1.0732396507261489e-16,6.650955552187506e-14
CLDN4,pan-cancer,negative,PGBD4,-0.2393830894156766,1178,8.16866396460164e-17,5.28228431067479e-14
CLDN4,pan-cancer,negative,RAD21L1,-0.23999091321041038,1178,6.794194261321115e-17,4.593184147664952e-14
CLDN4,pan-cancer,negative,CCDC148,-0.2407765421094982,1178,5.350443011413779e-17,3.9788569454378567e-14
CLDN4,pan-cancer,negative,CACNG3,-0.2424184341698322,1178,3.238659513730627e-17,2.6760323859842006e-14
CLDN4,pan-cancer,negative,SLC46A3,-0.24332443434387255,1178,2.4511082683619935e-17,2.1444313691381134e-14
CLDN4,pan-cancer,negative,ZNF776,-0.2456169339377168,1178,1.2049391963503482e-17,1.1200662917074206e-14
CLDN4,pan-cancer,negative,C5orf58,-0.2484382041120267,349,2.621763554465525e-06,3.274012539510138e-05
CLDN4,pan-cancer,negative,PAPPA,-0.2499175496657913,1178,3.117574931019753e-18,3.3119779963611994e-15
CLDN4,pan-cancer,negative,GBP7,-0.2511591567097829,1178,2.0999365710564783e-18,2.402488970871e-15
CLDN4,pan-cancer,negative,CCDC91,-0.25333988698736387,1178,1.0435363657802213e-18,1.2933763640207692e-15
CLDN4,pan-cancer,negative,PCDHGB1,-0.25420562486158255,1178,7.890987782483673e-19,1.0669332844443607e-15
CLDN4,pan-cancer,negative,IL18,-0.25423140024302804,1178,7.825473122331797e-19,1.0669332844443607e-15
CLDN4,pan-cancer,negative,GALK2,-0.25529560386815464,1178,5.541926996116176e-19,1.0303135026654485e-15
CLDN4,pan-cancer,negative,ZNF486,-0.25601410294626037,1178,4.386264133151856e-19,9.319558064623935e-16
CLDN4,pan-cancer,negative,SMPX,-0.2660154268738712,1178,1.5670056934927796e-20,3.884345946553019e-17
CLDN4,pan-cancer,negative,CCDC28A,-0.2662968028626966,349,4.4544340658547803e-07,7.93237473444593e-06
CLDN4,pan-cancer,negative,ST13,-0.2683459718075001,349,3.6040121560490454e-07,6.683600099366266e-06
CLDN4,pan-cancer,negative,ATP6V0D2,-0.2759479686450292,1178,4.964383088533634e-22,1.4767053935152148e-18
CLDN4,pan-cancer,negative,MIPOL1,-0.2781374196223353,1178,2.274868290962872e-22,8.458529022872698e-19
CLDN4,pan-cancer,negative,ELMOD1,-0.3173402933546291,1178,5.706989278368432e-29,4.244002576858684e-25
CLDN4,pan-cancer,negative,RPS4Y2,-0.3799178867484356,349,1.991399758014587e-13,3.797190846275763e-11
CLDN4,lung,positive,USP9Y,0.5059131073166961,42,0.0006308976226107787,0.048985627340285734
CLDN4,lung,positive,PSTPIP1,0.47766258631281405,126,1.5520092850508736e-08,9.582105325904094e-05
CLDN4,lung,positive,PRH2,0.46265362254440495,42,0.0020356071669406896,0.0773405455304112
CLDN4,lung,positive,CD164,0.45011362976497443,126,1.2365906158916165e-07,0.0005089806975009894
CLDN4,lung,positive,TMEM64,0.44479708049428246,126,1.8080607647245512e-07,0.000558148358070469
CLDN4,lung,positive,KRT16,0.428606102241921,42,0.004626462561518941,0.10951985810595828
CLDN4,lung,positive,ECE2,0.42552292198113983,42,0.0049635545154206595,0.11429960520075746
CLDN4,lung,positive,PRPH,0.40177636770795727,126,3.1161330124014407e-06,0.005496858633876141
CLDN4,lung,positive,POLM,0.3926808169294006,126,5.416916545018749e-06,0.0068163532489012
CLDN4,lung,positive,RBX1,0.3859280053612914,126,8.081534870857475e-06,0.007127913756096294
CLDN4,lung,positive,CLTB,0.3845586206954237,126,8.755110447840765e-06,0.007207206920662517
CLDN4,lung,positive,ANKRD29,0.3636701160607694,126,2.842257943345392e-05,0.015952818674740406
CLDN4,lung,positive,DPP10,0.3608859862228224,126,3.3052000555634065e-05,0.017052733114923353
CLDN4,lung,positive,F11R,0.3583501190917428,126,3.7875833525406925e-05,0.017341975410713115
CLDN4,lung,positive,IFRD2,0.3576477924471403,126,3.93242072805286e-05,0.017341975410713115
CLDN4,lung,positive,CLDN3,0.35633427132553824,126,4.217338136493637e-05,0.01795713493428394
CLDN4,lung,positive,KRT8,0.3548429349931479,42,0.021119190183530565,0.208763483656325
CLDN4,lung,positive,MAP3K21,0.3536192128230131,126,4.8686636717886214e-05,0.019392986780401904
CLDN4,lung,positive,SLC39A1,0.3426392695133971,126,8.58867424817972e-05,0.024986521507806895
CLDN4,lung,positive,CCDC85C,0.3419403693321907,126,8.898374243447682e-05,0.024986521507806895
CLDN4,lung,positive,ADCYAP1,0.34001139189077445,126,9.808075391333055e-05,0.025095595226191984
CLDN4,lung,positive,LRFN4,0.33938695443898564,126,0.00010120665678031184,0.025095595226191984
CLDN4,lung,positive,SNRPD3,0.3382664006096845,42,0.028444415138117914,0.23711623657140016
CLDN4,lung,positive,RIPK2,0.33699591439696813,126,0.00011405529627962635,0.027083746124246657
CLDN4,lung,positive,TOLLIP,0.3355889331763388,126,0.0001223101474474947,0.02747568515017119
CLDN4,lung,negative,ZNF77,-0.3576968658762741,126,3.92213418824523e-05,0.017341975410713115
CLDN4,lung,negative,PIGQ,-0.3600765370400909,126,3.4525293802484924e-05,0.017052733114923353
CLDN4,lung,negative,ZSWIM3,-0.3602101796668946,126,3.427787625327195e-05,0.017052733114923353
CLDN4,lung,negative,S100P,-0.36407214365902885,126,2.7806745946202964e-05,0.015952818674740406
CLDN4,lung,negative,SPATA4,-0.3694385677040939,126,2.069859558751963e-05,0.01277931291573462
CLDN4,lung,negative,SPPL2A,-0.3731970670086543,126,1.6779615220877443e-05,0.01090498361828393
CLDN4,lung,negative,GOLPH3L,-0.37378631524199013,126,1.623258009550988e-05,0.01090498361828393
CLDN4,lung,negative,MAK,-0.38103924400491296,126,1.0737535805098785e-05,0.0077992407130211645
CLDN4,lung,negative,SIRPA,-0.38108261219290723,42,0.012777232788769152,0.16621209808160062
CLDN4,lung,negative,GK,-0.3825919274739195,42,0.012398197130094619,0.164615973775706
CLDN4,lung,negative,SELENOK,-0.3833118482446954,126,9.41415136302794e-06,0.0072653713144168125
CLDN4,lung,negative,IL18,-0.3870735962372349,126,7.555935474477683e-06,0.007127913756096294
CLDN4,lung,negative,BZW2,-0.3876918767046876,126,7.285852355225024e-06,0.007127913756096294
CLDN4,lung,negative,CCDC30,-0.3905556239148496,126,6.149559714270025e-06,0.0069031603047096605
CLDN4,lung,negative,PCDHA2,-0.3923653009985663,126,5.520208332443472e-06,0.0068163532489012
CLDN4,lung,negative,WDR49,-0.39645474829372923,42,0.0093424495863017,0.14948324282322198
CLDN4,lung,negative,SLC46A3,-0.3976629249097671,126,4.009555109009664e-06,0.006188748310756416
CLDN4,lung,negative,CCDC91,-0.40338148543184393,126,2.8216151496306444e-06,0.005496858633876141
CLDN4,lung,negative,UQCR11,-0.41937195937879324,126,1.019783268578244e-06,0.0025184567600808313
CLDN4,lung,negative,ANKRD36,-0.44788081554545817,42,0.002936572524605075,0.08889372424830926
CLDN4,lung,negative,RPS4Y2,-0.46138255523682886,42,0.0021021536185057655,0.07863659062885042
CLDN4,lung,negative,C5orf58,-0.4674724433026417,42,0.0017998861597806504,0.07310853388477458
CLDN4,lung,negative,CCDC28A,-0.4792431167564326,42,0.0013225066914404312,0.06429256939333246
CLDN4,lung,negative,TMCO1,-0.4886700025423182,42,0.0010250223978109298,0.05781686437001682
CLDN4,lung,negative,NR2C1,-0.49010853404232846,126,5.7133566003610155e-09,7.054852730125782e-05
EGFR,pan-cancer,positive,GRB2,0.457730072280159,1178,4.629385597131285e-62,6.88528519861336e-58
EGFR,pan-cancer,positive,SHC1,0.3998691498030126,1178,1.865720871310858e-46,1.3874433259503195e-42
EGFR,pan-cancer,positive,GAB1,0.387525481218643,1178,1.6662096609423762e-43,8.260512095731986e-40
EGFR,pan-cancer,positive,ITGA3,0.374552704563518,1178,1.5486184637566011e-40,5.758150602862982e-37
EGFR,pan-cancer,positive,TP63,0.36493243678613163,1178,2.0208900017623299e-38,5.312884408647285e-35
EGFR,pan-cancer,positive,KLF5,0.3648142748230238,1178,2.1433003732860694e-38,5.312884408647285e-35
EGFR,pan-cancer,positive,ARHGEF7,0.35383120663418527,1178,4.557044798841662e-36,9.682418184738862e-33
EGFR,pan-cancer,positive,OST4,0.3157316646294715,1059,6.080804793947148e-26,6.956908438490457e-23
EGFR,pan-cancer,positive,ITGB1,0.3145142630717983,1178,1.848325534795211e-28,3.0544606310010195e-25
EGFR,pan-cancer,positive,SSR2,0.3120587224679815,1178,5.0790707496182015e-28,7.554101925907151e-25
EGFR,pan-cancer,positive,LANCL2,0.3048845380562147,1178,9.222628057555195e-27,1.2469831554547129e-23
EGFR,pan-cancer,positive,PTPN11,0.30401722341719406,1178,1.3022915384009717e-26,1.6140818375531377e-23
EGFR,pan-cancer,positive,UGCG,0.2939694148131359,1178,6.5173871889531625e-25,6.923792832950028e-22
EGFR,pan-cancer,positive,JUNB,0.2847803793964578,1178,2.0409019955738925e-23,2.0236223586780336e-20
EGFR,pan-cancer,positive,B3GNT5,0.2823499917947484,1178,4.968543967037584e-23,4.618572151359374e-20
EGFR,pan-cancer,positive,GRK2,0.27563367636423647,1178,5.549624635205015e-22,4.855268658788482e-19
EGFR,pan-cancer,positive,EFR3A,0.2754273578718032,1178,5.970361277100915e-22,4.933176848573439e-19
EGFR,pan-cancer,positive,ERBB2,0.2610784708922212,1178,8.263138765555341e-20,5.85226966000498e-17
EGFR,pan-cancer,positive,MARK2,0.2546689770867942,1178,6.7917254115095065e-19,4.591515092971859e-16
EGFR,pan-cancer,positive,CAP1,0.25344661825114456,1178,1.0082513000831851e-18,6.373587684568836e-16
EGFR,pan-cancer,positive,VPS4B,0.2533849821704649,1178,1.0284818424638747e-18,6.373587684568836e-16
EGFR,pan-cancer,positive,TUBB4B,0.2520636424806876,1178,1.5725237369916934e-18,9.355258216110983e-16
EGFR,pan-cancer,positive,ALG5,0.24876129776216552,1178,4.495554017332843e-18,2.5716298038381297e-15
EGFR,pan-cancer,positive,STX4,0.24820636627693218,1178,5.355350608638581e-18,2.950004800084504e-15
EGFR,pan-cancer,positive,STT3A,0.24649261940459172,1178,9.169023476356248e-18,4.702444350477464e-15
EGFR,pan-cancer,negative,LDB1,-0.18431924571344327,1178,1.83946142858962e-10,3.0398122030459356e-08
EGFR,pan-cancer,negative,PROSER2,-0.18596251857642546,1178,1.259241700808566e-10,2.1282615700142958e-08
EGFR,pan-cancer,negative,FOXQ1,-0.1862960635805522,1178,1.1655202201354347e-10,1.9925037050660137e-08
EGFR,pan-cancer,negative,HNRNPH1,-0.1876195669141363,1178,8.56303499838427e-11,1.4809072038484795e-08
EGFR,pan-cancer,negative,NUAK2,-0.1879810438372454,1178,7.868452648740707e-11,1.3767940734673003e-08
EGFR,pan-cancer,negative,LIMK2,-0.18889988110867845,1178,6.341268921579229e-11,1.1363095502487696e-08
EGFR,pan-cancer,negative,ITGAV,-0.1889665901438626,1178,6.24243613651486e-11,1.132240886077872e-08
EGFR,pan-cancer,negative,LIG1,-0.19078378168750282,1178,4.060327871910261e-11,7.618941962194016e-09
EGFR,pan-cancer,negative,GPX4,-0.1911576583966988,1178,3.7145010155548675e-11,7.082791487736865e-09
EGFR,pan-cancer,negative,PHLDA1,-0.19479317543888422,1178,1.5484053652780888e-11,3.1985323608029185e-09
EGFR,pan-cancer,negative,SHB,-0.19483493428721174,1178,1.532768419222134e-11,3.1985323608029185e-09
EGFR,pan-cancer,negative,NMNAT1,-0.19740893586646577,1178,8.163284346015552e-12,1.7596018562070913e-09
EGFR,pan-cancer,negative,ATP1B3,-0.20004777055491507,1178,4.2410949022609965e-12,9.557243103231485e-10
EGFR,pan-cancer,negative,PHLDA2,-0.20423541011564142,1178,1.4725512782256291e-12,3.5903696985327515e-10
EGFR,pan-cancer,negative,EP300,-0.20610765421443253,1178,9.10845048563613e-13,2.2961014249638334e-10
EGFR,pan-cancer,negative,SEPSECS,-0.21170698875841631,1178,2.1063400364163e-13,5.801406548448079e-11
EGFR,pan-cancer,negative,PRKAR1A,-0.21260802238851725,1178,1.6577334173458183e-13,4.741436368496992e-11
EGFR,pan-cancer,negative,GABPB1,-0.21301938531160453,1178,1.4854976483065034e-13,4.5089401067882906e-11
EGFR,pan-cancer,negative,CDIN1,-0.222677401938315,1178,1.0595391324958232e-14,3.843542809173263e-12
EGFR,pan-cancer,negative,CHMP4B,-0.23565924592713228,1178,2.497559970284312e-16,1.0925355717070167e-13
EGFR,pan-cancer,negative,CDAN1,-0.23572475101408003,1178,2.449343537174877e-16,1.0925355717070167e-13
EGFR,pan-cancer,negative,EEFSEC,-0.24716578241628892,1178,7.426823036629122e-18,3.944969250849462e-15
EGFR,pan-cancer,negative,EPHA2,-0.2624937041369073,1178,5.148857293184668e-20,3.8289477260767784e-17
EGFR,pan-cancer,negative,ERRFI1,-0.27369579368396085,1178,1.0997386591904737e-21,8.608638462178903e-19
EGFR,pan-cancer,negative,CDS2,-0.3436223448262334,1178,5.511663496044053e-34,1.02468713970829e-30
EGFR,lung,positive,GRB2,0.5345188580986331,126,1.1438412307640743e-10,1.4124151517474789e-06
EGFR,lung,positive,UGCG,0.47149338236121235,126,2.5101026103966746e-08,0.00015497373516589068
EGFR,lung,positive,B3GNT5,0.4462095303948852,126,1.6355138362469108e-07,0.0006731774949992284
EGFR,lung,positive,SHC1,0.40201330537419216,126,3.0708969333152533e-06,0.009479858833144186
EGFR,lung,positive,NUPR2,0.3969104552661743,126,4.197257917371694e-06,0.010365548152741136
EGFR,lung,positive,B3GNT2,0.3792752095749754,126,1.1883717807779742e-05,0.020319076951989767
EGFR,lung,positive,LANCL2,0.3776744281988329,126,1.30227728855514e-05,0.020319076951989767
EGFR,lung,positive,RBM14,0.37748484854698794,126,1.316428697893733e-05,0.020319076951989767
EGFR,lung,positive,SNU13,0.3654217651171938,126,2.5829774782101065e-05,0.03189460590093839
EGFR,lung,positive,SEPTIN14,0.35843017958064904,117,7.245828196879571e-05,0.062346995972353984
