R version 4.3.3 (2024-02-29)
Platform: x86_64-pc-linux-gnu (64-bit)
Running under: Ubuntu 24.04.4 LTS

Matrix products: default
BLAS:   /usr/lib/x86_64-linux-gnu/blas/libblas.so.3.12.0 
LAPACK: /usr/lib/x86_64-linux-gnu/lapack/liblapack.so.3.12.0

locale:
 [1] LC_CTYPE=en_US.UTF-8       LC_NUMERIC=C              
 [3] LC_TIME=en_US.UTF-8        LC_COLLATE=en_US.UTF-8    
 [5] LC_MONETARY=en_US.UTF-8    LC_MESSAGES=en_US.UTF-8   
 [7] LC_PAPER=en_US.UTF-8       LC_NAME=C                 
 [9] LC_ADDRESS=C               LC_TELEPHONE=C            
[11] LC_MEASUREMENT=en_US.UTF-8 LC_IDENTIFICATION=C       

time zone: Etc/UTC
tzcode source: system (glibc)

attached base packages:
[1] stats     graphics  grDevices utils     datasets  methods   base     

other attached packages:
[1] patchwork_1.3.2    ggplot2_4.0.3      Matrix_1.6-5       jsonlite_2.0.0    
[5] hdf5r_1.3.12       Seurat_5.5.1       SeuratObject_5.4.0 sp_2.2-3          

loaded via a namespace (and not attached):
  [1] deldir_2.0-4           pbapply_1.7-4          gridExtra_2.3.1       
  [4] rlang_1.3.0            magrittr_2.0.5         RcppAnnoy_0.0.23      
  [7] otel_0.2.0             matrixStats_1.5.0      ggridges_0.5.7        
 [10] compiler_4.3.3         spatstat.geom_3.8-2    mgcv_1.9-1            
 [13] png_0.1-9              vctrs_0.7.3            reshape2_1.4.5        
 [16] stringr_1.6.0          pkgconfig_2.0.3        fastmap_1.2.0         
 [19] labeling_0.4.3         promises_1.5.0         bit_4.6.0             
 [22] purrr_1.2.2            goftest_1.2-3          later_1.4.8           
 [25] spatstat.utils_3.2-4   irlba_2.3.7            parallel_4.3.3        
 [28] cluster_2.1.6          R6_2.6.1               ica_1.0-3             
 [31] stringi_1.8.9          RColorBrewer_1.1-3     spatstat.data_3.1-9   
 [34] reticulate_1.46.0      parallelly_1.48.0      spatstat.univar_3.2-0 
 [37] lmtest_0.9-40          scattermore_1.2        Rcpp_1.1.2            
 [40] tensor_1.5.1           future.apply_1.20.2    zoo_1.9-0             
 [43] sctransform_0.4.3      httpuv_1.6.17          splines_4.3.3         
 [46] igraph_2.3.3           tidyselect_1.2.1       abind_1.4-8           
 [49] codetools_0.2-19       spatstat.random_3.5-1  miniUI_0.1.2          
 [52] spatstat.explore_3.8-2 listenv_1.0.0          lattice_0.22-5        
 [55] tibble_3.3.1           plyr_1.8.9             withr_3.0.3           
 [58] shiny_1.14.0           S7_0.2.2               ROCR_1.0-12           
 [61] Rtsne_0.17             future_1.75.0          fastDummies_1.7.6     
 [64] survival_3.5-8         polyclip_1.10-7        fitdistrplus_1.2-6    
 [67] pillar_1.11.1          KernSmooth_2.23-22     plotly_4.12.1         
 [70] generics_0.1.4         RcppHNSW_0.7.0         scales_1.4.0          
 [73] globals_0.19.1         xtable_1.8-8           glue_1.8.1            
 [76] tools_4.3.3            data.table_1.18.4      RSpectra_0.16-2       
 [79] RANN_2.6.2             dotCall64_1.2          cowplot_1.2.0         
 [82] grid_4.3.3             tidyr_1.3.2            nlme_3.1-164          
 [85] cli_3.6.6              spatstat.sparse_3.2-0  spam_2.11-4           
 [88] viridisLite_0.4.3      dplyr_1.2.1            uwot_0.2.4            
 [91] gtable_0.3.6           digest_0.6.39          progressr_1.0.0       
 [94] ggrepel_0.9.8          htmlwidgets_1.6.4      farver_2.1.2          
 [97] htmltools_0.5.9        lifecycle_1.0.5        httr_1.4.8            
[100] mime_0.13              bit64_4.8.2            MASS_7.3-60.0.1       
