spec	estimator	partial_r_TACSTD2_immune_given_CLDN4	partial_p_TACSTD2_immune_given_CLDN4	partial_r_CLDN4_immune_given_TACSTD2	partial_p_CLDN4_immune_given_TACSTD2	pearson_TACSTD2_CLDN4	pearson_p_TACSTD2_CLDN4	inclusion_T_then_C_a	inclusion_T_then_C_total	inclusion_T_then_C_b	inclusion_C_then_T_a	inclusion_C_then_T_total	inclusion_C_then_T_b
c4_pct	pooled_within_z	0.10937938819000692	0.3857554254139548	-0.4598828783625639	0.00011618351554382339	0.5003410033573739	2.194483084511021e-05	0.5003410033573737	-0.15114363776396217	-0.5250458845767074	0.500341003357374	-0.4692286693389562	0.11155834693380762
c4_mean	pooled_within_z	0.15339805933953568	0.22247479119996635	-0.3256741087645509	0.008113313435517074	0.5511981273266786	1.9534252184334005e-06	0.5511981273266786	-0.03920727091545198	-0.39002119578833067	0.5511981273266785	-0.2931361739316516	0.1757716818207877
c4_pct_logit	pooled_within_z	0.16016455258976586	0.20249383512238067	-0.5173121536687297	1.0219477087708454e-05	0.5003410033573739	2.194483084511021e-05	0.5003410033573737	-0.13725137453976194	-0.59182214273135	0.500341003357374	-0.5123372153412505	0.15886151016355265
c4_pct_min30_malignant	pooled_within_z	0.12573669177740196	0.32217206201888954	-0.4568058722397176	0.00014808880244688097	0.50148331034262	2.4301394263286335e-05	0.5014833103426201	-0.1332654727605958	-0.5232876072420272	0.5014833103426202	-0.4585187666034886	0.1291545287804048
tcga_cd8_krt819	pooled_within_z	-0.029269498324104484	0.0858983425362476	-0.07058699517819902	3.381731855684353e-05	0.3004242916251684	9.025518372660225e-73	0.3004242916251684	-0.052783051287752694	-0.07390247277424254	0.30042429162516854	-0.08308973399315916	-0.030580953255202534
tcga_cd3_krt819	pooled_within_z	0.001934789946729393	0.9096316237574489	-0.08859667329362547	1.9119074571980652e-07	0.3004242916251684	9.025518372660225e-73	0.3004242916251684	-0.025876487509580392	-0.09285644845177989	0.30042429162516854	-0.09224963787654833	0.0020198452393745806
tcga_cytotoxic_krt819	pooled_within_z	-0.019076036663460735	0.2630615825000667	-0.09479320777287131	2.4962720633927203e-08	0.3004242916251684	9.025518372660225e-73	0.3004242916251684	-0.049709378999835206	-0.09926132840428986	0.30042429162516854	-0.10523642650148911	-0.019888864728203174
tcga_cd8_none	pooled_within_z	-0.04430568006084541	0.009310467639921433	-0.07440594582836303	1.2366043277195876e-05	0.4170506042557869	4.984542828933091e-145	0.4170506042557868	-0.08251958585435172	-0.0815860328633049	0.417050604255787	-0.10181051887651098	-0.04849408154987788
tcga_cd8_krt56	pooled_within_z	-0.07082246707606739	3.182829587689437e-05	-0.06364517016250563	0.00018586739173913095	0.4334181031693112	9.52541956302242e-158	0.43341810316931145	-0.10858902305666365	-0.07020562958001797	0.43341810316931134	-0.1040818625533174	-0.07816063225228503
tcga_cd3_krt56	pooled_within_z	-0.03580244964366329	0.03564103907841886	-0.08829840176169299	2.1017718314133048e-07	0.4334181031693112	9.52541956302242e-158	0.43341810316931145	-0.08178918208100003	-0.09765119737000084	0.43341810316931134	-0.11475620982693889	-0.039465385344682226
tcga_cd8_krt819_plus_lusc	pooled_within_z	-0.057597369480834534	0.00029516695641967244	-0.05505960253550216	0.0005406166961333473	0.3147803610535371	1.8304195453604337e-91	0.31478036105353707	-0.07870589721280571	-0.05782854150167635	0.3147803610535372	-0.07687357430509645	-0.06050260803970859
