spec	estimator	cohort	model	model_name	n	k	ll	aic	bic	aicc	delta_bic	lr_vs_saturated	df	p_vs_saturated	srmr	resid_r_TC	resid_r_TI	resid_r_CI	is_winner
tcga_cd8_krt819	within_cohort_primary	LUAD	M2	M2_CLDN4_to_TACSTD2_to_immune	516	5	-2158.6101850874716	4327.220370174943	4348.450904002351	4327.338017233767	2.0212741319564884	4.164401561581144	1	0.041281993923204856	0.03400915134906351	1.6653345369377348e-16	-4.163336342344337e-17	-0.08330506739029175	False
tcga_cd8_krt819	within_cohort_primary	LUAD	M3	M3_independent	516	5	-2191.7090162775185	4393.418032555037	4414.648566382445	4393.53567961386	68.21893651205028	70.36206394167493	1	4.9360068771258177e-17	0.1467475648523739	0.3570322790092846	-0.03392768693151263	-0.024206415379476293	False
tcga_cd8_krt819	within_cohort_primary	LUAD	saturated	saturated	516	6	-2156.527984306681	4325.055968613362	4350.532609206251	4325.22099808291	4.102979335856617	0.0	0	1.0	1.0292042894454821e-16	0.0	-6.938893903907228e-17	-9.71445146547012e-17	False
tcga_cd8_krt819	within_cohort_primary	BRCA	M1	M1_TACSTD2_to_CLDN4_to_immune	1095	5	-4606.031201441728	9222.062402883455	9247.054951094708	9222.117499302189	0.6992286461663753	1.4048117536458449	1	0.23591958473215444	0.01389956116107166	-5.551115123125783e-17	-0.034046832493232475	4.683753385137379e-17	False
tcga_cd8_krt819	within_cohort_primary	BRCA	M2	M2_CLDN4_to_TACSTD2_to_immune	1095	5	-4605.6815871186445	9221.363174237289	9246.355722448541	9221.418270656022	0.0	0.7055831074794696	1	0.4009140243327137	0.00984910500557207	-3.3306690738754696e-16	1.734723475976807e-17	0.024125281686743237	True
tcga_cd8_krt819	within_cohort_primary	BRCA	M3	M3_independent	1095	5	-4660.386939929	9330.773879858	9355.766428069252	9330.828976276733	109.41070562071036	110.11628872818983	1	9.24076243286064e-26	0.1264087358248707	0.3093084220636316	0.008239906533599451	-0.011636792422122202	False
tcga_cd8_krt819	within_cohort_primary	BRCA	saturated	saturated	1095	6	-4605.328795564905	9222.65759112981	9252.648648983313	9222.734797012163	6.29292653477205	0.0	0	1.0	1.3044882166477295e-16	-5.551115123125783e-17	6.938893903907228e-18	1.9081958235744878e-17	False
tcga_cd8_krt819	within_cohort_primary	CESC	M1	M1_TACSTD2_to_CLDN4_to_immune	304	5	-1286.7037611620678	2583.4075223241357	2601.9926608311666	2583.608864606015	0.1036338963599519	3.2133242055269875	1	0.07304094813561633	0.04085940538357575	1.1102230246251565e-16	0.10008469438328857	-1.3877787807814457e-17	False
tcga_cd8_krt819	within_cohort_primary	CESC	M2	M2_CLDN4_to_TACSTD2_to_immune	304	5	-1286.6519442138879	2583.3038884277757	2601.8890269348067	2583.505230709655	0.0	3.1096903091670356	1	0.07782775748113631	0.040191689492431744	8.326672684688674e-17	5.551115123125783e-17	-0.098449131156838	True
tcga_cd8_krt819	within_cohort_primary	CESC	M3	M3_independent	304	5	-1291.4513926409102	2592.9027852818203	2611.4879237888513	2593.1041275636994	9.598896854044597	12.708587163211632	1	0.00036398031420945264	0.08346804525702312	0.2023432789001743	-0.020545468210470777	0.020894226334314425	False
tcga_cd8_krt819	within_cohort_primary	CESC	saturated	saturated	304	6	-1285.0970990593044	2582.1941981186087	2604.496364327046	2582.477026401437	2.607337392239515	0.0	0	1.0	1.3935491956118603e-16	1.1102230246251565e-16	6.938893903907228e-17	2.7755575615628914e-17	False
tcga_cd8_krt819	within_cohort_primary	KIRC	M1	M1_TACSTD2_to_CLDN4_to_immune	533	5	-2244.897886136508	4499.795772273016	4521.188379393845	4499.909624265426	6.320868253553272	6.383521358961843	1	0.011518467770835797	0.042584227428927174	-5.551115123125783e-17	-0.10430962829150317	1.3877787807814457e-17	False
tcga_cd8_krt819	within_cohort_primary	KIRC	M2	M2_CLDN4_to_TACSTD2_to_immune	533	5	-2241.7374520097314	4493.474904019463	4514.867511140292	4493.588756011873	0.0	0.06265310540857172	1	0.8023506986169853	0.004206307699250393	0.0	4.163336342344337e-17	-0.010303307564303747	True
tcga_cd8_krt819	within_cohort_primary	KIRC	M3	M3_independent	533	5	-2265.1670039818882	4540.3340079637765	4561.726615084605	4540.447859956186	46.859103944313574	46.921757049722146	1	7.387798933034565e-12	0.11928478643472544	0.2902923209592615	-0.0032238102979591093	-0.03306262373007053	False
tcga_cd8_krt819	within_cohort_primary	KIRC	saturated	saturated	533	6	-2241.706125457027	4495.412250914054	4521.083379459049	4495.571946731545	6.215868318757202	0.0	0	1.0	9.681352727116468e-17	-5.551115123125783e-17	5.551115123125783e-17	2.7755575615628914e-17	False
tcga_cd8_krt819	within_cohort_primary	STAD	M1	M1_TACSTD2_to_CLDN4_to_immune	412	5	-1740.476519074272	3490.953038148544	3511.0581548952914	3491.100821399775	0.0	0.26175588065279953	1	0.60891639955473	0.009960980745807032	-1.3877787807814457e-16	-0.024399320164915056	-1.1102230246251565e-16	True
tcga_cd8_krt819	within_cohort_primary	STAD	M2	M2_CLDN4_to_TACSTD2_to_immune	412	5	-1745.2268952409486	3500.453790481897	3520.558907228645	3500.6015737331286	9.500752333353375	9.762508214006175	1	0.001781067503064569	0.061184776181951936	0.0	1.3877787807814457e-17	-0.14987148167217576	False
tcga_cd8_krt819	within_cohort_primary	STAD	M3	M3_independent	412	5	-1748.2878107012173	3506.5756214024345	3526.680738149182	3506.723404653666	15.622583253890753	15.884339134543552	1	6.733359164586994e-05	0.08037416434923678	0.19447484979760787	-0.030272385610947503	-0.004811780818855166	False
tcga_cd8_krt819	within_cohort_primary	STAD	saturated	saturated	412	6	-1740.3456411339455	3492.691282267891	3516.817422363988	3492.8986896752986	5.759267468696635	0.0	0	1.0	1.406446069726004e-16	-1.3877787807814457e-16	-6.938893903907228e-18	2.7755575615628914e-17	False
tcga_cd8_krt819	within_cohort_primary	BLCA	M1	M1_TACSTD2_to_CLDN4_to_immune	406	5	-1674.7914620868767	3359.5829241737533	3379.614689971762	3359.7329241737534	0.0	4.57310473495636	1	0.0324776535418103	0.03787413229922204	1.6653345369377348e-16	-0.09277229858375746	0.0	True
tcga_cd8_krt819	within_cohort_primary	BLCA	M2	M2_CLDN4_to_TACSTD2_to_immune	406	5	-1676.059151639626	3362.118303279252	3382.1500690772605	3362.268303279252	2.5353791054985777	7.108483840454937	1	0.007671997178433171	0.04729391340297101	5.551115123125783e-17	2.7755575615628914e-17	-0.11584595577665335	False
tcga_cd8_krt819	within_cohort_primary	BLCA	M3	M3_independent	406	5	-1717.9543385719082	3445.9086771438165	3465.940442941825	3446.0586771438166	86.32575297006315	90.89885770501951	1	1.5120693065280656e-21	0.18586854281013296	0.44787943299891747	-0.0640204897365546	-0.05087319164976084	False
tcga_cd8_krt819	within_cohort_primary	BLCA	saturated	saturated	406	6	-1672.5049097193985	3357.009819438797	3381.0479383964075	3357.2203457545866	1.433248424645626	0.0	0	1.0	1.4510973109558773e-16	1.6653345369377348e-16	0.0	0.0	False
tcga_cd8_krt819	within_cohort_primary	PAAD	M1	M1_TACSTD2_to_CLDN4_to_immune	178	5	-748.2895604088872	1506.5791208177743	1522.4880385692347	1506.9279580270766	6.956106929164889	13.390488995984924	1	0.00025290344739099487	0.1042326553227648	2.7755575615628914e-17	0.2553168200761668	-5.551115123125783e-17	False
tcga_cd8_krt819	within_cohort_primary	PAAD	M2	M2_CLDN4_to_TACSTD2_to_immune	178	5	-750.6208112563475	1511.241622512695	1527.1505402641553	1511.5904597219971	11.618608624085482	18.052990690905517	1	2.1484089589471996e-05	0.1218332924102729	1.1102230246251565e-16	-5.551115123125783e-17	-0.2984294000884671	False
tcga_cd8_krt819	within_cohort_primary	PAAD	M3	M3_independent	178	5	-744.8115069443047	1499.6230138886094	1515.5319316400698	1499.9718510979117	0.0	6.434382066820035	1	0.011193209017202582	0.08215426323699114	0.18842151942414914	-0.05430720644722281	0.04521057568612363	True
tcga_cd8_krt819	within_cohort_primary	PAAD	saturated	saturated	178	6	-741.5943159108947	1495.1886318217894	1514.2793331235418	1495.6798598919647	-1.2525985165279963	0.0	0	1.0	1.044681914182223e-16	2.7755575615628914e-17	-1.1102230246251565e-16	-5.551115123125783e-17	False
tcga_cd8_krt819	cohort_bic_sum	ALL	M1	M1_TACSTD2_to_CLDN4_to_immune	3444	35	-14458.789938331833	28987.579876663665	29129.826504626402		0.0	31.370134359353415	7	5.312231840226529e-05	0.039112064899039005				True
tcga_cd8_krt819	cohort_bic_sum	ALL	M2	M2_CLDN4_to_TACSTD2_to_immune	3444	35	-14464.588026566656	28999.176053133313	29141.42268109605		11.596176469647617	42.96631082900285	7	3.3859634091814246e-07	0.045509747934501944				False
tcga_cd8_krt819	cohort_bic_sum	ALL	M3	M3_independent	3444	35	-14619.768009046747	29309.536018093495	29451.782646056232		321.9561414298296	353.32627578918164	7	2.3912061276867107e-72	0.11775801468076487				False
tcga_cd8_krt819	cohort_bic_sum	ALL	saturated	saturated	3444	42	-14443.104871152156	28970.209742304312	29140.905695859597		11.07919123319516	0.0	0	1.0	1.2282288956115462e-16				False
tcga_cd3_krt819	pooled_within_z	ALL	M1	M1_TACSTD2_to_CLDN4_to_immune	3444	5	-14482.87087044237	28975.74174088474	29006.46368521248	28975.75919289172	0.0	0.012892335536889732	1	0.9095989479106094	0.0007501744424829062	1.1102230246251565e-16	0.0018375446021599677	1.3877787807814457e-17	True
tcga_cd3_krt819	pooled_within_z	ALL	M2	M2_CLDN4_to_TACSTD2_to_immune	3444	5	-14496.434368014088	29002.868736028176	29033.590680355916	29002.886188035158	27.126995143436943	27.139887478973833	1	1.8925256039092442e-07	0.03448706519209648	-5.551115123125783e-17	2.42861286636753e-17	-0.0844757124467351	False
tcga_cd3_krt819	pooled_within_z	ALL	M3	M3_independent	3444	5	-14645.74955665852	29301.49911331704	29332.22105764478	29301.516565324022	325.75737243230105	325.77026476783794	1	8.01765030912236e-73	0.12317556300341177	0.30042429162516854	-0.02789621894781811	0.0006015789024347018	False
tcga_cd3_krt819	pooled_within_z	ALL	saturated	saturated	3444	6	-14482.864424274601	28977.728848549203	29014.595181742487	28977.753288467735	8.131496530008008	0.0	0	1.0	1.3657023030358826e-16	1.1102230246251565e-16	3.122502256758253e-17	0.0	False
tcga_cd3_krt819	within_cohort_primary	LUAD	M1	M1_TACSTD2_to_CLDN4_to_immune	516	5	-2157.8098474229264	4325.619694845853	4346.850228673261	4325.737341904676	0.0	0.23301538162741053	1	0.6292969266138342	0.00804757090599664	0.0	0.019712442388559098	5.551115123125783e-17	True
tcga_cd3_krt819	within_cohort_primary	LUAD	M2	M2_CLDN4_to_TACSTD2_to_immune	516	5	-2161.2122306975657	4332.424461395131	4353.65499522254	4332.542108453955	6.804766549278611	7.037781930906021	1	0.007980780883253722	0.0443735238700063	1.6653345369377348e-16	6.591949208711867e-17	-0.10869249157072496	False
tcga_cd3_krt819	within_cohort_primary	LUAD	M3	M3_independent	516	5	-2192.8743717029506	4395.748743405901	4416.979277233309	4395.866390464725	70.12904856004843	70.36206394167584	1	4.9360068771235417e-17	0.14691904100453465	0.3570322790092846	-0.044453533236035875	0.007941208121050203	False
tcga_cd3_krt819	within_cohort_primary	LUAD	saturated	saturated	516	6	-2157.6933397321127	4327.386679464225	4352.863320057115	4327.551708933774	6.013091383853862	0.0	0	1.0	1.304392094136038e-16	0.0	5.898059818321144e-17	0.0	False
tcga_cd3_krt819	within_cohort_primary	BRCA	M1	M1_TACSTD2_to_CLDN4_to_immune	1095	5	-4606.01541763845	9222.0308352769	9247.023383488153	9222.085931695634	0.0	0.07261125363038445	1	0.7875720616672232	0.0031609658817160686	-5.551115123125783e-17	-0.007742753504551094	-3.122502256758253e-17	True
tcga_cd3_krt819	within_cohort_primary	BRCA	M2	M2_CLDN4_to_TACSTD2_to_immune	1095	5	-4606.06690101744	9222.13380203488	9247.126350246132	9222.188898453613	0.10296675797872012	0.17557801160910458	1	0.6752012967050073	0.004915448086637216	-3.3306690738754696e-16	-7.632783294297951e-17	-0.01204033966940106	False
tcga_cd3_krt819	within_cohort_primary	BRCA	M3	M3_independent	1095	5	-4661.03725637573	9332.07451275146	9357.067060962712	9332.129609170193	110.04367747455944	110.11628872818983	1	9.24076243286064e-26	0.1262904506901432	0.3093084220636316	-0.004117868970356179	-0.0026477931879626184	False
tcga_cd3_krt819	within_cohort_primary	BRCA	saturated	saturated	1095	6	-4605.979112011635	9223.95822402327	9253.949281876774	9224.035429905623	6.925898388621135	0.0	0	1.0	1.3739221657822056e-16	-5.551115123125783e-17	-8.500145032286355e-17	-6.591949208711867e-17	False
tcga_cd3_krt819	within_cohort_primary	CESC	M1	M1_TACSTD2_to_CLDN4_to_immune	304	5	-1285.2587254421621	2580.5174508843243	2599.102589391355	2580.7187931662033	0.0	6.077495999209077	1	0.013691470481025998	0.05579462948156767	1.1102230246251565e-16	0.13666837261748793	0.0	True
tcga_cd3_krt819	within_cohort_primary	CESC	M2	M2_CLDN4_to_TACSTD2_to_immune	304	5	-1285.8319867688592	2581.6639735377184	2600.2491120447494	2581.8653158195975	1.146522653394186	7.224018652603263	1	0.007193448642629712	0.06088782491492429	8.326672684688674e-17	-4.163336342344337e-17	-0.14914410258948507	False
tcga_cd3_krt819	within_cohort_primary	CESC	M3	M3_independent	304	5	-1288.5742710241634	2587.148542048327	2605.7336805553578	2587.349884330206	6.631091164002555	12.708587163211632	1	0.00036398031420945264	0.0843458864239686	0.2023432789001743	-0.03083191033547522	0.028141821704743386	False
tcga_cd3_krt819	within_cohort_primary	CESC	saturated	saturated	304	6	-1282.2199774425576	2576.439954885115	2598.7421210935527	2576.7227831679434	-0.36046829780252665	0.0	0	1.0	1.3784958753881249e-16	1.1102230246251565e-16	0.0	5.551115123125783e-17	False
tcga_cd3_krt819	within_cohort_primary	KIRC	M1	M1_TACSTD2_to_CLDN4_to_immune	533	5	-2244.9059418835204	4499.811883767041	4521.20449088787	4499.925735759451	4.851983302412918	4.960214814212122	1	0.02593698513078955	0.037563395119630416	-5.551115123125783e-17	-0.0920111510496464	2.0816681711721685e-17	False
tcga_cd3_krt819	within_cohort_primary	KIRC	M2	M2_CLDN4_to_TACSTD2_to_immune	533	5	-2242.479950232314	4494.959900464628	4516.352507585457	4495.073752457038	0.0	0.10823151179920387	1	0.742166587477824	0.005536079426241487	0.0	1.3877787807814457e-17	-0.013560569769811504	True
tcga_cd3_krt819	within_cohort_primary	KIRC	M3	M3_independent	533	5	-2265.8867130012754	4541.773426002551	4563.16603312338	4541.887277994961	46.81352553792294	46.921757049722146	1	7.387798933034565e-12	0.11912048899945996	0.2902923209592615	-0.004255358097511749	-0.029161716622479593	False
tcga_cd3_krt819	within_cohort_primary	KIRC	saturated	saturated	533	6	-2242.4258344764144	4496.851668952829	4522.522797497823	4497.011364770319	6.17028991236657	0.0	0	1.0	2.420338181779117e-17	-5.551115123125783e-17	0.0	2.0816681711721685e-17	False
tcga_cd3_krt819	within_cohort_primary	STAD	M1	M1_TACSTD2_to_CLDN4_to_immune	412	5	-1739.1098319173957	3488.2196638347914	3508.324780581539	3488.367447086023	0.0	2.069853267412327	1	0.15023597501181038	0.027887318332594432	-1.3877787807814457e-16	-0.06830970020941934	-2.7755575615628914e-17	True
tcga_cd3_krt819	within_cohort_primary	STAD	M2	M2_CLDN4_to_TACSTD2_to_immune	412	5	-1743.6583456020853	3497.3166912041706	3517.4218079509183	3497.464474455402	9.097027369379248	11.166880636791575	1	0.0008327051632955251	0.06513383553202624	0.0	8.326672684688674e-17	-0.15954466204382478	False
tcga_cd3_krt819	within_cohort_primary	STAD	M3	M3_independent	412	5	-1746.0170748509613	3502.0341497019226	3522.1392664486702	3502.181932953154	13.814485867131225	15.884339134543552	1	6.733359164586994e-05	0.08065368042511326	0.19447484979760787	-0.03208392810447323	-0.013425771869156222	False
tcga_cd3_krt819	within_cohort_primary	STAD	saturated	saturated	412	6	-1738.0749052836895	3488.149810567379	3512.275950663476	3488.3572179747866	3.951170081937107	0.0	0	1.0	1.4522029090674701e-16	-1.3877787807814457e-16	4.163336342344337e-17	8.326672684688674e-17	False
tcga_cd3_krt819	within_cohort_primary	BLCA	M1	M1_TACSTD2_to_CLDN4_to_immune	406	5	-1677.2131161439786	3364.426232287957	3384.4579980859658	3364.5762322879573	0.0	0.11969163970434238	1	0.7293691720216959	0.006180864801821354	1.6653345369377348e-16	-0.015139964933590988	8.326672684688674e-17	True
tcga_cd3_krt819	within_cohort_primary	BLCA	M2	M2_CLDN4_to_TACSTD2_to_immune	406	5	-1681.2015744381135	3372.403148876227	3392.4349146742356	3372.553148876227	7.976916588269887	8.09660822797423	1	0.00443481701897648	0.05108644765981739	5.551115123125783e-17	-2.7755575615628914e-17	-0.12513572953795238	False
tcga_cd3_krt819	within_cohort_primary	BLCA	M3	M3_independent	406	5	-1722.6026991766362	3455.2053983532724	3475.237164151281	3455.3553983532724	90.77916606531517	90.89885770501951	1	1.5120693065280656e-21	0.1851018821746832	0.44787943299891747	-0.07008418219218249	-0.008274153170143989	False
tcga_cd3_krt819	within_cohort_primary	BLCA	saturated	saturated	406	6	-1677.1532703241264	3366.306540648253	3390.3446596058634	3366.5170669640424	5.886661519897643	0.0	0	1.0	1.473051618469728e-16	1.6653345369377348e-16	-5.551115123125783e-17	2.7755575615628914e-17	False
tcga_cd3_krt819	within_cohort_primary	PAAD	M1	M1_TACSTD2_to_CLDN4_to_immune	178	5	-750.5299448967921	1511.0598897935843	1526.9688075450447	1511.4087270028865	5.673562378332235	12.107944445152043	1	0.0005020745203883883	0.10054951453335445	2.7755575615628914e-17	0.2462950044912798	-5.551115123125783e-17	False
tcga_cd3_krt819	within_cohort_primary	PAAD	M2	M2_CLDN4_to_TACSTD2_to_immune	178	5	-750.5998998702547	1511.1997997405094	1527.1087174919699	1511.5486369498117	5.813472325257408	12.247854392077215	1	0.00046579344998461965	0.10114888242247097	1.1102230246251565e-16	5.551115123125783e-17	-0.24776314998782434	False
tcga_cd3_krt819	within_cohort_primary	PAAD	M3	M3_independent	178	5	-747.693163707626	1505.386327415252	1521.2952451667124	1505.7351646245543	0.0	6.434382066819808	1	0.011193209017204006	0.08121975716369494	0.18842151942414914	-0.0453033798936599	0.04499809452058129	True
tcga_cd3_krt819	within_cohort_primary	PAAD	saturated	saturated	178	6	-744.4759726742161	1500.9519453484322	1520.0426466501847	1501.4431734186076	-1.2525985165277689	0.0	0	1.0	9.747437813246292e-17	2.7755575615628914e-17	0.0	8.326672684688674e-17	False
tcga_cd3_krt819	cohort_bic_sum	ALL	M1	M1_TACSTD2_to_CLDN4_to_immune	3444	35	-14460.842825345226	28991.68565069045	29133.93227865319		0.0	25.640826800947707	7	0.0005837570172604002	0.03416917986524015				True
tcga_cd3_krt819	cohort_bic_sum	ALL	M2	M2_CLDN4_to_TACSTD2_to_immune	3444	35	-14471.050888626633	29012.101777253265	29154.348405216002		20.416126562813588	46.05695336376061	7	8.5216990902691e-08	0.047583148844589127				False
tcga_cd3_krt819	cohort_bic_sum	ALL	M3	M3_independent	3444	35	-14624.685549839343	29319.371099678687	29461.617727641424		327.6854489882353	353.3262757891823	7	2.391206127685959e-72	0.11766445526879968				False
tcga_cd3_krt819	cohort_bic_sum	ALL	saturated	saturated	3444	42	-14448.022411944752	28980.044823889504	29150.74077744479		16.80849879160087	0.0	0	1.0	1.1712631803351582e-16				False
tcga_cytotoxic_krt819	pooled_within_z	ALL	M1	M1_TACSTD2_to_CLDN4_to_immune	3444	5	-14478.410762804207	28966.821525608415	28997.543469936154	28966.838977615396	0.0	1.25348306401429	1	0.26288827216348276	0.007386762964927767	1.1102230246251565e-16	-0.01809380011496122	0.0	True
tcga_cytotoxic_krt819	pooled_within_z	ALL	M2	M2_CLDN4_to_TACSTD2_to_immune	3444	5	-14493.327426281085	28996.65485256217	29027.37679688991	28996.67230456915	29.833326953754295	31.086810017768585	1	2.4674238270249392e-08	0.03686585003851961	-5.551115123125783e-17	1.3877787807814457e-17	-0.09030252152833661	False
tcga_cytotoxic_krt819	pooled_within_z	ALL	M3	M3_independent	3444	5	-14640.669153656116	29291.33830731223	29322.06025163997	29291.355759319213	324.5167817038164	325.77026476783067	1	8.01765030915148e-73	0.12327362192381987	0.30042429162516854	-0.02980870775741053	-0.00591617415651885	False
tcga_cytotoxic_krt819	pooled_within_z	ALL	saturated	saturated	3444	6	-14477.7840212722	28967.5680425444	29004.434375737685	28967.592482462933	6.890905801530607	0.0	0	1.0	1.3635706315199972e-16	1.1102230246251565e-16	2.0816681711721685e-17	1.3877787807814457e-17	False
tcga_cytotoxic_krt819	within_cohort_primary	LUAD	M1	M1_TACSTD2_to_CLDN4_to_immune	516	5	-2150.055046107362	4310.110092214724	4331.3406260421325	4310.227739273548	0.0	2.843113182289926	1	0.09176626290509945	0.02765628156989052	0.0	-0.06774377802897028	-1.1102230246251565e-16	True
tcga_cytotoxic_krt819	within_cohort_primary	LUAD	M2	M2_CLDN4_to_TACSTD2_to_immune	516	5	-2156.110842196689	4322.221684393378	4343.452218220787	4322.339331452202	12.111592178654064	14.95470536094399	1	0.00011012309253924034	0.06380304671560241	1.6653345369377348e-16	0.0	-0.15628490848818405	False
tcga_cytotoxic_krt819	within_cohort_primary	LUAD	M3	M3_independent	516	5	-2183.8145214870547	4377.629042974109	4398.8595768015175	4377.746690032933	67.518950759385	70.36206394167493	1	4.9360068771258177e-17	0.14845411894105132	0.3570322790092846	-0.06356228548697965	-0.026824246354574838	False
tcga_cytotoxic_krt819	within_cohort_primary	LUAD	saturated	saturated	516	6	-2148.633489516217	4309.266979032434	4334.743619625324	4309.432008501983	3.4029935831913463	0.0	0	1.0	9.412373634839028e-17	0.0	-2.7755575615628914e-17	-5.551115123125783e-17	False
tcga_cytotoxic_krt819	within_cohort_primary	BRCA	M1	M1_TACSTD2_to_CLDN4_to_immune	1095	5	-4605.789909879513	9221.579819759027	9246.572367970279	9221.63491617776	0.5821693621146551	2.2002914565055107	1	0.13798464585991618	0.01738831806112588	-5.551115123125783e-17	-0.042592506734979316	6.591949208711867e-17	False
tcga_cytotoxic_krt819	within_cohort_primary	BRCA	M2	M2_CLDN4_to_TACSTD2_to_immune	1095	5	-4605.498825198456	9220.997650396912	9245.990198608164	9221.052746815645	0.0	1.6181220943908556	1	0.20335383363304768	0.014909578711790923	-3.3306690738754696e-16	1.3877787807814457e-17	0.0365208601237503	True
tcga_cytotoxic_krt819	within_cohort_primary	BRCA	M3	M3_independent	1095	5	-4659.747908515355	9329.49581703071	9354.488365241963	9329.550913449444	108.49816663379897	110.11628872818983	1	9.24076243286064e-26	0.12651651763878158	0.3093084220636316	0.012463586155311318	-0.01454422474112126	False
tcga_cytotoxic_krt819	within_cohort_primary	BRCA	saturated	saturated	1095	6	-4604.6897641512605	9221.379528302521	9251.370586156025	9221.456734184874	5.380387547860664	0.0	0	1.0	1.34318837061123e-16	-5.551115123125783e-17	1.3877787807814457e-17	7.979727989493313e-17	False
tcga_cytotoxic_krt819	within_cohort_primary	CESC	M1	M1_TACSTD2_to_CLDN4_to_immune	304	5	-1278.8282635799728	2567.6565271599457	2586.2416656669766	2567.8578694418247	0.07672131129038462	12.785308474502017	1	0.00034935215336238143	0.07879810884049754	1.1102230246251565e-16	0.1930151593555112	-3.885780586188048e-16	False
tcga_cytotoxic_krt819	within_cohort_primary	CESC	M2	M2_CLDN4_to_TACSTD2_to_immune	304	5	-1284.4972749557314	2578.994549911463	2597.579688418494	2579.195892193342	11.414744062807586	24.123331226019218	1	9.035887152465798e-07	0.10926200644941916	8.326672684688674e-17	1.1102230246251565e-16	-0.2676361640737617	False
tcga_cytotoxic_krt819	within_cohort_primary	CESC	M3	M3_independent	304	5	-1278.7899029243276	2567.5798058486553	2586.164944355686	2567.7811481305343	0.0	12.708587163211632	1	0.00036398031420945264	0.08688730514972896	0.2023432789001743	-0.05421744020040431	0.037604380584375596	True
tcga_cytotoxic_krt819	within_cohort_primary	CESC	saturated	saturated	304	6	-1272.4356093427218	2556.8712186854436	2579.173384893881	2557.154046968272	-6.991559461805082	0.0	0	1.0	2.3660169846570343e-16	1.1102230246251565e-16	1.6653345369377348e-16	-4.440892098500626e-16	False
tcga_cytotoxic_krt819	within_cohort_primary	KIRC	M1	M1_TACSTD2_to_CLDN4_to_immune	533	5	-2245.3725907856933	4500.745181571387	4522.1377886922155	4500.859033563796	1.4359265276480073	1.4381951594950806	1	0.2304316262732799	0.020277782753957155	-5.551115123125783e-17	-0.04967022086220368	-3.469446951953614e-17	False
tcga_cytotoxic_krt819	within_cohort_primary	KIRC	M2	M2_CLDN4_to_TACSTD2_to_immune	533	5	-2244.6546275218693	4499.309255043739	4520.7018621645675	4499.423107036148	0.0	0.002268631847073266	1	0.962010997560795	0.0008048241481061245	0.0	0.0	0.001971408495530161	True
tcga_cytotoxic_krt819	within_cohort_primary	KIRC	M3	M3_independent	533	5	-2268.114371730807	4546.228743461614	4567.621350582443	4546.3425954540235	46.91948841787507	46.921757049722146	1	7.387798933034565e-12	0.11868582264719535	0.2902923209592615	0.0006231104001128626	-0.015745701323326932	False
tcga_cytotoxic_krt819	within_cohort_primary	KIRC	saturated	saturated	533	6	-2244.653493205946	4501.306986411892	4526.978114956886	4501.466682229382	6.276252792318701	0.0	0	1.0	9.747695079641502e-17	-5.551115123125783e-17	-6.938893903907228e-18	-6.765421556309548e-17	False
tcga_cytotoxic_krt819	within_cohort_primary	STAD	M1	M1_TACSTD2_to_CLDN4_to_immune	412	5	-1741.2291616172722	3492.4583232345444	3512.563439981292	3492.606106485776	0.0	2.789600153790616	1	0.09487789859063794	0.032527634334113494	-1.3877787807814457e-16	-0.07967610665841293	8.326672684688674e-17	True
tcga_cytotoxic_krt819	within_cohort_primary	STAD	M2	M2_CLDN4_to_TACSTD2_to_immune	412	5	-1743.417817906719	3496.835635813438	3516.9407525601855	3496.9834190646693	4.377312578893452	7.166912732684068	1	0.007426046617915548	0.052276129667317615	0.0	6.938893903907228e-17	-0.1280498434124979	False
tcga_cytotoxic_krt819	within_cohort_primary	STAD	M3	M3_independent	412	5	-1747.7765311076487	3505.5530622152974	3525.658178962045	3505.700845466529	13.094738980752936	15.884339134543552	1	6.733359164586994e-05	0.08034439625684846	0.19447484979760787	-0.025703272797974144	-0.01581792094226339	False
tcga_cytotoxic_krt819	within_cohort_primary	STAD	saturated	saturated	412	6	-1739.834361540377	3491.668723080754	3515.794863176851	3491.8761304881614	3.2314231955588184	0.0	0	1.0	1.6351858424832368e-16	-1.3877787807814457e-16	6.938893903907228e-17	1.942890293094024e-16	False
tcga_cytotoxic_krt819	within_cohort_primary	BLCA	M1	M1_TACSTD2_to_CLDN4_to_immune	406	5	-1669.4491422294004	3348.898284458801	3368.9300502568094	3349.048284458801	0.0	0.34002842754898666	1	0.5598128134580131	0.010219060728462456	1.6653345369377348e-16	-0.025031484435247178	5.551115123125783e-17	True
tcga_cytotoxic_krt819	within_cohort_primary	BLCA	M2	M2_CLDN4_to_TACSTD2_to_immune	406	5	-1678.9087303689103	3367.8174607378205	3387.849226535829	3367.9674607378206	18.919176279019666	19.259204706568653	1	1.141188479507806e-05	0.07781302722213314	5.551115123125783e-17	-2.7755575615628914e-17	-0.19060221203552333	False
tcga_cytotoxic_krt819	within_cohort_primary	BLCA	M3	M3_independent	406	5	-1714.7285568681357	3439.4571137362714	3459.48887953428	3439.6071137362715	90.55882927747052	90.89885770501951	1	1.5120693065280656e-21	0.18803903064895786	0.44787943299891747	-0.10668283651197674	-0.013223016854155334	False
tcga_cytotoxic_krt819	within_cohort_primary	BLCA	saturated	saturated	406	6	-1669.279128015626	3350.558256031252	3374.5963749888624	3350.7687823470415	5.666324732052999	0.0	0	1.0	1.4860685278828935e-16	1.6653345369377348e-16	-5.551115123125783e-17	5.551115123125783e-17	False
