scope	n	I_fixed	I_random	se_fixed	se_random	z	p	Q	tau2	I2
all	28	-0.01301678082659903	-0.018588903674126675	0.0018652048894370102	0.01051629035198493	-1.7676293685270923	0.07712288494638116	838.4707894642659	0.002969887126879916	0.9677985204263926
luad	26	-0.01925655875721272	-0.022812538854287127	0.001966936356325387	0.009846009798169252	-2.3169323738159235	0.020507415909149684	608.8303200824981	0.0023896383933933976	0.9589376560671085
partial_all	28	-0.005368502260082757	-0.005248537538615259	0.0016539764076226172	0.0058686787099083105	-0.894330359192088	0.3711451610973312	331.32916963022126	0.0008712142083937047	0.9185100423541541
