cohort,layer,gene_x,gene_y,primary_endpoint,note,n,spearman_rho,spearman_p,spearman_ci95_low,spearman_ci95_high,pearson_r,pearson_p,purity_partial_rho,purity_partial_p,n_purity,fdr_bh_primary,direction
TCGA-LUAD,RNA_log2TPM,KLF4,TACSTD2,True,Primary cohort. One -01 sample per patient.,516,0.20659404583733115,2.215701019363492e-06,0.11907209412681473,0.2903419248137895,0.22727163556518507,1.8033731794688836e-07,0.23795379855092097,6.820221601798982e-08,503.0,6.203962854217778e-06,POSITIVE
TCGA-LUAD,RNA_log2TPM,KLF4,CLDN4,True,Primary cohort. One -01 sample per patient.,516,-0.0036857480130299985,0.9334370115297167,-0.09485356159576046,0.08190784877314991,0.016584128622076904,0.7070423761833776,0.02896765661421009,0.5172769473765577,503.0,0.9334370115297167,NULL
TCGA-LUAD,RNA_log2TPM,TACSTD2,CLDN4,False,Exploratory positive-control pair (epithelial/TJ co-expression).,516,0.5309540207346253,7.189628573043896e-39,0.4579415915004064,0.5958399399953824,0.5238656768913237,1.0437758613028264e-37,0.5253796875468277,5.762278259380673e-37,503.0,,POSITIVE
TCGA-LUAD,RNA_log2TPM,KLF4,KRT5,False,Exploratory context gene (keratin / TJ / endothelium).,516,0.2507775432126075,7.681804139122841e-09,0.16475879993604528,0.334200216958102,0.2623891514462374,1.4284366505354014e-09,0.2363484117015381,8.397636951519177e-08,503.0,,POSITIVE
TCGA-LUAD,RNA_log2TPM,KLF4,CLDN7,False,Exploratory context gene (keratin / TJ / endothelium).,516,-0.08814482357138832,0.04535938024804258,-0.1751158503124935,-0.003155478839407783,-0.0892078156114722,0.0428122036767308,-0.044879654516283736,0.3155986268967573,503.0,,INVERSE
TCGA-LUAD,RNA_log2TPM,KLF4,PECAM1,False,Exploratory context gene (keratin / TJ / endothelium).,516,0.3321079314179914,9.431257534136376e-15,0.24596232991413924,0.41287783261137523,0.35619662969869914,7.005742649109336e-17,0.30263363716748315,4.304738925557556e-12,503.0,,POSITIVE
TCGA-LUSC,RNA_log2TPM,KLF4,TACSTD2,True,Pre-specified second lung histology. One -01 sample per patient. Does not replace the LUAD verdict.,501,0.3694257699739963,1.2032724098103213e-17,0.28513772125258385,0.44726611778381736,0.38000279207640203,1.1726870095274964e-18,0.37428396015526405,8.304857080116967e-18,493.0,1.6845813737344499e-16,POSITIVE
TCGA-LUSC,RNA_log2TPM,KLF4,CLDN4,True,Pre-specified second lung histology. One -01 sample per patient. Does not replace the LUAD verdict.,501,0.19802142328888042,7.986591718688627e-06,0.11179220130222427,0.2880511897501879,0.21183580778802105,1.7176970867488854e-06,0.17171039751075104,0.00012945285970021293,493.0,1.8635380676940132e-05,POSITIVE
TCGA-LUSC,RNA_log2TPM,TACSTD2,CLDN4,False,Exploratory positive-control pair (epithelial/TJ co-expression).,501,0.39143583748836985,8.587182907798453e-20,0.3053438136999082,0.47071925183089935,0.43327168219686296,2.4168251800709443e-24,0.3879997405295767,4.003923800225008e-19,493.0,,POSITIVE
TCGA-LUSC,RNA_log2TPM,KLF4,KRT5,False,Exploratory context gene (keratin / TJ / endothelium).,501,0.323116158122003,1.2250238000077446e-13,0.2424754245791123,0.40536260423728027,0.3241858767627317,1.0068188509887483e-13,0.31599892314585476,7.175129091901467e-13,493.0,,POSITIVE
TCGA-LUSC,RNA_log2TPM,KLF4,CLDN7,False,Exploratory context gene (keratin / TJ / endothelium).,501,0.16523968795476776,0.0002032893499942845,0.07717775411182616,0.25345072462061624,0.1617894308222345,0.0002766081779116592,0.14378168397325541,0.0013850414081277716,493.0,,POSITIVE
TCGA-LUSC,RNA_log2TPM,KLF4,PECAM1,False,Exploratory context gene (keratin / TJ / endothelium).,501,-0.04495178567168452,0.31530558418990895,-0.13239575539388895,0.04628461559718632,-0.001920389189693968,0.9657997443766526,0.0414960108007724,0.3583673742039561,493.0,,NULL
CPTAC-LUAD,RNA_RSEM_UQ_log2,KLF4,TACSTD2,True,Replication. CPTAC freeze v1.2 tumor RNA.,110,0.04918579698322675,0.6098545866120644,-0.1600457336981591,0.2424019081143603,-0.032338206593789644,0.7373390172563403,,,,0.6567664778899155,NULL
CPTAC-LUAD,RNA_RSEM_UQ_log2,KLF4,CLDN4,True,Replication. CPTAC freeze v1.2 tumor RNA.,110,-0.3116707467199668,0.0009182356287384797,-0.48020033845286575,-0.12574235512749715,-0.3396954820374462,0.000282720347403374,,,,0.0016069123502923395,INVERSE
CPTAC-LUAD,RNA_RSEM_UQ_log2,TACSTD2,CLDN4,False,Exploratory positive-control pair (epithelial/TJ co-expression).,110,0.39186837561767496,2.2997345547585534e-05,0.21129289344198313,0.5602152484473414,0.4555716918696379,5.705732248821231e-07,,,,,POSITIVE
CPTAC-LUAD,protein_TMT_log2,KLF4,TACSTD2,True,Replication. Protein if quantified; pairwise complete cases only.,85,-0.0843267539573969,0.44289655848110027,-0.30646402622986,0.14115869837398476,0.009819252344071109,0.9289303089211367,,,,0.5636865289759458,NULL
CPTAC-LUAD,protein_TMT_log2,KLF4,CLDN4,True,Replication. Protein if quantified; pairwise complete cases only.,60,0.08780216726868575,0.5047108477637141,-0.1759556532383708,0.3541264473188903,0.08418857593058841,0.5224712010692054,,,,0.5888293223909998,NULL
CPTAC-LUAD,protein_TMT_log2,TACSTD2,CLDN4,False,Exploratory positive-control pair (epithelial/TJ co-expression).,79,0.2745618305744888,0.014336540643019976,0.05638730849198513,0.47116769047943063,0.32697378590238285,0.0032695866708041537,,,,,POSITIVE
CPTAC-LSCC,RNA_RSEM_UQ_log2,KLF4,TACSTD2,True,Replication. CPTAC freeze v1.2 LSCC tumor RNA.,108,0.40341166222245545,1.4975797988611084e-05,0.2309892892749601,0.5533301921990502,0.46196921176372296,4.835100000269739e-07,,,,2.9951595977222168e-05,POSITIVE
CPTAC-LSCC,RNA_RSEM_UQ_log2,KLF4,CLDN4,True,Replication. CPTAC freeze v1.2 LSCC tumor RNA.,108,0.17057956276173827,0.07755578750846905,-0.015515518570734688,0.35315675859910256,0.16008083669557133,0.09793631838558785,,,,0.10919109469224386,NULL
CPTAC-LSCC,RNA_RSEM_UQ_log2,TACSTD2,CLDN4,False,Exploratory positive-control pair (epithelial/TJ co-expression).,108,0.44617597813737964,1.3009701844755797e-06,0.2660575546643892,0.60132017616138,0.4456059681258638,1.3470456669017096e-06,,,,,POSITIVE
CPTAC-LSCC,protein_TMT_log2,KLF4,TACSTD2,True,Replication. LSCC protein if quantified; pairwise complete cases only.,103,0.4937618064402759,1.1590097683223064e-07,0.3144119680776653,0.6348866512531819,0.5145793451537798,2.6912332464121694e-08,,,,4.0565341891280727e-07,POSITIVE
CPTAC-LSCC,protein_TMT_log2,KLF4,CLDN4,True,Replication. LSCC protein if quantified; pairwise complete cases only.,73,0.20760829322473162,0.07799363906588848,-0.027955790851350214,0.4220851731421631,0.23447942852399373,0.04585273983272405,,,,0.10919109469224386,NULL
CPTAC-LSCC,protein_TMT_log2,TACSTD2,CLDN4,False,Exploratory positive-control pair (epithelial/TJ co-expression).,78,0.08053971345110585,0.4833259127385792,-0.15288111055423423,0.3063646974452321,0.19998079915817335,0.07918290859320619,,,,,NULL
DepMap24Q4-lung,RNA_log2TPM,KLF4,TACSTD2,True,Replication. All lung-lineage cell lines (not tumors).,214,0.40094281447039326,1.1411902225428246e-09,0.2791369243207222,0.5118557134748949,0.3870884676606536,4.6431717886443404e-09,,,,7.988331557799773e-09,POSITIVE
DepMap24Q4-lung,RNA_log2TPM,KLF4,CLDN4,True,Replication. All lung-lineage cell lines (not tumors).,214,0.39153237989512335,2.9811649329391885e-09,0.2657989420459794,0.5013629848646642,0.4041210698770625,8.194821515853023e-10,,,,1.391210302038288e-08,POSITIVE
DepMap24Q4-lung,RNA_log2TPM,TACSTD2,CLDN4,False,Exploratory positive-control pair (epithelial/TJ co-expression).,214,0.6074923026927191,5.636455165585778e-23,0.5135382373337717,0.6876111451834337,0.5624370891915033,3.001007452146409e-19,,,,,POSITIVE
DepMap24Q4-LUAD,RNA_log2TPM,KLF4,TACSTD2,False,Sensitivity. LUAD cell lines only. Not used for the verdict.,80,0.3841699973306225,0.0004347010854110481,0.17613091657763724,0.5629087033784006,0.4356965591309895,5.358269628633109e-05,,,,,POSITIVE
DepMap24Q4-LUAD,RNA_log2TPM,KLF4,CLDN4,False,Sensitivity. LUAD cell lines only. Not used for the verdict.,80,0.40278949835911865,0.00021208534684349502,0.2018906561426423,0.5799697999238365,0.4654836690265583,1.3567659660166925e-05,,,,,POSITIVE
DepMap24Q4-LUAD,RNA_log2TPM,TACSTD2,CLDN4,False,Exploratory positive-control pair (epithelial/TJ co-expression).,80,0.7561387264786419,5.108416933686581e-16,0.6412084657973589,0.8325354443370179,0.7453066521180682,2.216189643340584e-15,,,,,POSITIVE
