patient,sample_id,CLDN4,CLDN7,KLF4,KRT5,PECAM1,TACSTD2,sample_type
TCGA-18-3406,TCGA-18-3406-01A,5.937254927216477,5.547082692308022,6.839134486670696,12.469584917161066,5.434438079575061,8.919720849329595,01
TCGA-18-3407,TCGA-18-3407-01A,6.313652187529127,5.867048878762988,6.079043107539507,11.636537304040065,6.119073919099908,10.541758650767488,01
TCGA-18-3408,TCGA-18-3408-01A,6.733784102093291,5.3146421517029685,4.786533634655818,10.375159904389015,6.510490435311237,9.481632553651178,01
TCGA-18-3409,TCGA-18-3409-01A,4.475247047287838,3.848718073798604,3.833446736398932,11.450086247209734,6.4493847409525165,6.870465828000461,01
TCGA-18-3410,TCGA-18-3410-01A,7.542863173659125,6.1974978314952045,5.892665451898326,12.710766190898733,5.342952910768006,9.690541586864722,01
TCGA-18-3411,TCGA-18-3411-01A,7.670067721938736,5.428410425357344,4.051833203160289,11.066678731210873,5.253630060015148,8.79400964502097,01
TCGA-18-3412,TCGA-18-3412-01A,8.579709654733396,6.521532916089956,7.53017611181377,13.745071219491225,5.163724135773829,12.059563721639227,01
TCGA-18-3414,TCGA-18-3414-01A,8.473112316713937,6.421958768357596,6.5581206627286255,12.264783675178355,5.19600107305606,10.883503442869316,01
TCGA-18-3415,TCGA-18-3415-01A,6.668853790522727,3.9028164483418144,5.480972722274141,12.6821752003795,5.293267472925377,9.528381632321318,01
TCGA-18-3416,TCGA-18-3416-01A,8.081857811154054,3.484228377398522,7.129307748647968,13.787372569468458,5.611918917311855,10.953985126261594,01
TCGA-18-3417,TCGA-18-3417-01A,8.009965743842324,7.509410029542803,2.9799155854175177,12.484525842674731,5.563475439592273,9.377797468540006,01
TCGA-18-3419,TCGA-18-3419-01A,7.806677855845953,6.458531292793437,6.068896482792357,12.113834838000098,5.471213478097212,11.00871090045875,01
TCGA-18-3421,TCGA-18-3421-01A,5.88868480943453,6.718823269486905,5.372273063780568,11.083189429526463,4.944483671148752,9.660292247546824,01
TCGA-18-4083,TCGA-18-4083-01A,6.201586815999098,4.199782260271326,5.019719703420925,12.025258870440243,5.751782368609576,9.2380700621392,01
TCGA-18-4086,TCGA-18-4086-01A,7.374219643401032,5.995841756488564,5.907282474533482,12.0201693581771,5.688309064971096,10.168705584258053,01
TCGA-18-4721,TCGA-18-4721-01A,5.967892540708516,3.451738629564204,4.494409209784181,11.413232508706198,6.34721562965959,7.3286596701301985,01
TCGA-18-5592,TCGA-18-5592-01A,5.792904794527134,5.834501388925659,5.194658373583895,13.579147271484548,4.591619582622604,9.019125321601647,01
TCGA-18-5595,TCGA-18-5595-01A,6.655141420243108,6.759464797436705,7.126154130709167,14.214063894216956,6.022534268237864,9.989618302463098,01
TCGA-21-1070,TCGA-21-1070-01A,7.306346097950607,6.485921058774409,4.778676430043412,12.072521000703937,5.637068235430998,10.221643788826425,01
TCGA-21-1071,TCGA-21-1071-01A,6.917632248379721,4.976106970837209,4.30293314417412,11.26785733257461,5.441931596262068,9.034542582929117,01
TCGA-21-1072,TCGA-21-1072-01A,6.449955833399387,4.181603510005577,5.994955282883831,12.713160705610845,5.138368061971397,9.0222751446401,01
TCGA-21-1075,TCGA-21-1075-01A,6.684295581619387,4.336561901110775,4.587557017429608,11.078072464998035,4.811280919298897,7.815934649015657,01
TCGA-21-1076,TCGA-21-1076-01A,7.57446978136748,6.897408649500426,6.896829465230661,10.460789960817316,7.137918956004362,9.972554953907483,01
TCGA-21-1077,TCGA-21-1077-01A,7.788559782477168,6.694328632517255,5.309077937648784,11.415445488997586,5.604530990833796,9.190095532824415,01
TCGA-21-1078,TCGA-21-1078-01A,8.12608338670927,7.690623120246419,3.830468304761169,4.653696359851434,5.796883233239548,11.80439456329372,01
TCGA-21-1079,TCGA-21-1079-01A,3.603430510877461,2.5108353615299506,4.981272719433854,13.090286773383298,5.9415617775154415,9.29654642588372,01
TCGA-21-1080,TCGA-21-1080-01A,6.206529922967711,6.533527529563976,6.841000682424793,13.010434166807173,5.163744259373087,12.189063299380797,01
TCGA-21-1081,TCGA-21-1081-01A,7.607316256652524,6.353275647560529,6.143172981039905,11.649365228923685,4.993135401361364,10.431699839003924,01
TCGA-21-1082,TCGA-21-1082-01A,6.876632357551893,6.888197721823083,7.019276025291465,12.129715245455143,5.443377897224577,10.554646213012978,01
TCGA-21-1083,TCGA-21-1083-01A,6.421413513685744,6.475796648802191,3.9573667532670034,12.00752935375889,5.591344312815099,8.752793741811178,01
TCGA-21-5782,TCGA-21-5782-01A,5.857359009758642,5.580787678518515,5.9534608138526055,12.709416352487716,5.308895975849566,10.113393689676483,01
TCGA-21-5783,TCGA-21-5783-01A,7.442811657347106,5.450376580578097,5.672182043470229,12.215962923111386,4.830944861712477,8.553171936054836,01
TCGA-21-5784,TCGA-21-5784-01A,7.56377895374582,7.385379264911444,5.241611408284826,12.657362243420849,6.019817538881406,11.061920216933208,01
TCGA-21-5786,TCGA-21-5786-01A,5.727768010806991,2.460768770546003,5.9279319993251125,13.61049699631912,5.245917730844766,8.057297546382005,01
TCGA-21-5787,TCGA-21-5787-01A,5.664130087887129,7.528156359358332,5.56507922360438,5.124985635702219,6.418854460278823,8.373902643974452,01
TCGA-21-A5DI,TCGA-21-A5DI-01A,6.882097656464794,7.512660672945289,5.819157223674968,13.166330649665396,2.65942226700324,10.822968931171465,01
TCGA-22-0940,TCGA-22-0940-01A,7.142218383102393,6.64064261688166,5.240222726740525,12.42933000148808,5.680135848882055,9.873599447648475,01
TCGA-22-0944,TCGA-22-0944-01A,8.36984289977427,6.433144741609096,6.637237816845624,11.304125572713742,4.551651360067912,9.475536060026558,01
TCGA-22-1000,TCGA-22-1000-01A,6.749157455168378,6.083583569917045,5.440706414127039,12.506037862674056,6.601931202721433,10.734224915195467,01
TCGA-22-1002,TCGA-22-1002-01A,6.959814195679646,5.827247421283127,6.80212470022778,11.996127391077447,7.359630977774413,9.762288846072655,01
TCGA-22-1005,TCGA-22-1005-01A,5.99119302152306,5.356203686462459,3.250067189137438,4.839732889243428,6.248874445800988,7.633410139413995,01
TCGA-22-1011,TCGA-22-1011-01A,6.629599963264704,4.843596997208433,5.188654117836729,11.801613630955728,6.480195635740926,11.157061842278198,01
TCGA-22-1012,TCGA-22-1012-01A,7.881546551335012,6.173515245595183,4.975020222493994,11.075859361170966,5.064481951484709,9.456313546726856,01
TCGA-22-1016,TCGA-22-1016-01A,7.429026715513544,6.064126221028536,6.616498853989209,11.748096848460882,7.443919886497547,9.837800730884362,01
TCGA-22-1017,TCGA-22-1017-01A,9.165629601208506,7.04715336570078,4.129052167269958,1.211136826982275,5.941275366866109,8.862038460589192,01
TCGA-22-4591,TCGA-22-4591-01A,7.97614478594441,5.009185908212187,5.88478593771258,11.562636678365646,5.573895567147032,9.40444292751486,01
TCGA-22-4593,TCGA-22-4593-01A,4.764494782551536,2.7743126709168235,3.889814219756577,12.423034473860609,5.377245241430607,7.770326261120911,01
TCGA-22-4594,TCGA-22-4594-01A,8.00674851520987,6.621742742032559,2.97370310550842,2.2516282113157544,5.972387082727759,7.012921706229221,01
TCGA-22-4595,TCGA-22-4595-01A,6.753355829644479,6.255600811924708,6.130972042042627,10.655114132896342,5.830207145625297,8.235150709050005,01
TCGA-22-4596,TCGA-22-4596-01A,8.203608374313117,6.108380180060124,3.799481091490464,5.337739631807244,6.95995557967556,8.206124994463924,01
TCGA-22-4599,TCGA-22-4599-01A,5.268524222351413,1.5481899890785702,3.8879638613432874,11.972212046529217,5.8579536334104345,5.219211122908169,01
TCGA-22-4601,TCGA-22-4601-01A,8.472302548723349,7.815152061785295,7.35205578854618,10.114354530425832,6.065087569416202,11.073585556730446,01
TCGA-22-4604,TCGA-22-4604-01A,5.9501137624669935,5.721711691254536,6.49133683974586,11.681494419107738,5.80579029555797,8.813965203248847,01
TCGA-22-4605,TCGA-22-4605-01A,8.140798590844396,6.528646327061596,6.884649200708116,12.137749736866988,6.682036681298476,10.70500670950384,01
TCGA-22-4607,TCGA-22-4607-01A,8.503668344496942,7.817593201051657,4.6552373244622585,10.881945909476752,5.509429824469578,11.87004188815746,01
TCGA-22-4609,TCGA-22-4609-01A,7.964024855532208,5.9964023055478215,8.231872047007784,11.613436020740032,6.649102377668933,9.032366473895427,01
TCGA-22-4613,TCGA-22-4613-01A,6.110962432074966,6.399206989813842,6.064137002028152,11.337749665153996,5.824597305717057,9.504450174536007,01
TCGA-22-5471,TCGA-22-5471-01A,7.679553991749341,7.070928091053146,5.598785017091872,12.493343812082584,5.152329466278516,9.48702421836003,01
TCGA-22-5472,TCGA-22-5472-01A,9.206174090162008,8.21715945230637,7.253950514074669,12.56264473882071,6.702801584092006,11.980377495571227,01
TCGA-22-5473,TCGA-22-5473-01A,7.045259476801706,6.526510193796303,5.553520247774952,13.425085399072792,4.777640640046079,8.436255553468607,01
TCGA-22-5474,TCGA-22-5474-01A,8.141924729983716,7.67685059216203,4.898155133400211,8.08032615499029,6.329322760590291,9.671657822101,01
TCGA-22-5477,TCGA-22-5477-01A,7.166832920222251,3.332120712444301,5.745551979619635,10.535288014729552,5.977197481427784,8.172115932884713,01
TCGA-22-5478,TCGA-22-5478-01A,8.653962494314536,6.839613228583718,5.186005259319507,11.371716975414769,5.880996459623939,9.092609164609051,01
TCGA-22-5479,TCGA-22-5479-01A,6.07633675657341,4.456517055687352,5.2173470579038,12.645834255780947,5.467445785176069,8.294863781183473,01
TCGA-22-5480,TCGA-22-5480-01A,5.313256737272457,4.344267497641432,6.685298247382486,11.645442867579495,5.8052640761272905,6.353025051603184,01
TCGA-22-5481,TCGA-22-5481-01A,3.303196246987749,5.99052380220464,5.315069838129775,3.590745718931927,5.110526113701672,3.676357686732856,01
TCGA-22-5482,TCGA-22-5482-01A,7.389418817801173,6.833590943034108,7.242613937698592,13.06680203471617,4.506836753255217,9.967536815599251,01
TCGA-22-5483,TCGA-22-5483-01A,9.02462968301905,6.960560361334697,6.36341816480338,4.6958602240509695,6.05837061728876,8.120726729432818,01
TCGA-22-5485,TCGA-22-5485-01A,6.287422426418566,4.531780680875899,4.264010900054374,12.498473154507062,5.78309252959913,7.911813199293148,01
TCGA-22-5489,TCGA-22-5489-01A,5.588198920462938,4.282417563904206,4.123773782136664,11.726997293789715,6.460441151870496,5.813609339972823,01
TCGA-22-5491,TCGA-22-5491-01A,8.695248478643386,8.014475252188996,8.10374257912755,13.12081901861179,4.588474791016405,11.184766393009228,01
TCGA-22-5492,TCGA-22-5492-01A,7.213778859087053,4.778224349216832,6.905189617595529,12.434251972912469,6.517522946170954,9.891415996921324,01
TCGA-22-A5C4,TCGA-22-A5C4-01A,7.016158650163474,3.472084800358145,5.2624745014674765,10.78810670914296,5.303181631423483,8.01396242648416,01
TCGA-33-4532,TCGA-33-4532-01A,6.996262188700192,5.341864806184689,5.707916774339294,13.74078826712744,4.491224585604035,9.402188365510478,01
TCGA-33-4533,TCGA-33-4533-01A,5.728342313127147,4.651097627006132,5.53800419316654,10.13809026776076,5.075044804825929,7.0445176175115405,01
TCGA-33-4538,TCGA-33-4538-01A,7.56406486972364,6.709613220679908,6.241689577252193,13.258905262881054,5.19810906926005,10.058079418629092,01
TCGA-33-4547,TCGA-33-4547-01A,6.7873789162165865,5.387438368571091,5.181702886004642,11.227541821397963,5.768308735315121,10.142537631129654,01
TCGA-33-4566,TCGA-33-4566-01A,5.408168370708106,7.080236602688697,5.148832445431706,6.730351931547425,5.586548593075182,9.445632567936237,01
TCGA-33-4582,TCGA-33-4582-01A,6.320073039631394,6.0262556269058924,5.085407659274127,11.663943853488751,3.093222110539024,8.775252731193802,01
TCGA-33-4583,TCGA-33-4583-01A,8.022655213642643,8.20647864156577,6.747136275812987,13.061889190550025,4.215569885673814,10.72854375810231,01
TCGA-33-4586,TCGA-33-4586-01A,6.9212494596084975,4.556024692843669,4.5668395030888105,12.887703578474314,4.937899892288679,7.9103471163287296,01
TCGA-33-4587,TCGA-33-4587-01A,8.058716407008431,6.723622722296435,4.414927038711153,9.356668523292509,5.395501575384977,8.139048879612051,01
TCGA-33-4589,TCGA-33-4589-01A,6.623926836369254,6.204657214335001,4.064925952489806,12.384182133060436,4.1359698453579865,9.61222439194931,01
TCGA-33-6737,TCGA-33-6737-01A,6.310151045364695,6.82250072589868,4.915841145417102,3.212693837905154,6.115362074663319,8.272097394098656,01
TCGA-33-6738,TCGA-33-6738-01A,9.881750411367232,6.28061489497908,4.8021415065154365,7.291695638874682,4.729743087061449,11.023068459726172,01
TCGA-33-A4WN,TCGA-33-A4WN-01A,8.358959265249611,6.922479745923512,7.354661080925809,12.709844258839246,4.648937060483816,10.89318403214225,01
TCGA-33-A5GW,TCGA-33-A5GW-01A,7.537237817568642,6.280414459320189,5.214330778895407,13.509356223084971,4.857627740338055,10.42815945871429,01
TCGA-33-AAS8,TCGA-33-AAS8-01A,6.233636931480927,5.666540739472,4.541124500729141,11.8930809379095,4.789588417437255,6.476658728409281,01
TCGA-33-AASB,TCGA-33-AASB-01A,7.51531743400428,8.113073788238744,5.393017990246006,2.4895429356424734,3.918596135121269,9.282854677712823,01
TCGA-33-AASD,TCGA-33-AASD-01A,7.1820794589187775,4.426902083808986,4.386348823863835,12.98400663378536,3.448385610885714,10.02549437731814,01
TCGA-33-AASI,TCGA-33-AASI-01A,6.624204734512169,7.871411218647139,5.202335436241497,8.189234514304864,4.829042764283064,9.784102978643606,01
TCGA-33-AASJ,TCGA-33-AASJ-01A,8.854275291893517,7.72568322399232,7.758150578367292,12.741583821429147,3.194228918560571,11.444868654333648,01
TCGA-33-AASL,TCGA-33-AASL-01A,8.046994636482992,7.059072932777113,6.705235634869604,11.872212181870886,3.0525550094341054,9.454314512275628,01
TCGA-34-2596,TCGA-34-2596-01A,5.672012276027922,4.04644740499951,5.906508230757102,13.407418585984171,5.616284172259474,6.903464940005648,01
TCGA-34-2600,TCGA-34-2600-01A,10.30864517213117,7.469114292661307,8.22074784248571,13.040346818011546,5.29980878721796,11.876507852953235,01
TCGA-34-2608,TCGA-34-2608-01A,7.397625009374383,4.771262317937596,4.438133134800466,11.290916622152938,6.692999007102761,9.860408990333417,01
TCGA-34-5231,TCGA-34-5231-01A,3.884080137921418,5.094721672916879,5.91098683777294,12.738266926642885,5.3127123623889245,6.029841557136715,01
TCGA-34-5232,TCGA-34-5232-01A,7.735089547621604,7.194978411732583,8.383011286881068,13.00212535223962,5.757671353304531,11.770498431825274,01
TCGA-34-5234,TCGA-34-5234-01A,6.78603171856782,5.752973326097087,4.316391964410491,9.22347588734632,6.195199935023181,9.325908944359146,01
TCGA-34-5236,TCGA-34-5236-01A,7.2407569932267,4.9862561899457125,4.443215426525844,11.569481693053053,5.72392437643598,8.894146875383466,01
TCGA-34-5239,TCGA-34-5239-01A,7.597484990558249,6.555389785493553,6.193405110369466,12.339230991781308,6.104649070116138,9.096574962515309,01
TCGA-34-5240,TCGA-34-5240-01A,8.228302113198389,7.680721690334921,6.273478591002781,8.701092944622854,5.487367363262173,11.057169517749882,01
TCGA-34-5241,TCGA-34-5241-01A,8.342898258423434,8.443845312898798,5.1267540243084735,11.59536602920945,6.608200107585867,10.95439764828115,01
TCGA-34-5927,TCGA-34-5927-01A,7.1912428410163125,6.223536462738776,8.45262055448255,12.374494732882122,4.7615990998729245,8.677421207186557,01
TCGA-34-5928,TCGA-34-5928-01A,7.673959157826109,5.55383047009587,4.767135673594762,11.866471554674096,6.014154408704666,8.783304401139127,01
TCGA-34-5929,TCGA-34-5929-01A,6.257257711388836,6.762432536305884,5.639654720694667,12.352840385705765,5.692452306657119,6.316549452110842,01
TCGA-34-7107,TCGA-34-7107-01A,5.493794618652925,5.758878775654524,5.1368968085052575,13.360052423122731,5.940152652416792,9.105992292420122,01
TCGA-34-8454,TCGA-34-8454-01A,5.571764776498863,4.565773846439169,5.517263093197871,13.75161657905234,6.323283591242274,10.824009064703544,01
TCGA-34-8455,TCGA-34-8455-01A,5.537563208104639,5.645684368266203,4.62333429581617,13.228601323096838,6.050643173879662,10.542385847228026,01
TCGA-34-8456,TCGA-34-8456-01A,8.040865040216765,4.761099072826919,6.380043672977311,11.742928996557495,6.388354879548206,9.116558140061649,01
TCGA-34-A5IX,TCGA-34-A5IX-01A,6.444448419964088,6.754367771177679,3.0635201993206604,11.794319927189296,4.255916109090578,10.615244683036575,01
TCGA-37-3783,TCGA-37-3783-01A,7.900648878170254,5.820173855521048,5.027649494650658,11.77519860541481,5.334872142053444,9.76106831417585,01
TCGA-37-3789,TCGA-37-3789-01A,7.656840985918638,6.399598369120114,6.730364160165887,11.98459412079478,4.905606025303512,10.077019697244683,01
TCGA-37-3792,TCGA-37-3792-01A,7.928025598539243,6.265290608717448,5.662159916151792,6.941415057851529,6.968787732620408,11.152876124669836,01
TCGA-37-4129,TCGA-37-4129-01A,7.3400744046601885,6.968655274625945,2.5210004679053,2.8866086733193974,5.144584831746536,1.8113477179915425,01
TCGA-37-4130,TCGA-37-4130-01A,4.816947795350514,6.670074097165481,2.140516918655647,2.68329221852398,5.123057772597385,1.8673034537599211,01
TCGA-37-4132,TCGA-37-4132-01A,6.215243703712866,4.760327414496585,5.40403454682911,3.2151038888650647,5.37527580538616,6.895011726072539,01
TCGA-37-4133,TCGA-37-4133-01A,9.08885633125606,6.929695146192726,5.0115358920441455,8.126688987661256,4.83013360685325,11.900586126693169,01
TCGA-37-4135,TCGA-37-4135-01A,7.92956615075437,7.467389537196976,2.413079516071944,5.922837688293949,4.55980381274441,9.016273444451084,01
TCGA-37-4141,TCGA-37-4141-01A,6.633268447503627,6.243568171033227,5.703009309777115,5.241916433930212,5.559198104930227,8.62539104991746,01
TCGA-37-5819,TCGA-37-5819-01A,7.183164909275555,7.689838672325134,2.9431336756907105,2.8205057660445525,5.744747744037881,4.571834539241831,01
TCGA-37-A5EL,TCGA-37-A5EL-01A,7.210808667208148,7.444233881919337,6.892347307219453,12.213147943456244,3.4010160163297054,9.574978131676652,01
TCGA-37-A5EM,TCGA-37-A5EM-01A,8.342638298197464,6.106350413522208,7.3136984372448275,10.57958050170502,5.894298784698211,10.599365592595117,01
TCGA-37-A5EN,TCGA-37-A5EN-01A,7.569068745333872,6.864098218071166,5.997168187781555,9.665068496338264,5.13328403404271,9.540047617476729,01
TCGA-39-5011,TCGA-39-5011-01A,8.06523785691113,7.556083721962303,4.7929646433015884,5.938064618157252,5.615931201352148,9.437264365214622,01
TCGA-39-5016,TCGA-39-5016-01A,8.53952680653475,4.882579471569332,5.51451050440283,13.2875030004522,5.227406081599774,11.311072212548565,01
TCGA-39-5019,TCGA-39-5019-01A,8.534290041146948,6.462225772155655,7.252775167702825,11.579254126674265,5.797378794763774,9.061172428654771,01
TCGA-39-5021,TCGA-39-5021-01A,6.866487666482479,7.104204546516468,3.990056298809171,8.723928812055707,5.7305122540938935,7.365220974018303,01
TCGA-39-5022,TCGA-39-5022-01A,6.691502061247437,6.026474752469537,4.627344187698202,9.649628032297077,6.519027598059773,8.695153457363416,01
TCGA-39-5024,TCGA-39-5024-01A,6.470230983922608,6.17951105027151,3.723187191714745,13.191755140841012,4.841067377530335,10.416732620699756,01
TCGA-39-5027,TCGA-39-5027-01A,7.162286584791108,5.3390910525660935,5.424236846850136,12.53013796500882,3.911020404823301,8.188486975725803,01
TCGA-39-5028,TCGA-39-5028-01A,6.803166320018589,6.138200111681019,6.111085579410729,11.427501052746893,5.622382795781601,10.797595387306677,01
TCGA-39-5029,TCGA-39-5029-01A,7.965728884108819,6.341396953453304,5.085110179729704,11.591517858594734,5.775261292347751,10.305914335561535,01
TCGA-39-5030,TCGA-39-5030-01A,6.315778141381738,3.9585271961774535,5.198030467980739,11.493188373743145,6.500704871783354,7.266453933045783,01
TCGA-39-5031,TCGA-39-5031-01A,7.174715003690449,6.656104467168881,7.589123778336359,12.46097510652968,5.887669045684361,9.034360448676702,01
TCGA-39-5034,TCGA-39-5034-01A,7.8165971467472595,5.732350613402935,3.4375739867897632,1.3303862989063695,5.826136593085378,7.663092666602957,01
TCGA-39-5035,TCGA-39-5035-01A,6.428561172814805,6.134960172625337,6.294471877136568,11.039799696934654,5.427800574907449,10.640343553170634,01
TCGA-39-5036,TCGA-39-5036-01A,8.508954275222372,7.765609663783392,6.75071100533496,12.611933874538948,4.045399283840005,11.411392771152194,01
TCGA-39-5037,TCGA-39-5037-01A,6.583765769869827,6.799743987045388,5.235409233726961,12.082696768866944,2.7724346697793405,8.84173478795374,01
TCGA-39-5039,TCGA-39-5039-01A,7.497940431270678,6.289201856666116,5.102569954641609,11.877846797570138,6.247971173290763,10.244223483681356,01
TCGA-39-5040,TCGA-39-5040-01A,9.277693529622535,6.2935102734632205,9.009323935669602,1.356369213716225,5.34889808130787,7.6027270691983775,01
TCGA-43-2576,TCGA-43-2576-01A,8.107721342128864,6.00774941507202,3.2614255051925625,0.4020672498278254,6.2769432513244325,9.6050527579813,01
TCGA-43-2578,TCGA-43-2578-01A,7.320240056206336,7.475382440547739,5.943515833832827,6.139205473406094,5.851906417745602,7.704420360105215,01
TCGA-43-2581,TCGA-43-2581-01A,6.912136064773358,6.852330998387656,5.791657814139716,1.997581459713087,6.193259219704527,8.712354348175912,01
