contrast	n	rho	p	q
CLDN4 vs DPT	22	0.43534726143421804	0.042861326301676765	0.17144530520670706
CLDN4 vs Slingshot PT	22	0.6341050254093734	0.0015289666300204625	0.0122317330401637
CLDN4 vs barrier/keratin (no CLDN4)	22	0.2930547713156409	0.18563736889409582	0.2970197902305533
CLDN4 vs IFN	22	-0.09881422924901187	0.6617494869264957	0.6617494869264957
barrier/keratin vs DPT	22	-0.3122529644268775	0.15713592444827057	0.2970197902305533
IFN vs DPT	22	-0.2399774138904574	0.28205773909614285	0.32235170182416323
AT2 residual vs DPT (control)	22	-0.3574251835121401	0.10245166957794666	0.2732044522078578
CLDN4 vs TACSTD2 (comparator)	22	0.2648221343873518	0.23364124157867938	0.3115216554382392
