family	malignant_def	malignant_label	score	score_label	n	n_NMPR	n_MPR	mean_NMPR	mean_MPR	median_NMPR	median_MPR	delta_NMPR_minus_MPR	U	p	p_onesided_NMPR_gt_MPR	nmpr_gt_mpr	highlight	note
NMPR_vs_MPR	hu_markers_mean	Hu markers (mean)	mean_log1p	mean log1p(CP10k)	9	7	2	2.016018160751888	0.3799133896827698	2.0582098960876465	0.3799133896827698	1.636104771069118	14.0	0.0555555555555555	0.0277777777777777	True	True	exact C(9,7)=36; pCR P06 counted as MPR; author CopyKAT IDs not public
NMPR_vs_MPR	hu_markers_mean	Hu markers (mean)	pct_pos	%pos UMI>0	9	7	2	0.849290653868833	0.3610687022900763	0.8780487804878049	0.3610687022900763	0.4882219515787566	12.0	0.1944444444444444	0.0833333333333333	True	True	exact C(9,7)=36; pCR P06 counted as MPR; author CopyKAT IDs not public
NMPR_vs_MPR	hu_markers_mean	Hu markers (mean)	ucell_module	UCell module	9	7	2	0.7128518308912005	0.452955037355423	0.7657013535499573	0.452955037355423	0.2598967935357775	14.0	0.0555555555555555	0.0277777777777777	True	True	exact C(9,7)=36; pCR P06 counted as MPR; author CopyKAT IDs not public
NMPR_vs_MPR	hu_markers_pctpos	Hu markers (%pos)	mean_log1p	mean log1p(CP10k)	8	6	2	1.988158682982127	0.361636072397232	1.955982744693756	0.361636072397232	1.626522610584895	12.0	0.0714285714285714	0.0357142857142857	True	True	exact C(8,6)=28; pCR P06 counted as MPR; author CopyKAT IDs not public
NMPR_vs_MPR	hu_markers_pctpos	Hu markers (%pos)	pct_pos	%pos UMI>0	8	6	2	0.7904083040861408	0.3188775510204081	0.8185185185185185	0.3188775510204081	0.4715307530657326	10.0	0.2857142857142857	0.1071428571428571	True	True	exact C(8,6)=28; pCR P06 counted as MPR; author CopyKAT IDs not public
NMPR_vs_MPR	hu_markers_pctpos	Hu markers (%pos)	ucell_module	UCell module	8	6	2	0.6984074314435323	0.4563356041908264	0.6802871525287628	0.4563356041908264	0.2420718272527059	12.0	0.0714285714285714	0.0357142857142857	True	True	exact C(8,6)=28; pCR P06 counted as MPR; author CopyKAT IDs not public
NMPR_vs_MPR	epcam_krt_pos	EPCAM+KRT (pos)	mean_log1p	mean log1p(CP10k)	12	8	4	1.6121300160884855	1.2581902146339417	1.6811838150024414	1.2963692545890808	0.353939801454544	26.0	0.109090909090909	0.0585858585858585	True	True	exact C(12,8)=495; pCR P06 counted as MPR; author CopyKAT IDs not public
NMPR_vs_MPR	epcam_krt_pos	EPCAM+KRT (pos)	pct_pos	%pos UMI>0	12	8	4	0.8302138653848714	0.8403243810388051	0.8511537330981775	0.8363629478148906	-0.0101105156539337	15.0	0.9333333333333332	0.5676767676767677	False	False	exact C(12,8)=495; pCR P06 counted as MPR; author CopyKAT IDs not public
NMPR_vs_MPR	epcam_krt_pos	EPCAM+KRT (pos)	ucell_module	UCell module	12	8	4	0.6734987869858742	0.623491995036602	0.7073911428451538	0.6376706063747406	0.0500067919492721	22.0	0.3676767676767676	0.1696969696969697	True	True	exact C(12,8)=495; pCR P06 counted as MPR; author CopyKAT IDs not public
NMPR_vs_MPR	epcam_krt_mean	EPCAM+KRT (mean)	mean_log1p	mean log1p(CP10k)	12	8	4	1.8468975548902606	1.7346269865121482	1.8711021528785898	1.6502184730242966	0.11227056837811245	18.0	0.8080808080808081	0.3656565656565657	True	True	exact C(12,8)=495; pCR P06 counted as MPR; author CopyKAT IDs not public
NMPR_vs_MPR	epcam_krt_mean	EPCAM+KRT (mean)	pct_pos	%pos UMI>0	12	8	4	0.8472647555063485	0.8213981244671782	0.9158205430932704	0.809462915601023	0.025866631039170307	17.5	0.8424242424242424	0.41818181818181815	True	True	exact C(12,8)=495; pCR P06 counted as MPR; author CopyKAT IDs not public
NMPR_vs_MPR	epcam_krt_mean	EPCAM+KRT (mean)	ucell_module	UCell module	12	8	4	0.7278491785505559	0.7373082547182332	0.7686086057393857	0.7422831823531331	-0.009459076167677383	14.0	0.8080808080808081	0.5575757575757576	False	False	exact C(12,8)=495; pCR P06 counted as MPR; author CopyKAT IDs not public
NMPR_vs_MPR	copykat_stromal_p95	CopyKAT-like stromal p95	mean_log1p	mean log1p(CP10k)	12	8	4	1.8634768426418304	1.4532709568738935	1.911974310874939	1.3498226404190063	0.4102058857679367	25.0	0.1535353535353535	0.0747474747474747	True	True	exact C(12,8)=495; pCR P06 counted as MPR; author CopyKAT IDs not public
NMPR_vs_MPR	copykat_stromal_p95	CopyKAT-like stromal p95	pct_pos	%pos UMI>0	12	8	4	0.9748009447794326	0.9515759696589184	0.9882312925170068	0.949762108809362	0.0232249751205142	22.0	0.3636363636363636	0.1252525252525252	True	True	exact C(12,8)=495; pCR P06 counted as MPR; author CopyKAT IDs not public
NMPR_vs_MPR	copykat_stromal_p95	CopyKAT-like stromal p95	ucell_module	UCell module	12	8	4	0.7021142318844795	0.65705157071352	0.6964924335479736	0.6611845791339874	0.0450626611709594	20.0	0.5696969696969697	0.2545454545454545	True	True	exact C(12,8)=495; pCR P06 counted as MPR; author CopyKAT IDs not public
NMPR_vs_MPR	infercnv_stromal_p95	inferCNV-like stromal p95	mean_log1p	mean log1p(CP10k)	12	8	4	1.4169151075184343	1.3692787438631058	1.5009610056877136	1.297946572303772	0.0476363636553287	17.0	0.9333333333333332	0.4383838383838384	True	True	exact C(12,8)=495; pCR P06 counted as MPR; author CopyKAT IDs not public
NMPR_vs_MPR	infercnv_stromal_p95	inferCNV-like stromal p95	pct_pos	%pos UMI>0	12	8	4	0.6821094118227861	0.876762752978179	0.6950000000000001	0.9494017946161516	-0.1946533411553929	9.5	0.301010101010101	0.8686868686868687	False	False	exact C(12,8)=495; pCR P06 counted as MPR; author CopyKAT IDs not public
