column	gsm	geo_title	group	model_family	model_class	setting	column_source	geo_characteristics
CMT Control 1			cas9_control	CMT167	LUAD	cultured_cells	column_labels_only	
CMT Control 2			cas9_control	CMT167	LUAD	cultured_cells	column_labels_only	
CMT Control 3			cas9_control	CMT167	LUAD	cultured_cells	column_labels_only	
CMT AHR KO 1			AhR_KO	CMT167	LUAD	cultured_cells	column_labels_only	
CMT AHR KO 2			AhR_KO	CMT167	LUAD	cultured_cells	column_labels_only	
CMT AHR KO 3			AhR_KO	CMT167	LUAD	cultured_cells	column_labels_only	
