column	gsm	geo_title	group	model_family	model_class	setting	column_source	geo_characteristics
aKLH_PD1_W4_LOHM_a	GSM8120440	anti-PD-1 + control anti-KLH treatment at Week 4, mouse LOHM_a	control_ab_aPD1	344SQ	LUAD	in_vivo_tumor	key_regex	tissue=tumor; treatment=anti-KLH + anti-PD-1
aLair1_PD1_W4_WTSV_ae	GSM8120444	anti-PD-1 + anti-Lair1 treatment at Week 4, mouse WTSV_ae	aLAIR1_aPD1	344SQ	LUAD	in_vivo_tumor	key_regex	tissue=tumor; treatment=anti-Lair1 + anti-PD-1
aLair1_PD1_W4_WTSV_af	GSM8120445	anti-PD-1 + anti-Lair1 treatment at Week 4, mouse WTSV_af	aLAIR1_aPD1	344SQ	LUAD	in_vivo_tumor	key_regex	tissue=tumor; treatment=anti-Lair1 + anti-PD-1
aLair1_PD1_W4_WTSV_ai	GSM8120443	anti-PD-1 + anti-Lair1 treatment at Week 4, mouse WTSV_ai	aLAIR1_aPD1	344SQ	LUAD	in_vivo_tumor	key_regex	tissue=tumor; treatment=anti-Lair1 + anti-PD-1
aKLH_PD1_W4_KWM_a	GSM8120441	anti-PD-1 + control anti-KLH treatment at Week 4, mouse KWM_a	control_ab_aPD1	344SQ	LUAD	in_vivo_tumor	key_regex	tissue=tumor; treatment=anti-KLH + anti-PD-1
aKLH_PD1_W4_LOHM_d	GSM8120442	anti-PD-1 + control anti-KLH treatment at Week 4, mouse LOHM_d	control_ab_aPD1	344SQ	LUAD	in_vivo_tumor	key_regex	tissue=tumor; treatment=anti-KLH + anti-PD-1
aLair1_PD1_W4_WTSV_ah	GSM8120446	anti-PD-1 + anti-Lair1 treatment at Week 4, mouse WTSV_ah	aLAIR1_aPD1	344SQ	LUAD	in_vivo_tumor	key_regex	tissue=tumor; treatment=anti-Lair1 + anti-PD-1
