column	gsm	geo_title	group	model_family	model_class	setting	column_source	geo_characteristics
GSM9729952_Control-no1_S1_L001.xlsx	GSM9729952	Control-no1	control	EGFR	LUAD	in_vivo_tumor	supplementary_file	tissue=Lung tumor; treatment=Control
GSM9729953_Control-no2_S1_L001.xlsx	GSM9729953	Control-no2	control	EGFR	LUAD	in_vivo_tumor	supplementary_file	tissue=Lung tumor; treatment=Control
GSM9729954_PTX-no1_S1_L001.xlsx	GSM9729954	PTX-no1	PTX	EGFR	LUAD	in_vivo_tumor	supplementary_file	tissue=Lung tumor; treatment=PTX
GSM9729955_PTX-no2_S1_L001.xlsx	GSM9729955	PTX-no2	PTX	EGFR	LUAD	in_vivo_tumor	supplementary_file	tissue=Lung tumor; treatment=PTX
GSM9729956_anti-VEGF-no1_S1_L001.xlsx	GSM9729956	anti-VEGF-no1	aVEGF	EGFR	LUAD	in_vivo_tumor	supplementary_file	tissue=Lung tumor; treatment=anti-VEGF
GSM9729957_anti-VEGF-no2_S1_L001.xlsx	GSM9729957	anti-VEGF-no2	aVEGF	EGFR	LUAD	in_vivo_tumor	supplementary_file	tissue=Lung tumor; treatment=anti-VEGF
GSM9729958_PTX-anti-VEGF-no1.xlsx	GSM9729958	PTX-anti-VEGF-no1	PTX_aVEGF	EGFR	LUAD	in_vivo_tumor	supplementary_file	tissue=Lung tumor; treatment=PTX+anti-VEGF
GSM9729959_PTX-anti-VEGF-no2.xlsx	GSM9729959	PTX-anti-VEGF-no2	PTX_aVEGF	EGFR	LUAD	in_vivo_tumor	supplementary_file	tissue=Lung tumor; treatment=PTX+anti-VEGF
