column	gsm	geo_title	group	model_family	model_class	setting	column_source	geo_characteristics
s1795	GSM3145765	s1795 (anti-PD1)	aPD1	KP	LUAD	in_vivo_tumor	title_match	treatment=anti-PD1; tissue=Lung Tumor; strain=Mixed background; gemm model=KrasTrp53
s2467	GSM3145766	s2467 (anti-PD1-JQ1)	aPD1_JQ1	KP	LUAD	in_vivo_tumor	title_match	treatment=anti-PD1-JQ1; tissue=Lung Tumor; strain=Mixed background; gemm model=KrasTrp53
s2503	GSM3145767	s2503 (JQ1)	JQ1	KP	LUAD	in_vivo_tumor	title_match	treatment=JQ1; tissue=Lung Tumor; strain=Mixed background; gemm model=KrasTrp53
s2521	GSM3145768	s2521 (anti-PD1)	aPD1	KP	LUAD	in_vivo_tumor	title_match	treatment=anti-PD1; tissue=Lung Tumor; strain=Mixed background; gemm model=KrasTrp53
s2596	GSM3145769	s2596 (Vehicle)	vehicle	KP	LUAD	in_vivo_tumor	title_match	treatment=Vehicle; tissue=Lung Tumor; strain=Mixed background; gemm model=KrasTrp53
s2617	GSM3145770	s2617 (Vehicle)	vehicle	KP	LUAD	in_vivo_tumor	title_match	treatment=Vehicle; tissue=Lung Tumor; strain=Mixed background; gemm model=KrasTrp53
s2625	GSM3145771	s2625 (JQ1)	JQ1	KP	LUAD	in_vivo_tumor	title_match	treatment=JQ1; tissue=Lung Tumor; strain=Mixed background; gemm model=KrasTrp53
s2669	GSM3145772	s2669 (anti-PD1-JQ1)	aPD1_JQ1	KP	LUAD	in_vivo_tumor	title_match	treatment=anti-PD1-JQ1; tissue=Lung Tumor; strain=Mixed background; gemm model=KrasTrp53
