expression_rank,gene,median_log2tpm1,mean_log2tpm1,pct_log2tpm1_gt1,expression_percentile
1957,MC5R,0.0389979787975099,0.0970747737006015,0.7920792079207921,27.17795979151154
1958,SEZ6,0.0389979787975099,0.054319329176527605,0.0,27.14072970960536
1959,CCR6,0.0387171075728535,0.059408364266146804,0.0,27.10349962769918
1960,HAVCR1,0.0384361816561079,0.06978237200348275,0.0,27.066269545793
1961,SLC22A11,0.0381552010259688,0.06520396623700865,0.0,27.029039463886818
1962,FCAMR,0.0378741656611201,0.25925354549497154,7.920792079207921,26.991809381980637
1963,VSIG8,0.0374525099396065,0.05005291555255933,0.0,26.954579300074457
1964,TAS2R30,0.0373119306419665,0.04742593870165454,0.0,26.917349218168283
1965,NPC1L1,0.0368901105402659,0.053075097239342756,0.19801980198019803,26.880119136262103
1966,SLC22A14,0.0366088286051013,0.05222741886852647,0.0,26.842889054355922
1967,GJB1,0.0364681670692917,0.16087471393563912,4.356435643564356,26.80565897244974
1968,GPR31,0.0364681670692917,0.1071386078326027,0.7920792079207921,26.76842889054356
1969,SLC18A1,0.0357646536009746,0.06552369675136387,0.0,26.73119880863738
1970,OR56B1,0.035342380792197,0.05216132279608237,0.0,26.6939687267312
1971,MC4R,0.035201595718566,0.07252924340722067,0.19801980198019803,26.65673864482502
1972,SLC3A1,0.035201595718566,0.0464368249236089,0.0,26.61950856291884
1973,CD68,0.0346383179990089,0.046964717656073775,0.0,26.582278481012654
1974,ERVFRD-1,0.0344974641994448,0.05038331096011199,0.0,26.545048399106474
1975,GLP2R,0.0344974641994448,0.09485315499606024,0.9900990099009901,26.507818317200293
1976,EPHA7,0.0342157153379129,0.07084965656148387,0.594059405940594,26.470588235294112
1977,OR2A25,0.0339339114419317,0.04945108254590213,0.0,26.433358153387942
1978,OR7A5,0.0339339114419317,0.053950944649100045,0.0,26.396128071481762
1979,OR2A14,0.033652052489997,0.04827104003263726,0.0,26.35889798957558
1980,HEPACAM2,0.0333701384605921,0.0482515486809723,0.19801980198019803,26.3216679076694
1981,LYPD6B,0.0333701384605921,0.09161288238359133,0.7920792079207921,26.28443782576322
1982,KCNJ3,0.0332291607851109,0.1666975568249681,3.564356435643564,26.247207743857036
1983,PLD5,0.0330881693321877,0.08019271560708878,0.594059405940594,26.209977661950855
1984,ATP2B2,0.0328061450832414,0.06775518648680064,0.9900990099009901,26.172747580044675
1985,SLC7A3,0.0323830053116529,0.06548972641840539,0.0,26.135517498138494
1986,GALR1,0.0322419311374938,0.08017957417381563,0.19801980198019803,26.098287416232314
1987,CEACAM5,0.032100843167024,0.2019960142335279,6.336633663366337,26.061057334326133
1988,MCHR1,0.031959741397545,0.07807087612560622,0.39603960396039606,26.023827252419952
1989,IL1RAPL1,0.0318186258263571,0.1148359243473405,2.7722772277227725,25.986597170513768
1990,ATP1A3,0.0316774964507602,0.07614201521419801,0.7920792079207921,25.9493670886076
1991,SLITRK2,0.0309716424120755,0.10959137387940909,1.782178217821782,25.912137006701418
1992,OR7G2,0.0305479641629666,0.0412835768837511,0.0,25.874906924795237
1993,IL31RA,0.0298415571367151,0.09819345635167855,1.188118811881188,25.837676842889056
1994,SLC5A7,0.0295588974491164,0.2603517093210422,7.7227722772277225,25.800446760982876
1995,RHO,0.029276182370632,0.045865069246375206,0.19801980198019803,25.763216679076695
1996,IL23R,0.0291348040530228,0.04993570084601277,0.0,25.725986597170515
1997,CEACAM8,0.0288520058474934,0.12225641459573366,2.376237623762376,25.688756515264334
1998,GJB7,0.02871058595414,0.0440758175503187,0.0,25.65152643335815
1999,NPY6R,0.0285691521967709,0.12226524530886253,2.376237623762376,25.61429635145197
2000,NTSR1,0.0285691521967709,0.058339027872816945,0.0,25.57706626954579
2001,UPK1B,0.0285691521967709,0.09817028375408404,1.5841584158415842,25.539836187639608
2002,OR2B11,0.0284277045726673,0.0522771500603363,0.19801980198019803,25.502606105733427
2003,OR2L3,0.0284277045726673,0.07832686633612394,0.7920792079207921,25.465376023827258
2004,SHISA7,0.0282862430791099,0.03859310018797366,0.0,25.428145941921077
2005,MEP1B,0.0280032784727524,0.03740195738772089,0.0,25.390915860014896
2006,CHRNA2,0.0278617753545095,0.07439361712841183,0.594059405940594,25.353685778108716
2007,BEST2,0.0275787274742826,0.03644622980148861,0.0,25.31645569620253
2008,CUZD1,0.0272956240509075,0.03679829174391544,0.0,25.27922561429635
2009,GHRHR,0.0268708647247451,0.045774251825635145,0.39603960396039606,25.24199553239017
2010,DSCAM,0.0263043243519084,0.0401883470268531,0.0,25.20476545048399
2011,GRIA4,0.0261626544896756,0.04678505473820346,0.19801980198019803,25.16753536857781
2012,GPR22,0.0260209707143701,0.03790117037936996,0.0,25.13030528667163
2013,INSRR,0.0255958358826834,0.0753485884964927,0.594059405940594,25.093075204765448
2014,SLC6A11,0.0255958358826834,0.05560483139686285,0.7920792079207921,25.055845122859267
2015,VNN3,0.025170575734906,0.038317787690697644,0.0,25.018615040953087
2016,GABRR1,0.0248869993131795,0.05111305081656833,0.19801980198019803,24.981384959046913
2017,SLC15A5,0.0247451901971377,0.042514026669042936,0.19801980198019803,24.944154877140733
2018,CDHR4,0.024603367140657,0.05611056305246241,0.19801980198019803,24.906924795234552
2019,CDH19,0.0236102151826453,0.12471815986583401,2.178217821782178,24.86969471332837
2020,DCC,0.0233263318600275,0.06309326734547827,0.39603960396039606,24.83246463142219
2021,CHRM1,0.0231843692482633,0.045308707664583746,0.19801980198019803,24.79523454951601
2022,OR5AN1,0.0231843692482633,0.04983114064995208,0.19801980198019803,24.75800446760983
2023,TM4SF20,0.0231843692482633,0.02970433366700035,0.0,24.72077438570365
2024,TRHDE,0.0231843692482633,0.044566692581967195,0.0,24.68354430379747
2025,GPR78,0.0230423926658638,0.04008730798819309,0.0,24.646314221891284
2026,PTCHD3,0.0224743465748992,0.19160351086672922,6.336633663366337,24.609084139985104
2027,FAT3,0.0223323000980563,0.048834954206636964,0.19801980198019803,24.571854058078923
2028,USH2A,0.0219060767336222,0.026281236853921048,0.0,24.534623976172742
2029,GRM7,0.0211954245144897,0.04415067349940569,0.0,24.497393894266573
2030,OR2T33,0.0211954245144897,0.0454806203942901,0.0,24.460163812360392
2031,MUSK,0.0209110655816899,0.05599061267529251,0.0,24.42293373045421
2032,RXFP2,0.0206266505899578,0.058999767647648874,0.0,24.38570364854803
2033,CATSPERD,0.0200576523412534,0.036589581106144506,0.19801980198019803,24.34847356664185
2034,GRIA2,0.0199153677076859,0.10579465799139617,1.3861386138613863,24.311243484735666
2035,SLC8A3,0.0199153677076859,0.03877950921269051,0.19801980198019803,24.274013402829485
2036,GABRA1,0.0196307563355084,0.04881421172282036,0.19801980198019803,24.236783320923305
2037,CLCA4,0.0192037339730926,0.027555793044856898,0.0,24.199553239017124
2038,LRTM2,0.0192037339730926,0.12195429580003188,1.9801980198019802,24.162323157110944
2039,CACNG5,0.0186341741390509,0.04289977128080138,0.0,24.125093075204763
2040,SLC24A2,0.0186341741390509,0.12895895093257087,2.376237623762376,24.087862993298582
2041,CHRND,0.0180643893603615,0.05281682316476184,0.39603960396039606,24.0506329113924
2042,SCN2A,0.0179219079972623,0.024817928784561485,0.0,24.013402829486232
2043,TRPV5,0.0177794125612346,0.0304153604165465,0.19801980198019803,23.976172747580048
2044,OR6A2,0.0174943794592725,0.02536145669587707,0.0,23.938942665673867
2045,GPR12,0.0169241442578214,0.08581709682543011,1.782178217821782,23.901712583767686
2046,OR2F1,0.0169241442578214,0.025971413964118863,0.0,23.864482501861506
2047,OR5A2,0.0169241442578214,0.04048166417223856,0.0,23.827252419955325
2048,OPRK1,0.016781550233402,0.048093428133029664,0.39603960396039606,23.790022338049145
2049,EPHA8,0.0164963198961959,0.046276852823589495,0.594059405940594,23.752792256142964
2050,OR10A2,0.0164963198961959,0.0256753993962249,0.0,23.71556217423678
2051,PROKR1,0.0164963198961959,0.02939657002220418,0.19801980198019803,23.6783320923306
2052,OR4D1,0.0162110331559171,0.023356940840886926,0.0,23.64110201042442
2053,SLC34A1,0.0162110331559171,0.028791236549108992,0.0,23.603871928518238
2054,ASIC4,0.015354834293464,0.025145161045597237,0.0,23.566641846612058
2055,FCRL4,0.015354834293464,0.08422039639413402,1.188118811881188,23.529411764705888
2056,TACR3,0.015354834293464,0.04717597895591108,0.39603960396039606,23.492181682799707
2057,PKHD1,0.0149265442381028,0.04990351914694681,0.594059405940594,23.454951600893526
2058,CXCR5,0.0147837526270703,0.06314613222503015,1.188118811881188,23.417721518987346
2059,LCT,0.0147837526270703,0.021401799919180776,0.0,23.38049143708116
2060,NPHS1,0.0147837526270703,0.09516123101732454,2.5742574257425743,23.34326135517498
2061,DSG3,0.0146409468817531,0.13336655142099668,3.3663366336633667,23.3060312732688
2062,MUC12,0.0146409468817531,0.02519225483212488,0.19801980198019803,23.26880119136262
2063,HTR4,0.01435529297707,0.03992122931858806,0.0,23.23157110945644
2064,TMEM213,0.0140695825016558,0.08335818738546598,1.782178217821782,23.19434102755026
2065,SLC36A3,0.0137838154330996,0.017586870793814418,0.0,23.157110945644078
2066,ROS1,0.0126401807787703,0.14738465812309826,3.3663366336633667,23.119880863737897
2067,MUC22,0.0124971626829021,0.02763277933257258,0.0,23.082650781831717
2068,PCDH15,0.0124971626829021,0.022547095142968755,0.0,23.045420699925543
2069,UMODL1,0.012354130407874,0.025566445726623546,0.0,23.008190618019363
2070,ABCC12,0.0119249484797085,0.12165522652483883,3.762376237623762,22.970960536113182
2071,PRLHR,0.0119249484797085,0.18646388131164532,5.544554455445545,22.933730454207
2072,SSTR4,0.0119249484797085,0.021750828867518973,0.0,22.89650037230082
2073,ZAN,0.0119249484797085,0.03488545273419077,0.0,22.85927029039464
2074,PCDHB1,0.0116387562468936,0.02648497103736382,0.0,22.82204020848846
2075,SLC1A6,0.0116387562468936,0.02216025876769027,0.0,22.78481012658228
2076,SLC22A2,0.0116387562468936,0.03543595358734653,0.0,22.7475800446761
2077,ABCB11,0.0114956388378294,0.026372121950312875,0.0,22.710349962769914
2078,SLC12A1,0.0113525072299052,0.0274675287405787,0.0,22.673119880863734
2079,OR2AG1,0.0110662014062053,0.015021930948280329,0.0,22.635889798957553
2080,GLRA4,0.0099204095930638,0.02650486223699947,0.39603960396039606,22.598659717051373
2081,PCDH11X,0.0097771216115299,0.06376293240646332,0.7920792079207921,22.561429635145203
2082,SLC6A2,0.0093471722592526,0.041567241975014525,0.594059405940594,22.524199553239022
2083,GABRR3,0.0092038273298397,0.027195593830136207,0.0,22.48696947133284
2084,GRIA1,0.008917094736053,0.023421294438541206,0.0,22.44973938942666
2085,GRID2,0.008917094736053,0.022125839413443534,0.19801980198019803,22.41250930752048
2086,SLC6A15,0.0087737070660161,0.04847825931393285,0.594059405940594,22.375279225614296
2087,MDGA2,0.0084868889654911,0.02536517113293203,0.0,22.338049143708115
2088,OR1I1,0.0084868889654911,0.012005763889279973,0.0,22.300819061801935
2089,NKAIN3,0.0074825763312061,0.08638977136162893,2.178217821782178,22.263588979895754
2090,MAS1,0.0073390460081619,0.011666195949707298,0.0,22.226358897989574
2091,ABCB5,0.0066211801223799,0.014539622485656352,0.0,22.189128816083393
2092,GRIN2B,0.0064775640712047,0.01260351564400076,0.0,22.151898734177212
2093,CASR,0.0061902890720698,0.03382344264051772,0.7920792079207921,22.11466865227103
2094,SLC7A14,0.0061902890720698,0.013060601687735053,0.0,22.077438570364862
2095,NRXN1,0.0046092532525896,0.02033521861033658,0.0,22.040208488458678
2096,SCN1A,0.0046092532525896,0.01699634081584308,0.0,22.002978406552497
2097,GABRA2,0.0044654367703005,0.012392495982972939,0.0,21.965748324646317
2098,ADAM18,0.0,0.0017117115588644698,0.0,21.928518242740136
2099,ADAM2,0.0,0.002917927573674458,0.0,21.891288160833955
2100,ADAM29,0.0,0.009010695702119284,0.0,21.854058078927775
2101,ADAM30,0.0,0.002589484882351567,0.0,21.816827997021594
2102,ADAM7,0.0,0.0026402032788902688,0.0,21.77959791511541
2103,AGTR2,0.0,0.015709136723936194,0.0,21.74236783320923
2104,ALPI,0.0,0.02207244508044559,0.7920792079207921,21.70513775130305
2105,ALPP,0.0,0.08613897347222167,1.782178217821782,21.667907669396868
2106,AMIGO3,0.0,0.00601116657660763,0.0,21.630677587490688
2107,AQP10,0.0,0.022662275538732794,0.19801980198019803,21.593447505584518
2108,ASIC5,0.0,0.016787963309004374,0.0,21.556217423678337
2109,ATP1B4,0.0,0.028628395499439074,0.39603960396039606,21.518987341772156
2110,ATP2B3,0.0,0.05921406886586782,1.188118811881188,21.481757259865976
2111,BRS3,0.0,0.04749486946544496,0.594059405940594,21.44452717795979
2112,BTNL10,0.0,0.0641816155035638,0.0,21.40729709605361
2113,C11orf87,0.0,0.008393327668557276,0.0,21.37006701414743
2114,CACNG2,0.0,0.007791778793192552,0.0,21.33283693224125
2115,CACNG3,0.0,0.011100058044595375,0.0,21.29560685033507
2116,CACNG6,0.0,0.08050980491588856,0.594059405940594,21.25837676842889
2117,CACNG7,0.0,0.01984502771662641,0.19801980198019803,21.221146686522708
2118,CCKAR,0.0,0.03788387674039928,0.594059405940594,21.183916604616527
2119,CD200R1L,0.0,0.01356116218750064,0.0,21.146686522710347
2120,CD300LD,0.0,0.028470752175093053,0.0,21.109456440804173
2121,CDH10,0.0,0.0462354600035985,0.7920792079207921,21.072226358897993
2122,CDH12,0.0,0.009187082999976523,0.0,21.034996276991812
2123,CDH18,0.0,0.014346344874977742,0.19801980198019803,20.99776619508563
2124,CDH7,0.0,0.004401107796843824,0.0,20.96053611317945
2125,CDH9,0.0,0.0073474689372517,0.0,20.92330603127327
2126,CEACAM20,0.0,0.027253655875563918,0.0,20.88607594936709
2127,CEACAM7,0.0,0.014127031843987581,0.19801980198019803,20.84884586746091
2128,CFC1,0.0,0.00582921498996215,0.19801980198019803,20.81161578555473
2129,CHRM2,0.0,0.004021110728208092,0.0,20.774385703648544
2130,CHRNB3,0.0,0.014953704763954304,0.19801980198019803,20.737155621742364
2131,CHRNG,0.0,0.010635764030332723,0.0,20.699925539836183
2132,CLDN19,0.0,0.02153620826808828,0.0,20.662695457930003
2133,CLDN22,0.0,0.0,0.0,20.625465376023833
2134,CLDN24,0.0,0.06827939654576391,0.19801980198019803,20.588235294117652
2135,CLEC4G,0.0,0.0008593402903254724,0.0,20.55100521221147
2136,CLEC4M,0.0,0.032204620741546605,0.19801980198019803,20.51377513030529
2137,CLRN1,0.0,0.003726096549408092,0.0,20.47654504839911
2138,CLRN2,0.0,0.004033026677551788,0.0,20.439314966492926
2139,CNTNAP4,0.0,0.004374495677969106,0.0,20.402084884586746
2140,CNTNAP5,0.0,0.00783041419458287,0.0,20.364854802680565
2141,CRHR1,0.0,0.012020470907381953,0.0,20.327624720774384
2142,DLK1,0.0,0.03225748949832376,0.7920792079207921,20.290394638868204
2143,DRD3,0.0,0.010423231340386547,0.0,20.253164556962023
2144,DRD5,0.0,0.027210080648934775,0.0,20.215934475055843
2145,DSC1,0.0,0.015395628297746187,0.0,20.17870439314966
2146,DSG1,0.0,0.02634315223422165,0.7920792079207921,20.141474311243492
2147,DSG4,0.0,0.004793737489414508,0.0,20.104244229337308
2148,DYNAP,0.0,0.008078102493395403,0.0,20.067014147431127
2149,FNDC9,0.0,0.0016681450893201593,0.0,20.029784065524947
2150,FSHR,0.0,0.01572324359123685,0.19801980198019803,19.992553983618766
2151,GABRA3,0.0,0.02799815439657318,0.594059405940594,19.955323901712585
2152,GABRA4,0.0,0.011929846773165593,0.0,19.918093819806405
2153,GABRG2,0.0,0.00441247098988882,0.0,19.880863737900224
2154,GFRAL,0.0,0.004444265080176603,0.0,19.84363365599404
2155,GFY,0.0,0.008855129103896192,0.0,19.80640357408786
2156,GHSR,0.0,0.0042720428421708,0.0,19.76917349218168
2157,GJD2,0.0,0.006796289957634461,0.0,19.7319434102755
2158,GLRA1,0.0,0.11674061334945092,3.9603960396039604,19.694713328369318
2159,GLRA2,0.0,0.0253874713763173,0.0,19.657483246463148
2160,GLRA3,0.0,0.013183482571223237,0.0,19.620253164556967
2161,GML,0.0,0.005424266316292627,0.0,19.583023082650787
2162,GP1BB,0.0,0.0,0.0,19.545793000744606
2163,GP2,0.0,0.022975951981087993,0.39603960396039606,19.50856291883842
2164,GPR101,0.0,0.0032552680115878418,0.0,19.47133283693224
2165,GPR119,0.0,0.0037628581722425236,0.0,19.43410275502606
2166,GPR139,0.0,0.0012516293449479406,0.0,19.39687267311988
2167,GPR148,0.0,0.00766331995484408,0.0,19.3596425912137
2168,GPR149,0.0,0.0038888195031650304,0.0,19.32241250930752
2169,GPR151,0.0,0.010068550734182545,0.0,19.285182427401338
2170,GPR152,0.0,0.01968405115987815,0.0,19.247952345495158
2171,GPR26,0.0,0.006795092355404531,0.0,19.210722263588977
2172,GPR32,0.0,0.0067035685127116475,0.0,19.173492181682803
2173,GPR32P1,0.0,0.00284664864149226,0.0,19.136262099776623
2174,GPR42,0.0,0.04428633007725365,0.0,19.099032017870442
2175,GPR50,0.0,0.007320508079696535,0.0,19.06180193596426
2176,GPR52,0.0,0.03750120106185705,0.0,19.02457185405808
2177,GPR6,0.0,0.0017476727579677027,0.0,18.9873417721519
2178,GPR87,0.0,0.0365478211018194,0.39603960396039606,18.95011169024572
2179,GPRC6A,0.0,0.0262463179915298,0.594059405940594,18.91288160833954
2180,GRM5,0.0,0.009745352421322009,0.0,18.87565152643336
2181,GYPA,0.0,0.004087472275645687,0.0,18.838421444527174
2182,HCRTR2,0.0,0.03566384093425198,0.0,18.801191362620994
2183,HEPACAM,0.0,0.01775840943211571,0.0,18.763961280714813
2184,HRH3,0.0,0.012119656792327597,0.0,18.726731198808633
2185,HTR1A,0.0,0.019637310937290247,0.39603960396039606,18.689501116902452
2186,HTR2C,0.0,0.004605869287155407,0.0,18.652271034996282
2187,HTR3B,0.0,0.00918074732476592,0.0,18.6150409530901
2188,HTR3C,0.0,0.03452728025248861,0.0,18.57781087118392
2189,HTR3D,0.0,0.009068860092914063,0.0,18.54058078927774
2190,HTR3E,0.0,0.022330843643841077,0.0,18.503350707371556
2191,HTR5A,0.0,0.0018424721279417834,0.0,18.466120625465376
2192,ICAM4,0.0,0.0,0.0,18.428890543559195
2193,IZUMO3,0.0,0.012595464091133459,0.0,18.391660461653014
2194,KCNG4,0.0,0.01652194129514764,0.19801980198019803,18.354430379746834
2195,KCNK18,0.0,0.00452904426864391,0.0,18.317200297840653
2196,KIR3DL3,0.0,0.01565201606994075,0.0,18.279970215934473
2197,KLRC3,0.0,0.06834089547812909,0.39603960396039606,18.24274013402829
2198,LIM2,0.0,0.05318823250606474,0.19801980198019803,18.205510052122108
2199,LRIT1,0.0,0.0006135768619783317,0.0,18.168279970215938
2200,LRIT2,0.0,0.023668805165532533,0.0,18.131049888309757
2201,LRRC24,0.0,0.0,0.0,18.093819806403577
2202,LRRC38,0.0,0.05274536045834284,0.7920792079207921,18.056589724497396
2203,LRRTM3,0.0,0.008790523016088934,0.0,18.019359642591215
2204,LRRTM4,0.0,0.05031781186542875,1.3861386138613863,17.982129560685035
2205,LRTM1,0.0,0.02666830441720533,0.19801980198019803,17.944899478778854
2206,LY6G6D,0.0,0.03390570858613104,0.0,17.90766939687267
2207,LYPD4,0.0,0.03027434756877421,0.19801980198019803,17.87043931496649
2208,LYPD8,0.0,0.012784454610914228,0.0,17.83320923306031
2209,MAS1L,0.0,0.03379410876961734,0.0,17.79597915115413
2210,MC2R,0.0,0.005527960260069792,0.0,17.758749069247948
2211,MC3R,0.0,0.001916836885367201,0.0,17.721518987341767
2212,MCHR2,0.0,0.009782862509173158,0.0,17.684288905435597
2213,MFRP,0.0,0.008636072732290796,0.0,17.647058823529417
2214,MIP,0.0,0.015613329406833736,0.0,17.609828741623236
2215,MOG,0.0,0.016258864909413626,0.0,17.572598659717052
2216,MRGPRD,0.0,0.01201128579714586,0.0,17.53536857781087
2217,MRGPRG,0.0,0.029155605461495506,0.0,17.49813849590469
2218,MRGPRX1,0.0,0.0022421357106177445,0.0,17.46090841399851
2219,MRGPRX2,0.0,0.06307835979454128,0.7920792079207921,17.42367833209233
2220,MRGPRX3,0.0,0.022108484880855293,0.19801980198019803,17.38644825018615
2221,MRGPRX4,0.0,0.003783901743541554,0.0,17.349218168279968
2222,MSLNL,0.0,0.03512137689031689,0.39603960396039606,17.311988086373788
2223,MTNR1A,0.0,0.09288510455113777,0.9900990099009901,17.274758004467607
2224,MTNR1B,0.0,0.0067213266994489654,0.0,17.237527922561423
2225,MUC17,0.0,0.004669445609924294,0.0,17.200297840655253
2226,MYADML2,0.0,0.03287429224817786,0.39603960396039606,17.163067758749072
2227,NCR2,0.0,0.04788990074884076,0.0,17.12583767684289
2228,NLGN4Y,0.0,0.49977010349053336,24.752475247524753,17.08860759493671
2229,NPBWR2,0.0,0.010679022546796231,0.19801980198019803,17.05137751303053
2230,NPSR1,0.0,0.022123938719512577,0.0,17.01414743112435
2231,NPY2R,0.0,0.015209859701320137,0.0,16.97691734921817
2232,NPY4R,0.0,0.052228881140974015,0.7920792079207921,16.93968726731199
2233,NRN1L,0.0,0.03099640393049078,0.0,16.902457185405805
2234,NTSR2,0.0,0.01582974394258081,0.0,16.865227103499624
2235,OPALIN,0.0,0.006357376620526093,0.0,16.827997021593443
2236,OPN1LW,0.0,0.0032254996125748196,0.0,16.790766939687263
2237,OPN1MW,0.0,0.0001404729135513614,0.0,16.753536857781082
2238,OPN1SW,0.0,0.059985021875991834,0.9900990099009901,16.716306775874912
2239,OPRM1,0.0,0.0031093214801149282,0.0,16.67907669396873
2240,OR10A3,0.0,0.009945176141239761,0.0,16.64184661206255
2241,OR10A4,0.0,0.009337928757414226,0.0,16.60461653015637
2242,OR10A5,0.0,0.004595575740591408,0.0,16.567386448250186
2243,OR10A6,0.0,0.004987690492292821,0.0,16.530156366344006
2244,OR10A7,0.0,0.0022128479060639222,0.0,16.492926284437825
2245,OR10AG1,0.0,0.0003860743505659321,0.0,16.455696202531644
2246,OR10C1,0.0,0.0013522061755178625,0.0,16.418466120625464
2247,OR10D3,0.0,0.0008602310404499136,0.0,16.381236038719283
2248,OR10D4P,0.0,0.003834200800084903,0.0,16.344005956813103
2249,OR10G2,0.0,0.01663295341466443,0.0,16.30677587490692
2250,OR10G3,0.0,0.006313535817093916,0.0,16.269545793000738
2251,OR10G4,0.0,0.013339028449236382,0.0,16.232315711094568
2252,OR10G6,0.0,0.0013680749770880601,0.0,16.195085629188387
2253,OR10G7,0.0,0.003560976818041325,0.0,16.157855547282207
2254,OR10G8,0.0,0.0028034067359871324,0.0,16.120625465376026
2255,OR10G9,0.0,0.0021577724716011484,0.0,16.083395383469846
2256,OR10H1,0.0,0.01182464319606131,0.0,16.046165301563665
2257,OR10H2,0.0,0.0013268030561036106,0.0,16.008935219657484
2258,OR10H3,0.0,0.0016037758900642029,0.0,15.971705137751302
2259,OR10H4,0.0,0.0013299181642268635,0.0,15.934475055845121
2260,OR10H5,0.0,0.009301030920384024,0.0,15.897244973938939
2261,OR10J1,0.0,0.0015586526002339723,0.0,15.860014892032758
2262,OR10J3,0.0,0.007666096616923314,0.0,15.822784810126578
2263,OR10J4,0.0,0.0010109395333307496,0.0,15.785554728220397
2264,OR10J5,0.0,0.0031761046414664623,0.0,15.748324646314227
2265,OR10J6P,0.0,0.0028303419992085385,0.0,15.711094564408047
2266,OR10K1,0.0,0.002215346653384654,0.0,15.673864482501864
2267,OR10K2,0.0,0.002385020664258938,0.0,15.636634400595684
2268,OR10P1,0.0,0.008625941995578694,0.0,15.599404318689503
2269,OR10Q1,0.0,0.004353524357056091,0.0,15.56217423678332
2270,OR10R2,0.0,0.0002863769180237574,0.0,15.52494415487714
2271,OR10S1,0.0,0.015337747375920058,0.19801980198019803,15.48771407297096
2272,OR10T2,0.0,0.0004955094965965376,0.0,15.450483991064779
2273,OR10V1,0.0,0.0013060956207298457,0.0,15.413253909158598
2274,OR10W1,0.0,0.0016310125960712822,0.0,15.376023827252416
2275,OR10X1,0.0,0.0023966906958514562,0.0,15.338793745346235
2276,OR10Z1,0.0,0.0013535831850953863,0.0,15.301563663440055
2277,OR11A1,0.0,0.003553213220267912,0.0,15.264333581533885
2278,OR11G2,0.0,0.004698713334671373,0.0,15.227103499627702
2279,OR11H1,0.0,0.0003799402797866212,0.0,15.189873417721522
2280,OR11H12,0.0,0.0004118493953510776,0.0,15.152643335815341
2281,OR11H2,0.0,0.0028202994769159617,0.0,15.11541325390916
2282,OR11H4,0.0,0.021087851689665753,0.0,15.07818317200298
2283,OR11H6,0.0,0.007863445722108887,0.0,15.040953090096798
2284,OR11L1,0.0,0.081411438884873,0.19801980198019803,15.003723008190617
2285,OR12D2,0.0,0.005533143857988378,0.0,14.966492926284436
2286,OR12D3,0.0,0.0013806574788843692,0.0,14.929262844378254
2287,OR13C2,0.0,0.07148751262653201,0.0,14.892032762472073
2288,OR13C3,0.0,0.0005834375242606904,0.0,14.854802680565893
2289,OR13C4,0.0,0.0042147265666971,0.0,14.817572598659712
2290,OR13C6P,0.0,0.02373129181042357,0.0,14.780342516753542
2291,OR13C8,0.0,0.0012332676475771912,0.0,14.743112434847362
2292,OR13C9,0.0,0.01096957815322866,0.0,14.70588235294118
2293,OR13D1,0.0,0.022060391892316834,0.0,14.668652271034999
2294,OR13F1,0.0,0.006433526787538273,0.0,14.631422189128818
2295,OR13G1,0.0,0.006069342495286871,0.0,14.594192107222636
2296,OR13H1,0.0,0.003942019144068526,0.0,14.556962025316455
2297,OR14A16,0.0,0.044558248361414025,0.0,14.519731943410275
2298,OR14A2,0.0,0.001923398216680766,0.0,14.482501861504094
2299,OR14C36,0.0,0.0016868935502226178,0.0,14.445271779597913
2300,OR14I1,0.0,0.0,0.0,14.408041697691731
2301,OR14J1,0.0,0.0022982827778162403,0.0,14.37081161578555
2302,OR14K1,0.0,0.020138189903926084,0.0,14.33358153387937
2303,OR14L1P,0.0,0.006332852948332891,0.0,14.2963514519732
2304,OR1A1,0.0,0.0032920701986781883,0.0,14.259121370067017
2305,OR1A2,0.0,0.0008866563405331798,0.0,14.221891288160837
2306,OR1B1,0.0,0.01916975388050387,0.0,14.184661206254656
2307,OR1C1,0.0,0.0015828129665302248,0.0,14.147431124348476
2308,OR1D2,0.0,0.004137530019248111,0.0,14.110201042442295
2309,OR1D4,0.0,0.002488054055500078,0.0,14.072970960536113
2310,OR1D5,0.0,0.003964568186546276,0.0,14.035740878629932
2311,OR1E1,0.0,0.01002186980016772,0.0,13.998510796723751
2312,OR1E2,0.0,0.004153225267428434,0.0,13.961280714817569
2313,OR1E3,0.0,0.0015591831545507153,0.0,13.924050632911388
2314,OR1F1,0.0,0.03911214408409211,0.39603960396039606,13.886820551005208
2315,OR1F2P,0.0,0.01994589700444327,0.0,13.849590469099027
2316,OR1G1,0.0,0.028541035661121834,0.0,13.812360387192857
2317,OR1J1,0.0,0.01635007122305618,0.0,13.775130305286677
2318,OR1J2,0.0,0.010383990947417935,0.0,13.737900223380494
2319,OR1J4,0.0,0.009493823518678024,0.0,13.700670141474314
2320,OR1K1,0.0,0.025112305647498653,0.0,13.663440059568133
2321,OR1L1,0.0,0.002859608057002246,0.0,13.62620997766195
2322,OR1L3,0.0,0.006285629253012973,0.0,13.58897989575577
2323,OR1L4,0.0,0.004835416767425431,0.0,13.55174981384959
2324,OR1L6,0.0,0.00594826623024843,0.0,13.514519731943409
2325,OR1M1,0.0,0.01633269608890289,0.0,13.477289650037228
2326,OR1N1,0.0,0.009607600153146314,0.0,13.440059568131046
2327,OR1N2,0.0,0.07522954089790519,2.5742574257425743,13.402829486224865
2328,OR1P1,0.0,0.004409653942157941,0.0,13.365599404318685
2329,OR1Q1,0.0,0.02444778823775481,0.0,13.328369322412515
