gene,spearman_rank,spearman_r,spearman_p,pearson_r,pearson_p,mean_log2tpm1,spearman_q,pearson_q,pearson_rank
TMEM63B,170,0.483849347667686,5.386202612114664e-31,0.5086335609833839,1.3944486612169088e-34,5.338877538440259,7.462541857406535e-30,1.6817094317981485e-33,180
EGFR,171,0.4834026570358899,6.212653500736918e-31,0.5114816602061127,5.16511510604023e-35,5.020704259542546,8.563214155139445e-30,6.2779626334325345e-34,179
PMEPA1,172,0.48293115722742314,7.221306767968049e-31,0.5290183400193083,9.238078421279665e-38,5.175547099780806,9.902448357716186e-30,1.2668011127436833e-36,161
CSF1,173,0.4795455234752761,2.1125817120187426e-30,0.5816572564100898,4.750382744611389e-47,4.508908884513137,2.853052271685918e-29,1.0674389461420886e-45,103
OR5A2,174,0.4795007215865632,2.142633405499832e-30,0.26414273971442287,1.6543005666604457e-09,0.04048166417223856,2.8790963448776637e-29,5.247449247034438e-09,599
IFNGR1,175,0.47903582283694207,2.480556989766522e-30,0.5183913951918723,4.462545744961742e-36,6.656420980266505,3.3000046719580497e-29,5.682308248584618e-35,171
NT5E,176,0.47563747057935607,7.186523590134999e-30,0.5489403286883137,4.395598984942663e-41,5.96165534177055,9.466386246315756e-29,7.255451657862149e-40,132
ABCC3,177,0.47506778628173374,8.579385064142563e-30,0.5867193679100403,4.9237773078853406e-48,4.717179006667843,1.1245723363488829e-28,1.1651487186978232e-46,100
CD1B,178,0.4730862312076011,1.5847023163438682e-29,0.4190496611569387,6.808988110040611e-23,0.9262944743366103,2.0570359193706326e-28,4.653700171472731e-22,295
CLDN9,179,0.4723560664845073,1.98475358245135e-29,0.5453528842218283,1.810648383092241e-40,4.1929073035170275,2.563879748538604e-28,2.7825711358555472e-39,143
FAS,180,0.4719826019869068,2.2264728772870966e-29,0.5769715994109909,3.738681913483959e-46,4.098392101257459,2.8623021508969696e-28,8.194455275947628e-45,105
IL13RA1,181,0.4717845076433109,2.366281157786337e-29,0.5002780498295101,2.4354836159099563e-33,6.633839748362624,3.027481251636682e-28,2.771269442103499e-32,191
GLDN,182,0.4716994673511577,2.4289320240698864e-29,0.3849464459238321,2.7715719048040655e-19,1.7554241440461824,3.092840110648989e-28,1.5835861695397589e-18,355
ADRB3,183,0.4705750595188982,3.429050864869947e-29,0.3275279276938417,4.30887613332801e-14,0.19171043013150957,4.3048272359916615e-28,1.8202108658008053e-13,464
SELL,184,0.4692457133912149,5.146515097586022e-29,0.5466502272299147,1.087306276735913e-40,3.4320597933432784,6.371195079141215e-28,1.710268814112842e-39,139
DSG2,185,0.4671747609543563,9.653659686383492e-29,0.45151490962225316,9.795653498106458e-27,6.397426437838997,1.1895800000640304e-27,8.084437485782923e-26,251
MEGF9,186,0.46699819050228003,1.0183501597162161e-28,0.505158318090339,4.626204001305991e-34,6.437398116502505,1.24911391150512e-27,5.473659070571778e-33,184
PCDHAC2,187,0.46646675373910956,1.1957980786672303e-28,0.49010964432366594,7.124694339992334e-32,1.4039486429215609,1.4600749143178875e-27,7.651177777164458e-31,199
ITGA9,188,0.46599206504501384,1.379958551711663e-28,0.4829671564202197,7.138890858042384e-31,5.912992693952919,1.677276894216812e-27,7.070145983113086e-30,214
F11R,189,0.46577138612397095,1.4748673932585782e-28,0.4535970862213072,5.372906056793516e-27,6.702732685251779,1.784522809761737e-27,4.5465667075524885e-26,246
SLC18A3,190,0.4655989953550406,1.5534752857851544e-28,0.33757190537148524,6.328198167181214e-15,0.7489892450031788,1.871167979364641e-27,2.7969589915772836e-14,449
EMP3,191,0.4654753052945046,1.6124156995165664e-28,0.6144506711589197,9.51451447267341e-54,6.46606550543201,1.9334527266848874e-27,2.8911149659009885e-52,80
PCDH1,192,0.4648257791188852,1.9601772995364989e-28,0.4644783203499198,2.175673262509871e-28,5.127490635721446,2.329561821760266e-27,1.9392501013171316e-27,236
CRB3,193,0.4645425101516363,2.1341706255470167e-28,0.4306118772345227,3.2516788199915784e-24,5.605567908915141,2.5251204658020896e-27,2.401930708468917e-23,272
AQP9,194,0.4640564846586251,2.468986939082012e-28,0.48317556354175795,6.679740138870348e-31,1.1617091532312354,2.9084013546719385e-27,6.664785496768399e-30,213
PLXNA3,195,0.4627607791835084,3.637046646440433e-28,0.5433063110156846,4.029646428228653e-40,4.317767728616408,4.2655538300797006e-27,6.122315084706487e-39,145
IL1RL2,196,0.4619678535082047,4.606228360853735e-28,0.5075570675824118,2.0247586164670378e-34,3.33816279799501,5.355241146488212e-27,2.4170555984075263e-33,182
SLC15A4,197,0.4614677616830006,5.3445897708810285e-28,0.5052604660677588,4.466850923576832e-34,4.49822052667354,6.186767552959252e-27,5.3086041642864225e-33,183
ERBB2,198,0.46102731391151536,6.091078445843344e-28,0.4570906682016493,1.9432650053018715e-27,6.583760687686269,7.020493001803923e-27,1.6762227819926466e-26,242
CD59,199,0.4605475454377736,7.021810871937306e-28,0.48621628837333924,2.519164196701135e-31,6.988643057544618,8.058507412686849e-27,2.5809368053558752e-30,206
CLDN3,200,0.4602043744747146,7.772514014688971e-28,0.4692015349242467,5.216273041790869e-29,8.92638941786414,8.88192413473432e-27,4.843164622829439e-28,226
