mouse	library	gsm	genotype	week	treatment	n_cells	n_Cldn4_pos	frac_Cldn4_pos	mean_Cldn4	mean_IFN	mean_MHC	mean_TJ	mod_IFN	mod_MHC	mod_TJ	frac_Epcam	frac_TNK_leak	median_nFeature	median_nCount	median_percent.mt
KP_30w_Cis72_m5	KP_30w_Cis72_m5_PT	GSM4685283	KP	30w	Cis72	2065	1160	0.561743341404358	0.534585178601162	0.202171674117435	0.38453122629284	0.337005840293659	0.0108212182184773	0.0111886605250643	0.110065510336643	0.931719128329298	0.000484261501210654	4124	19798	3.81054296747778
KP_30w_Cis72_m6	KP_30w_Cis72_m6_PT	GSM4685284	KP	30w	Cis72	999	635	0.635635635635636	0.823098576125278	0.218118320059311	0.434868107253576	0.361778839181267	0.0258338877179421	0.062869501151649	0.13352521671153	0.925925925925926	0	3793	16198	3.97505845674201
KP_30w_ND_m3	KP_30w_ND_m3_PT	GSM4685281	KP	30w	ND	3945	1419	0.359695817490494	0.310829623705925	0.196619333811169	0.328489613897358	0.324148406423901	0.00380935723689599	-0.0423157589884915	0.0962401941242617	0.939416983523447	0	3847	16012	4.31354882306566
KP_30w_ND_m4	KP_30w_ND_m4_PT	GSM4685282	KP	30w	ND	4008	2396	0.597804391217565	0.623950095790068	0.200519910130745	0.408593368377022	0.349946066621621	0.00767339547256625	0.0312422804665865	0.120805818305377	0.949600798403194	0	3771.5	16894.5	3.45036142990077
