accession	system	class	gene	log2fc	lfcse	pvalue	padj	baseMean	n_treat	n_ctrl	method	mean_treat	mean_ctrl	tpm_ctrl	tpm_treat
GSE244945	CORL88 TAS1440 x STING KO interaction	STING-dependent component of NOTCH activation	TACSTD2	-0.3916554073333248	0.7958728583809749	0.6358618444572807			12	12	OLS y ~ dox + STINGKO + dox:STINGKO on author log2 RPKM. log2fc column is the STING-dependent dox effect (dox effect in WT minus dox effect in KO).				
GSE244945	CORL88 STING KO vs WT, DMSO	STING knockout	TMEM173	-0.09195225366666665	0.10542951398805515	0.4345313099522202			3	3	Welch t-test on author log2 RPKM; delta is mean(log2 treat) - mean(log2 ctrl). Not genome-wide FDR.	0.19192493933333332	0.28387719299999997		
GSE244945	CORL88 TAS1440 vs DMSO, STING WT	NOTCH activator, not STING agonist	TMEM173	1.9202214463333336	0.17858638167807844	0.0030968496820446504			3	3	Welch t-test on author log2 RPKM; delta is mean(log2 treat) - mean(log2 ctrl). Not genome-wide FDR.	2.2040986393333335	0.28387719299999997		
GSE244945	CORL88 TAS1440 vs DMSO, STING KO	NOTCH activator in STING KO	TMEM173	0.8807685759999999	0.10119198757297378	0.001482360814283015			3	3	Welch t-test on author log2 RPKM; delta is mean(log2 treat) - mean(log2 ctrl). Not genome-wide FDR.	1.0726935153333332	0.19192493933333332		
GSE244945	H82 STING KO vs STING WT, NOTCH off	STING knockout	TMEM173	0.37958201533333336	0.14325864041247144	0.11520745275026513			3	3	Welch t-test on author log2 RPKM; delta is mean(log2 treat) - mean(log2 ctrl). Not genome-wide FDR.	0.394439529	0.014857513666666667		
GSE244945	H82 STING KO vs STING WT, NOTCH on	STING knockout	TMEM173	0.49882705233333313	0.22631646663721947	0.15394106642174235			3	3	Welch t-test on author log2 RPKM; delta is mean(log2 treat) - mean(log2 ctrl). Not genome-wide FDR.	1.612810184	1.1139831316666668		
GSE244945	H82 NOTCH dox vs no dox, STING WT	NOTCH activation	TMEM173	1.0991256180000002	0.03350902969909782	7.593902885044366e-05			3	3	Welch t-test on author log2 RPKM; delta is mean(log2 treat) - mean(log2 ctrl). Not genome-wide FDR.	1.1139831316666668	0.014857513666666667		
GSE244945	H82 NOTCH dox vs no dox, STING KO	NOTCH activation in STING KO	TMEM173	1.218370655	0.2657429699025177	0.014881958602946069			3	3	Welch t-test on author log2 RPKM; delta is mean(log2 treat) - mean(log2 ctrl). Not genome-wide FDR.	1.612810184	0.394439529		
GSE244945	H82 NOTCH dox x STING KO interaction	STING-dependent component of NOTCH activation	TMEM173	-0.1192450369999994	0.2678473093461748	0.6679768436906874			12	12	OLS y ~ dox + STINGKO + dox:STINGKO on author log2 RPKM. log2fc column is the STING-dependent dox effect (dox effect in WT minus dox effect in KO).				
GSE244945	CORL88 TAS1440 x STING KO interaction	STING-dependent component of NOTCH activation	TMEM173	1.0394528703333359	0.2052630362969358	0.0009722082025860991			12	12	OLS y ~ dox + STINGKO + dox:STINGKO on author log2 RPKM. log2fc column is the STING-dependent dox effect (dox effect in WT minus dox effect in KO).				
GSE244945	CORL88 STING KO vs WT, DMSO	STING knockout	CXCL10	0.07151474333333334	0.07151474333333334	0.4226497308103742			3	3	Welch t-test on author log2 RPKM; delta is mean(log2 treat) - mean(log2 ctrl). Not genome-wide FDR.	0.07151474333333334	0.0		
GSE244945	CORL88 TAS1440 vs DMSO, STING WT	NOTCH activator, not STING agonist	CXCL10	0.18912334366666664	0.10934688138834256	0.22584726051407164			3	3	Welch t-test on author log2 RPKM; delta is mean(log2 treat) - mean(log2 ctrl). Not genome-wide FDR.	0.18912334366666664	0.0		
GSE244945	CORL88 TAS1440 vs DMSO, STING KO	NOTCH activator in STING KO	CXCL10	0.01925866333333333	0.09360944598528946	0.8473120174779116			3	3	Welch t-test on author log2 RPKM; delta is mean(log2 treat) - mean(log2 ctrl). Not genome-wide FDR.	0.09077340666666667	0.07151474333333334		
GSE244945	H82 STING KO vs STING WT, NOTCH off	STING knockout	CXCL10	0.0	0.0	1.0			3	3	Welch t-test on author log2 RPKM; delta is mean(log2 treat) - mean(log2 ctrl). Not genome-wide FDR.	0.0	0.0		
GSE244945	H82 STING KO vs STING WT, NOTCH on	STING knockout	CXCL10	0.00723043000000001	0.2756118620753537	0.9803866511651388			3	3	Welch t-test on author log2 RPKM; delta is mean(log2 treat) - mean(log2 ctrl). Not genome-wide FDR.	0.2963707146666667	0.2891402846666667		
GSE244945	H82 NOTCH dox vs no dox, STING WT	NOTCH activation	CXCL10	0.2891402846666667	0.21554430881837172	0.3118063550392776			3	3	Welch t-test on author log2 RPKM; delta is mean(log2 treat) - mean(log2 ctrl). Not genome-wide FDR.	0.2891402846666667	0.0		
GSE244945	H82 NOTCH dox vs no dox, STING KO	NOTCH activation in STING KO	CXCL10	0.2963707146666667	0.17176306195644692	0.22658593592703552			3	3	Welch t-test on author log2 RPKM; delta is mean(log2 treat) - mean(log2 ctrl). Not genome-wide FDR.	0.2963707146666667	0.0		
GSE244945	H82 NOTCH dox x STING KO interaction	STING-dependent component of NOTCH activation	CXCL10	-0.007230429999999672	0.2756118620753537	0.9797132138751539			12	12	OLS y ~ dox + STINGKO + dox:STINGKO on author log2 RPKM. log2fc column is the STING-dependent dox effect (dox effect in WT minus dox effect in KO).				
GSE244945	CORL88 TAS1440 x STING KO interaction	STING-dependent component of NOTCH activation	CXCL10	0.16986468033333355	0.1439425887186592	0.27186354696959025			12	12	OLS y ~ dox + STINGKO + dox:STINGKO on author log2 RPKM. log2fc column is the STING-dependent dox effect (dox effect in WT minus dox effect in KO).				
GSE244945	CORL88 STING KO vs WT, DMSO	STING knockout	IFIT1	0.038202016333333325	0.011923490822471237	0.033361071955353046			3	3	Welch t-test on author log2 RPKM; delta is mean(log2 treat) - mean(log2 ctrl). Not genome-wide FDR.	0.09424830233333333	0.056046286		
GSE244945	CORL88 TAS1440 vs DMSO, STING WT	NOTCH activator, not STING agonist	IFIT1	0.47077636333333334	0.07234062278779457	0.021127635672797938			3	3	Welch t-test on author log2 RPKM; delta is mean(log2 treat) - mean(log2 ctrl). Not genome-wide FDR.	0.5268226493333333	0.056046286		
GSE244945	CORL88 TAS1440 vs DMSO, STING KO	NOTCH activator in STING KO	IFIT1	0.17179958433333337	0.053854025503809	0.08107796631710713			3	3	Welch t-test on author log2 RPKM; delta is mean(log2 treat) - mean(log2 ctrl). Not genome-wide FDR.	0.2660478866666667	0.09424830233333333		
GSE244945	H82 STING KO vs STING WT, NOTCH off	STING knockout	IFIT1	-0.037616543333333335	0.024546586461168834	0.2270680538635504			3	3	Welch t-test on author log2 RPKM; delta is mean(log2 treat) - mean(log2 ctrl). Not genome-wide FDR.	0.020050541666666668	0.057667085		
GSE244945	H82 STING KO vs STING WT, NOTCH on	STING knockout	IFIT1	-0.596193072	0.15313832866740879	0.051334827230041256			3	3	Welch t-test on author log2 RPKM; delta is mean(log2 treat) - mean(log2 ctrl). Not genome-wide FDR.	0.7606776973333335	1.3568707693333335		
GSE244945	H82 NOTCH dox vs no dox, STING WT	NOTCH activation	IFIT1	1.2992036843333334	0.1510290594602012	0.011602239838381769			3	3	Welch t-test on author log2 RPKM; delta is mean(log2 treat) - mean(log2 ctrl). Not genome-wide FDR.	1.3568707693333335	0.057667085		
GSE244945	H82 NOTCH dox vs no dox, STING KO	NOTCH activation in STING KO	IFIT1	0.7406271556666668	0.03527188416444406	0.0009067677695080596			3	3	Welch t-test on author log2 RPKM; delta is mean(log2 treat) - mean(log2 ctrl). Not genome-wide FDR.	0.7606776973333335	0.020050541666666668		
GSE244945	H82 NOTCH dox x STING KO interaction	STING-dependent component of NOTCH activation	IFIT1	0.5585765286666683	0.15509314173728941	0.006966545967051541			12	12	OLS y ~ dox + STINGKO + dox:STINGKO on author log2 RPKM. log2fc column is the STING-dependent dox effect (dox effect in WT minus dox effect in KO).				
GSE244945	CORL88 TAS1440 x STING KO interaction	STING-dependent component of NOTCH activation	IFIT1	0.2989767790000005	0.09018548535263807	0.010616747160668252			12	12	OLS y ~ dox + STINGKO + dox:STINGKO on author log2 RPKM. log2fc column is the STING-dependent dox effect (dox effect in WT minus dox effect in KO).				
GSE244945	CORL88 STING KO vs WT, DMSO	STING knockout	ISG15	-0.35985505900000003	0.28957276796579084	0.28631878891352625			3	3	Welch t-test on author log2 RPKM; delta is mean(log2 treat) - mean(log2 ctrl). Not genome-wide FDR.	2.950808237	3.310663296		
GSE244945	CORL88 TAS1440 vs DMSO, STING WT	NOTCH activator, not STING agonist	ISG15	1.646754023666667	0.24997420187642683	0.009977602733361639			3	3	Welch t-test on author log2 RPKM; delta is mean(log2 treat) - mean(log2 ctrl). Not genome-wide FDR.	4.957417319666667	3.310663296		
GSE244945	CORL88 TAS1440 vs DMSO, STING KO	NOTCH activator in STING KO	ISG15	0.8477166180000002	0.2764217458415699	0.03932743878292737			3	3	Welch t-test on author log2 RPKM; delta is mean(log2 treat) - mean(log2 ctrl). Not genome-wide FDR.	3.798524855	2.950808237		
GSE244945	H82 STING KO vs STING WT, NOTCH off	STING knockout	ISG15	0.478645572	0.14922692578577243	0.0715011250827981			3	3	Welch t-test on author log2 RPKM; delta is mean(log2 treat) - mean(log2 ctrl). Not genome-wide FDR.	1.13208555	0.653439978		
GSE244945	H82 STING KO vs STING WT, NOTCH on	STING knockout	ISG15	-1.0450376706666669	0.2367038631292312	0.03093403640893616			3	3	Welch t-test on author log2 RPKM; delta is mean(log2 treat) - mean(log2 ctrl). Not genome-wide FDR.	3.642700779	4.687738449666667		
GSE244945	H82 NOTCH dox vs no dox, STING WT	NOTCH activation	ISG15	4.034298471666667	0.08894345353379035	3.541595098003509e-05			3	3	Welch t-test on author log2 RPKM; delta is mean(log2 treat) - mean(log2 ctrl). Not genome-wide FDR.	4.687738449666667	0.653439978		
GSE244945	H82 NOTCH dox vs no dox, STING KO	NOTCH activation in STING KO	ISG15	2.510615229	0.26530445958041626	0.001418564132530934			3	3	Welch t-test on author log2 RPKM; delta is mean(log2 treat) - mean(log2 ctrl). Not genome-wide FDR.	3.642700779	1.13208555		
GSE244945	H82 NOTCH dox x STING KO interaction	STING-dependent component of NOTCH activation	ISG15	1.5236832426666707	0.2798167153687825	0.000612117474468887			12	12	OLS y ~ dox + STINGKO + dox:STINGKO on author log2 RPKM. log2fc column is the STING-dependent dox effect (dox effect in WT minus dox effect in KO).				
GSE244945	CORL88 TAS1440 x STING KO interaction	STING-dependent component of NOTCH activation	ISG15	0.7990374056666689	0.3726876482764864	0.06437543618898081			12	12	OLS y ~ dox + STINGKO + dox:STINGKO on author log2 RPKM. log2fc column is the STING-dependent dox effect (dox effect in WT minus dox effect in KO).				
GSE244945	CORL88 STING KO vs WT, DMSO	STING knockout	KRT8	0.19745442400000002	0.09610814119992173	0.1650205258798511			3	3	Welch t-test on author log2 RPKM; delta is mean(log2 treat) - mean(log2 ctrl). Not genome-wide FDR.	6.730080800666666	6.532626376666666		
GSE244945	CORL88 TAS1440 vs DMSO, STING WT	NOTCH activator, not STING agonist	KRT8	1.4157329536666667	0.2588336374015819	0.01740174570812006			3	3	Welch t-test on author log2 RPKM; delta is mean(log2 treat) - mean(log2 ctrl). Not genome-wide FDR.	7.948359330333333	6.532626376666666		
GSE244945	CORL88 TAS1440 vs DMSO, STING KO	NOTCH activator in STING KO	KRT8	0.5077733380000007	0.13285386914027408	0.05757998794413016			3	3	Welch t-test on author log2 RPKM; delta is mean(log2 treat) - mean(log2 ctrl). Not genome-wide FDR.	7.237854138666667	6.730080800666666		
GSE244945	H82 STING KO vs STING WT, NOTCH off	STING knockout	KRT8	-1.2039527073333336	0.7434198091087103	0.1925069961800395			3	3	Welch t-test on author log2 RPKM; delta is mean(log2 treat) - mean(log2 ctrl). Not genome-wide FDR.	1.0131341026666665	2.21708681		
GSE244945	H82 STING KO vs STING WT, NOTCH on	STING knockout	KRT8	-0.0763239596666665	0.13027902623141163	0.5991540399387009			3	3	Welch t-test on author log2 RPKM; delta is mean(log2 treat) - mean(log2 ctrl). Not genome-wide FDR.	9.819727647	9.896051606666667		
GSE244945	H82 NOTCH dox vs no dox, STING WT	NOTCH activation	KRT8	7.678964796666667	0.6272708489912825	0.0061710576893701284			3	3	Welch t-test on author log2 RPKM; delta is mean(log2 treat) - mean(log2 ctrl). Not genome-wide FDR.	9.896051606666667	2.21708681		
GSE244945	H82 NOTCH dox vs no dox, STING KO	NOTCH activation in STING KO	KRT8	8.806593544333333	0.41973434367084117	0.0010521660457349996			3	3	Welch t-test on author log2 RPKM; delta is mean(log2 treat) - mean(log2 ctrl). Not genome-wide FDR.	9.819727647	1.0131341026666665		
GSE244945	H82 NOTCH dox x STING KO interaction	STING-dependent component of NOTCH activation	KRT8	-1.1276287476666575	0.7547487245772836	0.1735190049313623			12	12	OLS y ~ dox + STINGKO + dox:STINGKO on author log2 RPKM. log2fc column is the STING-dependent dox effect (dox effect in WT minus dox effect in KO).				
GSE244945	CORL88 TAS1440 x STING KO interaction	STING-dependent component of NOTCH activation	KRT8	0.9079596156666677	0.29093814187224515	0.014211499097976562			12	12	OLS y ~ dox + STINGKO + dox:STINGKO on author log2 RPKM. log2fc column is the STING-dependent dox effect (dox effect in WT minus dox effect in KO).				
GSE288796	HCC827 HT-DNA vs untreated	cGAS ligand (herring-testis DNA), not a CDN STING agonist	CLDN4	-0.16411289000797424	0.06718491443626139	0.23874602121959812		209.9068528307892	2	2	Difference of mean log2(TPM+1). n=2. Sheet Sheet1. Column map is the GEO sample-title prefix. Welch p is descriptive.			211.7349;232.2625	199.1815;196.4485
GSE288796	H2228 HT-DNA vs untreated	cGAS ligand (herring-testis DNA), not a CDN STING agonist	CLDN4	1.295431792201307	0.02034306344331247	0.009347095196149194		49.678231498216064	2	2	Difference of mean log2(TPM+1). n=2. Sheet Sheet1. Column map is the GEO sample-title prefix. Welch p is descriptive.			28.3763;28.3004	70.0070;72.0293
GSE288796	H1650 HT-DNA vs untreated	cGAS ligand (herring-testis DNA), not a CDN STING agonist	CLDN4	0.7134216528168089	0.04191641194845956	0.0069007577703030345		193.76197926173234	2	2	Difference of mean log2(TPM+1). n=2. Sheet Sheet1. Column map is the GEO sample-title prefix. Welch p is descriptive.			142.9565;150.2055	244.6967;237.1893
GSE288796	H596 HT-DNA vs untreated	cGAS ligand (herring-testis DNA), not a CDN STING agonist	CLDN4	0.7730725537732646	0.0821352195315246	0.06570365890901032		24.323222813932407	2	2	Difference of mean log2(TPM+1). n=2. Sheet Sheet1. Column map is the GEO sample-title prefix. Welch p is descriptive.			16.6541;18.7762	31.0735;30.7891
GSE288796	H1975 HT-DNA vs untreated	cGAS ligand (herring-testis DNA), not a CDN STING agonist	CLDN4	-0.32794634049857674	0.030193270185518383	0.02434685468406766		114.65847393309517	2	2	Difference of mean log2(TPM+1). n=2. Sheet Sheet1. Column map is the GEO sample-title prefix. Welch p is descriptive.			130.1934;125.3177	102.4753;100.6474
GSE288796	H358 HT-DNA vs untreated	cGAS ligand (herring-testis DNA), not a CDN STING agonist	CLDN4	0.0019594597600711694	0.0659142477403023	0.9804879268707464		542.4931224198142	2	2	Difference of mean log2(TPM+1). n=2. Sheet Sheet2. Column map is the GEO sample-title prefix. Welch p is descriptive.			534.6595;549.1179	566.8619;519.3332
GSE288796	HCC827 HT-DNA vs untreated	cGAS ligand (herring-testis DNA), not a CDN STING agonist	CLDN1	-0.12603588666081933	0.08919146420559236	0.2936678353213273		31.85060594052443	2	2	Difference of mean log2(TPM+1). n=2. Sheet Sheet1. Column map is the GEO sample-title prefix. Welch p is descriptive.			31.8346;34.7305	29.0019;31.8354
GSE288796	H2228 HT-DNA vs untreated	cGAS ligand (herring-testis DNA), not a CDN STING agonist	CLDN1	0.3958080561000443	0.03189218594636206	0.019750906701254598		366.366398908058	2	2	Difference of mean log2(TPM+1). n=2. Sheet Sheet1. Column map is the GEO sample-title prefix. Welch p is descriptive.			313.2403;319.2764	424.8038;408.1452
GSE288796	H1650 HT-DNA vs untreated	cGAS ligand (herring-testis DNA), not a CDN STING agonist	CLDN1	0.950537393142036	0.08391920110114172	0.03143417882578831		81.24848213109641	2	2	Difference of mean log2(TPM+1). n=2. Sheet Sheet1. Column map is the GEO sample-title prefix. Welch p is descriptive.			56.1752;53.9152	101.5404;113.3631
GSE288796	H596 HT-DNA vs untreated	cGAS ligand (herring-testis DNA), not a CDN STING agonist	CLDN1	0.74861935371987	0.03260348622997521	0.01844848234346726		319.4158528309515	2	2	Difference of mean log2(TPM+1). n=2. Sheet Sheet1. Column map is the GEO sample-title prefix. Welch p is descriptive.			239.4536;236.6797	391.9913;409.5388
GSE288796	H1975 HT-DNA vs untreated	cGAS ligand (herring-testis DNA), not a CDN STING agonist	CLDN1	0.6259593127056395	0.05599016965294253	0.007933654309290253		7.781546055258042	2	2	Difference of mean log2(TPM+1). n=2. Sheet Sheet1. Column map is the GEO sample-title prefix. Welch p is descriptive.			5.7192;6.0922	9.3604;9.9543
GSE288796	H358 HT-DNA vs untreated	cGAS ligand (herring-testis DNA), not a CDN STING agonist	CLDN1	0.010819768754384285	0.04454518970503446	0.8424895640493705		46.5422799776282	2	2	Difference of mean log2(TPM+1). n=2. Sheet Sheet2. Column map is the GEO sample-title prefix. Welch p is descriptive.			46.8183;45.8916	45.3322;48.1270
GSE288796	HCC827 HT-DNA vs untreated	cGAS ligand (herring-testis DNA), not a CDN STING agonist	CLDN7	-0.01632222395451599	0.09207394670812358	0.8837397163726416		388.8306986295195	2	2	Difference of mean log2(TPM+1). n=2. Sheet Sheet1. Column map is the GEO sample-title prefix. Welch p is descriptive.			367.7510;414.9396	378.1198;394.5124
GSE288796	H2228 HT-DNA vs untreated	cGAS ligand (herring-testis DNA), not a CDN STING agonist	CLDN7	-0.14382659473723658	0.04674693250582359	0.17254520252568786		15.178996699988843	2	2	Difference of mean log2(TPM+1). n=2. Sheet Sheet1. Column map is the GEO sample-title prefix. Welch p is descriptive.			15.4583;16.5185	14.5032;14.2359
GSE288796	H1650 HT-DNA vs untreated	cGAS ligand (herring-testis DNA), not a CDN STING agonist	CLDN7	-0.12092278572696813	0.07904261627294422	0.3685511528889058		133.2704166705964	2	2	Difference of mean log2(TPM+1). n=2. Sheet Sheet1. Column map is the GEO sample-title prefix. Welch p is descriptive.			138.7407;138.8466	134.7937;120.7005
GSE288796	H596 HT-DNA vs untreated	cGAS ligand (herring-testis DNA), not a CDN STING agonist	CLDN7	-0.3677982556966368	0.07724562424747602	0.08494342548940162		32.93391626794125	2	2	Difference of mean log2(TPM+1). n=2. Sheet Sheet1. Column map is the GEO sample-title prefix. Welch p is descriptive.			35.3641;39.1419	28.0047;29.2249
GSE288796	H1975 HT-DNA vs untreated	cGAS ligand (herring-testis DNA), not a CDN STING agonist	CLDN7	-0.09653343042895113	0.02577751328708855	0.14335979004913696		110.5027937059364	2	2	Difference of mean log2(TPM+1). n=2. Sheet Sheet1. Column map is the GEO sample-title prefix. Welch p is descriptive.			112.2446;116.2347	106.2902;107.2417
GSE288796	H358 HT-DNA vs untreated	cGAS ligand (herring-testis DNA), not a CDN STING agonist	CLDN7	0.9035876933310703	0.9955732235947183	0.5302426141999883		11.831684536398141	2	2	Difference of mean log2(TPM+1). n=2. Sheet Sheet2. Column map is the GEO sample-title prefix. Welch p is descriptive.			6.4461;6.9596	27.6922;6.2288
GSE288796	HCC827 HT-DNA vs untreated	cGAS ligand (herring-testis DNA), not a CDN STING agonist	TACSTD2	0.1136449792599592	0.10331841888976243	0.3976978859776088		878.4687185249859	2	2	Difference of mean log2(TPM+1). n=2. Sheet Sheet1. Column map is the GEO sample-title prefix. Welch p is descriptive.			808.9634;877.9473	859.7642;967.2000
GSE288796	H2228 HT-DNA vs untreated	cGAS ligand (herring-testis DNA), not a CDN STING agonist	TACSTD2	-0.2144884627700394	0.09126972745162483	0.23746644058670802		111.38392192858144	2	2	Difference of mean log2(TPM+1). n=2. Sheet Sheet1. Column map is the GEO sample-title prefix. Welch p is descriptive.			112.3752;127.2724	101.5036;104.3845
GSE288796	H1650 HT-DNA vs untreated	cGAS ligand (herring-testis DNA), not a CDN STING agonist	TACSTD2	-0.2925786096366938	0.03312601972260641	0.01699946400979332		825.3378796358766	2	2	Difference of mean log2(TPM+1). n=2. Sheet Sheet1. Column map is the GEO sample-title prefix. Welch p is descriptive.			920.9425;896.6725	755.7504;727.9861
GSE288796	H596 HT-DNA vs untreated	cGAS ligand (herring-testis DNA), not a CDN STING agonist	TACSTD2	-0.9810234537689198	0.035937895496460155	0.019413244321235337		783.3540750930924	2	2	Difference of mean log2(TPM+1). n=2. Sheet Sheet1. Column map is the GEO sample-title prefix. Welch p is descriptive.			1035.7116;1044.5038	513.6506;539.5503
GSE288796	H1975 HT-DNA vs untreated	cGAS ligand (herring-testis DNA), not a CDN STING agonist	TACSTD2	-0.4274651000502807	0.00952840766584851	0.001029822803690789		133.85113568012088	2	2	Difference of mean log2(TPM+1). n=2. Sheet Sheet1. Column map is the GEO sample-title prefix. Welch p is descriptive.			154.2619;153.1055	114.6449;113.3923
GSE288796	H358 HT-DNA vs untreated	cGAS ligand (herring-testis DNA), not a CDN STING agonist	TACSTD2	-0.09193579366680993	0.03425769035179828	0.12274519219934377		621.9814518716958	2	2	Difference of mean log2(TPM+1). n=2. Sheet Sheet2. Column map is the GEO sample-title prefix. Welch p is descriptive.			653.9034;629.7891	610.8973;593.3360
GSE288796	HCC827 HT-DNA vs untreated	cGAS ligand (herring-testis DNA), not a CDN STING agonist	TJP1	-0.31806391824270275	0.10699687186786526	0.20547480460218562		52.50075758945055	2	2	Difference of mean log2(TPM+1). n=2. Sheet Sheet1. Column map is the GEO sample-title prefix. Welch p is descriptive.			54.0520;62.8414	46.3690;46.7406
GSE288796	H2228 HT-DNA vs untreated	cGAS ligand (herring-testis DNA), not a CDN STING agonist	TJP1	-0.21493586804703746	0.04508972697923656	0.04893668152426068		48.22273580256967	2	2	Difference of mean log2(TPM+1). n=2. Sheet Sheet1. Column map is the GEO sample-title prefix. Welch p is descriptive.			52.8536;50.9044	45.7163;43.4167
GSE288796	H1650 HT-DNA vs untreated	cGAS ligand (herring-testis DNA), not a CDN STING agonist	TJP1	-0.49107384613476324	0.08148827163443133	0.0576180624582308		88.99690714541141	2	2	Difference of mean log2(TPM+1). n=2. Sheet Sheet1. Column map is the GEO sample-title prefix. Welch p is descriptive.			109.6193;98.8075	75.5271;72.0337
GSE288796	H596 HT-DNA vs untreated	cGAS ligand (herring-testis DNA), not a CDN STING agonist	TJP1	0.040956655242179174	0.058537104255249016	0.6009965584367001		39.37675011361563	2	2	Difference of mean log2(TPM+1). n=2. Sheet Sheet1. Column map is the GEO sample-title prefix. Welch p is descriptive.			39.1714;38.4064	38.3506;41.5785
GSE288796	H1975 HT-DNA vs untreated	cGAS ligand (herring-testis DNA), not a CDN STING agonist	TJP1	-0.33059867662208653	0.03861898240926904	0.05711685841558813		52.13331539336143	2	2	Difference of mean log2(TPM+1). n=2. Sheet Sheet1. Column map is the GEO sample-title prefix. Welch p is descriptive.			56.6696;59.7361	45.7463;46.3813
GSE288796	H358 HT-DNA vs untreated	cGAS ligand (herring-testis DNA), not a CDN STING agonist	TJP1	-0.42358935357039984	0.44720749469204923	0.49850681669342756		2.558757429526915	2	2	Difference of mean log2(TPM+1). n=2. Sheet Sheet2. Column map is the GEO sample-title prefix. Welch p is descriptive.			1.9472;4.3466	2.2256;1.7156
GSE288796	HCC827 HT-DNA vs untreated	cGAS ligand (herring-testis DNA), not a CDN STING agonist	OCLN	-0.36005217126138245	0.09109296441198284	0.10516615144115939		33.75587702742391	2	2	Difference of mean log2(TPM+1). n=2. Sheet Sheet1. Column map is the GEO sample-title prefix. Welch p is descriptive.			35.8302;40.3576	28.6568;30.1789
GSE288796	H2228 HT-DNA vs untreated	cGAS ligand (herring-testis DNA), not a CDN STING agonist	OCLN	-0.4946897016317733	0.0714800637650405	0.08566839500550179		24.226921397695076	2	2	Difference of mean log2(TPM+1). n=2. Sheet Sheet1. Column map is the GEO sample-title prefix. Welch p is descriptive.			29.9730;27.0762	20.0688;19.7898
GSE288796	H1650 HT-DNA vs untreated	cGAS ligand (herring-testis DNA), not a CDN STING agonist	OCLN	-0.34960816020565755	0.061627680013297555	0.03286947564534183		35.59750726453972	2	2	Difference of mean log2(TPM+1). n=2. Sheet Sheet1. Column map is the GEO sample-title prefix. Welch p is descriptive.			38.9099;41.1036	32.2598;30.1168
GSE288796	H596 HT-DNA vs untreated	cGAS ligand (herring-testis DNA), not a CDN STING agonist	OCLN	-0.6652098240974165	0.13211460208124184	0.05889957164026095		6.537021673639791	2	2	Difference of mean log2(TPM+1). n=2. Sheet Sheet1. Column map is the GEO sample-title prefix. Welch p is descriptive.			7.8208;8.6528	4.3729;5.3016
GSE288796	H1975 HT-DNA vs untreated	cGAS ligand (herring-testis DNA), not a CDN STING agonist	OCLN	-0.08179895617498145	0.0717426666207416	0.3895591140519865		7.936171314312392	2	2	Difference of mean log2(TPM+1). n=2. Sheet Sheet1. Column map is the GEO sample-title prefix. Welch p is descriptive.			7.9411;8.4331	7.3215;8.0489
GSE288796	H358 HT-DNA vs untreated	cGAS ligand (herring-testis DNA), not a CDN STING agonist	OCLN	-0.4657341818399183	0.4842936354637368	0.5121443103022881		0.2748154264780845	2	2	Difference of mean log2(TPM+1). n=2. Sheet Sheet2. Column map is the GEO sample-title prefix. Welch p is descriptive.			1.0023;0.0236	0.0250;0.0484
GSE288796	HCC827 HT-DNA vs untreated	cGAS ligand (herring-testis DNA), not a CDN STING agonist	KRT8	-0.10785687268386113	0.11878103632912894	0.519638052909587		1267.650347662216	2	2	Difference of mean log2(TPM+1). n=2. Sheet Sheet1. Column map is the GEO sample-title prefix. Welch p is descriptive.			1211.2491;1422.7447	1196.7182;1239.8893
GSE288796	H2228 HT-DNA vs untreated	cGAS ligand (herring-testis DNA), not a CDN STING agonist	KRT8	-0.15240632528799125	0.06653522367633458	0.222430810833017		469.3387456668337	2	2	Difference of mean log2(TPM+1). n=2. Sheet Sheet1. Column map is the GEO sample-title prefix. Welch p is descriptive.			472.7698;515.9410	437.6330;451.0112
GSE288796	H1650 HT-DNA vs untreated	cGAS ligand (herring-testis DNA), not a CDN STING agonist	KRT8	-0.3050567713848622	0.061813515059806826	0.12012941433337675		1484.3926503987268	2	2	Difference of mean log2(TPM+1). n=2. Sheet Sheet1. Column map is the GEO sample-title prefix. Welch p is descriptive.			1650.1397;1630.2716	1384.9415;1272.2178
GSE288796	H596 HT-DNA vs untreated	cGAS ligand (herring-testis DNA), not a CDN STING agonist	KRT8	-0.44354955284027575	0.07495515117220611	0.082778432192313		415.67320375021035	2	2	Difference of mean log2(TPM+1). n=2. Sheet Sheet1. Column map is the GEO sample-title prefix. Welch p is descriptive.			503.4383;455.4786	346.8466;356.9294
GSE288796	H1975 HT-DNA vs untreated	cGAS ligand (herring-testis DNA), not a CDN STING agonist	KRT8	-0.1285721485946798	0.01231192783088631	0.0353449768624406		559.4775897246207	2	2	Difference of mean log2(TPM+1). n=2. Sheet Sheet1. Column map is the GEO sample-title prefix. Welch p is descriptive.			582.7183;586.1377	530.2331;538.8213
GSE288796	H358 HT-DNA vs untreated	cGAS ligand (herring-testis DNA), not a CDN STING agonist	KRT8	-0.13862520915233567	0.06764773303118071	0.28537324232424727		2849.71702463315	2	2	Difference of mean log2(TPM+1). n=2. Sheet Sheet2. Column map is the GEO sample-title prefix. Welch p is descriptive.			2971.4595;2998.6159	2841.0287;2587.7639
