sample,platform,domain,n,n_band,core_frac,cldn4_class,auc_0_200,d_barrier,d_drop,d_cd8_rim,d_cd8_stroma,d_n_rim,d_n_stroma
Lung12,cosmx,0,693,2330,0.2049062049062049,high,293585.80853658024,-0.18832090505046098,-0.08605860378385002,0.271518544436669,0.18545994065281898,1429,674
Lung12,cosmx,1,577,1899,0.17504332755632582,high,170510.92438316112,-0.20079140300440027,-0.06511772801666418,0.19471153846153846,0.12959381044487428,1248,517
Lung12,cosmx,2,414,2575,0.0024154589371980675,low,220160.5588631722,-0.21196236472005314,-0.07517203444056533,0.21491002570694087,0.13973799126637554,1945,458
Lung12,cosmx,3,256,2088,0.18359375,high,120915.51766825406,-0.2053051411946594,-0.09584640738913042,0.28134747348721145,0.18550106609808104,1603,469
Lung12,cosmx,4,247,993,0.13360323886639677,low,99862.54308320666,-0.11192402763605379,-0.05525630525630526,0.2744755244755245,0.21921921921921922,572,333
Lung12,cosmx,5,236,1051,0.2457627118644068,high,116101.15337802001,-0.031354695938787445,-0.016737470663378995,0.27527405602923266,0.25853658536585367,821,205
Lung12,cosmx,6,230,1827,0.05652173913043478,low,81818.0041635143,-0.2632669669877608,-0.0881954897413992,0.21159974506054813,0.12340425531914893,1569,235
Lung12,cosmx,7,228,1009,0.0,low,130441.0941288318,-0.3356815675491513,-0.10761065943992773,0.2140921409214092,0.10648148148148148,738,216
Lung12,cosmx,8,213,1686,0.2863849765258216,high,172557.67381020077,-0.2253403663649895,-0.0851890756302521,0.23161764705882354,0.14642857142857144,1360,280
Lung12,cosmx,9,192,655,0.10416666666666667,low,72366.50736606185,-0.11213872525382076,-0.04096283783783783,0.203125,0.16216216216216217,384,222
Lung12,cosmx,10,185,831,0.2972972972972973,high,108459.94782730337,-0.35739230717366377,-0.13482652613087398,0.2560386473429952,0.12121212121212122,621,198
Lung12,cosmx,11,170,742,0.01764705882352941,low,78251.14960173372,-0.32094659739611825,-0.11084675543013256,0.22811059907834103,0.11726384364820847,434,307
Lung12,cosmx,12,167,2509,0.1317365269461078,low,166268.8289193552,-0.10472438980584602,-0.02912227580277374,0.15360360360360362,0.12448132780082988,2220,241
Lung12,cosmx,13,165,692,0.296969696969697,high,278227.986744212,-0.1420161425237039,-0.06812526212777853,0.27391304347826084,0.2057877813504823,230,311
Lung12,cosmx,14,161,460,0.21739130434782608,high,98707.58751284398,-0.2400303203366305,-0.10165029217234958,0.26256983240223464,0.16091954022988506,358,87
Lung12,cosmx,15,148,1628,0.1554054054054054,high,80550.54159235398,-0.14005066246666467,-0.030400385914134104,0.12373371924746744,0.09333333333333334,1382,225
Lung12,cosmx,16,142,3031,0.176056338028169,high,67918.83410897868,0.023761533544902475,0.007937108147940464,0.16304734781060876,0.17098445595854922,2809,193
Lung12,cosmx,17,127,383,0.16535433070866143,high,114627.4587198171,-0.07897240559465374,-0.038108356290174505,0.2603305785123967,0.2222222222222222,242,126
Lung12,cosmx,18,126,527,0.1746031746031746,high,199225.988091066,0.055445542765101524,0.017180549163982206,0.14634146341463414,0.16352201257861634,328,159
Lung12,cosmx,19,111,433,0.05405405405405406,low,77883.85707628177,-0.40143445762223096,-0.1225939200849595,0.2139917695473251,0.0913978494623656,243,186
Lung12,cosmx,20,98,974,0.6224489795918368,high,112845.27840530948,-0.289951502520921,-0.11919537303117383,0.2651413189771198,0.14594594594594595,743,185
Lung12,cosmx,21,90,785,0.17777777777777778,high,83838.918431272,-0.2638537737462701,-0.08602218700475436,0.20602218700475436,0.12,631,150
Lung12,cosmx,22,89,574,0.033707865168539325,low,119957.94172662935,-0.2579126572815608,-0.0977048990184565,0.23826714801444043,0.14056224899598393,277,249
Lung12,cosmx,23,86,200,0.18604651162790697,high,170066.7859704951,-0.30434781867674876,-0.125,0.26785714285714285,0.14285714285714285,112,63
Lung12,cosmx,24,84,867,0.03571428571428571,low,106840.10974577017,-0.1029736371838842,-0.04073351140332854,0.21815286624203822,0.1774193548387097,628,186
Lung12,cosmx,25,81,1544,0.0,low,101254.31860387314,-0.16281945175976176,-0.06411609070397845,0.22895125553914328,0.16483516483516483,1354,182
Lung13,cosmx,0,3827,11629,0.12437940945910635,low,161818.80837929074,-0.20631434163271525,-0.038997681519676586,0.11400918635170604,0.07501150483202945,6096,4346
Lung13,cosmx,1,2954,8214,0.2985781990521327,high,144381.409403732,-0.0813728226315564,-0.01961838949406708,0.13035551504102097,0.11073712554695389,4388,2971
Lung13,cosmx,2,1864,4740,0.07778969957081545,low,214104.97267363683,-0.10820399456151475,-0.02793512463646114,0.1430530164533821,0.11511789181692095,2188,1442
Lung13,cosmx,3,1583,4929,0.06696146557169931,low,115314.99178686613,-0.11159343894492448,-0.026725698614422186,0.13310867733782644,0.10638297872340426,2374,2068
