neighbor_type,frac_around_CLDN4_high,frac_around_CLDN4_low,delta_high_minus_low,perm_p,null_mean,null_sd
CD8,0.03645664304253876,0.04354111937858421,-0.007084476336045448,0.001998001998001998,-3.974964635455611e-05,0.002183289549032812
NK,0.03785219620446893,0.05131466707743004,-0.01346247087296111,0.000999000999000999,4.3191808255752665e-05,0.0023646338243396145
Treg,0.03711690796082508,0.041557068000857365,-0.0044401600400322885,0.05094905094905095,5.530834982061013e-05,0.0022797217448371713
Mac,0.059016449979016825,0.07393929296146905,-0.014922842982452222,0.000999000999000999,-3.833362231921977e-05,0.003226680942866131
