modality,contrast,feature,n_cldn4,n_control,median_cldn4,median_control,delta,mannwhitney_p,bonferroni_alpha,survives_bonferroni
crispr,same_well,Cytoplasm_Intensity_MeanIntensity_DNA,5,143,-0.6079791188240051,0.04491604492068291,-0.652895163744688,0.08172342013188222,0.002631578947368421,False
crispr,plate_negcon,Nuclei_AreaShape_Area,5,101,-0.8774899244308472,1.0369422435760498,-1.914432168006897,0.020056822875697267,0.002631578947368421,False
crispr,plate_negcon,Nuclei_AreaShape_Compactness,5,101,0.128830686211586,5.606194496154785,-5.477363809943199,1.3814761182841955e-07,0.002631578947368421,True
crispr,plate_negcon,Nuclei_AreaShape_Eccentricity,5,101,0.36312249302864075,2.5843505859375,-2.2212280929088593,0.0001362727513821767,0.002631578947368421,True
crispr,plate_negcon,Nuclei_AreaShape_Solidity,5,101,-0.04390088841319084,-4.71219539642334,4.668294508010149,3.7497208924856736e-07,0.002631578947368421,True
crispr,plate_negcon,Nuclei_AreaShape_FormFactor,5,101,0.30400317907333374,-4.90756893157959,5.211572110652924,3.7497208924856736e-07,0.002631578947368421,True
crispr,plate_negcon,Nuclei_Intensity_MeanIntensity_DNA,5,101,-0.5739750266075134,-1.1871346235275269,0.6131595969200134,0.612182097182582,0.002631578947368421,False
crispr,plate_negcon,Nuclei_Intensity_MedianIntensity_DNA,5,101,-0.6236134171485901,-1.263884425163269,0.640271008014679,0.5232412042698349,0.002631578947368421,False
crispr,plate_negcon,Nuclei_Intensity_MADIntensity_DNA,5,101,-0.7142486572265625,-0.8068025708198547,0.09255391359329224,0.8284107392164242,0.002631578947368421,False
crispr,plate_negcon,Nuclei_Intensity_IntegratedIntensity_DNA,5,101,-1.9121047258377075,-0.1727791428565979,-1.7393255829811096,0.06110614240200568,0.002631578947368421,False
crispr,plate_negcon,Nuclei_Intensity_StdIntensity_DNA,5,101,-0.47172218561172485,-0.9001786708831787,0.42845648527145386,0.9884780944660472,0.002631578947368421,False
crispr,plate_negcon,Nuclei_Texture_Contrast_DNA_5_00_256,5,101,-0.49973708391189575,-0.7125275135040283,0.21279042959213257,0.9539346196296938,0.002631578947368421,False
crispr,plate_negcon,Nuclei_Texture_Entropy_DNA_5_00_256,5,101,-0.3006435036659241,-1.1252974271774292,0.8246539235115051,0.6536174800778315,0.002631578947368421,False
crispr,plate_negcon,Nuclei_Texture_Variance_DNA_5_00_256,5,101,-0.6055846214294434,-0.44418075680732727,-0.1614038646221161,0.35862918729851917,0.002631578947368421,False
crispr,plate_negcon,Nuclei_Texture_InfoMeas1_DNA_5_00_256,5,101,1.6756592988967896,-0.10573125630617142,1.781390555202961,0.0013441762630905223,0.002631578947368421,True
crispr,plate_negcon,Nuclei_Granularity_1_DNA,5,101,0.6118822693824768,2.630704164505005,-2.018821895122528,0.020056822875697267,0.002631578947368421,False
crispr,plate_negcon,Nuclei_Granularity_3_DNA,5,101,0.05909509211778641,-1.6851273775100708,1.7442224696278572,0.0007435893883530274,0.002631578947368421,True
crispr,plate_negcon,Cells_Intensity_MeanIntensity_DNA,5,101,-0.7299013137817383,-2.762160301208496,2.032258987426758,0.046904331081566726,0.002631578947368421,False
crispr,plate_negcon,Cells_Intensity_IntegratedIntensity_DNA,5,101,-0.9604893326759338,2.3544342517852783,-3.314923584461212,3.7339325939909966e-05,0.002631578947368421,True
crispr,plate_negcon,Cytoplasm_Intensity_MeanIntensity_DNA,5,101,-0.6079791188240051,2.2541229724884033,-2.8621020913124084,8.288856709705173e-07,0.002631578947368421,True
orf,same_well,Nuclei_AreaShape_Area,5,215,-0.472044438123703,0.09508056193590164,-0.5671250000596046,0.6043292343314237,0.002631578947368421,False
orf,same_well,Nuclei_AreaShape_Compactness,5,215,-0.580345630645752,0.26825666427612305,-0.848602294921875,0.04417491982914192,0.002631578947368421,False
orf,same_well,Nuclei_AreaShape_Eccentricity,5,215,-0.1591174304485321,0.2528880536556244,-0.4120054841041565,0.1899158718230584,0.002631578947368421,False
orf,same_well,Nuclei_AreaShape_Solidity,5,215,0.6954995393753052,-0.0836302861571312,0.7791298255324364,0.33718254618091237,0.002631578947368421,False
orf,same_well,Nuclei_AreaShape_FormFactor,5,215,0.8409730792045593,-0.3099435269832611,1.1509166061878204,0.03646397806338131,0.002631578947368421,False
orf,same_well,Nuclei_Intensity_MeanIntensity_DNA,5,215,1.304099440574646,0.9774399399757385,0.32665950059890747,0.49746930600165945,0.002631578947368421,False
orf,same_well,Nuclei_Intensity_MedianIntensity_DNA,5,215,1.5060045719146729,0.9535069465637207,0.5524976253509521,0.42511486563589207,0.002631578947368421,False
orf,same_well,Nuclei_Intensity_MADIntensity_DNA,5,215,2.059357166290283,1.120910882949829,0.9384462833404541,0.3060279770145703,0.002631578947368421,False
orf,same_well,Nuclei_Intensity_IntegratedIntensity_DNA,5,215,1.1035271883010864,0.9107252359390259,0.19280195236206055,0.5707988917873096,0.002631578947368421,False
orf,same_well,Nuclei_Intensity_StdIntensity_DNA,5,215,1.9452013969421387,1.1622216701507568,0.7829797267913818,0.3265917893644748,0.002631578947368421,False
orf,same_well,Nuclei_Texture_Contrast_DNA_5_00_256,5,215,1.4036014080047607,1.156718134880066,0.24688327312469482,0.35528926725661597,0.002631578947368421,False
orf,same_well,Nuclei_Texture_Entropy_DNA_5_00_256,5,215,1.4411001205444336,1.0019537210464478,0.43914639949798584,0.5520211710723617,0.002631578947368421,False
orf,same_well,Nuclei_Texture_Variance_DNA_5_00_256,5,215,1.4851223230361938,1.1247963905334473,0.3603259325027466,0.45417875668679397,0.002631578947368421,False
orf,same_well,Nuclei_Texture_InfoMeas1_DNA_5_00_256,5,215,-1.459591269493103,-1.0277719497680664,-0.4318193197250366,0.6238536258715287,0.002631578947368421,False
orf,same_well,Nuclei_Granularity_1_DNA,5,215,-2.236187219619751,-1.309954285621643,-0.9262329339981079,0.22922174281294064,0.002631578947368421,False
orf,same_well,Nuclei_Granularity_3_DNA,5,215,0.07744605839252472,0.6422984004020691,-0.5648523420095444,0.5802936817138151,0.002631578947368421,False
orf,same_well,Cells_Intensity_MeanIntensity_DNA,5,215,-0.33845794200897217,0.39743688702583313,-0.7358948290348053,0.9450857256066301,0.002631578947368421,False
orf,same_well,Cells_Intensity_IntegratedIntensity_DNA,5,215,1.1507973670959473,0.6390341520309448,0.5117632150650024,0.4499631735804391,0.002631578947368421,False
orf,same_well,Cytoplasm_Intensity_MeanIntensity_DNA,5,215,-0.6596913933753967,-0.823698878288269,0.16400748491287231,0.2895222107388713,0.002631578947368421,False
orf,plate_negcon,Nuclei_AreaShape_Area,5,80,-0.472044438123703,0.13004903495311737,-0.6020934730768204,0.5671464524034057,0.002631578947368421,False
orf,plate_negcon,Nuclei_AreaShape_Compactness,5,80,-0.580345630645752,-0.3037073463201523,-0.27663828432559967,0.40673588358733537,0.002631578947368421,False
orf,plate_negcon,Nuclei_AreaShape_Eccentricity,5,80,-0.1591174304485321,-0.240409255027771,0.08129182457923889,0.5185776621245902,0.002631578947368421,False
orf,plate_negcon,Nuclei_AreaShape_Solidity,5,80,0.6954995393753052,0.1867731362581253,0.5087264031171799,0.9063380208909241,0.002631578947368421,False
orf,plate_negcon,Nuclei_AreaShape_FormFactor,5,80,0.8409730792045593,0.2154271975159645,0.6255458816885948,0.3189055554961071,0.002631578947368421,False
orf,plate_negcon,Nuclei_Intensity_MeanIntensity_DNA,5,80,1.304099440574646,-0.04118445422500372,1.3452838947996497,0.0343434116172127,0.002631578947368421,False
orf,plate_negcon,Nuclei_Intensity_MedianIntensity_DNA,5,80,1.5060045719146729,-0.022580671589821577,1.5285852435044944,0.030908509505825597,0.002631578947368421,False
orf,plate_negcon,Nuclei_Intensity_MADIntensity_DNA,5,80,2.059357166290283,-0.12658722512423992,2.185944391414523,0.02350488850866257,0.002631578947368421,False
orf,plate_negcon,Nuclei_Intensity_IntegratedIntensity_DNA,5,80,1.1035271883010864,-0.19627317786216736,1.2998003661632538,0.016565880169505574,0.002631578947368421,False
orf,plate_negcon,Nuclei_Intensity_StdIntensity_DNA,5,80,1.9452013969421387,-0.24382973462343216,2.189031131565571,0.026273662891871736,0.002631578947368421,False
orf,plate_negcon,Nuclei_Texture_Contrast_DNA_5_00_256,5,80,1.4036014080047607,-0.037087283097207546,1.4406886911019683,0.01866620985852575,0.002631578947368421,False
orf,plate_negcon,Nuclei_Texture_Entropy_DNA_5_00_256,5,80,1.4411001205444336,-0.4964509457349777,1.9375510662794113,0.02221086299148908,0.002631578947368421,False
orf,plate_negcon,Nuclei_Texture_Variance_DNA_5_00_256,5,80,1.4851223230361938,-0.11053479462862015,1.595657117664814,0.029296571862819636,0.002631578947368421,False
orf,plate_negcon,Nuclei_Texture_InfoMeas1_DNA_5_00_256,5,80,-1.459591269493103,0.2899811640381813,-1.7495724335312843,0.061767935915890734,0.002631578947368421,False
orf,plate_negcon,Nuclei_Granularity_1_DNA,5,80,-2.236187219619751,0.04840153828263283,-2.284588757902384,0.009315849629759503,0.002631578947368421,False
orf,plate_negcon,Nuclei_Granularity_3_DNA,5,80,0.07744605839252472,-0.502309039235115,0.5797550976276398,0.11670679743257,0.002631578947368421,False
orf,plate_negcon,Cells_Intensity_MeanIntensity_DNA,5,80,-0.33845794200897217,-0.11597890406847,-0.22247903794050217,0.5671464524034057,0.002631578947368421,False
orf,plate_negcon,Cells_Intensity_IntegratedIntensity_DNA,5,80,1.1507973670959473,-0.1387273594737053,1.2895247265696526,0.03258995612916317,0.002631578947368421,False
orf,plate_negcon,Cytoplasm_Intensity_MeanIntensity_DNA,5,80,-0.6596913933753967,-0.3212018460035324,-0.3384895473718643,0.9627577591316063,0.002631578947368421,False
