modality,contrast,feature,n_cldn4,n_control,median_cldn4,median_control,delta,mannwhitney_p,bonferroni_alpha,survives_bonferroni
crispr,same_well,Nuclei_AreaShape_Area,5,143,-0.8774899244308472,-0.3559799790382385,-0.5215099453926086,0.33406489790186394,0.002631578947368421,False
crispr,same_well,Nuclei_AreaShape_Compactness,5,143,0.128830686211586,-0.39760246872901917,0.5264331549406052,0.5217488873099915,0.002631578947368421,False
crispr,same_well,Nuclei_AreaShape_Eccentricity,5,143,0.36312249302864075,-0.37773260474205017,0.7408550977706909,0.31841502000588306,0.002631578947368421,False
crispr,same_well,Nuclei_AreaShape_Solidity,5,143,-0.04390088841319084,0.21068671345710754,-0.2545876018702984,1.0,0.002631578947368421,False
crispr,same_well,Nuclei_AreaShape_FormFactor,5,143,0.30400317907333374,0.28602033853530884,0.017982840538024902,0.7417366828426956,0.002631578947368421,False
crispr,same_well,Nuclei_Intensity_MeanIntensity_DNA,5,143,-0.5739750266075134,0.09589678794145584,-0.6698718145489693,0.09215056013085567,0.002631578947368421,False
crispr,same_well,Nuclei_Intensity_MedianIntensity_DNA,5,143,-0.6236134171485901,0.09597403556108475,-0.7195874527096748,0.11337522174117083,0.002631578947368421,False
crispr,same_well,Nuclei_Intensity_MADIntensity_DNA,5,143,-0.7142486572265625,0.030030077323317528,-0.74427873454988,0.10593760158508114,0.002631578947368421,False
crispr,same_well,Nuclei_Intensity_IntegratedIntensity_DNA,5,143,-1.9121047258377075,0.0631122887134552,-1.9752170145511627,0.04355688195690894,0.002631578947368421,False
crispr,same_well,Nuclei_Intensity_StdIntensity_DNA,5,143,-0.47172218561172485,0.03186340257525444,-0.5035855881869793,0.11593736955603476,0.002631578947368421,False
crispr,same_well,Nuclei_Texture_Contrast_DNA_5_00_256,5,143,-0.49973708391189575,0.14040453732013702,-0.6401416212320328,0.22582715821969487,0.002631578947368421,False
crispr,same_well,Nuclei_Texture_Entropy_DNA_5_00_256,5,143,-0.3006435036659241,0.13772307336330414,-0.4383665770292282,0.14092687252144703,0.002631578947368421,False
crispr,same_well,Nuclei_Texture_Variance_DNA_5_00_256,5,143,-0.6055846214294434,0.09408631920814514,-0.6996709406375885,0.10593760158508114,0.002631578947368421,False
crispr,same_well,Nuclei_Texture_InfoMeas1_DNA_5_00_256,5,143,1.6756592988967896,-0.07236544787883759,1.7480247467756271,0.005977067511246606,0.002631578947368421,False
crispr,same_well,Nuclei_Granularity_1_DNA,5,143,0.6118822693824768,-0.112970270216465,0.7248525395989418,0.11337522174117083,0.002631578947368421,False
crispr,same_well,Nuclei_Granularity_3_DNA,5,143,0.05909509211778641,0.29189056158065796,-0.23279546946287155,0.8692462513992311,0.002631578947368421,False
crispr,same_well,Cells_Intensity_MeanIntensity_DNA,5,143,-0.7299013137817383,0.327684223651886,-1.0575855374336243,0.015524614055216657,0.002631578947368421,False
crispr,same_well,Cells_Intensity_IntegratedIntensity_DNA,5,143,-0.9604893326759338,-0.3853892385959625,-0.5751000940799713,0.4562204468743372,0.002631578947368421,False
