query,target,d_lo_um,d_hi_um,d_mid_um,n_annulus,p_cond,p_global,cooccurrence
CLDN4-high tumor/epi,CD8,0.0,25.0,12.5,31001,0.10486758491661559,0.10263812842210054,1.021721523266153
CLDN4-high tumor/epi,NK,0.0,25.0,12.5,31001,0.14451146737202025,0.12284718765555003,1.1763514503662427
CLDN4-high tumor/epi,Treg,0.0,25.0,12.5,31001,0.016193026031418343,0.027297162767546044,0.5932127880583415
CLDN4-high tumor/epi,Mac,0.0,25.0,12.5,31001,0.007515886584303732,0.03825783972125436,0.19645350179373144
CLDN4-high tumor/epi,CLDN4-low tumor/epi,0.0,25.0,12.5,31001,0.2027999096803329,0.07606769537083126,2.666045141655469
CLDN4-high tumor/epi,CD8,25.0,50.0,37.5,82279,0.10291812005493504,0.10263812842210054,1.0027279495168018
CLDN4-high tumor/epi,NK,25.0,50.0,37.5,82279,0.1387352787467033,0.12284718765555003,1.1293321515483263
CLDN4-high tumor/epi,Treg,25.0,50.0,37.5,82279,0.020175257356068985,0.027297162767546044,0.7390972288173339
CLDN4-high tumor/epi,Mac,25.0,50.0,37.5,82279,0.014268525383147584,0.03825783972125436,0.3729569020913804
CLDN4-high tumor/epi,CLDN4-low tumor/epi,25.0,50.0,37.5,82279,0.1690589336282648,0.07606769537083126,2.2224800265618634
CLDN4-high tumor/epi,CD8,50.0,75.0,62.5,131909,0.10547422844536763,0.10263812842210054,1.027632031749484
CLDN4-high tumor/epi,NK,50.0,75.0,62.5,131909,0.1338725939852474,0.12284718765555003,1.0897489518491168
CLDN4-high tumor/epi,Treg,50.0,75.0,62.5,131909,0.022189539758469854,0.027297162767546044,0.8128881359366509
CLDN4-high tumor/epi,Mac,50.0,75.0,62.5,131909,0.017383195991175736,0.03825783972125436,0.4543695127019523
CLDN4-high tumor/epi,CLDN4-low tumor/epi,50.0,75.0,62.5,131909,0.14990637484932795,0.07606769537083126,1.9706969445903668
CLDN4-high tumor/epi,CD8,75.0,100.0,87.5,182125,0.10426355525051476,0.10263812842210054,1.0158364815629688
CLDN4-high tumor/epi,NK,75.0,100.0,87.5,182125,0.1352971859986273,0.12284718765555003,1.101345407906168
CLDN4-high tumor/epi,Treg,75.0,100.0,87.5,182125,0.02298970487302677,0.027297162767546044,0.8422012598452001
CLDN4-high tumor/epi,Mac,75.0,100.0,87.5,182125,0.020474948524365134,0.03825783972125436,0.5351830807370486
CLDN4-high tumor/epi,CLDN4-low tumor/epi,75.0,100.0,87.5,182125,0.14124914207275224,0.07606769537083126,1.856887360451245
CLDN4-high tumor/epi,CD8,100.0,150.0,125.0,512224,0.10336298182045354,0.10263812842210054,1.0070622234592201
CLDN4-high tumor/epi,NK,100.0,150.0,125.0,512224,0.1315244892859374,0.12284718765555003,1.0706349229151064
CLDN4-high tumor/epi,Treg,100.0,150.0,125.0,512224,0.023411632410820265,0.027297162767546044,0.85765808740587
CLDN4-high tumor/epi,Mac,100.0,150.0,125.0,512224,0.0219571906041107,0.03825783972125436,0.5739265667923289
