query,target,d_lo_um,d_hi_um,d_mid_um,n_annulus,p_cond,p_global,cooccurrence
CLDN4-high tumor/epi,CLDN4-low tumor/epi,100.0,150.0,125.0,512224,0.13671752983069907,0.07606769537083126,1.797313947322827
CLDN4-high tumor/epi,CD8,150.0,200.0,175.0,702340,0.10382578238460005,0.10263812842210054,1.0115712745424903
CLDN4-high tumor/epi,NK,150.0,200.0,175.0,702340,0.13067460204459377,0.12284718765555003,1.0637166754764542
CLDN4-high tumor/epi,Treg,150.0,200.0,175.0,702340,0.024556482615257568,0.027297162767546044,0.8995983510950484
CLDN4-high tumor/epi,Mac,150.0,200.0,175.0,702340,0.02510180254577555,0.03825783972125436,0.6561217969615285
CLDN4-high tumor/epi,CLDN4-low tumor/epi,150.0,200.0,175.0,702340,0.12761767804766921,0.07606769537083126,1.6776856118163033
CLDN4-high tumor/epi,CD8,200.0,300.0,250.0,1937726,0.10432486326756209,0.10263812842210054,1.0164338036107285
CLDN4-high tumor/epi,NK,200.0,300.0,250.0,1937726,0.12865183209597228,0.12284718765555003,1.0472509346872299
CLDN4-high tumor/epi,Treg,200.0,300.0,250.0,1937726,0.02568835841599896,0.027297162767546044,0.9410633125044111
CLDN4-high tumor/epi,Mac,200.0,300.0,250.0,1937726,0.028894178021041158,0.03825783972125436,0.7552485511875057
CLDN4-high tumor/epi,CLDN4-low tumor/epi,200.0,300.0,250.0,1937726,0.11878046741386553,0.07606769537083126,1.5615100054603837
CLDN4-high tumor/epi,CD8,300.0,400.0,350.0,2579920,0.10283497162702719,0.10263812842210054,1.0019178370450903
CLDN4-high tumor/epi,NK,300.0,400.0,350.0,2579920,0.12693881980836616,0.12284718765555003,1.0333066815032723
CLDN4-high tumor/epi,Treg,300.0,400.0,350.0,2579920,0.026187633725076747,0.027297162767546044,0.9593536862450617
CLDN4-high tumor/epi,Mac,300.0,400.0,350.0,2579920,0.031611445316133836,0.03825783972125436,0.8262736617240811
CLDN4-high tumor/epi,CLDN4-low tumor/epi,300.0,400.0,350.0,2579920,0.10948711587956216,0.07606769537083126,1.4393378864156547
CLDN4-high tumor/epi,CD8,400.0,500.0,450.0,3167297,0.1022092339303829,0.10263812842210054,0.9958212946951468
CLDN4-high tumor/epi,NK,400.0,500.0,450.0,3167297,0.12679076196517094,0.12284718765555003,1.0321014618639726
CLDN4-high tumor/epi,Treg,400.0,500.0,450.0,3167297,0.026980103223663586,0.027297162767546044,0.9883848901593754
CLDN4-high tumor/epi,Mac,400.0,500.0,450.0,3167297,0.03346891687138907,0.03825783972125436,0.8748250584780204
CLDN4-high tumor/epi,CLDN4-low tumor/epi,400.0,500.0,450.0,3167297,0.10185972455377566,0.07606769537083126,1.3390667885652094
