,CLDN4-high tumor/epi,CLDN4-low tumor/epi,CD8,NK,Treg,Mac,Other
CLDN4-high tumor/epi,57.441818451645375,32.66691775492619,-8.802685425796506,-14.812544334005752,-8.17344896987072,-3.6375638640014727,-72.02119833050257
CLDN4-low tumor/epi,32.66691775492619,19.60248606402599,-3.10147613457848,-5.773098573510467,-5.07352105893979,5.681177772689101,-38.560939958850106
CD8,-8.802685425796506,-3.10147613457848,5.816879653909196,7.199424523914209,9.65725905773763,3.521470585380368,-3.212614013155992
NK,-14.812544334005752,-5.773098573510467,7.199424523914209,11.695087644505673,7.480299425447282,-1.152581160994014,1.640824198561603
Treg,-8.17344896987072,-5.07352105893979,9.65725905773763,7.480299425447282,10.648045187547062,8.161863052033713,-6.251634022206265
Mac,-3.6375638640014727,5.681177772689101,3.521470585380368,-1.152581160994014,8.161863052033713,23.956965249393633,-19.602857040855767
Other,-72.02119833050257,-38.560939958850106,-3.212614013155992,1.640824198561603,-6.251634022206265,-19.602857040855767,65.73988412671967
