neighbor_type,frac_around_CLDN4_high,frac_around_CLDN4_low,delta_high_minus_low,perm_p,null_mean,null_sd
CD8,0.10462400427173517,0.10321952043182508,0.001404483839910084,0.07092907092907093,-1.1773347104850673e-05,0.0007794824180237916
NK,0.13910334741918173,0.1297838453283804,0.009319502090801346,0.000999000999000999,-3.441658615185078e-05,0.0009203540676152793
Treg,0.02055602875313143,0.023715404360538015,-0.003159375607406586,0.000999000999000999,-1.8824502236593342e-05,0.00040637798382003854
Mac,0.012542276560561698,0.02116139804834937,-0.008619121487787674,0.000999000999000999,-2.0350850042994923e-05,0.0005061191479111286
