query,target,d_lo_um,d_hi_um,d_mid_um,n_annulus,p_cond,p_global,cooccurrence
CLDN4-high tumor/epi,CD8,0.0,100.0,50.0,0,,0.048211036992116436,
CLDN4-high tumor/epi,NK,0.0,100.0,50.0,0,,0.05958156458459673,
CLDN4-high tumor/epi,Treg,0.0,100.0,50.0,0,,0.04896907216494845,
CLDN4-high tumor/epi,Mac,0.0,100.0,50.0,0,,0.0661006670709521,
CLDN4-high tumor/epi,CLDN4-low tumor/epi,0.0,100.0,50.0,0,,0.19996967859308673,
CLDN4-high tumor/epi,CD8,100.0,200.0,150.0,10315,0.03296170625302957,0.048211036992116436,0.6836962718395693
CLDN4-high tumor/epi,NK,100.0,200.0,150.0,10315,0.03305865244789142,0.05958156458459673,0.5548470013900555
CLDN4-high tumor/epi,Treg,100.0,200.0,150.0,10315,0.034997576345128456,0.04896907216494845,0.7146873485215706
CLDN4-high tumor/epi,Mac,100.0,200.0,150.0,10315,0.053999030538051385,0.0661006670709521,0.8169211133692361
CLDN4-high tumor/epi,CLDN4-low tumor/epi,100.0,200.0,150.0,10315,0.27561803199224433,0.19996967859308673,1.3782991198035204
CLDN4-high tumor/epi,CD8,200.0,300.0,250.0,10075,0.03325062034739454,0.048211036992116436,0.6896889679604226
CLDN4-high tumor/epi,NK,200.0,300.0,250.0,10075,0.04099255583126551,0.05958156458459673,0.6880073747150821
CLDN4-high tumor/epi,Treg,200.0,300.0,250.0,10075,0.0403970223325062,0.04896907216494845,0.8249497192111793
CLDN4-high tumor/epi,Mac,200.0,300.0,250.0,10075,0.063424317617866,0.0661006670709521,0.9595110068978077
CLDN4-high tumor/epi,CLDN4-low tumor/epi,200.0,300.0,250.0,10075,0.27017369727047147,0.19996967859308673,1.3510733185716677
CLDN4-high tumor/epi,CD8,300.0,400.0,350.0,18226,0.03730933830791178,0.048211036992116436,0.7738754574810882
CLDN4-high tumor/epi,NK,300.0,400.0,350.0,18226,0.04202787227038297,0.05958156458459673,0.7053838307772163
CLDN4-high tumor/epi,Treg,300.0,400.0,350.0,18226,0.04125973883463185,0.04896907216494845,0.8425672983072188
CLDN4-high tumor/epi,Mac,300.0,400.0,350.0,18226,0.06194447492592999,0.0661006670709521,0.9371232949803537
CLDN4-high tumor/epi,CLDN4-low tumor/epi,300.0,400.0,350.0,18226,0.2705475694063426,0.19996967859308673,1.3529429627022258
CLDN4-high tumor/epi,CD8,400.0,500.0,450.0,11454,0.03867644491007508,0.048211036992116436,0.8022321717825636
CLDN4-high tumor/epi,NK,400.0,500.0,450.0,11454,0.04470054129561725,0.05958156458459673,0.7502411460200797
CLDN4-high tumor/epi,Treg,400.0,500.0,450.0,11454,0.040946394272743145,0.04896907216494845,0.8361684725170705
CLDN4-high tumor/epi,Mac,400.0,500.0,450.0,11454,0.06504277981491183,0.0661006670709521,0.9839958157320147
CLDN4-high tumor/epi,CLDN4-low tumor/epi,400.0,500.0,450.0,11454,0.2723939235201676,0.19996967859308673,1.3621761330849322
CLDN4-high tumor/epi,CD8,500.0,700.0,600.0,59213,0.03982233631128299,0.048211036992116436,0.8260004097774296
CLDN4-high tumor/epi,NK,500.0,700.0,600.0,59213,0.04478746221268978,0.05958156458459673,0.7517000019208697
CLDN4-high tumor/epi,Treg,500.0,700.0,600.0,59213,0.04230489926198639,0.04896907216494845,0.8639105744026695
CLDN4-high tumor/epi,Mac,500.0,700.0,600.0,59213,0.06677587691891983,0.0661006670709521,1.0102148719201725
CLDN4-high tumor/epi,CLDN4-low tumor/epi,500.0,700.0,600.0,59213,0.2666813030922264,0.19996967859308673,1.3336086999213987
CLDN4-high tumor/epi,CD8,700.0,900.0,800.0,59266,0.040647251375156075,0.048211036992116436,0.8431109121714763
CLDN4-high tumor/epi,NK,700.0,900.0,800.0,59266,0.0449498869503594,0.05958156458459673,0.7544260924289328
CLDN4-high tumor/epi,Treg,700.0,900.0,800.0,59266,0.04516923699929133,0.04896907216494845,0.9224033660907914
CLDN4-high tumor/epi,Mac,700.0,900.0,800.0,59266,0.06757668815172274,0.0661006670709521,1.022329896900833
CLDN4-high tumor/epi,CLDN4-low tumor/epi,700.0,900.0,800.0,59266,0.261617116053049,0.19996967859308673,1.3082839253115324
